location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48015,2020-01-23,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,5.6,10.27,8.09,5.91,,8.4,24.57,10.27,10.58,6.22,,5.29,8.4,28.93,6.53,9.95,7.15,39.19,7.78,6.22,14.405556,11.877778,15.961111,22.803556,12.294444,87.231798
US_TX_48015,2020-01-24,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,5.09,4.77,13.04,7.95,,,22.57,7.95,9.22,5.09,,5.72,11.45,24.8,8.27,6.36,5.09,36.56,5.72,5.72,9.961111,3.211111,18.955556,0.0762,4.622222,69.563002
US_TX_48015,2020-01-25,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,5.65,6.46,12.51,6.05,7.26,6.46,22.6,8.88,11.3,8.07,,,7.26,21.79,7.26,10.09,6.46,36.73,8.07,,11.272222,5.044444,19.227778,0.0,6.055556,70.483635
US_TX_48015,2020-01-26,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,6.66,13.68,10.72,,5.55,25.15,8.14,8.14,,,6.66,,32.55,,7.4,6.66,37.72,6.29,6.29,17.419753,13.67284,23.722222,1.2065,12.975309,75.272104
US_TX_48015,2020-01-27,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,7.14,6.21,12.74,12.12,7.14,4.35,21.75,10.87,7.77,5.28,,,5.9,36.34,7.77,7.77,,33.24,8.7,5.9,13.194444,8.222222,19.855556,0.3302,10.966667,86.517059
US_TX_48015,2020-01-28,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,5.55,4.32,12.02,9.25,9.56,8.02,25.28,7.71,12.64,4.62,7.09,,8.94,36.07,9.87,7.4,,43.47,9.25,7.09,14.361111,11.611111,20.433333,0.790222,12.077778,86.233592
US_TX_48015,2020-01-29,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,8.97,8.65,5.13,,5.13,23.71,8.65,15.06,7.05,6.73,,6.09,33.64,7.05,6.41,5.13,38.77,14.1,,10.527778,7.583333,16.844444,5.0546,5.088889,69.143824
US_TX_48015,2020-01-30,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,4.58,9.49,8.51,6.54,,29.11,10.14,9.81,8.83,8.51,,11.78,32.06,,7.85,4.58,34.02,9.49,,9.588889,7.816667,12.494444,0.0,6.438889,80.805754
US_TX_48015,2020-01-31,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,,9.79,7.83,,4.57,26.11,7.83,10.45,,9.14,,8.16,31.01,6.53,,5.22,33.3,5.22,,10.516667,8.266667,14.827778,0.0,6.844444,78.130121
US_TX_48015,2020-02-01,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,7.11,15.47,,7.53,,25.51,15.06,7.95,,,,8.78,28.44,7.53,6.69,8.37,40.15,,,10.027778,2.727778,21.266667,0.0,2.883333,61.2941
US_TX_48015,2020-02-02,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,5.91,15.36,,7.48,,24.81,8.27,9.45,6.3,,,7.88,27.57,6.3,8.27,5.91,38.6,8.27,5.91,13.95,6.344444,24.588889,0.0,2.788889,47.470043
US_TX_48015,2020-02-03,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,6.61,6.93,15.11,8.5,,6.61,13.86,4.72,10.08,,5.35,5.67,11.65,23.62,9.45,10.08,4.72,37.47,11.34,7.24,17.533333,12.511111,23.688889,0.0,12.261111,71.362743
US_TX_48015,2020-02-04,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,6.76,14.16,,4.83,6.11,14.48,5.15,5.47,,4.5,7.08,7.08,29.92,5.79,5.47,4.83,38.61,8.04,4.5,21.405556,17.994444,25.25,0.112889,17.988889,80.961291
US_TX_48015,2020-02-05,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,5.13,5.43,10.55,6.33,4.52,5.73,12.66,7.24,12.66,,6.33,,8.14,25.33,,6.63,5.43,34.68,5.73,,9.661111,4.994444,18.911111,0.108857,7.588889,86.97365
US_TX_48015,2020-02-06,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,5.41,12.72,6.68,5.73,7.63,18.13,6.68,8.59,6.68,,4.77,10.81,25.77,6.68,,6.04,33.4,8.59,5.73,5.205556,1.088889,11.538889,0.47625,-1.372222,62.633159
US_TX_48015,2020-02-07,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,4.43,6.96,8.86,,7.28,,18.34,7.28,9.49,,7.28,6.01,11.07,27.52,,4.43,,29.1,9.17,4.74,9.005556,0.438889,22.688889,0.0762,-0.95,50.03786
US_TX_48015,2020-02-08,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,7.97,6.77,9.16,6.38,5.98,19.13,7.97,12.35,,,,11.16,35.46,8.77,9.56,,43.83,,,14.122222,7.516667,22.572222,0.0,6.633333,61.640445
US_TX_48015,2020-02-09,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,8.71,15.53,8.33,5.3,7.2,17.8,7.95,7.95,,8.71,5.3,8.33,30.67,5.3,6.44,5.3,47.33,6.44,,18.722222,15.027778,22.738889,0.0,16.466667,86.817484
US_TX_48015,2020-02-10,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,5.75,7.26,10.28,,8.17,4.54,17.24,6.05,9.07,4.54,8.47,9.38,13.01,23.29,7.26,9.98,8.47,38.71,6.96,7.56,20.738889,15.666667,23.855556,2.681111,19.555556,91.69364
US_TX_48015,2020-02-11,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,8.07,5.97,9.86,5.08,8.07,7.47,14.34,5.97,13.74,,,5.08,9.26,23.3,6.27,5.97,5.08,38.84,5.68,4.78,10.033333,7.738889,16.594444,2.624667,9.177778,94.476715
US_TX_48015,2020-02-12,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,5.83,5.53,7.37,8.29,4.6,7.98,15.04,7.67,12.28,4.6,5.53,4.6,14.12,26.4,7.67,5.83,7.67,33.77,5.83,6.75,10.322222,8.116667,13.366667,3.217333,9.777778,95.216199
US_TX_48015,2020-02-13,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,5.73,9.86,8.59,7.63,7.0,5.41,20.04,5.09,8.27,4.45,5.09,,7.32,27.36,5.41,6.68,,40.72,4.45,,8.361111,4.438889,13.005556,5.461,5.444444,81.976613
US_TX_48015,2020-02-14,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,6.11,8.82,7.8,,,9.16,4.75,8.14,6.11,,,6.45,27.48,7.12,4.75,,30.53,10.86,,7.016667,0.777778,15.538889,0.0,1.822222,69.751411
US_TX_48015,2020-02-15,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,3,3,-5,,5.71,6.53,10.6,6.53,6.93,6.53,13.46,8.56,7.75,,,,9.38,23.66,10.6,,,38.34,10.2,,10.972222,4.011111,20.711111,0.0,6.155556,72.422859
US_TX_48015,2020-02-16,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,6,5,3,,5.88,9.02,13.73,,5.88,6.67,16.47,9.41,9.41,,7.45,,9.8,23.53,12.55,13.34,6.67,37.65,6.28,8.24,16.894444,13.25,22.783333,0.0,14.405556,85.421389
US_TX_48015,2020-02-17,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,8,-5,-15,2,5.59,,18.16,8.38,10.48,7.68,24.1,13.27,11.18,5.59,7.33,5.59,11.88,27.24,7.68,7.33,6.29,38.07,6.99,7.33,19.266667,15.894444,26.044444,0.0,17.617284,90.088163
US_TX_48015,2020-02-18,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,3,3,3,0,,6.32,14.53,6.63,,6.63,18.64,9.47,11.05,5.68,9.16,,7.58,27.16,10.42,7.58,5.37,44.85,7.9,6.32,21.805556,16.761111,25.094444,0.0,19.533333,87.018605
US_TX_48015,2020-02-19,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,1,0,1,1,,5.14,9.08,8.47,5.45,6.96,12.71,10.89,6.66,6.05,6.96,,6.05,20.27,5.14,6.96,,39.94,6.05,5.75,13.627778,11.194444,17.771605,1.5875,11.188889,86.15268
US_TX_48015,2020-02-20,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,,,,,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-4,-9,1,1,4.59,4.89,8.26,6.12,6.73,,17.13,7.95,10.71,6.73,,,8.26,19.88,6.42,,7.04,34.26,,6.12,9.15,7.594444,12.438889,4.797778,8.016667,92.721702
