location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_OH_39065,2020-01-11,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,7.44,5.66,4.46,8.93,5.66,,5.06,4.46,12.21,10.72,5.06,5.66,,4.46,4.76,,,8.04,23.82,5.06,8.04,,,,43.17,4.17,8.04,5.06,,5.66,13.427778,8.238889,17.655556,10.63625,10.876543,84.414447
US_OH_39065,2020-01-12,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,3.88,8.04,4.44,10.54,8.04,5.27,4.71,,9.71,7.77,4.44,6.93,,,,,,5.27,21.08,6.1,6.1,,,4.99,36.33,5.55,4.99,4.71,3.88,,3.822222,0.472222,12.111111,8.8265,1.858025,86.969273
US_OH_39065,2020-01-13,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,4.31,6.69,4.53,9.06,7.55,5.18,3.67,,11.0,6.04,5.39,7.12,,3.88,,3.67,5.39,6.04,21.57,5.18,6.25,5.82,5.82,5.39,32.56,3.88,5.61,3.88,3.45,,3.5,1.166667,6.211111,0.381,1.072222,84.381033
US_OH_39065,2020-01-14,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,,9.13,4.13,8.47,9.56,3.04,5.21,3.91,12.6,8.26,5.0,5.43,3.91,3.91,3.91,3.04,5.43,5.65,25.21,4.13,6.52,3.26,,4.56,33.46,,7.17,4.56,,4.56,2.655556,-0.483333,6.994444,1.3716,0.962963,88.656861
US_OH_39065,2020-01-15,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,4.26,10.43,3.62,5.32,7.67,5.11,5.54,4.68,11.5,7.88,4.26,6.39,3.62,7.45,,,,8.3,21.72,7.45,6.6,3.19,,6.39,35.56,,4.9,3.19,4.68,,2.727778,-0.661111,7.955556,0.0,2.024691,94.956791
US_OH_39065,2020-01-16,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,4.78,5.86,,7.6,9.12,4.78,,,8.47,5.21,3.47,8.03,4.56,3.91,3.47,,,7.6,22.79,4.78,,5.43,4.34,4.78,30.39,4.56,,7.16,4.34,3.47,2.261111,-2.916667,8.005556,1.0414,-1.222222,77.867601
US_OH_39065,2020-01-17,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,3.95,4.65,9.76,11.85,4.65,,4.18,,8.83,4.88,4.65,8.36,5.34,4.88,3.95,,,6.04,19.98,3.72,4.88,3.48,,5.81,32.06,,6.74,4.18,5.58,,-4.25,-7.266667,1.8,0.423333,-8.972222,70.038704
US_OH_39065,2020-01-18,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,5.32,4.79,,6.65,6.38,,7.18,4.26,11.17,5.05,3.99,7.71,,5.05,3.99,,,4.79,20.48,4.26,6.12,,,,28.46,3.99,8.78,5.59,,,0.544444,-5.038889,6.761111,6.06425,-2.433333,80.762063
US_OH_39065,2020-01-19,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,,8.72,5.29,5.02,8.99,3.96,5.29,,11.37,7.93,4.76,7.67,6.34,4.76,,,,6.87,22.73,4.49,8.46,,,,32.51,,5.55,,4.49,4.23,-7.427778,-11.444444,3.994444,7.366,-10.9,76.32847
US_OH_39065,2020-01-20,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,10.59,11.11,4.65,6.97,5.17,5.17,5.17,,13.17,7.49,4.39,11.62,4.39,4.91,7.49,4.65,6.72,9.04,22.47,5.42,6.46,,7.23,4.91,36.94,,7.23,8.27,6.46,,-8.766667,-12.694444,-3.466667,0.0,-11.882716,77.357512
US_OH_39065,2020-01-21,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,3.68,8.01,4.11,7.58,6.28,4.76,4.98,6.71,16.67,5.85,4.55,12.78,,6.5,6.71,3.68,7.15,6.93,22.74,7.15,6.5,4.98,4.98,4.11,33.56,4.76,6.06,3.46,5.41,3.46,-6.45,-11.438889,-2.7,0.0,-10.506173,71.963972
US_OH_39065,2020-01-22,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,4.59,6.78,4.37,10.71,4.59,5.46,4.81,4.59,14.86,5.9,4.37,9.84,3.94,5.25,,,6.34,6.78,31.48,7.65,7.87,6.56,4.59,5.46,32.35,5.46,6.12,7.21,4.81,5.25,-5.0,-10.033333,1.3,0.0,-8.822222,74.989906
US_OH_39065,2020-01-23,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,4.36,7.42,3.93,10.03,,4.8,4.8,4.36,17.23,8.07,3.27,10.47,5.02,8.07,,9.81,,7.63,33.8,7.63,4.36,3.93,6.33,7.2,37.51,,4.58,5.45,5.67,6.54,0.655556,-5.172222,5.6,0.0,-6.238889,60.152163
US_OH_39065,2020-01-24,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,5.5,5.05,5.05,5.5,7.47,4.84,3.96,5.93,22.2,6.37,6.81,9.45,4.84,4.84,4.18,6.37,5.05,4.62,30.33,4.84,7.47,4.4,6.15,6.37,33.63,5.05,5.5,4.84,5.28,,4.272222,0.472222,6.516667,0.47625,0.433333,76.8396
US_OH_39065,2020-01-25,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,4.36,6.54,,9.26,4.91,5.45,4.36,6.81,21.25,6.27,5.45,10.35,,4.63,,4.63,5.45,7.08,25.61,4.91,6.54,4.63,6.54,6.54,34.33,,8.45,4.63,4.63,6.54,2.183333,0.161111,5.422222,5.207,1.41358,94.029684
US_OH_39065,2020-01-26,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,3.64,5.58,5.34,11.9,6.31,3.88,,3.88,23.06,8.25,4.13,9.71,7.28,4.13,7.04,3.64,6.31,4.86,30.35,7.04,6.31,4.13,4.61,3.88,31.07,4.13,6.07,5.83,4.61,9.22,-0.005556,-0.388889,2.222222,0.4445,-1.080247,92.130556
US_OH_39065,2020-01-27,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,7.17,6.75,4.22,9.07,5.49,4.64,6.96,3.8,25.32,8.44,5.91,11.39,6.33,5.06,6.75,5.49,4.22,8.86,37.34,5.06,5.91,6.12,4.01,5.49,41.35,4.01,5.27,6.12,3.16,7.59,0.122222,-0.922222,1.016667,0.0,-1.154321,90.673743
US_OH_39065,2020-01-28,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,,7.11,5.17,8.41,7.54,6.04,,4.31,34.28,10.35,4.1,11.64,4.31,4.1,6.04,4.31,4.74,8.84,47.86,7.98,7.11,4.1,4.96,6.25,37.51,3.67,8.19,6.68,4.74,4.96,0.083333,-0.882716,0.938272,0.0,-1.604938,88.010006
US_OH_39065,2020-01-29,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,4.05,4.26,,5.54,10.44,2.98,3.62,5.54,30.48,10.44,5.97,11.72,5.75,7.03,5.33,7.89,4.9,7.25,36.88,5.54,5.97,6.61,5.75,7.25,32.61,5.54,10.23,,6.39,,-0.338889,-1.041667,0.659722,0.0635,-3.308642,79.812663
US_OH_39065,2020-01-30,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,3.31,5.58,4.55,8.27,9.1,3.31,3.51,5.79,38.65,4.13,7.03,11.78,6.2,5.79,6.2,4.96,,8.68,40.93,5.79,4.96,6.2,4.34,5.79,35.76,4.75,4.34,3.93,4.75,3.1,-0.55,-1.277778,0.322222,0.4572,-4.477778,75.074579
US_OH_39065,2020-01-31,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,4.88,6.16,3.61,8.07,7.22,4.03,2.97,3.4,30.57,10.4,5.73,6.16,4.46,5.09,7.0,3.18,2.97,5.31,31.2,3.82,5.52,4.25,,4.46,30.78,4.03,7.0,3.18,,,-0.255556,-1.505556,1.483333,0.0,-3.172222,81.077896
US_OH_39065,2020-02-01,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,5.82,8.73,6.88,7.93,4.5,4.23,4.5,5.03,18.78,8.99,4.76,7.14,5.55,,4.5,4.5,,10.58,27.24,4.23,5.03,,5.55,8.2,31.74,,6.08,4.5,3.97,,0.727778,-1.094444,2.877778,10.4775,-0.932099,88.346358
US_OH_39065,2020-02-02,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,4.51,5.01,4.01,4.01,8.52,4.01,5.26,6.51,18.04,10.27,4.26,12.28,,,4.51,6.01,5.76,6.26,24.56,5.51,7.02,,3.76,5.51,29.57,4.26,,4.26,4.01,5.51,5.144444,-0.033333,14.761111,2.0574,0.259259,70.079251
US_OH_39065,2020-02-03,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,5.33,5.33,,10.45,5.97,4.48,4.48,4.69,19.61,7.89,4.69,11.72,3.41,5.12,7.25,4.05,3.2,7.67,25.58,4.48,5.54,7.25,4.26,4.48,39.01,,7.03,3.41,5.75,,8.0,-0.383333,15.416667,0.5334,2.861111,70.277497
US_OH_39065,2020-02-04,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,3.53,6.45,3.33,8.94,8.73,4.16,5.2,6.65,24.95,9.98,4.37,10.81,3.12,4.57,4.57,5.2,,9.98,27.65,6.03,6.45,,3.12,4.57,36.18,4.16,3.95,,3.95,4.37,8.8,-0.083333,14.727778,0.0,4.305556,73.561128
US_OH_39065,2020-02-05,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,4.86,5.92,,9.51,7.61,3.59,4.44,3.59,21.55,9.09,3.38,9.09,4.01,5.71,5.28,4.23,5.28,7.82,25.57,6.55,3.8,,3.8,4.01,30.01,,4.01,6.34,4.44,,-0.194444,-1.455556,0.994444,4.8895,-3.265432,79.086942
US_OH_39065,2020-02-06,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,3.56,6.44,4.0,10.22,9.11,5.11,6.0,4.89,20.44,9.11,8.22,9.55,5.33,3.11,4.67,3.78,4.44,10.22,29.11,6.22,,5.78,6.0,7.33,40.44,,3.11,6.44,3.33,4.22,-1.216667,-2.133333,0.094444,3.65125,-2.080247,92.943748
US_OH_39065,2020-02-07,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,4.52,8.09,3.57,10.47,7.14,,3.33,4.52,15.24,9.76,6.43,7.62,7.14,5.24,5.0,4.05,4.29,9.52,31.42,5.47,8.81,9.52,4.05,5.0,34.76,,4.52,6.9,4.29,4.76,-2.355556,-3.511111,-0.027778,0.85725,-4.487654,84.534964
US_OH_39065,2020-02-08,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,5.05,8.5,4.78,8.5,9.04,6.38,,6.64,16.21,9.83,5.58,6.38,4.25,8.24,4.52,5.05,4.25,4.52,25.78,4.25,7.44,4.52,,5.05,28.43,,5.05,6.91,4.25,3.72,-2.127778,-5.088889,0.322222,0.15875,-3.87037,86.771419
US_OH_39065,2020-02-09,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,,7.51,,12.52,10.52,4.26,7.01,,21.79,7.76,8.77,7.26,6.01,6.01,5.26,5.01,4.01,8.01,21.79,5.51,5.26,4.76,3.76,4.26,43.57,5.01,4.26,,,4.26,-0.911111,-5.305556,1.061111,0.03175,-2.641975,87.173194
US_OH_39065,2020-02-10,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,,6.25,,6.67,9.16,3.33,5.0,4.37,20.83,9.37,6.25,7.71,5.83,5.42,5.0,4.37,4.79,7.29,24.16,6.46,6.46,6.25,5.62,7.08,34.78,5.21,5.42,4.58,4.58,3.54,2.966667,-1.35,5.205556,4.15925,1.746914,90.675209
US_OH_39065,2020-02-11,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,3.0,7.5,4.07,7.29,7.29,5.36,5.58,5.36,16.3,10.08,5.79,10.51,5.36,6.43,4.72,3.22,3.0,9.86,27.87,5.79,7.08,6.86,4.93,,36.45,3.43,3.0,6.22,7.93,8.36,1.288889,-0.077778,4.383333,1.2446,-0.62963,86.379528
US_OH_39065,2020-02-12,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,4.76,7.86,,9.1,10.76,6.21,4.96,3.93,11.58,7.03,8.48,11.58,4.14,4.55,3.1,6.83,5.38,14.48,21.93,5.58,4.96,6.21,4.55,4.55,31.23,3.72,5.58,,5.17,3.31,-0.416667,-3.566667,2.622222,0.0,-3.506173,79.177605
US_OH_39065,2020-02-13,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,,,,,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,,,,7.22,3.16,6.32,6.1,4.06,4.29,,18.29,7.68,4.51,11.74,6.1,5.87,6.1,,5.19,9.71,25.96,3.39,4.74,3.39,4.74,7.0,34.09,,4.06,6.32,5.64,,-0.15,-3.211111,1.366667,5.588,-1.216049,91.921845
