location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ID_16051,2020-01-11,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,6.91,16.66,8.94,8.94,,17.88,8.53,6.1,31.7,7.32,6.1,42.26,6.5,,-7.2,-12.505556,-3.544444,0.733778,54.61,-9.515873,77.609179
US_ID_16051,2020-01-12,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,11.13,7.29,6.14,6.52,9.21,18.42,11.13,,26.47,,9.59,40.28,9.21,5.75,-5.527778,-8.75,-3.133333,2.229556,64.77,-7.873016,81.05715
US_ID_16051,2020-01-13,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,9.84,8.74,7.65,,,18.95,8.02,6.92,23.32,7.29,7.65,43.35,9.47,9.47,-6.116667,-9.111111,-3.744444,2.003778,50.8,-9.34127,75.3725
US_ID_16051,2020-01-14,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,7.24,10.35,9.66,6.55,6.21,9.66,10.35,8.28,22.42,4.83,,36.21,5.52,7.24,-6.183333,-9.566667,-3.127778,1.749778,40.64,-8.285714,80.019421
US_ID_16051,2020-01-15,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,9.03,9.81,8.64,9.81,6.67,12.17,16.1,7.85,20.81,5.5,5.89,39.26,9.42,,-9.016667,-14.427778,-3.655556,3.302,78.74,-12.015873,74.90007
US_ID_16051,2020-01-16,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,6.99,12.24,,8.39,5.25,13.64,9.79,5.95,19.23,6.64,,39.52,8.04,,-11.216667,-19.483333,-1.588889,0.0254,64.77,-14.420635,71.962357
US_ID_16051,2020-01-17,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,11.47,5.92,9.25,8.14,,13.69,10.73,,18.14,,,35.9,,,-3.838889,-7.688889,0.311111,0.169333,78.74,-7.555556,71.326323
US_ID_16051,2020-01-18,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,8.05,9.25,9.25,,,16.09,5.63,6.44,26.15,8.05,6.44,37.82,9.25,6.84,-7.922222,-12.333333,-1.461111,0.931333,129.54,-11.539683,72.163224
US_ID_16051,2020-01-19,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,5.97,11.55,9.56,,8.36,13.94,7.57,,21.9,9.16,,41.41,11.15,,-8.388889,-14.505556,-2.161111,0.028222,99.06,-11.380952,76.505165
US_ID_16051,2020-01-20,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,10.34,12.0,9.1,9.93,9.93,15.72,6.21,,24.82,7.03,,47.98,6.21,7.45,-10.123457,-16.030864,-1.975309,0.0,99.06,-12.722222,76.827665
US_ID_16051,2020-01-21,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,7.46,4.97,8.52,,,19.53,11.36,7.46,26.28,8.88,,33.73,,7.1,-3.522222,-7.683333,2.077778,0.028222,99.06,-6.563492,74.746745
US_ID_16051,2020-01-22,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,7.4,12.21,,,5.18,17.76,10.36,,28.85,7.4,5.55,36.25,7.77,5.55,-1.494444,-7.383333,2.627778,0.423333,78.74,-4.333333,77.952833
US_ID_16051,2020-01-23,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,,12.08,6.04,,6.38,23.49,7.38,5.03,28.53,5.37,5.03,31.88,6.04,,-3.416667,-6.288889,1.094444,0.282222,30.48,-5.484127,82.277879
US_ID_16051,2020-01-24,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,9.95,6.04,,6.04,,22.38,8.17,7.82,27.36,,7.46,34.46,7.82,6.75,-2.238889,-5.983333,1.811111,0.536222,30.48,-3.0,88.885431
US_ID_16051,2020-01-25,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,15.22,6.17,9.87,6.58,6.17,18.1,11.11,,35.79,7.82,6.99,48.54,10.7,,-1.2,-5.505556,1.888889,0.874889,,-2.380952,86.114484
US_ID_16051,2020-01-26,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,,8.77,,6.48,5.34,22.87,8.38,6.48,30.49,5.72,6.48,30.11,,7.24,-1.15,-3.894444,2.45,0.423333,,-1.920635,87.854636
US_ID_16051,2020-01-27,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,7.94,,6.86,6.14,7.94,21.3,6.14,7.22,35.02,,,44.4,,9.38,-0.522222,-3.522222,2.238889,2.314222,,-2.269841,85.108769
US_ID_16051,2020-01-28,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,6.91,8.73,13.45,6.54,5.45,29.09,14.54,6.18,33.09,5.09,6.91,44.0,10.91,,-3.772222,-8.0,0.833333,0.084667,,-5.285714,83.963368
US_ID_16051,2020-01-29,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,9.65,5.72,10.72,6.08,,26.81,8.22,8.58,40.04,5.72,7.86,39.32,10.01,12.15,-3.011111,-7.988889,0.333333,4.092222,,-3.912698,89.847206
US_ID_16051,2020-01-30,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,7.71,8.45,11.38,6.24,,31.58,9.18,5.88,38.92,8.08,5.14,40.76,8.08,6.61,-3.372222,-7.922222,0.194444,0.987778,,-5.579365,82.087525
US_ID_16051,2020-01-31,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,,7.74,,8.96,,30.12,12.21,7.33,30.94,9.77,,39.49,,,-5.888889,-12.611111,0.311111,0.6096,30.48,-7.539683,82.775706
US_ID_16051,2020-02-01,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,7.61,7.61,6.41,,,28.44,10.01,,35.25,,,38.85,9.21,,-0.283333,-4.955556,5.344444,0.0254,30.48,-3.246032,79.791373
US_ID_16051,2020-02-02,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,12.04,5.64,9.41,6.02,7.53,25.59,13.92,5.64,26.72,6.77,,41.02,,7.9,0.627778,-5.577778,5.322222,0.056444,30.48,-4.873016,69.212784
US_ID_16051,2020-02-03,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,8.87,6.74,,11.35,6.38,24.12,13.48,6.38,32.99,8.51,6.38,41.86,7.09,6.38,-6.894444,-9.794444,-0.555556,3.245556,50.8,-10.357143,74.764179
US_ID_16051,2020-02-04,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,8.48,9.54,8.83,4.95,,20.84,6.36,10.6,24.02,5.65,6.71,30.38,6.01,4.95,-15.188889,-23.844444,-5.566667,1.3462,80.01,-19.904762,68.55344
US_ID_16051,2020-02-05,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,8.18,12.07,5.84,,,19.09,10.52,5.84,30.38,7.01,8.96,35.83,11.69,,-10.511111,-15.172222,-5.994444,0.169333,90.17,-13.52381,76.047874
US_ID_16051,2020-02-06,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,8.6,8.96,8.24,6.81,,18.27,7.52,6.81,29.38,6.81,5.73,35.47,5.37,6.45,-4.983333,-10.088889,0.15,2.624667,64.77,-6.960317,86.541001
US_ID_16051,2020-02-07,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,,9.08,6.29,5.59,,18.17,10.13,5.24,29.69,8.04,7.34,34.93,,6.64,-2.361111,-6.027778,2.283333,4.600222,78.74,-3.769841,91.294784
US_ID_16051,2020-02-08,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,8.51,9.32,6.48,,,20.67,6.48,,19.05,5.67,,40.52,6.08,,0.177778,-3.544444,2.605556,2.624667,40.64,-3.071429,78.277927
US_ID_16051,2020-02-09,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,10.26,6.32,7.89,,7.5,15.0,7.89,,26.84,,,37.9,9.47,,-8.227778,-16.3,0.861111,0.7874,30.48,-11.738095,75.35747
US_ID_16051,2020-02-10,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,5.53,7.94,5.53,5.87,5.87,14.5,14.16,4.83,26.59,5.18,5.87,32.11,7.25,,-6.638889,-14.633333,-1.988889,0.0,30.48,-9.674603,77.60145
US_ID_16051,2020-02-11,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,6.64,11.19,10.14,,,14.69,6.29,7.34,22.73,8.74,4.89,37.06,9.09,6.64,-13.288889,-20.483333,-2.2,0.395111,,-16.611111,76.239304
US_ID_16051,2020-02-12,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,5.62,9.74,6.37,,5.99,17.98,11.99,8.24,27.35,8.99,7.87,39.71,5.62,8.99,-6.505556,-11.416667,-0.933333,0.254,30.48,-9.34127,79.417909
US_ID_16051,2020-02-13,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,8.2,8.57,14.16,5.59,,22.36,10.06,,40.24,6.33,6.71,40.24,7.83,6.33,-8.327778,-14.883333,-0.888889,0.282222,30.48,-11.047619,80.400778
US_ID_16051,2020-02-14,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,,,,,5.18,9.99,6.29,5.18,,12.58,,5.18,27.02,,,31.46,7.4,,-6.405556,-15.172222,0.516667,0.0,30.48,-9.865079,73.481261
US_ID_16051,2020-02-15,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,-16,2,,-1,,8.13,,,,,14.98,6.85,8.99,30.82,12.41,10.28,38.96,,8.56,-7.5,-16.222222,-0.016667,0.225778,30.48,-11.325397,74.320374
US_ID_16051,2020-02-16,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,8,,3,,8.82,14.84,6.02,5.62,,22.06,7.62,,32.09,,,51.75,5.62,6.42,-2.583333,-6.388889,0.422222,0.423333,30.48,-4.97619,82.372995
US_ID_16051,2020-02-17,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,6,6,,-10,,9.58,10.83,,,8.75,19.99,13.75,12.08,27.91,7.91,6.25,44.99,,,-6.705556,-15.122222,0.416667,3.048,,-9.960317,75.72395
US_ID_16051,2020-02-18,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,9,-2,,4,0,12.0,10.97,7.2,4.8,4.8,14.05,12.34,10.63,34.28,10.28,6.86,34.28,5.83,6.86,-13.2,-21.111111,-3.166667,0.056444,,-16.031746,76.113892
US_ID_16051,2020-02-19,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,4,2,,3,0,6.61,10.09,7.66,4.87,,20.88,9.39,6.61,28.53,5.92,9.39,39.67,8.7,7.66,-15.8,-22.922222,-5.316667,0.0,,-18.52381,75.255404
US_ID_16051,2020-02-20,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,4,4,,2,0,7.95,12.09,9.33,,,14.17,8.98,5.53,27.64,5.18,4.84,35.94,9.33,6.22,-16.988889,-24.861111,-6.0625,0.0254,,-20.920635,68.000911
US_ID_16051,2020-02-21,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,-5,-1,,20,0,8.95,9.98,5.85,13.43,5.51,15.84,8.95,,28.23,6.54,5.17,36.84,5.51,4.82,-14.777778,-24.138889,-2.814815,0.0,,-19.738095,63.268383
US_ID_16051,2020-02-22,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,-2,2,,-5,,,11.55,,7.17,,20.71,12.35,5.58,29.07,5.58,7.96,34.64,11.15,,-10.727778,-21.083333,0.261111,0.0,,-16.071429,61.986545
US_ID_16051,2020-02-23,ChIJXTISHMsZVFMRxLC5as8Z8GE,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2,,,,,,,28439,14442,13997,5225,5244,3191,3836,3157,3138,2576,1407,665,1742093,43.82,-112.31,2863,80.725,,15,,-3,,8.27,7.52,8.27,9.4,,25.95,9.78,,25.58,7.15,6.77,36.11,7.9,11.28,-8.822222,-18.305556,3.188889,0.0,,-13.34127,68.521103
