location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51790,2020-01-11,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,6.0,8.25,7.75,10.76,8.25,3.5,6.75,3.5,11.01,8.0,,9.51,4.5,6.25,4.75,4.5,3.75,6.75,8.0,21.51,5.5,8.25,4.0,5.75,8.76,39.77,4.0,4.75,5.75,4.75,6.5,13.427778,9.188889,18.477778,0.254,,10.881944,83.084074
US_VA_51790,2020-01-12,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,,6.3,5.33,7.75,8.72,5.09,7.27,,11.87,5.33,4.12,5.57,3.63,5.09,6.3,4.6,6.54,,4.6,23.26,4.6,6.78,,5.81,3.88,37.79,4.6,5.09,9.21,4.84,,15.655556,8.277778,19.15,20.102286,,9.923611,66.462217
US_VA_51790,2020-01-13,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,4.2,8.0,6.0,10.01,10.8,5.6,6.6,,12.81,7.8,3.8,8.6,5.4,5.0,4.8,3.6,3.2,5.0,6.6,22.41,6.0,6.2,4.8,3.8,4.0,39.82,2.8,8.6,5.0,4.0,,7.538889,4.15,12.972222,1.1176,,4.111111,79.731754
US_VA_51790,2020-01-14,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,4.87,8.73,3.65,7.31,10.15,4.46,5.89,3.86,13.39,11.37,6.5,8.32,4.06,4.87,5.07,4.67,6.09,3.86,7.31,24.36,5.89,5.48,6.29,,5.68,38.77,4.46,6.7,4.46,4.87,3.04,6.794444,3.65,10.533333,2.685143,,5.916667,94.271648
US_VA_51790,2020-01-15,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,3.97,6.06,,9.41,11.29,5.85,6.48,3.97,14.63,10.66,4.6,12.12,,5.43,3.97,5.64,3.35,4.39,5.64,19.44,4.18,6.27,6.9,,4.6,41.39,3.76,7.11,3.76,3.55,3.97,8.005556,2.538889,14.444444,2.2225,,4.880952,80.925382
US_VA_51790,2020-01-16,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,3.3,3.5,7.42,8.45,7.42,6.39,6.6,,11.75,6.39,3.92,6.8,3.71,7.42,5.36,3.5,4.95,3.5,6.18,22.89,8.45,7.22,5.36,4.12,4.74,34.23,5.16,6.6,5.16,5.36,3.5,9.627778,2.644444,14.75,0.028222,,0.979167,54.090927
US_VA_51790,2020-01-17,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,5.17,6.89,,11.41,8.4,3.01,4.31,3.44,15.93,7.32,,8.61,4.74,4.31,4.74,,,3.88,6.46,25.19,3.88,5.38,3.23,,3.44,36.6,,4.31,4.74,4.09,3.88,-0.355556,-3.55,4.533333,0.366889,,-10.291667,46.017254
US_VA_51790,2020-01-18,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,,7.69,,7.69,6.95,5.71,4.46,4.71,14.88,6.95,3.97,6.95,9.67,4.96,,6.45,3.72,7.94,6.2,24.31,5.46,4.22,4.22,5.21,3.72,34.48,,6.95,4.46,,4.22,-1.605556,-4.438889,2.877778,0.907143,,-6.388889,69.322474
US_VA_51790,2020-01-19,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,4.27,7.54,3.52,7.54,9.8,5.53,7.54,3.77,15.32,11.55,,9.8,5.78,5.02,,4.27,6.78,4.27,6.28,26.12,3.77,6.03,,3.52,4.77,33.91,4.27,4.52,8.79,6.03,3.77,3.294444,-2.994444,8.566667,2.652889,,-2.25,65.544086
US_VA_51790,2020-01-20,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,4.82,8.03,5.05,6.88,8.49,7.11,7.34,4.59,17.66,7.11,8.49,10.78,3.67,7.11,5.5,5.5,5.74,,6.42,27.76,7.11,9.18,7.11,4.13,5.74,39.45,,6.65,3.9,3.9,,-4.322222,-8.127778,0.744444,0.677333,,-12.131944,52.562685
US_VA_51790,2020-01-21,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,6.5,7.96,3.56,10.06,6.5,6.08,7.12,4.82,17.6,9.64,5.24,6.08,3.14,5.45,5.24,,3.14,6.71,4.61,30.6,8.17,6.5,5.03,7.12,3.35,41.91,3.56,7.12,5.45,4.61,3.98,-5.283333,-10.272222,0.461111,0.0508,,-12.034722,57.506621
US_VA_51790,2020-01-22,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,4.0,6.52,4.21,10.94,9.89,6.31,5.68,4.63,15.15,6.52,6.31,8.42,,6.95,4.63,,3.79,10.1,7.37,25.05,,6.95,4.84,6.74,5.26,41.88,4.84,7.37,5.89,4.0,4.21,-3.905556,-10.777778,4.788889,0.0,,-11.451389,54.913169
US_VA_51790,2020-01-23,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,4.35,7.04,,12.21,10.56,3.73,4.55,3.1,16.77,9.94,5.17,6.62,5.38,6.42,5.79,4.55,4.76,6.62,5.79,30.22,4.97,11.18,5.17,6.62,4.35,37.88,5.79,7.04,6.42,4.76,4.55,-0.988889,-7.033333,6.827778,0.0,,-9.298611,57.01427
US_VA_51790,2020-01-24,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,4.44,6.98,4.02,9.52,4.87,5.5,4.65,3.6,19.68,6.56,5.92,3.6,,4.44,5.71,5.29,,5.92,6.56,26.23,8.04,6.35,5.08,5.5,5.08,35.97,3.81,6.77,6.35,4.44,,2.666667,-2.266667,6.888889,2.249714,,-2.659722,69.480364
US_VA_51790,2020-01-25,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,4.22,6.59,,10.82,7.39,4.22,5.8,,21.37,7.39,6.59,8.18,5.54,4.22,5.28,5.01,,5.28,6.07,31.92,6.33,7.65,6.59,5.54,6.07,43.79,4.22,10.55,5.28,3.69,4.75,6.616667,2.35,9.966667,32.475714,,5.0625,88.199462
US_VA_51790,2020-01-26,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,6.0,10.32,5.28,9.12,8.16,5.04,5.52,3.84,27.83,9.12,6.0,6.48,6.48,8.88,5.76,,4.56,4.8,8.4,37.91,5.52,11.04,6.72,,8.16,37.67,,7.44,4.8,4.8,3.84,2.616667,-0.633333,7.211111,6.067778,,-1.958333,70.394348
US_VA_51790,2020-01-27,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,5.53,4.3,3.08,9.43,6.97,5.12,4.92,4.51,25.62,8.2,4.71,7.79,5.12,4.92,4.71,4.1,4.1,6.56,6.56,36.69,6.97,6.56,3.28,6.56,5.53,36.49,6.15,4.3,7.17,,3.9,3.358025,-0.753086,8.580247,0.338667,,-2.071429,64.404172
US_VA_51790,2020-01-28,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,3.92,9.9,5.16,11.34,8.25,5.16,4.54,4.74,22.89,10.31,5.57,9.28,6.6,7.22,4.95,4.74,4.74,3.3,5.77,37.74,5.57,6.8,4.74,,5.36,36.29,3.5,10.52,6.39,3.92,5.36,3.405556,0.15,6.477778,0.1778,,-2.625,62.740603
US_VA_51790,2020-01-29,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,6.34,5.73,5.32,8.8,10.44,6.75,4.91,3.89,20.88,7.78,6.34,9.62,4.91,5.94,5.53,,3.07,3.89,7.16,30.09,5.12,8.19,5.73,4.71,3.89,40.94,5.32,10.03,5.12,4.09,4.71,1.366667,-1.955556,5.294444,0.2794,,-3.534722,67.619211
US_VA_51790,2020-01-30,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,4.32,8.43,,8.01,9.66,6.17,6.17,3.08,30.82,11.71,5.34,10.07,4.11,8.01,5.14,3.9,3.9,,7.19,35.55,6.37,6.17,4.73,3.29,5.34,38.02,6.78,8.84,4.93,3.49,4.93,-1.072222,-4.816667,2.994444,0.290286,,-4.354167,77.594204
US_VA_51790,2020-01-31,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,4.4,7.76,4.82,7.97,8.18,3.56,3.35,3.56,26.83,10.9,4.61,5.87,5.45,,6.71,5.03,3.35,5.66,6.5,28.93,6.71,6.5,3.77,3.98,3.77,35.85,5.03,6.29,3.56,,4.61,1.127778,-1.9,4.766667,0.399143,,-1.076389,83.820486
US_VA_51790,2020-02-01,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,5.32,9.38,5.07,10.14,7.86,,6.34,4.82,27.38,11.15,4.82,8.37,4.06,4.82,6.59,4.82,5.07,6.59,6.84,32.96,5.32,8.37,,4.06,4.56,37.02,5.32,5.83,4.56,,4.56,1.814815,-2.561728,8.185185,0.4445,,0.246032,89.267196
US_VA_51790,2020-02-02,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,3.71,5.69,4.21,7.18,3.96,,4.46,,27.23,13.86,5.45,8.42,5.2,4.7,7.18,5.2,7.43,3.96,7.92,26.74,4.95,5.94,5.2,5.2,4.21,32.68,6.93,6.93,4.7,,4.95,5.955556,-0.872222,14.927778,1.566333,,-0.604167,61.041693
US_VA_51790,2020-02-03,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,4.76,7.65,4.55,9.51,8.89,5.38,6.21,4.96,28.95,15.93,7.45,6.0,5.79,5.17,7.03,3.31,,,7.86,31.02,5.79,8.69,4.14,3.93,3.52,36.19,5.17,5.38,6.0,5.79,4.55,13.45,6.344444,18.772222,0.1524,,-0.229167,39.063686
US_VA_51790,2020-02-04,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,6.29,8.33,3.86,10.97,10.76,5.08,4.67,3.05,27.21,11.57,3.65,5.48,5.08,6.9,4.47,3.05,3.25,4.67,5.89,32.69,5.28,7.51,5.69,3.05,5.28,37.77,5.69,8.33,3.86,3.25,5.08,15.094444,10.261111,19.316667,0.0,,4.506944,48.361689
US_VA_51790,2020-02-05,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,4.6,6.81,2.8,9.01,8.41,4.4,6.61,5.2,23.62,14.81,6.41,9.21,4.2,9.01,4.6,4.8,5.0,5.61,7.21,30.23,6.61,5.8,6.61,5.41,7.81,33.83,2.8,4.6,3.8,4.8,5.2,9.759259,2.845679,16.759259,1.905,,6.944444,80.735703
US_VA_51790,2020-02-06,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,2.88,5.56,4.32,10.09,10.5,5.76,5.76,5.15,27.8,10.91,3.91,11.74,5.76,8.03,7.0,6.38,4.12,4.74,5.35,32.94,5.35,5.97,5.35,4.94,3.91,37.68,6.18,4.94,8.03,4.32,3.5,4.641975,2.358025,9.123457,8.128,,3.857143,96.713216
US_VA_51790,2020-02-07,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,3.76,5.53,3.54,8.63,6.42,5.31,3.98,,23.01,9.51,4.87,6.42,5.97,5.09,5.75,6.86,6.2,,7.52,25.22,4.65,5.31,4.42,,6.2,32.3,,7.08,3.76,,3.1,6.455556,0.122222,11.266667,27.323143,,3.104167,77.211756
US_VA_51790,2020-02-08,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,5.11,8.43,4.34,7.41,6.64,7.66,5.11,4.34,22.22,8.69,5.11,5.88,4.34,5.36,5.11,5.36,4.09,3.83,7.66,27.59,5.36,7.15,6.64,,,38.57,4.85,6.64,7.66,4.34,4.85,-0.027778,-3.983333,5.261111,3.429,,-6.659722,59.287322
US_VA_51790,2020-02-09,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,7.95,11.18,4.22,6.71,8.7,5.96,6.96,5.47,25.1,9.2,5.47,5.22,5.96,7.21,6.96,3.73,4.47,5.22,4.72,32.55,4.72,7.95,8.7,7.46,4.47,42.25,4.22,6.71,,,,1.65,-3.766667,8.761111,0.34925,,-3.722222,65.990974
US_VA_51790,2020-02-10,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,,,,,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,,,,,3.42,8.26,5.84,8.86,9.66,6.64,6.24,7.25,26.17,10.27,8.05,6.64,4.63,7.85,7.45,6.04,4.83,4.63,6.85,24.77,4.83,6.24,6.44,6.85,3.62,37.45,6.44,5.64,8.05,,4.63,5.938889,1.666667,9.994444,2.902857,,-0.048611,63.963269
