location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MI_26047,2020-01-11,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,,9.64,6.82,6.58,11.99,6.35,4.7,6.58,3.53,4.0,3.29,15.28,3.53,6.82,,3.76,8.23,5.64,,6.35,5.41,4.23,,5.17,3.29,6.11,24.21,5.64,3.76,6.11,4.23,4.7,4.23,5.41,40.66,4.94,6.82,6.35,4.23,,3.76,3.29,-2.572222,-7.288889,3.644444,1.354667,-5.625,80.264887
US_MI_26047,2020-01-12,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,4.41,6.61,5.14,11.26,5.39,4.65,4.16,7.1,3.43,,,19.09,,8.57,4.41,5.88,6.12,3.67,,4.16,3.43,,,6.86,,7.1,19.83,,,,3.67,4.16,6.37,6.37,38.68,5.39,5.39,7.83,,4.16,3.67,3.43,-9.994444,-13.683333,-3.533333,0.465667,-14.402778,71.681522
US_MI_26047,2020-01-13,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,6.83,4.69,5.27,8.59,7.22,6.05,3.52,5.86,4.69,4.88,3.32,14.45,3.9,7.81,2.93,4.88,11.32,4.3,,3.9,8.79,4.49,2.73,3.9,3.32,6.44,31.24,5.86,4.3,3.9,,3.52,6.44,3.9,38.86,3.52,8.59,5.47,5.66,3.52,4.69,4.3,-5.955556,-9.411111,-2.622222,0.1016,-7.548611,87.005189
US_MI_26047,2020-01-14,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,4.99,7.97,6.38,14.75,6.38,8.18,6.98,4.39,3.59,3.99,2.99,18.54,,9.17,2.99,6.18,13.76,3.99,3.79,6.78,10.17,4.39,3.79,5.78,4.59,9.37,32.5,6.58,2.79,6.58,3.59,4.79,6.18,6.38,36.69,6.98,5.58,6.98,4.59,3.79,4.59,3.79,-0.772222,-5.555556,1.477778,0.0,-2.222222,90.697033
US_MI_26047,2020-01-15,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,3.11,6.42,6.81,8.95,10.5,5.83,5.06,4.28,4.08,3.5,,16.14,4.08,8.17,3.11,4.86,10.7,5.83,2.72,2.92,5.25,3.31,2.92,5.06,3.31,8.36,26.07,7.2,3.11,5.45,3.89,3.7,3.7,5.83,40.26,2.72,6.22,6.61,3.7,3.7,3.5,3.11,0.033333,-1.694444,1.427778,0.0508,-3.861111,75.610832
US_MI_26047,2020-01-16,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,6.16,7.54,6.55,10.52,8.34,6.95,4.17,6.75,3.38,4.76,,18.46,3.38,8.54,,4.76,7.74,3.18,,2.98,4.57,2.78,4.57,3.38,,8.14,25.21,6.55,5.56,4.57,3.57,5.76,3.38,4.17,42.49,3.97,6.75,4.57,4.57,6.16,,,-3.588889,-7.522222,-0.438889,0.931333,-5.972222,84.132072
US_MI_26047,2020-01-17,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,4.53,8.67,5.12,10.64,4.53,6.11,3.55,5.12,3.15,4.14,,19.3,,7.49,3.15,3.55,8.27,3.74,3.15,3.94,5.91,,3.74,4.14,,7.09,26.79,6.3,2.96,5.12,2.96,4.92,,6.89,32.31,,5.12,8.08,5.12,5.52,3.15,4.14,-7.016667,-8.333333,-3.45,0.296333,-11.652778,69.896158
US_MI_26047,2020-01-18,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,3.14,9.41,3.59,9.64,8.52,5.38,3.59,4.26,3.36,,,17.48,3.81,8.74,,4.03,6.05,4.26,,4.26,6.5,,3.36,3.36,,5.38,22.19,7.17,,8.29,4.03,4.26,5.15,3.14,36.53,6.5,5.6,7.62,,,3.81,3.14,-4.233333,-7.244444,-1.311111,0.296333,-6.270833,86.272574
US_MI_26047,2020-01-19,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,,7.13,8.24,7.8,11.14,4.23,,6.02,,6.02,4.9,14.04,3.56,8.91,3.34,,7.13,8.24,,4.46,6.24,3.34,9.14,,3.56,,26.74,6.24,3.12,7.13,4.23,4.68,5.12,6.46,34.76,3.34,4.68,5.79,4.68,,3.56,,-6.633333,-10.088889,-2.338889,2.9972,-10.3125,76.767578
US_MI_26047,2020-01-20,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,4.72,6.41,6.79,10.0,9.24,6.41,3.21,7.73,6.22,6.41,3.58,18.68,4.34,9.05,3.21,4.53,9.05,5.47,3.96,5.66,7.17,6.41,3.21,5.47,3.21,6.6,27.54,6.6,3.96,4.53,,5.66,2.64,6.79,44.33,4.34,6.79,6.41,4.34,4.91,5.09,2.83,-7.622222,-13.95,-3.194444,0.0,-12.159722,72.995375
US_MI_26047,2020-01-21,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,5.9,7.28,7.28,9.64,7.67,5.31,4.92,6.3,3.94,3.54,2.75,24.99,7.28,10.04,,4.53,11.41,3.54,4.33,4.72,6.3,4.13,,9.84,,8.86,27.36,7.48,,9.05,4.33,6.3,7.28,5.9,45.85,5.51,8.46,7.67,5.9,3.54,4.92,3.15,-4.316667,-9.3,-1.455556,0.0,-8.4375,73.490701
US_MI_26047,2020-01-22,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,6.5,5.08,4.88,11.38,6.91,6.91,4.27,6.71,4.47,5.08,3.66,18.91,4.88,7.93,2.85,6.1,10.77,4.88,,4.07,5.49,4.68,4.88,10.37,,8.34,31.1,7.72,3.66,6.3,5.69,3.66,8.54,6.1,40.45,5.08,6.1,6.71,4.07,6.1,5.69,,-0.466667,-3.416667,2.394444,0.0,-4.152778,76.478843
US_MI_26047,2020-01-23,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,4.69,7.95,5.09,10.6,7.74,6.32,5.3,6.32,3.87,5.71,,17.32,4.89,7.54,5.91,5.09,9.17,6.93,,8.15,3.26,2.85,,4.89,4.28,9.78,23.03,7.34,2.85,4.89,4.89,4.48,,6.93,43.41,4.48,5.09,6.32,5.71,3.87,4.08,3.06,0.488889,-1.211111,2.611111,0.0,-2.729167,79.484406
US_MI_26047,2020-01-24,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,6.07,7.32,4.81,7.11,7.53,,4.39,8.37,3.98,3.98,3.14,26.99,5.23,8.58,,4.18,11.3,4.81,,3.56,4.18,6.07,,6.69,3.98,6.69,28.03,7.74,,5.44,2.93,6.9,6.49,4.18,39.96,2.93,3.98,4.18,5.02,3.35,4.39,,0.577778,-0.961111,2.027778,0.762,-0.895833,90.168503
US_MI_26047,2020-01-25,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,6.26,10.11,3.85,8.91,5.78,4.33,,6.98,3.37,4.33,,26.73,4.09,8.19,4.82,5.06,8.43,5.06,,6.5,8.19,5.78,,5.54,,7.22,35.16,4.82,5.06,3.61,5.78,5.3,5.3,6.5,39.25,,6.98,5.54,,,3.61,,1.244444,-0.044444,2.827778,0.635,0.416667,94.450344
US_MI_26047,2020-01-26,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,4.11,7.76,7.07,10.95,7.76,4.11,3.65,6.62,,4.33,,26.0,3.42,5.93,,3.65,5.93,4.33,,3.42,5.93,4.56,,5.93,,9.81,27.83,6.16,,8.44,3.88,3.19,4.33,5.93,42.43,3.65,7.07,5.93,,6.39,4.11,3.19,0.344444,-0.761111,2.2,0.127,-0.736111,93.082113
US_MI_26047,2020-01-27,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,3.17,6.54,4.16,8.12,9.71,7.93,3.77,6.14,3.17,5.15,,27.54,4.56,6.94,,6.74,8.52,4.95,,2.77,5.35,3.77,,5.35,3.57,7.53,28.34,6.14,3.17,4.95,4.36,4.95,4.95,5.15,40.42,3.57,6.54,6.54,6.14,4.56,3.17,4.76,-0.616667,-1.538889,0.822222,0.03175,-2.840278,86.045266
US_MI_26047,2020-01-28,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,3.47,7.96,5.31,12.45,10.82,4.7,5.92,4.9,5.1,5.51,,25.52,,8.98,,6.74,11.02,,,4.7,5.72,4.9,5.51,3.47,4.08,4.49,34.5,6.74,3.47,5.51,3.06,5.31,3.47,6.33,44.91,4.7,8.57,5.31,4.08,4.08,,2.86,-2.35,-3.311111,0.083333,0.0,-5.201389,81.452748
US_MI_26047,2020-01-29,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,4.35,7.32,5.74,9.49,13.05,8.31,,6.92,,2.97,,28.48,5.74,9.3,2.77,6.72,9.3,5.34,,5.93,5.74,4.35,,4.75,,7.91,32.24,5.14,,4.94,2.97,7.32,5.54,8.5,38.57,4.15,9.49,4.35,4.15,3.56,4.35,3.36,-4.183333,-5.333333,-2.177778,0.0,-6.756944,83.142788
US_MI_26047,2020-01-30,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,4.2,6.6,5.8,8.0,8.6,5.0,5.0,9.59,3.0,6.2,4.6,32.38,4.0,8.6,,8.6,8.0,3.2,,5.2,5.8,3.2,4.4,6.0,3.4,6.4,36.58,8.2,,5.4,4.2,5.6,5.8,4.4,43.17,4.8,5.0,5.6,5.6,3.4,4.0,3.4,-2.5,-4.088889,-0.85,0.0,-5.479167,80.929727
US_MI_26047,2020-01-31,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,4.69,5.3,4.69,7.13,7.75,5.3,3.26,5.71,5.91,3.06,,31.39,2.85,11.42,,5.5,8.56,4.89,,4.49,5.91,3.06,5.71,3.47,,7.75,30.99,6.12,,4.08,3.87,3.67,4.89,5.5,35.88,3.87,5.91,4.49,3.87,4.69,,,-1.194444,-2.766667,0.033333,0.0,-2.986111,87.822253
US_MI_26047,2020-02-01,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,5.44,5.44,7.34,12.54,6.15,4.02,3.55,5.68,4.02,6.86,,27.69,3.31,9.23,3.79,4.97,10.65,4.73,5.21,3.55,4.73,,4.97,3.31,3.31,5.44,29.35,5.68,,5.92,,4.5,3.79,8.28,43.31,4.02,6.86,6.63,4.5,4.26,5.21,,0.4,-1.216667,1.566667,0.084667,-1.0625,90.85369
US_MI_26047,2020-02-02,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,6.0,8.16,6.24,10.32,8.16,5.76,4.56,5.28,4.08,,,24.71,,12.0,4.08,5.52,9.6,5.52,3.84,4.32,,,,5.76,,8.88,31.67,4.56,,7.2,,,7.44,4.56,36.47,,6.0,5.52,3.36,3.84,3.6,,0.7,-0.483333,1.822222,1.227667,-0.659722,92.016302
US_MI_26047,2020-02-03,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,3.71,5.67,7.03,7.42,10.16,6.06,3.32,5.08,4.49,5.67,4.1,22.86,3.91,9.57,4.3,4.88,7.82,8.01,,4.69,5.47,5.08,,5.47,,5.47,26.57,6.64,,4.69,,4.69,5.47,7.42,44.94,4.69,6.25,5.08,4.88,3.13,3.32,,1.1,-1.466667,2.838889,0.197556,-2.222222,79.527045
US_MI_26047,2020-02-04,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,5.13,8.29,4.74,8.29,8.1,6.91,4.74,9.09,5.13,5.73,3.56,23.9,3.75,10.27,3.75,5.53,10.86,3.56,2.77,4.34,7.5,2.77,4.15,2.96,,6.91,25.28,7.31,4.94,6.32,3.75,4.74,4.74,6.52,38.32,4.15,4.34,,5.33,3.36,,3.75,-2.566667,-6.855556,1.733333,0.0,-7.381944,69.931794
US_MI_26047,2020-02-05,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,,,,,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,,,,,,4.41,5.82,5.42,9.63,8.62,3.81,5.62,8.42,,4.01,,22.46,5.82,8.02,2.81,6.42,13.44,5.62,,6.22,5.01,4.21,3.41,5.42,,5.82,32.09,5.62,4.21,6.42,3.21,8.42,4.01,6.22,43.92,5.62,8.82,3.61,5.82,3.61,3.81,3.61,-6.155556,-8.905556,-2.383333,0.0,-11.555556,65.411777
