location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_VA_51079,2020-02-07,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,5.06,8.31,8.31,,,15.54,6.5,7.59,20.96,,5.42,30.35,,,9.55,2.827778,14.555556,23.14575,5.222222,73.730124
US_VA_51079,2020-02-08,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,7.92,13.97,8.85,,,20.95,,,31.66,10.24,,46.09,7.92,,1.938889,-3.205556,8.355556,2.963333,-6.814815,52.032823
US_VA_51079,2020-02-09,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,8.48,10.71,8.48,,,20.97,,,29.89,7.14,8.48,42.83,7.14,8.03,2.1,-4.338889,10.35,0.0,-4.074074,64.432428
US_VA_51079,2020-02-10,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,5.43,7.96,6.88,5.43,,23.17,,5.07,36.56,8.69,5.07,39.1,8.33,5.79,6.533333,3.183333,10.144444,3.193143,0.462963,64.45074
US_VA_51079,2020-02-11,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,,8.06,8.43,6.23,,30.05,5.86,5.86,37.75,,5.86,35.18,5.86,,10.95,7.111111,14.344444,7.148286,10.271605,95.494274
US_VA_51079,2020-02-12,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,5.69,8.54,4.98,,,14.23,8.54,,47.32,7.83,,32.38,6.76,,7.616667,4.022222,12.133333,3.937,2.179012,68.588952
US_VA_51079,2020-02-13,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,,10.77,7.89,,,23.33,10.41,,49.16,,8.97,33.02,7.89,,8.394444,4.266667,14.794444,2.794,7.04321,90.254247
US_VA_51079,2020-02-14,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,,,11.84,,,15.78,5.74,,29.77,,,29.06,7.53,,3.994444,-0.666667,10.905556,3.0734,-3.876543,56.776087
US_VA_51079,2020-02-15,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,7,6,7,,8.67,9.59,,10.04,,20.54,,,25.1,,8.22,38.34,7.76,,-2.561111,-8.627778,3.816667,0.0,-10.82716,52.633696
US_VA_51079,2020-02-16,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,-1,2,-4,,7.82,10.43,7.82,9.56,7.39,17.38,8.26,,25.2,,7.39,36.5,7.82,,3.044444,-3.438889,12.016667,0.0,-5.623457,53.185418
US_VA_51079,2020-02-17,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,7,3,-21,,9.87,15.26,10.77,,9.87,30.07,6.73,7.63,38.14,,11.67,48.91,11.22,,5.783333,-1.077778,12.505556,0.0,-2.271605,56.752363
US_VA_51079,2020-02-18,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,2,0,1,,10.34,7.58,5.86,7.24,,20.68,5.51,5.17,37.57,,6.55,37.91,8.62,,7.116667,0.444444,14.905556,0.0,0.839506,64.495421
US_VA_51079,2020-02-19,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,1,-1,-2,,,8.82,11.53,8.14,9.5,10.86,,5.09,34.26,,8.82,27.82,10.18,5.43,9.133333,3.461111,12.488889,0.798286,-0.197531,51.983675
US_VA_51079,2020-02-20,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,8,-1,1,,6.62,7.67,10.11,,,20.56,6.62,8.02,34.5,,5.92,31.72,4.88,7.32,1.327778,-2.544444,6.422222,0.1524,-6.962963,55.013495
US_VA_51079,2020-02-21,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,4,6,1,,,7.64,10.07,,,17.36,9.38,,24.66,,6.6,29.17,5.56,,-0.666667,-5.822222,3.561111,0.0,-11.617284,43.025785
US_VA_51079,2020-02-22,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,5,6,5,,,11.06,,,8.3,16.59,12.45,,33.19,8.76,10.6,43.79,,10.6,0.844444,-7.622222,13.177778,0.0,-11.660494,39.81752
US_VA_51079,2020-02-23,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,7,7,0,,9.39,12.52,15.65,8.05,,26.84,8.5,9.39,34.44,7.16,8.5,49.65,7.6,,4.077778,-6.672222,16.033333,0.0,-9.722222,37.847965
US_VA_51079,2020-02-24,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,-2,-4,1,,7.01,11.69,15.7,6.34,7.68,21.37,7.01,,29.05,,10.02,33.06,5.68,,6.022222,-1.938889,14.55,0.0,-3.771605,51.254103
US_VA_51079,2020-02-25,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,9,-6,2,,,10.62,13.28,7.97,6.97,25.9,8.3,5.98,30.88,5.64,,35.86,4.98,,9.35,7.122222,13.977778,3.01625,6.685185,82.607212
US_VA_51079,2020-02-26,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,7,-1,-2,,,10.53,8.88,7.9,,29.61,7.57,4.61,49.35,6.58,,36.19,6.91,6.25,10.272222,7.877778,13.366667,2.003778,9.375,92.982644
US_VA_51079,2020-02-27,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,16,5,2,,7.86,10.93,8.88,7.17,,28.7,6.49,4.78,43.05,4.78,,31.09,6.49,5.47,5.911111,1.644444,11.594444,9.5885,-2.722222,53.421931
