location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_VA_51047,2020-01-11,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,2.31,6.05,7.64,3.17,8.65,9.08,4.47,,2.88,4.32,,,2.31,2.59,13.69,4.32,6.92,2.31,3.6,2.02,10.66,3.17,2.02,2.74,3.17,3.31,4.04,4.18,4.75,5.04,3.46,5.91,22.19,5.76,2.59,6.48,2.02,5.04,4.32,2.88,4.75,33.14,,4.75,6.2,3.03,,5.19,5.62,3.46,2.31,3.6,3.6,,14.305556,9.022222,20.683333,0.036286,10.788889,79.538593
US_VA_51047,2020-01-12,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,,7.05,8.34,4.03,7.91,7.33,4.03,3.31,2.44,5.18,,4.89,,,11.5,3.16,7.91,3.16,4.89,2.3,6.76,5.03,,,5.03,5.03,3.16,,4.6,4.89,,5.32,20.13,6.47,3.16,6.33,2.01,2.3,4.75,2.01,4.46,33.07,2.59,4.17,7.48,4.03,,6.04,4.6,4.31,4.31,,3.6,2.3,18.394444,9.888889,21.155556,13.7795,11.366667,63.764208
US_VA_51047,2020-01-13,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,2.39,6.92,6.29,3.27,8.3,6.04,5.16,2.51,2.26,5.03,4.15,3.77,,2.64,11.31,3.02,6.41,1.76,4.78,,8.55,3.27,2.89,3.02,5.53,4.53,,2.89,3.52,5.03,2.39,5.16,21.88,6.92,3.4,7.29,2.51,4.15,5.28,2.39,6.41,38.35,,,5.66,2.26,3.02,6.79,4.65,3.65,2.26,3.9,2.89,,8.466667,4.888889,14.105556,0.4572,4.477778,76.195632
US_VA_51047,2020-01-14,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,2.06,4.24,6.3,2.79,8.48,7.27,4.48,1.94,3.39,5.69,2.18,2.67,1.7,4.0,11.51,,7.03,2.54,5.45,2.18,7.87,4.36,3.27,2.06,3.88,3.75,2.06,3.03,3.15,3.15,2.54,8.12,20.47,4.97,3.03,5.93,3.39,4.12,4.6,2.54,4.84,33.31,1.94,4.0,7.63,3.03,,3.75,4.97,2.67,2.79,2.18,2.91,1.94,6.483333,3.133333,10.116667,2.286,5.688889,94.761782
US_VA_51047,2020-01-15,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,2.38,4.89,5.65,5.77,6.15,6.78,4.77,,4.64,4.77,3.89,2.13,,3.14,10.92,3.64,7.15,3.26,3.39,,8.53,3.14,2.01,,4.64,3.64,1.88,4.27,3.01,3.77,5.9,6.78,22.59,3.64,4.14,7.03,3.01,4.64,4.52,,5.9,33.63,3.14,5.02,4.14,2.89,,3.89,4.27,3.14,3.26,2.51,,,8.433333,4.216667,12.461111,1.100667,7.049383,90.929223
US_VA_51047,2020-01-16,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,,3.03,5.55,3.78,7.06,6.81,4.54,,3.28,5.04,3.4,2.02,1.77,3.15,10.22,3.15,5.93,2.02,4.41,,8.7,3.03,2.77,2.4,5.42,5.17,1.77,2.14,2.52,2.65,3.78,7.82,19.68,4.16,1.77,5.04,4.67,4.04,3.91,2.27,3.66,32.79,2.4,3.03,5.3,2.02,,5.42,3.28,4.54,3.28,2.27,2.52,,10.833333,5.577778,14.477778,0.0762,2.255556,55.864993
US_VA_51047,2020-01-17,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,1.85,3.69,6.03,2.95,7.14,6.65,2.83,2.46,2.83,5.29,3.08,2.83,,3.45,11.45,3.94,7.14,2.83,4.06,2.46,7.38,4.18,2.21,,4.06,4.68,2.34,2.21,2.09,3.32,,6.4,19.07,3.57,3.08,6.03,2.46,2.95,5.29,2.46,3.94,35.81,,3.57,5.29,2.83,,4.31,1.97,4.06,,2.34,3.2,2.21,1.694444,-1.672222,7.077778,0.0,-9.883333,42.103239
US_VA_51047,2020-01-18,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,2.99,5.55,8.55,3.28,6.55,8.12,4.13,,3.7,5.27,1.99,2.56,2.42,2.71,12.68,4.42,7.41,3.28,3.99,2.14,9.54,4.42,,3.28,4.84,4.56,2.71,3.7,5.41,4.7,2.99,4.99,19.52,6.55,2.71,7.26,2.99,2.14,4.56,,3.42,33.62,2.28,3.85,4.27,2.28,,3.99,3.56,2.99,4.99,2.28,2.56,2.71,-1.261111,-4.327778,2.516667,1.233714,-5.877778,71.424699
US_VA_51047,2020-01-19,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,,6.17,7.75,4.16,7.03,5.74,6.31,2.29,2.58,5.88,2.44,,,,14.49,4.16,6.46,4.02,4.16,3.3,6.31,5.02,3.16,2.15,4.02,4.59,2.87,3.59,3.87,5.17,2.87,5.02,17.79,5.45,2.44,4.59,3.01,4.45,3.87,,4.02,41.61,3.3,5.17,5.88,,,7.75,2.44,2.44,2.01,2.73,2.87,2.58,5.033333,-1.072222,9.077778,1.9812,-0.549383,67.628855
US_VA_51047,2020-01-20,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,2.53,3.65,8.43,3.65,11.66,6.61,4.22,1.97,3.37,7.59,4.22,2.53,,2.95,13.07,2.81,7.73,3.65,4.22,,6.46,4.5,2.25,3.94,4.36,3.37,3.37,4.22,4.5,5.2,2.95,7.31,23.33,5.62,3.09,5.06,4.08,4.36,4.5,,4.64,35.7,3.65,5.48,5.34,,2.53,3.37,4.92,4.08,2.11,4.22,2.39,3.09,-1.672222,-5.455556,4.538889,0.0,-11.746914,46.460028
US_VA_51047,2020-01-21,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,1.74,4.61,7.22,3.36,8.84,7.84,5.48,3.86,3.86,5.85,2.86,2.99,,2.99,12.07,2.37,5.6,1.87,5.48,1.87,6.47,3.48,1.74,2.99,5.6,4.61,2.61,3.11,4.11,5.35,3.11,6.22,19.54,5.48,3.48,6.35,2.99,3.86,8.21,1.74,3.61,35.35,1.74,3.61,6.1,1.87,2.24,3.24,2.74,3.73,2.24,2.37,3.11,3.11,-2.555556,-7.038889,2.366667,0.0,-11.133333,51.975347
US_VA_51047,2020-01-22,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,2.26,5.4,6.02,2.26,7.15,7.03,5.52,,3.51,5.9,3.01,3.39,,4.02,17.32,4.14,7.4,3.89,3.14,1.88,9.16,3.26,2.76,3.14,4.64,5.77,2.38,3.26,3.39,7.03,3.64,7.53,22.09,6.53,2.38,6.27,2.51,3.89,6.4,2.38,5.4,36.77,3.01,4.77,5.4,2.38,,5.4,4.89,2.89,2.38,3.39,3.01,,-2.527778,-8.938889,4.75,0.0,-9.677778,58.191287
US_VA_51047,2020-01-23,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,2.0,3.38,6.0,2.75,9.13,7.0,4.5,2.63,5.38,4.0,2.38,3.88,4.0,1.75,14.88,3.0,6.13,2.0,5.25,,7.38,5.0,,,5.63,4.0,2.38,3.5,4.38,4.5,3.0,5.88,27.13,5.75,4.25,6.0,2.12,6.25,4.75,3.38,3.63,35.51,2.88,4.5,7.13,2.38,2.75,6.38,2.88,2.88,3.38,2.25,3.0,2.0,-1.761111,-7.666667,6.522222,0.0,-7.072222,67.509124
US_VA_51047,2020-01-24,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,,4.8,6.77,3.2,6.77,9.23,6.52,2.09,4.43,4.55,3.57,3.08,3.57,,19.81,2.71,5.29,2.21,5.29,,7.14,2.46,,3.08,7.26,4.18,,3.57,4.31,4.18,2.83,5.54,25.84,4.92,3.08,4.92,2.83,5.54,4.8,2.34,3.2,31.0,1.97,3.32,4.8,2.46,,4.18,2.09,2.46,2.83,2.71,2.58,1.97,4.133333,-2.677778,10.277778,0.0,-0.311111,73.063614
US_VA_51047,2020-01-25,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,2.21,6.91,7.5,,8.97,7.65,6.47,2.94,3.09,7.35,4.56,2.65,2.94,,19.41,4.26,6.47,4.12,2.65,3.09,7.21,3.82,2.65,2.35,5.0,7.65,,4.26,3.38,4.56,3.38,7.35,29.85,7.5,3.23,8.82,2.5,2.5,3.97,,4.12,39.12,2.5,3.97,7.06,,2.21,5.74,4.26,3.82,2.5,3.38,3.53,2.5,9.327778,3.605556,11.7,34.76625,7.422222,88.086234
US_VA_51047,2020-01-26,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,,5.8,6.77,4.01,8.84,7.74,3.73,,2.35,4.42,4.42,3.18,,2.07,27.77,3.45,6.77,3.59,4.56,1.93,7.46,2.76,2.21,2.07,7.87,7.32,,3.45,4.83,4.14,3.31,6.36,31.08,3.59,3.04,8.7,,3.59,3.87,,4.97,33.98,2.9,3.31,5.39,2.35,,5.66,3.45,3.87,2.07,2.07,4.14,3.18,4.327778,-1.327778,10.694444,2.6416,0.05,74.305698
US_VA_51047,2020-01-27,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,2.46,6.88,5.53,2.21,7.24,9.09,5.16,2.58,4.3,6.14,2.95,2.33,2.7,3.44,32.16,4.05,8.35,4.17,5.65,2.58,9.33,6.02,,1.96,5.77,4.67,2.33,4.79,3.56,4.54,2.7,5.89,36.95,4.42,3.93,6.02,2.7,3.68,3.68,,3.56,36.46,3.44,2.82,3.93,2.21,3.19,3.44,2.46,4.91,,3.07,3.31,2.09,4.277778,-1.416667,11.005556,0.0254,-1.411111,66.80722
US_VA_51047,2020-01-28,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,,5.17,3.81,3.69,7.63,6.89,6.4,2.71,4.8,6.27,1.84,,,2.71,23.86,3.81,8.36,2.71,4.43,1.97,7.63,3.32,1.97,2.83,5.66,6.52,3.08,3.44,3.94,7.5,3.57,5.9,30.63,6.03,3.44,6.27,3.08,4.43,3.69,2.09,3.32,40.72,1.72,2.95,5.66,3.32,3.57,5.29,4.43,2.34,2.95,3.2,3.94,1.72,5.877778,1.594444,9.516667,0.0,-2.055556,56.988853
US_VA_51047,2020-01-29,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,2.25,4.75,6.0,3.0,8.0,7.25,3.5,3.0,3.0,5.0,3.63,2.75,,2.5,23.89,3.5,8.38,2.38,4.75,3.5,8.75,5.0,1.88,,5.5,5.38,,4.38,3.5,4.88,3.88,7.5,32.02,5.13,2.63,6.38,2.25,4.88,5.0,2.38,5.38,37.14,2.25,4.38,9.51,2.5,1.75,5.25,4.63,4.13,2.88,5.13,4.38,1.88,4.444444,0.922222,8.172222,0.0,-3.433333,57.045384
US_VA_51047,2020-01-30,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,,6.93,6.31,3.46,9.28,7.3,5.07,2.1,3.46,4.08,3.46,,2.23,,24.5,2.47,7.3,1.86,6.06,2.35,8.29,3.83,3.22,1.86,5.2,5.57,1.73,3.34,5.69,4.08,2.72,5.94,34.02,6.56,2.1,6.06,,3.46,3.46,2.35,3.46,33.53,,3.34,5.82,1.86,3.59,5.44,4.21,4.33,2.6,3.59,2.72,,0.027778,-4.422222,6.138889,0.0,-4.783333,70.34219
US_VA_51047,2020-01-31,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,,,,,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,,,,,,5.17,6.64,2.46,7.62,6.15,3.94,,2.83,4.06,3.57,2.71,1.97,3.32,25.7,4.18,8.36,2.46,4.92,2.71,6.89,3.32,2.09,2.83,5.29,5.29,,2.71,2.83,4.8,1.72,6.27,27.92,5.29,3.57,5.17,1.72,2.83,4.67,1.72,2.46,31.73,2.21,2.58,7.38,2.21,,4.18,3.69,2.09,,3.57,2.21,4.55,1.427778,-3.794444,6.044444,0.127,-1.994444,78.089693
