location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13085,2020-01-11,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,6.47,6.2,10.25,5.39,5.66,5.12,11.87,8.9,,8.09,5.66,,4.58,4.58,6.47,9.17,22.66,,9.17,5.93,8.09,43.15,4.86,9.44,4.58,4.58,5.12,17.338889,12.705556,20.472222,1.227667,15.344444,88.280842
US_GA_13085,2020-01-12,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,4.5,10.41,8.44,9.56,8.72,6.47,16.31,10.69,3.94,8.44,,4.5,6.19,,4.78,6.19,19.41,5.06,7.03,3.94,7.03,35.16,4.5,6.75,,4.22,7.03,14.111111,6.641975,19.314815,30.607,10.771605,80.387921
US_GA_13085,2020-01-13,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,,6.04,9.06,7.8,7.55,7.55,11.57,6.54,3.52,11.82,5.28,4.28,3.77,3.77,,7.8,24.4,8.3,9.31,,7.29,40.0,,5.53,5.53,7.04,4.28,14.144444,9.683333,17.666667,3.701143,12.788889,91.624238
US_GA_13085,2020-01-14,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,5.96,9.33,10.63,10.11,7.52,7.26,14.78,7.52,4.67,11.4,4.41,5.96,,4.67,5.96,9.07,16.33,4.67,6.48,7.52,8.55,44.84,5.96,4.92,7.52,5.18,7.0,15.611111,14.011111,16.861111,16.691429,15.166667,97.2521
US_GA_13085,2020-01-15,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,5.53,8.43,8.95,5.53,8.16,7.11,14.48,6.85,6.06,8.69,3.69,,7.64,4.21,5.53,7.64,20.02,,7.64,5.0,6.32,40.82,,8.43,6.06,5.79,5.0,15.35,11.4,20.422222,8.563429,14.155556,92.650631
US_GA_13085,2020-01-16,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,4.25,11.14,9.55,9.02,8.49,4.25,15.65,9.02,5.31,5.31,3.98,5.04,,4.25,,9.02,19.1,7.16,4.51,4.51,6.37,37.94,5.04,5.31,4.51,4.25,4.78,15.711111,11.205556,19.655556,9.107714,10.566667,71.567287
US_GA_13085,2020-01-17,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,5.87,7.47,7.74,3.73,6.14,3.73,13.34,5.6,4.0,5.6,11.47,5.87,4.0,,7.2,7.74,22.41,7.2,8.0,6.14,4.8,40.02,5.07,6.4,8.27,,,7.772222,4.283333,14.105556,0.7874,-4.044444,43.31715
US_GA_13085,2020-01-18,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,4.16,8.87,9.7,6.93,6.93,4.99,13.86,7.76,4.99,9.15,5.54,4.99,6.1,,8.04,8.31,23.84,6.38,7.21,4.16,4.71,37.42,,6.38,5.54,7.21,3.88,5.744444,3.894444,8.722222,1.905,-2.177778,57.058947
US_GA_13085,2020-01-19,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,5.89,12.33,10.37,7.85,5.33,7.01,10.37,7.85,5.33,8.69,4.76,,,,,8.13,15.14,6.17,5.05,,7.01,36.44,6.17,5.89,,4.76,,6.466667,2.572222,10.35,9.398,1.3,70.054704
US_GA_13085,2020-01-20,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,8.09,9.48,10.6,6.42,9.2,6.14,18.97,7.81,4.46,10.6,,9.2,,,,4.74,20.08,8.93,3.9,,6.14,41.56,5.58,7.53,4.18,4.46,5.3,-0.877778,-4.655556,6.194444,0.0254,-8.505556,56.413986
US_GA_13085,2020-01-21,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,3.78,10.0,12.16,8.38,4.87,5.95,15.41,8.65,7.03,8.65,4.33,5.41,3.78,5.68,6.22,9.46,22.98,6.22,4.33,6.76,7.57,53.79,5.41,5.68,,,5.14,-1.172222,-4.844444,4.027778,0.084667,-9.038889,55.37252
US_GA_13085,2020-01-22,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,4.39,7.96,13.17,9.88,5.76,7.68,19.48,10.43,7.41,9.88,,4.39,6.86,,4.67,8.51,26.62,5.21,6.59,6.04,4.94,41.44,6.59,7.68,7.96,4.39,4.39,-0.044444,-7.05,9.044444,0.254,-9.961111,47.371171
US_GA_13085,2020-01-23,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,9.29,8.76,12.47,6.1,7.16,5.57,18.84,7.43,4.25,10.88,5.84,4.25,,4.25,3.98,9.82,31.04,5.57,5.57,5.31,5.31,41.92,4.78,9.55,4.51,5.84,5.84,4.922222,0.244444,8.822222,0.9652,-6.222222,44.64132
US_GA_13085,2020-01-24,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,3.96,7.4,5.55,6.08,,,18.76,8.98,,10.57,,,5.81,4.49,5.28,9.51,22.19,6.08,6.08,4.49,5.55,33.02,4.49,8.45,5.02,4.49,4.23,6.2,3.45,10.211111,14.441714,4.561111,89.308367
US_GA_13085,2020-01-25,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,4.39,9.96,11.13,10.25,4.1,4.39,20.5,11.71,,9.37,,4.1,6.15,,5.27,9.37,32.21,4.39,9.37,4.68,,39.83,5.56,,7.61,,5.27,5.272222,2.933333,8.844444,5.3848,1.627778,77.504431
US_GA_13085,2020-01-26,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,,11.16,12.56,7.54,8.09,,20.37,3.91,7.26,10.88,,5.86,5.3,,3.91,9.21,24.56,7.81,5.86,,5.02,34.32,5.02,6.98,5.02,5.02,6.7,4.322222,-0.183333,10.055556,0.028222,-0.933333,68.818937
US_GA_13085,2020-01-27,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,8.36,6.79,9.93,5.75,,9.41,23.78,12.8,,9.41,5.23,5.23,4.7,4.44,4.44,8.1,36.32,6.01,8.36,5.23,6.53,41.02,3.92,8.1,7.05,7.32,5.23,7.261111,2.933333,10.833333,0.338667,4.044444,80.241071
US_GA_13085,2020-01-28,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,4.63,9.8,15.25,10.08,6.26,,25.6,10.35,6.26,8.44,,8.17,5.99,4.63,6.26,9.53,29.96,5.17,6.54,5.45,5.99,42.49,9.26,10.35,8.17,5.45,,6.377778,-0.4,14.5,0.1778,1.083333,69.033558
US_GA_13085,2020-01-29,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,4.1,6.56,9.01,9.01,6.83,4.92,31.96,8.74,4.1,9.83,4.37,5.46,6.01,4.64,,7.65,35.51,5.19,5.74,4.1,5.74,36.6,,10.93,5.46,4.92,6.83,5.833333,0.75,11.927778,0.03175,0.522222,68.963514
US_GA_13085,2020-01-30,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,8.96,9.77,11.4,7.87,4.62,4.34,31.22,11.13,7.6,8.69,4.07,7.87,5.43,6.79,4.89,8.96,32.31,7.6,4.89,4.89,5.97,36.11,5.7,8.14,5.16,5.16,7.6,6.722222,0.288889,13.95,0.0,1.922222,71.492667
US_GA_13085,2020-01-31,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,,,,,,3.97,8.21,9.27,9.54,6.36,3.97,35.23,8.74,3.97,6.36,3.97,6.62,6.36,6.89,3.97,8.74,33.11,6.62,4.77,6.62,3.71,36.81,3.71,4.5,8.47,5.56,5.3,5.161111,1.538889,11.8,0.653143,2.283333,81.927439
