location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MN_27083,2020-02-18,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-4,0,0,0,5.85,5.58,8.77,10.9,4.79,6.12,19.94,8.51,4.52,6.65,6.65,3.99,5.32,6.38,30.05,4.25,6.65,3.72,4.79,34.3,,5.05,4.52,5.85,-6.972222,-12.5,-4.016667,0.508,-9.611111,81.546948
US_MN_27083,2020-02-19,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-6,-7,-2,1,,6.0,8.72,8.72,6.81,6.27,18.8,7.9,6.54,6.54,4.36,6.27,4.36,8.45,27.8,6.0,5.45,,3.81,32.16,4.09,7.08,,,-14.9,-17.733333,-12.15,0.0762,-18.838889,72.04493
US_MN_27083,2020-02-20,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-5,-6,2,0,,11.26,5.77,7.69,5.77,7.42,14.83,6.87,4.67,7.96,6.59,4.12,4.94,4.39,23.89,4.94,5.77,4.12,5.49,40.1,,,,,-16.141975,-23.450617,-5.611111,0.0,-20.222222,70.908601
US_MN_27083,2020-02-21,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,7,-1,0,-2,,8.21,8.79,6.16,4.4,6.45,16.12,6.45,,12.02,,4.1,4.4,4.98,25.2,4.1,6.16,,,32.53,4.69,9.38,4.4,,-4.358025,-10.141975,2.604938,0.0,-8.271605,74.331693
US_MN_27083,2020-02-22,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,2,-1,6,,,6.57,9.85,7.66,,5.11,15.32,8.02,10.94,5.47,,5.84,,6.2,27.36,7.29,6.57,,,36.84,,,6.2,,-1.438889,-7.25,4.983333,0.0,-4.772222,78.505613
US_MN_27083,2020-02-23,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,12,5,5,,9.05,7.66,5.57,8.71,8.71,,17.41,6.27,5.22,8.01,5.57,5.57,5.22,5.57,29.25,5.22,,5.92,6.96,39.01,,4.88,6.96,,1.194444,-2.338889,4.177778,0.0,-3.138889,73.11861
US_MN_27083,2020-02-24,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,6,-8,2,0,8.13,5.61,7.85,10.37,7.85,4.76,20.18,9.25,5.33,7.29,6.73,5.89,7.01,8.69,30.27,5.89,6.17,4.76,7.01,47.93,5.04,5.33,4.76,,-1.994444,-6.433333,1.466667,0.0,-4.422222,83.525347
US_MN_27083,2020-02-25,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-4,-4,0,0,5.01,6.4,8.62,10.57,,4.17,26.14,8.9,4.73,7.79,7.51,6.12,4.17,6.4,29.48,6.12,6.12,,7.79,36.99,,6.12,,,-2.95,-6.144444,-0.388889,0.0,-5.838889,80.639693
US_MN_27083,2020-02-26,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,6,-7,2,-2,5.54,,9.7,13.29,,,28.25,7.76,5.26,8.59,6.37,8.31,4.99,5.54,44.04,6.92,,4.43,6.37,35.45,3.88,6.65,4.16,,-8.394444,-12.838889,-3.305556,0.0,-11.322222,79.483372
US_MN_27083,2020-02-27,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,2,-11,1,0,,4.19,8.94,9.22,,4.19,27.1,10.06,3.91,10.34,5.87,7.26,,7.54,46.94,4.19,4.19,,4.75,31.3,,,7.26,4.19,-7.5,-11.561111,-3.666667,0.0,-10.305556,80.390646
US_MN_27083,2020-02-28,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,18,8,0,-1,4.11,5.28,8.21,7.62,6.16,,27.27,7.33,5.57,5.86,4.4,7.33,,7.04,42.81,5.86,5.86,,6.45,32.54,4.11,6.16,,4.69,-4.722222,-6.511111,-2.588889,0.127,-7.022222,84.053318
US_MN_27083,2020-02-29,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,10,4,7,,,5.41,8.29,10.46,6.13,5.05,21.28,8.29,,7.93,,9.38,7.21,6.85,31.02,5.41,,8.65,5.05,32.82,,5.05,6.13,,-0.616667,-6.361111,6.016667,0.0,-2.872222,84.806385
US_MN_27083,2020-03-01,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,17,9,11,,5.78,7.81,9.51,7.13,4.76,,27.18,10.87,,7.47,5.1,6.46,,5.44,35.67,7.81,7.81,,,26.84,,8.83,5.44,,3.372222,0.655556,6.144444,0.0,-0.494444,75.898943
US_MN_27083,2020-03-02,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,6,2,3,-1,6.66,10.54,10.54,9.15,,4.44,27.19,7.21,,3.88,6.1,5.55,4.44,6.66,44.95,4.44,5.55,,,31.91,,6.1,4.44,4.72,-0.172222,-2.85,3.038889,0.0,-3.594444,77.803617
US_MN_27083,2020-03-03,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,12,20,2,0,5.26,6.05,9.21,8.68,8.94,3.94,19.99,4.73,5.79,7.1,7.36,3.68,4.47,7.36,34.98,3.94,6.58,3.94,6.58,36.3,4.47,5.79,4.73,,2.322222,0.238889,5.416667,0.0,-1.188889,77.717816
US_MN_27083,2020-03-04,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,2,-3,4,-1,3.8,,7.87,5.97,4.61,4.88,24.42,7.6,5.16,6.51,,5.97,3.8,8.14,37.45,4.88,4.61,4.88,6.51,34.46,,7.05,7.33,4.07,1.033333,-3.344444,6.883333,0.0,-1.083333,85.800251
US_MN_27083,2020-03-05,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,9,1,3,0,7.78,5.55,7.78,8.33,6.11,4.72,17.5,8.61,4.44,9.44,4.72,,5.0,6.94,38.6,6.39,6.11,5.0,6.67,33.6,6.11,7.22,,4.44,3.316667,0.844444,9.122222,0.0,-0.655556,75.289017
US_MN_27083,2020-03-06,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,19,2,3,-1,4.69,4.98,9.37,8.5,,5.27,23.14,12.3,7.03,8.2,5.86,,,9.08,34.57,6.74,4.39,4.1,5.57,33.4,,,,,-0.916667,-5.922222,4.961111,0.0,-4.277778,78.004011
US_MN_27083,2020-03-07,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,25,14,3,,6.28,7.39,7.39,6.65,,,22.91,8.87,,12.56,,5.91,,7.39,39.17,7.76,8.5,,6.28,35.11,,6.65,,,5.322222,1.083333,14.772222,0.0,-0.833333,64.747094
US_MN_27083,2020-03-08,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,12,18,5,,6.18,,7.27,6.91,5.45,,21.09,7.64,,5.82,,,,,30.55,6.54,5.09,5.09,5.09,32.0,,,5.82,,10.216667,5.7,16.783333,0.0,2.922222,60.782078
US_MN_27083,2020-03-09,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,2,-2,-3,0,6.75,4.7,6.75,6.17,7.05,,26.73,7.64,,5.87,6.75,4.11,,8.22,44.65,,5.58,,8.22,31.43,4.7,6.46,,4.7,-1.177778,-5.05,11.711111,0.0,-3.372222,85.086878
US_MN_27083,2020-03-10,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,3,9,-4,1,,4.89,5.47,6.91,,5.47,21.02,6.33,4.32,,5.76,8.06,,4.89,48.37,6.33,,,4.61,27.64,9.21,,4.32,,-4.066667,-7.616667,0.761111,0.036286,-6.45,83.551853
US_MN_27083,2020-03-11,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,5,8,-1,0,,6.6,7.75,6.89,4.31,6.03,43.06,10.91,,8.04,4.31,11.48,,4.02,93.57,7.75,8.04,,4.59,30.43,,5.74,5.45,4.02,0.783333,-3.588889,9.538889,0.072571,-0.861111,88.914072
US_MN_27083,2020-03-12,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,11,23,-5,0,4.05,,6.07,5.78,,,42.2,14.45,,6.94,5.49,12.72,,4.33,100.0,,,,,23.99,,5.49,4.91,,4.355556,1.755556,7.6,0.338667,1.772222,83.352388
US_MN_27083,2020-03-13,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,12,28,-4,,4.89,4.58,4.89,,,,33.31,11.31,,4.58,4.58,8.25,,,71.82,,4.58,,,21.39,,,4.28,,0.016667,-2.822222,2.766667,0.0508,-5.694444,65.584425
US_MN_27083,2020-03-14,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,0,28,4,,,,12.95,8.4,,,32.55,15.4,,4.9,,11.9,,,65.11,5.25,8.4,,,28.7,4.9,8.4,5.95,,-3.15,-5.611111,0.6,0.0,-7.572222,71.652527
US_MN_27083,2020-03-15,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,3,44,0,,,,7.97,7.97,,,44.63,22.31,,4.46,5.1,11.79,,4.78,77.46,,,,5.74,29.33,,,,,-1.583333,-5.394444,3.072222,0.0,-5.2,76.530618
US_MN_27083,2020-03-16,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,1,44,-6,4,7.09,4.82,10.77,7.94,4.25,,31.18,12.47,,6.8,4.82,13.89,5.38,5.38,83.05,4.82,4.54,,,28.34,,8.22,6.8,,0.788889,-0.0,2.577778,0.423333,-1.744444,83.348389
US_MN_27083,2020-03-17,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-17,51,-11,,5.6,5.32,8.4,6.44,3.92,,30.24,10.92,,5.6,,17.92,5.88,3.92,64.95,3.92,,,,24.36,,4.48,5.32,,0.788889,-2.983333,5.427778,0.0,-4.394444,68.508353
US_MN_27083,2020-03-18,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-33,13,-23,,4.38,8.75,7.0,7.29,7.29,,32.39,12.26,,,4.67,20.43,,,60.11,9.63,,7.88,,34.14,4.96,4.08,5.25,,3.966667,2.188889,7.444444,0.0,2.166667,88.119779
US_MN_27083,2020-03-19,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-40,7,-25,,,9.39,9.96,4.55,11.1,4.27,29.32,10.25,4.27,6.26,4.27,17.08,4.84,6.26,60.63,3.98,,,,33.02,,5.41,,,3.216667,-1.738889,6.361111,1.2065,2.811111,97.191696
US_MN_27083,2020-03-20,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-33,3,-26,,3.96,5.38,9.06,5.09,5.66,5.38,27.46,8.78,5.09,4.81,4.53,12.17,5.66,8.21,34.82,6.23,,3.96,,25.19,,9.06,,,-6.416667,-11.011111,-1.744444,0.677333,-11.416667,67.877881
US_MN_27083,2020-03-21,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-42,-4,-15,,4.99,5.93,12.79,6.86,7.8,,24.33,7.17,,,7.49,5.3,,,43.04,,6.86,4.99,,30.57,,5.3,4.99,,-4.461111,-9.138889,1.461111,0.4826,-8.5,73.514775
US_MN_27083,2020-03-22,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-42,-14,-24,,,7.46,7.46,4.97,4.66,,18.03,9.95,,8.39,,7.77,4.66,7.77,41.66,,,4.66,4.66,28.29,,4.66,4.35,,1.777778,-0.977778,6.844444,0.084667,-1.45,79.307447
US_MN_27083,2020-03-23,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-32,-13,-30,,5.0,5.28,9.16,7.5,6.66,,23.32,9.99,4.44,4.16,3.89,9.16,,4.16,43.59,6.66,6.94,4.16,,24.15,5.55,4.16,,,2.0,-1.227778,6.961111,0.6096,0.561111,90.220221
US_MN_27083,2020-03-24,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-37,0,-32,,,10.3,8.63,6.68,6.4,,18.93,9.46,,6.4,8.07,6.4,,5.84,46.2,,5.29,,,28.11,,4.73,,4.17,5.288889,1.633333,10.95,0.508,3.966667,91.20119
US_MN_27083,2020-03-25,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-34,6,-31,,,5.78,6.05,9.2,3.94,,19.72,6.05,4.21,5.78,4.73,8.94,4.73,,43.12,5.78,6.31,,3.94,25.5,,5.78,5.26,,3.638889,0.2,9.877778,1.2065,2.538889,92.536504
US_MN_27083,2020-03-26,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-24,1,-27,,,8.05,8.6,9.43,6.38,4.44,19.14,7.21,,5.27,,9.16,,,36.07,4.16,5.83,,,29.69,,5.27,4.72,4.44,0.366667,-2.1,5.505556,0.169333,-1.033333,90.438391
US_MN_27083,2020-03-27,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-25,0,-29,,4.85,9.13,4.56,4.85,3.99,5.42,21.11,8.84,,9.41,,11.12,5.13,3.99,33.37,4.28,,4.56,4.28,25.67,,,,,4.644444,0.361111,11.877778,0.635,2.005556,83.193647
US_MN_27083,2020-03-28,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-64,-36,-26,,,7.22,6.92,5.71,6.32,8.72,18.35,6.62,,6.32,,6.92,5.11,5.11,31.28,4.21,4.21,,,24.66,,5.41,,,6.244444,3.227778,9.761111,5.4864,4.577778,89.129496
US_MN_27083,2020-03-29,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-51,-33,-25,,,7.38,6.76,5.53,4.3,7.99,20.29,5.53,,5.53,4.92,4.61,,5.84,25.21,,7.99,,4.92,29.21,4.3,5.84,6.46,,5.377778,1.183333,12.627778,15.24,0.294444,69.931555
US_MN_27083,2020-03-30,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,,,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-38,-25,-42,,,8.07,8.63,,5.85,6.96,19.21,6.96,6.13,6.68,,7.8,,,31.74,7.52,6.68,,,32.02,5.57,5.01,,4.18,5.988889,-1.477778,15.027778,2.6416,-1.605556,58.387762
US_MN_27083,2020-03-31,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,,,1,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-47,-16,-42,,3.75,9.64,8.03,8.84,,,13.66,4.55,,6.16,6.16,4.02,5.36,,34.28,3.75,5.36,4.02,,27.05,,5.09,,,6.377778,1.283333,12.272222,0.0,-0.044444,63.729996
US_MN_27083,2020-04-01,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,2,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-41,-9,-42,,4.84,6.19,5.65,10.76,,,16.68,5.38,,5.11,,7.8,,,27.43,,6.19,,,31.2,4.84,6.46,4.03,,7.888889,2.883333,14.766667,0.3175,3.05,71.515197
US_MN_27083,2020-04-02,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,3,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-45,-19,-41,,,9.6,4.41,7.27,5.45,3.89,16.09,7.01,,3.63,,10.38,,,32.18,,,3.63,,27.77,,,,,6.983333,-1.888889,13.316667,1.6256,4.238889,82.819298
US_MN_27083,2020-04-03,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-46,-11,-41,,4.0,10.39,8.53,4.53,4.0,5.6,17.59,6.4,5.86,4.0,4.8,5.86,3.73,,26.65,,4.53,,,25.85,,5.33,,4.8,-4.394444,-6.483333,-1.188889,5.207,-6.477778,85.434515
US_MN_27083,2020-04-04,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-46,-9,-29,,,15.54,8.39,,4.35,,18.34,5.59,,,,6.53,,,33.87,5.28,,,,29.21,,4.97,,,-3.305556,-8.938889,6.211111,0.0,-7.161111,74.764511
US_MN_27083,2020-04-05,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,3,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-43,-12,-27,,,10.05,8.83,8.22,11.27,,14.01,5.48,,7.0,4.87,,5.18,5.18,28.93,4.26,5.79,5.48,,34.41,,6.7,5.79,,4.716667,-0.65,14.15,0.0254,-1.311111,65.100711
US_MN_27083,2020-04-06,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,4,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-42,,7.55,8.63,11.33,5.12,9.71,,16.45,3.78,4.86,5.39,7.01,7.28,4.32,6.2,34.26,5.66,4.58,3.78,4.32,32.91,,6.74,7.82,4.05,9.827778,4.527778,19.238889,0.0,4.916667,71.54435
US_MN_27083,2020-04-07,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,4,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-41,,4.15,6.65,10.8,9.41,8.58,6.65,13.85,7.48,4.43,8.58,,6.92,,4.98,26.31,,5.26,3.88,,31.29,,11.35,,,13.95,8.788889,20.75,0.042333,9.161111,72.972683
