location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18117,2020-01-11,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,8.86,11.99,13.03,20.85,,44.82,8.34,14.427778,8.15,18.6,31.552444,,12.5,88.130817
US_IN_18117,2020-01-12,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,,13.8,9.03,26.54,,29.2,7.96,3.838889,1.811111,10.005556,34.120667,,1.438272,83.703717
US_IN_18117,2020-01-13,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,8.74,11.36,10.48,22.71,7.42,41.06,8.74,4.927778,2.233333,7.688889,0.0508,,1.58642,78.560748
US_IN_18117,2020-01-14,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,10.97,15.09,11.89,18.75,11.43,42.07,16.46,6.355556,1.505556,11.627778,0.0,,4.135802,85.016573
US_IN_18117,2020-01-15,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,10.3,,14.52,22.95,,40.74,,7.338889,1.344444,14.466667,0.112889,,6.308642,91.978257
US_IN_18117,2020-01-16,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,9.81,11.68,14.48,25.23,,45.79,,4.161111,-0.522222,12.577778,0.1016,,-0.592593,71.123282
US_IN_18117,2020-01-17,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,6.92,12.54,6.49,20.33,,36.77,6.92,-1.633333,-4.25,5.222222,0.0,,-7.265432,64.914817
US_IN_18117,2020-01-18,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,8.52,10.52,9.02,23.04,,39.07,,5.655556,-2.355556,11.766667,7.62,,1.469136,73.709062
US_IN_18117,2020-01-19,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,11.17,10.16,,22.85,9.65,39.1,11.17,-5.266667,-9.311111,5.6,9.7028,,-10.716049,65.032617
US_IN_18117,2020-01-20,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,9.39,19.76,12.35,28.16,11.86,42.49,,-7.572222,-9.627778,-2.444444,0.0,,-11.611111,72.340979
US_IN_18117,2020-01-21,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,10.44,10.89,11.8,24.96,8.17,37.21,10.44,-3.438889,-7.805556,0.338889,0.028222,,-8.395062,68.920601
US_IN_18117,2020-01-22,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,7.84,15.24,13.06,27.44,6.53,34.84,9.14,-3.188889,-7.988889,3.483333,0.0254,,-8.314815,67.723013
US_IN_18117,2020-01-23,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,7.52,19.46,20.35,27.43,,36.27,12.39,3.222222,-1.405556,7.988889,0.3175,,-5.006173,55.077101
US_IN_18117,2020-01-24,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,11.51,18.59,8.41,53.12,11.95,41.61,19.92,5.305556,1.472222,7.561111,6.2865,,4.17284,92.020451
US_IN_18117,2020-01-25,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,,18.55,7.81,36.13,11.23,38.57,7.81,2.077778,0.777778,5.572222,2.69875,,0.290123,87.628251
US_IN_18117,2020-01-26,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,8.15,23.43,8.15,31.07,10.7,42.28,16.3,1.738889,-1.9,7.061111,0.2032,,-1.882716,76.576753
US_IN_18117,2020-01-27,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,15.03,29.62,7.96,46.86,9.28,36.69,11.49,1.666667,-2.094444,6.138889,0.0,,-0.845679,82.885722
US_IN_18117,2020-01-28,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,9.18,26.23,12.24,57.26,,31.91,15.3,0.361111,-0.922222,3.433333,0.0,,-2.444444,81.290846
US_IN_18117,2020-01-29,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,11.59,31.66,12.48,53.95,7.13,36.12,12.93,1.488889,-0.272222,3.911111,0.0,,-1.864198,77.939498
US_IN_18117,2020-01-30,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,11.58,37.41,,39.19,6.68,38.75,7.57,1.827778,-1.033333,5.227778,0.028222,,-1.728395,77.220993
US_IN_18117,2020-01-31,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,6.66,29.3,,27.97,7.55,37.74,,2.938889,-0.572222,5.488889,0.846667,,0.283951,82.099236
US_IN_18117,2020-02-01,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,7.83,28.19,,24.54,,36.03,,4.272222,1.983333,6.883333,1.8542,,2.074074,85.024243
US_IN_18117,2020-02-02,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,12.27,17.07,9.07,23.48,9.6,40.55,9.07,7.388889,-0.05,17.894444,0.0254,,0.259259,60.474608
US_IN_18117,2020-02-03,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,,24.35,8.12,29.32,,32.02,,11.994444,1.933333,21.561111,0.0,,2.82716,53.990138
US_IN_18117,2020-02-04,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,15.61,24.28,9.11,27.75,9.11,40.33,7.8,13.422222,4.894444,20.227778,1.467556,,9.17284,75.875586
US_IN_18117,2020-02-05,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,7.4,19.14,11.75,34.37,10.44,32.63,8.7,2.605556,1.072222,7.516667,8.861778,,0.734568,86.961744
US_IN_18117,2020-02-06,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,11.65,20.28,6.9,32.36,13.8,31.93,,0.827778,-0.477778,2.644444,6.378222,,-0.234568,91.912518
US_IN_18117,2020-02-07,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,10.19,19.04,,25.68,,38.53,,-0.672222,-2.555556,2.094444,1.185333,30.48,-4.320988,75.867299
US_IN_18117,2020-02-08,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,8.37,22.65,7.88,26.1,12.31,34.96,8.86,0.344444,-1.95,2.7,0.28575,30.48,-2.876543,78.550089
US_IN_18117,2020-02-09,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,,24.95,8.49,28.14,,37.16,,0.211111,-4.388889,9.172222,1.806222,,-2.833333,79.322718
US_IN_18117,2020-02-10,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,,16.24,8.98,27.79,,41.47,7.27,7.033333,2.038889,11.927778,14.365111,,5.234568,87.616914
US_IN_18117,2020-02-11,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,11.12,15.13,9.34,30.7,,32.48,,2.916667,1.011111,7.977778,4.459111,,0.037037,80.967679
US_IN_18117,2020-02-12,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,11.95,19.64,9.39,36.29,6.83,33.73,8.96,1.772222,-0.588889,4.905556,0.254,,-0.493827,84.612232
US_IN_18117,2020-02-13,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,11.01,17.79,6.78,30.07,8.05,27.96,8.47,0.961111,-4.838889,3.2,21.279556,,-0.617284,88.719355
US_IN_18117,2020-02-14,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,,,8.54,14.83,,17.53,,36.41,,-8.277778,-12.05,-0.561111,1.0668,,-13.975309,62.96608
US_IN_18117,2020-02-15,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,17,2,,-3,,7.4,26.16,7.9,24.18,,38.99,14.31,-2.744444,-10.444444,8.322222,0.0254,,-10.018519,56.937373
US_IN_18117,2020-02-16,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,22,6,,-2,,12.6,18.15,,31.76,12.6,33.77,15.63,5.75,0.922222,11.427778,0.0,,-2.462963,56.134417
US_IN_18117,2020-02-17,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,-2,7,,-8,,,21.44,8.67,31.48,8.21,34.67,7.75,5.511111,-0.783333,12.672222,0.0,,0.259259,69.235014
US_IN_18117,2020-02-18,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,-1,4,,1,,9.94,21.61,10.8,26.36,,42.79,,8.95,1.794444,12.583333,1.524,,5.746914,80.228584
US_IN_18117,2020-02-19,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,6,10,,1,,,15.21,6.52,28.67,10.43,37.8,7.82,1.711111,-2.955556,9.511111,2.4384,,-3.765432,66.665817
US_IN_18117,2020-02-20,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,6,7,,2,,7.97,10.19,13.73,23.91,9.3,34.98,,0.588889,-2.788889,5.733333,0.0,,-6.611111,58.253086
