location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WA_53065,2021-06-21,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,6,0,2369,28,21,12745,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,38,,,-19,2,4.3,5.59,3.01,11.83,6.46,5.16,,3.66,6.24,4.73,3.44,6.46,5.59,4.3,3.44,3.66,,4.52,16.57,6.03,8.18,3.44,4.3,3.66,34.21,4.52,7.75,6.67,3.23,,21.816667,11.033333,31.188889,0.0,,7.580247,39.487386
US_WA_53065,2021-06-22,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,0,2371,28,3,12748,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,31,,,-19,2,3.06,7.21,5.02,9.83,7.64,5.24,5.24,3.71,5.46,,3.49,4.8,5.9,4.37,3.28,3.06,,5.9,16.16,5.9,9.61,3.28,,6.33,30.35,,9.17,7.21,,3.06,23.911111,11.638889,33.588889,0.0,,8.419753,37.026782
US_WA_53065,2021-06-23,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,3,0,2374,28,65,12813,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,44,,,-22,2,4.14,8.07,3.05,8.5,6.98,5.01,4.8,3.27,5.23,,4.14,5.23,,,,4.14,3.71,5.23,15.04,5.23,8.94,3.92,3.71,3.49,35.54,3.71,6.32,4.14,,3.49,25.238889,15.094444,33.622222,0.0,,8.882716,35.353561
US_WA_53065,2021-06-24,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,5,2,2379,30,85,12898,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,39,,,-18,2,4.34,3.04,4.12,9.76,4.34,5.64,4.99,,6.29,,,6.5,3.25,6.94,3.9,3.47,3.25,4.34,17.13,9.76,8.24,,3.04,5.42,30.57,3.47,8.02,6.29,,,23.927778,14.211111,32.483333,0.0,,7.648148,34.82664
US_WA_53065,2021-06-25,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,1,2381,31,39,12937,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,34,,,-20,1,3.77,3.1,4.66,12.86,3.55,3.99,4.66,,4.88,,3.1,7.54,,,,3.1,3.33,4.88,12.42,5.1,5.99,3.77,4.66,3.1,29.05,,4.43,7.54,,4.43,24.761111,13.261111,33.294444,0.0,,8.438272,35.153725
US_WA_53065,2021-06-26,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,0,2383,31,86,13023,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,44,,,-5,-1,5.92,3.55,6.62,13.96,5.92,6.39,3.31,3.31,4.26,,4.02,6.86,3.55,4.26,,,,4.5,13.72,6.62,10.65,,,3.31,27.45,3.55,9.46,8.52,3.79,,26.977778,15.05,37.1,0.0,,10.944444,36.33937
US_WA_53065,2021-06-27,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,2383,31,37,13060,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,50,,,-9,,5.2,8.14,,14.7,4.52,5.2,,4.07,6.56,,,6.79,3.62,4.3,3.17,3.39,,3.17,17.87,3.17,14.7,4.07,,5.66,33.03,,10.18,9.05,3.62,,28.8,16.255556,39.322222,0.0,,11.876543,34.976922
US_WA_53065,2021-06-28,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,3,0,2386,31,26,13086,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,32,,,-19,-1,3.32,4.35,4.14,9.95,6.42,2.9,4.35,2.9,6.01,,4.77,7.05,4.14,3.94,,2.9,3.11,5.18,17.2,4.77,10.78,,,5.18,36.89,,10.15,7.25,,5.18,30.577778,17.855556,40.6,0.0,,12.055556,32.347609
US_WA_53065,2021-06-29,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,4,0,2390,31,10,13096,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,25,,,-25,3,3.29,5.56,2.88,8.64,4.94,4.53,4.32,4.12,3.09,3.09,,7.2,3.7,4.73,,,3.91,4.53,13.79,6.38,11.73,4.73,,4.94,25.73,3.7,13.17,4.12,2.88,,31.827778,19.577778,42.711111,0.0,,13.277778,32.224512
US_WA_53065,2021-06-30,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,1,2392,32,30,13126,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,38,,,-24,5,,6.26,4.38,11.48,4.8,4.38,4.17,4.17,,,,6.47,4.17,5.43,,,,7.51,17.74,5.01,9.39,4.38,,3.34,29.64,5.01,7.93,6.26,,5.22,32.622222,20.272222,42.966667,0.0,,11.351852,27.160378
US_WA_53065,2021-07-01,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,0,2394,32,36,13162,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,43,,,-23,3,4.42,4.42,4.42,9.69,5.69,5.9,4.64,,4.0,,5.06,8.01,2.95,,,,5.27,5.9,17.07,5.06,11.8,5.06,,4.64,38.77,5.48,10.11,5.9,4.42,4.64,31.427778,21.65,41.394444,0.0254,,11.222222,28.842849
US_WA_53065,2021-07-02,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,0,2396,32,80,13242,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,48,,,-23,2,3.57,4.69,,13.61,5.8,9.15,3.35,,5.13,,5.36,6.03,4.24,3.12,3.12,,,7.14,20.53,6.25,12.28,4.46,3.57,4.02,33.7,3.79,8.48,8.26,4.69,,26.822222,16.855556,36.594444,0.0,,9.962963,34.050499
US_WA_53065,2021-07-03,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,2396,32,48,13290,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,54,,,-10,-2,5.93,6.39,4.79,10.27,5.93,5.48,4.57,,5.02,5.25,,6.62,3.88,7.08,,5.02,5.25,6.16,14.61,4.57,12.78,,3.42,,28.07,,7.3,5.93,5.48,,25.4,15.016667,34.672222,0.0,,8.290123,33.290191
US_WA_53065,2021-07-04,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,2396,32,36,13326,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,37,,,-18,,,5.85,3.98,13.1,5.85,,4.21,,4.68,,5.14,6.08,6.32,3.74,,6.55,3.98,4.91,17.07,4.44,10.29,3.98,,,31.34,4.21,11.93,6.32,,3.27,25.166667,14.522222,34.938889,0.0,,7.796296,33.006154
US_WA_53065,2021-07-05,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,2396,32,0,13326,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,31,,,-57,7,,5.51,3.27,10.62,12.05,4.08,3.47,3.27,3.27,,4.9,5.31,4.29,2.86,,,,3.27,15.11,3.68,10.82,3.06,4.7,4.49,29.61,4.29,10.62,4.9,3.27,3.06,24.688889,14.327778,33.855556,0.0,,6.777778,31.70198
US_WA_53065,2021-07-06,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,3,0,2399,32,1,13327,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,40,,,-21,4,6.27,3.44,3.03,12.54,6.67,3.03,4.65,2.83,7.08,,3.03,8.49,3.64,5.26,2.83,2.83,,5.46,19.42,4.85,9.51,4.04,4.04,3.44,30.74,3.84,6.47,5.66,3.64,,25.105556,13.916667,35.233333,0.0,,7.358025,32.635227
US_WA_53065,2021-07-07,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,0,2401,32,21,13348,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,46,,,-21,3,5.16,5.37,3.92,7.85,5.37,5.16,3.92,,5.16,3.51,4.13,9.09,3.72,,,4.75,4.75,4.75,18.18,4.34,9.5,,5.16,4.13,33.25,,5.99,7.85,3.51,4.13,24.194444,14.344444,34.983333,0.0,,7.061728,33.828437
US_WA_53065,2021-07-08,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,2401,32,25,13373,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,42,,,-19,3,6.04,3.75,,12.7,5.41,3.96,3.96,,4.37,3.33,,7.7,3.54,3.33,,3.12,4.58,6.04,18.11,5.2,6.04,,4.79,,28.93,3.75,7.49,7.08,4.16,6.04,22.583333,12.072222,33.194444,0.084667,,8.222222,40.048768
US_WA_53065,2021-07-09,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,3,0,2404,32,25,13398,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,35,,,-20,2,4.62,7.04,3.74,15.84,8.8,4.4,3.3,3.96,5.28,,4.4,5.94,5.72,3.3,3.3,,,4.84,20.23,,9.9,3.52,3.08,4.4,35.19,4.18,8.14,4.84,3.3,5.94,24.044444,13.583333,33.255556,0.0,,6.209877,31.503688
US_WA_53065,2021-07-10,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,2404,32,49,13447,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,50,,,-1,-2,4.12,4.35,,11.46,8.02,5.96,,3.21,6.19,,5.04,7.33,5.73,,,,,4.81,17.87,6.42,8.94,,,,31.16,4.12,9.39,4.81,,,24.594444,12.05,35.8,0.0,,4.907407,27.821936
US_WA_53065,2021-07-11,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,2404,32,27,13474,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,55,,,-14,,8.06,4.48,3.36,12.77,7.62,,3.81,,6.27,,,6.94,3.14,4.93,,4.93,,3.58,17.02,,7.62,,,4.03,29.79,,8.06,,,4.26,25.477778,12.561111,35.927778,0.0,,3.438272,23.865193
US_WA_53065,2021-07-12,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,6,0,2410,32,11,13485,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,36,,,-18,2,3.49,3.9,6.98,14.36,4.31,4.31,3.9,3.9,5.95,3.28,3.69,7.59,4.51,2.87,,4.31,4.1,3.49,17.64,4.1,9.85,3.9,4.72,4.31,34.88,4.72,8.41,6.36,4.72,5.33,25.677778,13.623457,35.905556,0.0,,4.074074,24.659997
US_WA_53065,2021-07-13,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,0,2412,32,5,13490,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,35,,,-20,3,3.08,3.9,4.92,11.29,6.36,5.33,3.49,,5.33,4.92,2.87,8.21,,4.51,2.87,,3.08,2.87,18.06,5.13,10.88,,4.1,3.08,34.06,,7.59,4.31,,3.28,26.094444,13.944444,36.253086,0.0,,5.185185,25.839796
US_WA_53065,2021-07-14,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,1,0,2413,32,18,13508,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,42,,,-22,3,3.12,5.4,4.15,11.63,4.78,4.98,4.78,3.32,5.61,2.91,,6.23,,3.95,,3.32,3.32,6.44,19.11,6.23,8.93,,3.12,3.95,33.23,,6.23,4.78,4.36,3.32,26.15,14.261111,36.816667,0.0,,6.302469,28.122286
US_WA_53065,2021-07-15,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,5,0,2418,32,18,13526,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,40,,,-20,1,2.91,6.03,6.66,12.69,6.66,3.54,5.41,,,,3.75,7.07,,3.95,3.54,4.58,,7.91,16.23,7.28,10.82,4.37,2.91,6.03,32.67,3.95,11.24,6.87,2.91,,25.255556,13.283951,36.477778,0.0,,4.444444,26.048129
US_WA_53065,2021-07-16,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,4,0,2422,32,38,13564,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,36,,,-18,1,3.01,3.01,,13.56,3.66,4.09,7.53,4.3,3.44,,,4.52,,5.16,,4.52,3.87,4.73,17.86,4.95,6.46,3.44,,3.66,31.2,3.23,5.16,5.81,3.44,5.16,24.194444,13.722222,32.933333,0.0,,5.549383,29.761692
US_WA_53065,2021-07-17,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,2422,32,44,13608,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,57,,,3,-2,6.14,6.36,5.68,9.77,7.04,,4.77,3.41,7.04,,,4.54,,5.0,3.64,5.23,5.23,5.91,16.36,3.41,7.5,,,,34.09,,7.5,7.73,,4.32,22.816667,13.4,30.711111,0.0,,6.160494,33.756004
US_WA_53065,2021-07-18,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,2422,32,21,13629,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,54,,,-4,,3.28,6.12,5.46,10.48,3.28,3.5,,3.5,5.24,3.28,,7.64,,,,,3.06,4.15,20.1,3.06,9.83,,,,30.8,3.71,8.74,5.68,,,23.222222,11.444444,33.866667,0.0,,5.907407,32.407612
US_WA_53065,2021-07-19,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,3,0,2425,32,11,13640,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,39,,,-16,2,4.71,4.71,4.71,11.68,6.76,7.58,5.94,3.07,7.79,,3.07,12.09,3.48,5.12,,2.87,,5.53,13.93,4.92,7.38,,3.48,6.76,33.8,6.56,6.56,5.74,5.74,2.87,23.95,12.466667,34.75,0.0,,6.382716,32.158268
US_WA_53065,2021-07-20,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,1,0,2426,32,0,13640,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,36,,,-18,2,4.52,5.75,3.49,10.28,7.4,7.19,4.32,,5.75,,4.93,10.07,4.93,5.14,3.9,,,6.78,18.29,9.66,7.4,3.29,4.52,3.7,29.39,4.52,7.19,4.52,4.52,4.93,24.833333,14.85,33.533333,0.0,,7.635802,33.87471
US_WA_53065,2021-07-21,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,4,0,2430,32,22,13662,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,45,,,-19,2,3.72,4.55,3.31,10.54,5.37,6.82,,,4.13,4.13,3.1,6.2,5.37,6.2,,,3.1,5.99,20.87,4.13,7.65,3.51,3.51,6.2,26.87,5.17,6.2,5.79,3.51,3.72,21.716667,12.994444,32.222222,0.169333,,5.895062,36.388764
US_WA_53065,2021-07-22,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,12,0,2442,32,22,13684,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,40,,,-17,2,2.89,7.63,5.77,14.43,5.57,4.54,4.12,3.92,8.87,4.12,4.12,6.6,,4.12,,,,7.01,16.5,5.57,7.63,4.12,3.5,4.12,28.66,3.3,5.36,5.36,4.74,,20.188889,9.933333,28.0,0.9652,,1.635802,30.027666
US_WA_53065,2021-07-23,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,-14,0,2428,32,26,13710,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,38,,,-18,1,6.05,3.54,3.13,9.8,4.59,4.38,5.21,,6.88,,4.38,4.79,3.13,3.13,,4.17,,6.88,17.72,2.92,7.5,3.54,,6.05,31.06,2.92,4.38,4.17,3.54,3.54,19.244444,7.972222,29.983333,0.0,,1.049383,29.090817
US_WA_53065,2021-07-24,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,2428,32,44,13754,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,53,,,3,-1,4.0,3.56,3.11,9.34,5.33,6.0,,4.45,,,3.33,5.11,4.89,3.33,,,3.11,4.22,15.11,5.78,9.34,,3.33,,31.12,3.56,6.89,5.78,,4.0,22.05,9.233333,33.322222,0.0,,3.722222,29.740422
US_WA_53065,2021-07-25,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,2428,32,8,13762,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,56,,,-7,,3.74,6.03,,11.85,6.86,,3.74,3.53,3.95,,5.4,5.2,4.37,,,4.37,,3.53,20.58,4.16,11.22,,,3.53,28.27,2.91,7.9,8.31,3.33,,24.105556,11.155556,35.227778,0.0,,6.006173,31.114024
US_WA_53065,2021-07-26,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,17,0,2445,32,16,13778,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,38,,,-16,2,3.34,3.34,4.12,12.37,7.66,4.71,5.11,2.75,6.67,,3.73,7.07,,3.34,2.94,,,7.85,20.42,5.5,5.69,3.53,3.53,4.52,34.16,2.75,6.48,7.66,4.32,3.53,25.205556,12.927778,35.483333,0.0,,4.87037,26.639454
US_WA_53065,2021-07-27,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,5,0,2450,32,0,13778,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,31,,,-16,3,3.89,3.89,4.5,11.25,6.95,,3.48,4.5,5.52,4.09,6.75,10.43,3.07,,,,4.09,7.98,18.61,6.54,5.52,,3.68,3.68,28.84,3.27,7.36,6.14,4.7,3.68,23.672222,12.861111,34.588889,0.0,,6.104938,31.805006
US_WA_53065,2021-07-28,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,7,0,2457,32,9,13787,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,40,,,-21,3,4.39,3.55,4.18,11.28,4.39,4.18,7.31,4.59,7.1,,4.39,7.94,,,,,,5.64,16.08,8.98,10.44,,5.64,5.22,33.84,3.76,7.1,3.97,3.76,5.01,23.711111,14.7,33.45,0.0762,,9.845679,41.421889
US_WA_53065,2021-07-29,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,10,0,2467,32,8,13795,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,33,,,-16,2,4.54,4.95,,11.76,5.36,3.3,5.16,3.71,6.39,3.51,,8.04,,4.75,3.3,2.89,5.16,3.51,13.2,7.63,7.63,3.92,,4.95,32.18,5.78,6.6,5.57,4.13,4.54,25.466667,13.833333,36.15,0.0,,7.679012,32.188019
US_WA_53065,2021-07-30,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,6,0,2473,32,30,13825,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,38,,,-14,2,,4.42,4.42,9.27,4.42,2.95,3.58,3.79,3.79,,4.42,8.43,4.85,,,2.95,,5.27,19.17,5.48,6.95,4.21,2.95,3.58,32.03,3.58,5.27,5.69,4.85,5.06,26.483333,13.983333,38.116667,0.0,,7.592593,30.295118
US_WA_53065,2021-07-31,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,2473,32,26,13851,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,47,,,-7,1,4.13,6.31,3.26,10.23,5.66,5.44,4.57,,6.75,5.88,,7.4,4.35,4.79,5.44,3.48,,5.88,17.62,6.09,7.18,,,4.57,29.38,,4.57,6.96,,,28.138889,16.633333,38.577778,0.0,,7.740741,27.794263
US_WA_53065,2021-08-01,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,2473,32,15,13866,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,52,,,-9,,6.29,3.69,3.47,11.5,3.47,,3.9,4.77,5.21,3.69,3.69,3.9,3.69,4.12,3.04,3.9,3.25,6.07,18.22,5.21,9.54,,3.04,,32.1,3.47,8.03,7.16,3.25,3.9,27.505556,19.766667,38.038889,0.141111,,12.555556,39.8
