location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47147,2020-01-11,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,2.77,5.29,7.43,3.9,9.19,,6.8,6.17,,1.89,6.54,3.4,2.27,3.4,,2.14,3.9,16.74,3.15,8.18,3.27,2.77,3.65,,8.81,3.27,2.14,2.52,3.4,6.42,5.03,3.4,5.79,4.91,,6.17,2.14,4.15,6.54,,24.8,6.04,2.52,6.29,3.4,2.52,5.29,2.77,2.39,5.66,45.94,2.01,,2.27,1.89,3.52,4.41,,2.27,4.41,2.01,6.54,4.15,4.15,4.15,3.02,3.4,1.76,16.85,11.627778,20.511111,7.366,,14.018519,83.496215
US_TN_47147,2020-01-12,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,2.58,4.38,8.38,4.13,10.32,,8.51,6.45,,4.0,6.19,3.74,2.58,3.74,2.06,3.22,2.71,15.73,4.38,10.7,4.9,2.19,2.97,2.45,6.71,4.38,,2.71,4.0,5.42,4.51,3.48,3.87,5.42,,4.64,3.35,3.48,7.09,2.06,25.54,5.55,,6.96,2.58,4.0,4.0,2.32,3.22,5.29,42.69,2.84,2.06,3.61,2.97,3.22,9.16,2.06,2.84,3.74,2.84,5.93,2.84,5.03,4.13,3.61,3.48,2.97,6.427778,3.911111,12.655556,28.617333,,3.925926,83.743239
US_TN_47147,2020-01-13,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,2.05,6.87,8.92,4.58,10.01,1.93,10.25,7.11,1.93,3.74,7.23,6.51,,2.89,2.17,2.29,2.17,17.72,4.1,11.09,2.65,1.93,7.23,,9.77,4.1,2.53,2.05,3.62,6.75,5.42,2.89,6.15,3.25,,4.94,2.17,4.22,10.49,1.81,25.92,7.59,4.46,5.91,4.1,4.7,5.67,1.69,3.25,5.79,43.4,2.53,3.25,2.65,1.93,3.62,7.11,,3.74,3.74,2.29,5.79,5.06,3.62,2.05,2.89,3.5,2.17,5.444444,1.588889,10.861111,0.0762,,3.265432,85.949506
US_TN_47147,2020-01-14,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,3.41,5.84,9.62,3.29,10.35,2.19,8.4,7.06,,3.41,5.48,3.41,2.56,3.29,,,2.68,16.44,3.53,8.04,2.44,3.29,3.77,2.8,11.57,3.9,,2.07,4.38,5.6,5.84,2.07,5.48,4.87,,5.36,2.07,4.26,9.74,1.95,23.86,5.24,4.14,8.77,3.41,4.87,5.72,2.44,2.07,7.06,48.94,3.53,1.83,3.04,2.68,3.9,6.09,3.29,3.65,2.8,3.65,4.99,5.72,4.38,4.14,3.04,3.29,4.14,10.961111,6.422222,15.594444,8.466667,,8.58642,84.810942
US_TN_47147,2020-01-15,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,3.04,6.21,9.01,3.77,10.83,2.8,7.06,7.42,,4.14,5.84,6.82,2.56,2.8,,3.41,2.07,17.53,3.65,7.67,3.29,2.56,4.5,2.07,11.93,5.36,,2.92,,6.21,7.79,4.02,4.02,3.9,,6.94,3.04,4.26,9.74,2.19,25.68,6.57,4.26,8.03,3.9,4.26,5.36,3.17,1.95,6.82,46.13,2.43,2.07,3.17,2.07,5.23,8.28,2.68,3.29,2.92,3.9,5.96,5.11,6.21,2.43,3.17,4.99,2.07,14.422222,9.566667,20.861111,0.903111,,12.962963,90.157647
US_TN_47147,2020-01-16,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,4.69,6.54,9.62,3.33,12.46,3.45,8.76,6.66,2.71,4.81,5.92,3.45,,3.21,,,2.96,14.19,4.81,10.36,3.21,3.33,5.18,1.73,12.21,4.07,2.34,2.96,3.58,6.17,4.44,2.22,4.19,4.69,,6.29,3.33,2.59,7.89,4.93,33.67,7.03,3.08,10.12,2.34,6.04,5.67,2.71,,6.78,43.91,3.58,1.97,2.96,2.84,3.95,8.51,1.97,3.58,2.34,2.71,5.92,7.03,3.95,3.21,2.84,1.97,1.85,8.688889,3.583333,16.005556,2.032,,3.864198,71.03738
US_TN_47147,2020-01-17,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,1.87,4.86,8.73,4.61,8.48,4.36,7.48,4.36,2.12,2.12,5.86,4.12,2.37,2.49,2.49,,3.49,10.97,3.87,8.85,3.37,2.37,3.99,3.37,9.97,5.11,2.24,2.49,3.62,5.61,5.99,2.49,3.87,4.86,,3.99,2.12,3.87,8.23,2.99,28.55,6.98,4.49,5.11,2.99,4.36,4.12,2.74,4.49,5.99,39.65,2.37,,2.0,2.24,4.49,6.61,,4.61,1.87,2.74,5.11,5.36,4.12,3.62,3.74,2.99,2.24,1.294444,-0.944444,6.25,0.0254,,-5.419753,60.434929
US_TN_47147,2020-01-18,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,2.49,4.73,8.53,3.94,11.82,2.36,9.45,6.04,2.23,2.89,6.3,4.46,2.23,3.28,,,3.41,15.36,4.86,9.06,4.33,3.28,4.59,3.15,8.93,3.41,2.63,,4.33,5.91,3.68,2.76,6.43,5.51,2.23,4.59,,4.46,6.43,,23.24,6.17,2.23,8.27,2.36,3.15,6.3,,,3.94,44.51,3.68,,,1.97,4.99,7.62,1.97,,4.07,3.41,6.43,4.33,4.86,2.49,3.81,2.49,2.89,9.927778,3.633333,14.127778,1.806222,,2.376543,58.778537
US_TN_47147,2020-01-19,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,2.49,4.86,8.8,4.99,12.08,2.36,7.22,6.7,,2.1,8.66,4.59,3.15,,2.76,,3.81,18.91,4.07,9.19,3.28,2.23,5.12,2.76,10.63,3.15,,2.49,3.54,5.25,4.33,2.89,4.59,4.33,1.97,6.7,2.36,3.94,8.01,2.23,24.68,7.48,3.81,8.53,3.41,3.94,4.2,1.97,,6.3,44.38,2.49,1.97,3.94,,3.81,6.96,,1.97,2.1,,5.78,6.17,6.17,,3.15,2.1,1.97,0.872222,-3.483333,11.638889,2.3622,,-8.080247,50.641834
US_TN_47147,2020-01-20,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,2.69,5.88,8.31,4.47,11.51,2.81,7.93,5.11,,3.32,6.39,4.35,2.69,3.71,3.2,2.56,3.58,16.49,3.2,7.54,3.2,2.43,4.47,3.07,11.38,5.88,2.43,2.17,1.92,5.11,5.75,2.69,4.86,3.07,,6.26,2.3,2.94,7.93,,28.77,6.14,3.96,8.57,3.84,4.6,4.6,4.09,2.81,7.54,46.67,3.45,2.43,2.81,3.07,3.45,8.31,2.56,3.32,2.3,2.05,7.03,5.5,4.09,2.81,4.6,4.47,2.94,-5.972222,-7.466667,-1.838889,0.41275,,-10.740741,68.267692
US_TN_47147,2020-01-21,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,2.36,6.34,10.31,2.86,12.18,1.86,7.21,5.84,2.48,3.6,7.08,5.47,,2.73,,1.86,2.61,20.62,2.48,9.44,3.11,2.73,4.22,3.23,10.81,6.58,2.36,2.86,4.84,6.34,7.21,2.73,3.85,4.22,,8.95,2.24,3.23,9.44,3.73,31.18,4.1,4.35,7.21,,4.47,8.32,3.11,3.23,7.7,47.21,,1.74,3.23,3.73,4.72,8.32,1.86,3.48,2.11,3.98,5.71,4.84,4.1,2.11,3.98,4.6,1.99,-3.761111,-7.127778,0.933333,0.0254,,-9.561728,63.746336
US_TN_47147,2020-01-22,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,2.65,4.79,8.07,4.79,12.61,2.4,8.07,6.68,,5.55,6.05,4.79,2.14,2.65,1.89,2.52,3.03,21.31,4.41,11.22,3.66,1.89,4.41,2.27,10.59,4.92,2.14,4.41,3.4,6.3,6.81,3.15,5.04,4.79,,9.2,3.15,3.4,9.58,2.9,32.4,6.18,4.29,7.82,3.15,4.92,10.34,2.52,2.65,5.29,48.28,,2.52,2.27,2.77,6.18,9.71,3.4,3.15,1.89,3.78,6.05,4.29,3.66,2.77,4.16,4.92,2.52,-2.411111,-7.944444,5.622222,1.1176,,-8.524691,63.021101
US_TN_47147,2020-01-23,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,,7.24,10.18,3.92,10.43,3.92,7.61,7.36,2.33,3.31,4.05,5.03,2.33,3.56,,,2.45,24.41,3.68,11.29,2.7,2.33,4.66,2.08,13.62,4.17,3.07,2.58,3.31,6.99,6.62,2.82,6.13,5.03,2.21,6.5,2.08,3.19,11.04,2.45,36.8,6.26,3.19,6.62,2.82,4.17,5.4,3.31,,5.89,45.02,2.08,,2.94,2.7,4.17,7.61,2.08,2.58,3.68,2.7,6.13,4.78,6.38,3.19,4.66,2.94,3.19,3.9,0.711111,8.472222,3.499556,,-3.364198,59.88017
US_TN_47147,2020-01-24,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,2.96,6.29,9.25,3.58,11.59,2.59,7.77,5.18,3.33,3.58,6.66,4.68,2.47,2.22,1.85,,2.84,32.42,4.07,9.99,3.82,2.34,4.07,2.47,11.34,3.7,1.97,2.22,2.96,7.4,4.56,2.1,3.08,3.58,2.59,6.41,2.22,4.56,9.62,1.73,39.7,7.15,3.33,6.66,2.59,4.19,6.16,3.94,2.47,6.9,46.85,1.97,,2.34,1.73,3.33,5.79,2.84,2.22,2.96,1.73,5.3,5.05,5.18,3.33,3.45,4.19,3.08,7.083333,4.966667,9.038889,8.89,,5.32716,88.409442
US_TN_47147,2020-01-25,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,2.66,6.38,8.9,3.85,12.76,,7.71,6.91,,2.13,5.98,4.92,2.52,1.86,,,3.46,30.83,6.11,11.96,3.72,,5.32,3.99,9.7,3.85,2.26,3.46,3.32,5.71,6.25,2.52,5.58,3.99,,5.98,,3.99,8.77,,34.82,6.51,2.39,6.38,1.99,5.18,4.92,2.52,2.79,5.05,41.6,2.26,,3.19,2.79,3.85,6.25,2.13,2.39,3.19,2.13,4.79,4.52,4.52,2.66,3.46,4.39,2.26,3.211111,2.288889,5.677778,3.189111,,0.203704,80.280421
US_TN_47147,2020-01-26,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,,,,,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,,,,,,1.73,6.43,10.5,3.58,10.01,1.73,8.4,6.18,1.98,3.34,7.29,4.57,2.84,4.7,1.73,2.97,4.2,30.4,5.07,9.52,3.34,1.85,4.7,3.46,8.53,5.44,2.72,2.72,5.19,6.55,5.81,3.21,4.82,4.7,2.22,5.44,,3.34,8.77,1.98,34.23,6.8,3.71,7.66,3.58,4.45,4.94,2.22,3.21,5.68,45.97,1.85,1.98,2.72,1.98,4.82,8.16,2.6,3.34,2.22,1.98,5.68,4.94,5.81,2.35,3.83,3.09,1.73,2.877778,-0.994444,8.083333,0.423333,,0.04321,81.401272
