location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45027,2020-01-11,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,5.86,10.04,12.13,7.95,9.2,,15.47,9.62,11.29,,,10.87,24.68,9.62,9.62,,44.33,12.55,8.78,18.488889,12.505556,24.0,0.3048,16.227778,86.878485
US_SC_45027,2020-01-12,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,10.4,10.8,7.6,11.2,,17.6,11.6,10.0,5.6,8.0,9.6,26.01,10.4,8.4,,45.21,8.4,,20.1,17.161111,23.1,13.3604,18.961111,93.242752
US_SC_45027,2020-01-13,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,4.99,5.62,10.61,4.68,6.24,8.74,13.42,7.49,10.3,,4.37,13.42,21.85,,6.24,6.87,38.39,8.43,11.55,19.816667,18.016667,23.144444,21.1836,19.077778,95.578018
US_SC_45027,2020-01-14,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,4.95,6.27,12.55,9.9,5.28,,14.2,6.93,7.92,5.61,4.95,10.57,25.09,4.62,10.9,8.25,39.29,11.56,,19.838889,17.238889,24.116667,7.58825,18.172222,90.204878
US_SC_45027,2020-01-15,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,6.53,8.16,6.2,5.88,,13.06,9.47,7.18,4.9,4.57,8.49,28.73,7.84,6.53,4.57,32.33,12.41,,18.555556,15.45,23.811111,0.508,15.983333,85.040555
US_SC_45027,2020-01-16,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,6.99,8.32,9.99,4.99,,,16.64,9.32,6.66,4.99,,12.98,28.96,6.99,9.65,5.66,33.95,8.65,4.66,19.211111,14.911111,23.838889,1.4605,13.655556,70.573407
US_SC_45027,2020-01-17,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,5.85,7.95,11.71,7.95,8.36,,15.47,10.87,7.95,6.69,,7.95,24.67,6.69,9.2,,46.42,10.45,8.36,9.388889,5.905556,14.166667,0.084667,-5.161111,35.541629
US_SC_45027,2020-01-18,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,7.18,8.08,16.15,6.73,,6.73,9.42,7.18,6.73,8.08,,11.66,29.16,6.73,7.63,,44.86,8.08,,7.644444,2.577778,16.388889,0.0,0.333333,59.904828
US_SC_45027,2020-01-19,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,6.64,10.62,12.39,6.64,6.64,11.95,15.93,7.08,11.5,6.2,,7.96,23.89,,11.5,,48.67,,7.96,14.605556,8.35,17.177778,1.27,9.766667,72.858954
US_SC_45027,2020-01-20,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,7.08,9.99,10.82,8.32,11.24,14.57,7.91,10.4,,7.49,7.49,22.06,7.08,7.08,,44.95,11.24,,3.75,-0.9,11.377778,0.34925,-6.433333,47.469063
US_SC_45027,2020-01-21,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,5.31,8.85,7.08,6.38,,8.15,11.69,7.44,13.1,,6.73,7.79,24.08,,5.67,6.38,41.79,6.02,,0.361111,-2.938889,5.144444,0.0,-9.522222,47.641571
US_SC_45027,2020-01-22,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,10.58,9.52,,5.99,6.7,17.63,11.64,9.17,9.87,6.7,11.99,28.56,5.29,9.52,10.93,36.32,,7.05,2.577778,-2.216667,10.572222,0.0,-8.983333,42.387574
US_SC_45027,2020-01-23,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,4.75,6.44,13.22,,,,16.95,9.49,11.19,6.44,,7.46,23.39,,8.81,7.8,41.02,7.46,,4.794444,-0.166667,10.677778,0.0,-1.961111,61.865964
US_SC_45027,2020-01-24,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,4.75,9.81,4.75,7.28,6.64,17.09,8.23,9.49,6.33,5.38,6.01,25.31,5.38,7.28,,31.01,7.91,4.43,11.033333,5.45,19.227778,1.016,8.461111,84.274927
US_SC_45027,2020-01-25,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,10.31,6.72,7.62,,6.72,21.96,12.55,8.52,9.86,,9.41,43.93,,12.1,11.65,34.96,11.21,,11.877778,6.305556,17.272222,11.1125,8.372222,79.177732
US_SC_45027,2020-01-26,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,5.67,6.89,10.54,10.54,,,22.7,10.94,7.3,6.89,7.7,10.94,40.53,7.7,10.54,,39.72,8.11,,7.411111,1.488889,13.75,0.056444,1.383333,65.707251
US_SC_45027,2020-01-27,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,6.46,4.52,7.11,7.11,5.49,,18.73,9.37,11.3,,7.75,7.75,26.16,,9.04,7.43,36.81,8.07,5.17,9.405556,4.522222,14.505556,0.762,4.988889,74.212499
US_SC_45027,2020-01-28,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,9.36,13.52,5.89,6.59,5.2,18.72,10.75,8.32,,,12.48,40.56,,7.97,8.32,36.74,9.71,,8.244444,1.577778,14.266667,0.725714,3.805556,73.66113
US_SC_45027,2020-01-29,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,9.69,13.15,10.38,7.96,5.88,22.5,8.31,9.0,,6.23,6.23,50.19,7.96,9.35,,37.38,19.73,6.58,5.633333,0.033333,12.805556,0.0,2.538889,80.669936
US_SC_45027,2020-01-30,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,4.85,10.73,5.54,,6.23,24.24,9.35,10.04,10.04,6.58,7.96,46.05,6.92,9.7,7.96,33.93,10.39,6.58,8.588889,2.933333,13.138889,0.635,3.85,72.387844
US_SC_45027,2020-01-31,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,4.83,7.72,7.4,6.11,6.44,24.78,8.04,8.04,,,10.3,37.33,10.3,8.04,5.47,30.25,5.47,5.15,4.744444,2.616667,9.838889,6.9215,1.722222,80.909462
US_SC_45027,2020-02-01,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,8.89,8.89,8.04,7.62,8.89,26.66,11.85,7.62,6.77,5.92,8.89,35.97,5.92,10.58,,38.51,9.73,8.04,6.177778,3.816667,9.833333,22.0345,5.233333,93.748738
US_SC_45027,2020-02-02,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,,12.39,,,,18.79,14.52,,6.83,,11.96,25.2,5.98,10.68,,40.58,,,8.794444,1.888889,17.316667,0.056444,3.127778,67.733385
US_SC_45027,2020-02-03,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,8.43,6.81,7.78,7.13,5.19,5.19,24.65,12.0,8.43,4.86,4.86,8.11,38.59,6.49,6.81,8.11,41.51,8.76,10.7,13.516667,2.588889,24.3,0.0,3.055556,49.275924
US_SC_45027,2020-02-04,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,6.26,7.91,12.19,7.58,5.93,6.26,17.79,7.58,13.51,,4.61,8.89,30.64,5.93,7.91,6.92,36.9,4.61,7.58,15.711111,7.75,22.988889,0.0,8.044444,60.680949
US_SC_45027,2020-02-05,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,6.04,,11.07,4.7,7.04,,15.76,13.41,10.39,,,7.04,42.59,5.7,6.71,,38.56,6.04,8.05,17.494444,11.994444,23.044444,0.127,12.938889,74.690432
US_SC_45027,2020-02-06,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,5.62,11.57,11.57,7.27,,5.62,25.46,12.89,7.27,7.61,,12.56,37.03,7.27,10.25,5.29,38.69,5.62,8.27,19.272222,15.383333,24.183333,9.906,16.572222,84.523995
US_SC_45027,2020-02-07,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,7.27,8.93,7.27,4.96,4.63,4.63,18.51,9.59,12.56,,4.63,7.6,29.09,5.29,7.93,5.95,37.36,,6.28,13.561111,7.583333,18.972222,54.1655,7.372222,66.255536
US_SC_45027,2020-02-08,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,7.7,9.41,9.84,10.7,,,18.4,17.55,7.7,,,7.7,30.38,6.42,11.98,7.28,38.94,7.28,,4.761111,-0.761111,12.505556,0.931333,-2.283333,60.433038
US_SC_45027,2020-02-09,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,11.14,11.14,15.42,,6.86,9.43,21.85,12.0,9.43,6.86,,6.43,36.84,6.43,9.43,8.14,41.56,9.85,10.28,5.505556,-0.533333,13.694444,0.0,0.788889,71.822
US_SC_45027,2020-02-10,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,6.17,7.14,7.14,4.87,9.74,5.84,16.23,11.04,13.63,5.84,6.17,12.33,30.18,,5.52,4.54,38.95,5.19,6.49,10.483333,1.161111,22.466667,0.0,6.144444,74.65362
US_SC_45027,2020-02-11,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,5.21,8.14,14.66,4.88,8.47,,19.87,11.4,14.01,5.54,7.17,9.45,33.55,7.82,10.1,5.86,43.32,6.51,,19.772222,16.05,25.033333,0.0,16.161111,79.761881
US_SC_45027,2020-02-12,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,7.07,7.07,9.96,6.75,4.5,,19.6,8.35,6.43,4.82,5.46,8.35,32.77,8.35,5.78,,36.95,5.14,,19.572222,14.261111,23.744444,0.9652,16.561111,82.911487
US_SC_45027,2020-02-13,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,7.61,9.2,6.98,6.66,,,14.9,6.34,11.42,8.56,,11.1,26.0,6.98,6.34,8.88,32.66,,4.76,19.744444,16.183333,25.911111,4.0005,17.522222,87.106522
US_SC_45027,2020-02-14,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,5.38,4.71,8.07,6.39,,5.38,14.12,5.71,7.73,,5.71,10.08,20.84,4.71,,6.39,31.26,4.71,4.71,12.572222,8.177778,16.883333,2.6924,4.311111,57.296078
US_SC_45027,2020-02-15,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,5,-1,-8,-2,,,12.53,14.26,7.35,8.64,9.51,15.56,9.94,12.96,6.05,,6.05,29.39,,,,38.9,,,6.444444,1.344444,13.494444,0.0,-1.322222,57.844343
US_SC_45027,2020-02-16,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,9,-3,,-6,,9.77,8.5,12.32,11.47,,6.37,19.97,6.8,11.47,6.37,5.95,6.8,25.92,5.95,9.35,7.22,43.76,6.8,8.07,7.2,3.272222,12.738889,3.937,3.75,78.93011
US_SC_45027,2020-02-17,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,10,-4,9,-21,,8.64,6.17,15.22,7.41,,9.05,24.27,9.05,10.29,6.17,5.76,10.29,25.92,6.99,11.93,9.05,41.14,6.17,7.41,10.405556,7.05,15.794444,7.450667,8.361111,87.260875
US_SC_45027,2020-02-18,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,9,-2,-9,2,,6.37,6.37,16.99,7.89,6.67,6.07,20.03,9.71,10.01,6.37,,5.76,34.89,8.8,9.41,5.76,35.8,6.07,5.46,12.872222,9.833333,16.044444,2.032,10.983333,88.395112
US_SC_45027,2020-02-19,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,5,-3,0,-5,,6.46,6.77,7.7,10.47,6.77,,11.08,7.7,10.47,5.54,,8.62,25.24,6.16,8.31,6.46,34.79,5.54,4.93,14.577778,8.677778,16.783333,16.256,13.933333,95.967887
US_SC_45027,2020-02-20,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,,,,,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-8,-18,-15,-5,,5.31,5.63,9.07,5.31,4.69,,17.51,5.0,9.07,,,10.0,27.51,5.94,4.38,,40.33,5.63,6.57,6.922222,3.577778,10.277778,2.2225,3.161111,77.092374
