location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18023,2020-10-17,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,1,0,826,19,,,0,0,0,0,0,0,0,0,0,0,0,7,21,50,37,127,138,139,126,71,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,372,449,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-1,1,-3,,,5.2,9.89,7.55,4.42,4.68,3.9,11.97,,4.16,4.42,,6.5,5.2,,5.2,4.42,19.0,6.5,6.5,,4.94,4.16,34.35,4.16,5.46,7.55,,,7.983333,-0.679012,15.827778,0.0,,-2.372222,48.251472
US_IN_18023,2020-10-18,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,1,1,827,20,,,0,0,1,0,0,0,0,0,0,0,0,7,22,50,37,127,138,139,126,71,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,372,450,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,0,-4,0,,4.52,5.53,10.55,6.53,4.52,5.53,,5.28,6.53,4.78,7.54,3.77,,4.27,5.53,,5.03,17.34,3.52,6.53,4.52,,4.02,31.92,,5.78,5.28,,,13.4,9.683333,18.338889,0.0,,2.138889,46.517491
US_IN_18023,2020-10-19,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,22,0,849,20,,,0,0,1,0,1,3,9,2,5,0,0,7,23,50,38,130,147,141,131,71,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,13,9,385,459,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-15,-9,-16,5,5.32,7.63,6.94,4.39,5.32,6.25,,8.33,5.09,3.7,5.78,4.16,4.39,4.16,,5.78,6.01,16.66,6.48,6.25,,4.16,4.16,31.0,,4.16,4.16,5.09,,8.044444,6.327778,11.727778,9.17575,,6.638889,90.942485
US_IN_18023,2020-10-20,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,20,0,869,20,,,0,0,1,1,2,3,2,3,2,3,0,7,24,51,40,133,149,144,133,74,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,11,393,470,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-10,-3,-20,6,5.18,5.88,7.06,8.47,3.53,6.59,,8.94,5.18,4.24,7.53,,4.71,5.41,4.94,3.29,5.18,19.3,4.24,5.88,,,4.94,35.53,3.29,8.71,4.24,3.53,3.77,7.972222,5.761111,11.538889,3.6195,,6.294444,89.438016
US_IN_18023,2020-10-21,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,23,0,892,20,,,0,0,2,2,2,4,2,4,2,2,0,7,26,53,42,137,151,148,135,76,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,9,14,402,484,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-10,-10,-20,6,4.66,6.52,7.22,6.05,4.19,3.26,,7.68,5.12,,7.45,,3.49,3.49,,,9.31,16.3,3.26,7.92,3.49,,5.59,30.27,3.49,3.26,,,3.96,13.222222,8.433333,16.144444,47.08525,,11.6,90.000208
US_IN_18023,2020-10-22,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,21,0,913,20,,,0,2,1,1,1,2,3,1,5,2,0,9,27,54,43,139,154,149,140,78,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,13,409,497,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,0,-6,-20,4,4.01,7.09,7.79,4.96,4.01,5.43,,4.96,6.14,,5.2,,,3.54,3.54,6.14,6.85,19.13,4.96,5.2,,4.25,3.31,35.9,6.14,5.67,,3.78,3.31,17.772222,11.388889,26.727778,2.19075,,14.755556,82.681412
US_IN_18023,2020-10-23,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,35,0,948,20,,,0,1,3,1,1,6,2,5,7,5,0,10,30,55,44,145,156,154,147,83,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,17,18,426,515,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-10,-14,-18,5,3.21,6.42,9.63,10.32,5.04,5.04,,7.11,5.28,4.59,4.82,,5.5,,,4.13,7.57,16.05,5.28,4.59,3.44,,5.73,29.59,,7.34,,3.21,4.13,18.494444,8.638889,25.322222,0.0635,,15.633333,83.612451
US_IN_18023,2020-10-24,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,2,0,950,20,,,0,0,0,0,0,2,0,0,0,0,0,10,30,55,44,147,156,154,147,83,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,2,426,517,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-7,-8,-8,,5.84,5.08,8.63,4.32,4.57,5.08,,7.87,,,5.33,,6.09,3.56,,,5.59,13.21,4.32,4.32,4.32,3.81,4.06,30.73,,4.83,4.83,,6.09,7.372222,4.972222,10.305556,9.49325,,2.544444,71.632937
US_IN_18023,2020-10-25,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,3,0,953,20,,,0,0,0,0,0,0,1,2,0,0,0,10,30,55,44,147,157,156,147,83,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,427,519,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-13,-6,-1,,5.37,7.07,7.32,4.39,4.14,3.9,,7.56,3.9,4.14,3.66,5.37,,3.66,,5.85,5.85,16.09,5.37,4.88,,6.1,,33.89,,5.61,4.14,,5.12,7.05,4.555556,10.611111,0.0,,1.883333,69.934867
US_IN_18023,2020-10-26,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,34,0,987,20,,,0,0,1,1,0,6,5,9,6,3,0,10,31,56,44,153,162,165,153,86,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,10,24,437,543,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-7,-11,-13,4,4.48,5.33,8.11,7.47,4.05,4.48,,10.03,5.55,4.27,7.68,4.27,7.25,,3.84,4.7,6.62,17.71,4.27,,,4.05,3.84,30.73,3.63,4.7,,4.05,4.48,7.233333,5.883333,9.888889,0.1905,,4.15,80.998468
US_IN_18023,2020-10-27,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,36,0,1023,20,,,0,1,1,7,2,8,5,2,5,4,0,11,32,63,46,161,167,167,158,90,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,17,17,454,560,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-14,-4,-16,5,3.62,7.03,6.18,9.16,5.12,5.75,4.26,7.67,3.62,5.97,4.69,3.2,4.9,5.75,,4.05,6.61,19.18,3.2,7.03,3.2,,4.47,32.61,,4.47,,,3.41,6.061728,5.166667,8.475309,1.49225,,4.444444,89.472061
US_IN_18023,2020-10-28,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,31,0,1054,20,,,0,0,3,2,5,4,5,1,6,4,0,11,35,65,51,165,172,168,164,94,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,15,16,469,576,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-8,-5,-15,4,4.79,6.1,5.01,8.49,3.7,8.06,3.7,6.54,4.36,3.92,4.79,4.57,8.49,5.01,4.57,4.36,4.79,16.99,,5.45,,4.14,3.92,32.67,,,3.48,,,7.166667,5.228395,10.197531,0.85725,,5.469136,89.058893
US_IN_18023,2020-10-29,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,31,0,1085,20,,,0,1,3,3,1,2,4,4,5,6,0,12,38,68,52,167,176,172,169,100,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,21,477,597,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,1,-1,-16,5,3.38,6.98,7.19,9.52,5.29,6.56,,6.77,2.96,6.56,6.35,3.81,5.29,3.17,5.08,3.81,3.81,15.23,3.6,5.5,4.44,5.29,4.65,33.21,3.81,6.77,4.23,4.44,5.29,8.08642,5.537037,11.395062,13.49375,,5.882716,86.141428
US_IN_18023,2020-10-30,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,30,0,1115,20,,,0,0,1,4,0,4,2,6,5,2,0,12,39,72,52,171,178,178,174,102,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,17,13,494,610,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-3,-12,-13,4,3.19,6.17,6.38,7.87,5.32,,3.83,9.57,3.83,6.81,5.32,4.04,4.47,3.19,,4.68,4.04,16.38,3.83,5.96,5.11,3.19,5.96,27.23,2.98,5.53,3.4,2.98,2.98,4.975309,1.25,10.080247,4.656667,,0.407407,72.584217
US_IN_18023,2020-10-31,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,12,0,1127,20,,,0,0,0,0,0,1,1,1,2,3,0,12,39,72,52,172,179,179,176,105,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,5,501,615,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,8,9,-7,,,,6.64,5.37,3.58,,,6.64,3.83,,5.88,,,,4.85,,5.88,18.65,,4.09,,3.58,,27.08,,4.34,4.85,,4.09,5.074074,-1.847222,13.882716,0.0,,-0.018519,70.064451
US_IN_18023,2020-11-01,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,3,0,1130,20,,,0,0,0,0,0,0,0,1,0,1,0,12,39,72,52,172,179,180,176,106,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,1,503,616,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-14,-4,-9,,4.99,8.79,8.79,20.92,,3.57,,7.37,4.52,19.49,5.94,,3.8,3.57,4.52,,,15.21,5.23,3.33,6.89,4.04,3.33,28.05,,4.75,4.75,,,6.938272,-0.263889,12.691358,0.042333,,-0.339506,59.964174
US_IN_18023,2020-11-02,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,49,0,1179,20,,,0,0,3,4,3,9,7,7,7,5,0,12,42,76,55,181,186,187,183,111,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,22,27,525,643,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-13,-8,-11,4,2.94,6.52,6.3,19.34,4.2,6.73,3.15,9.67,5.46,15.97,5.46,3.57,4.83,4.62,,3.36,6.09,19.97,5.46,4.2,3.78,3.15,,33.21,,5.46,4.41,3.99,4.62,2.037037,-2.660494,10.203704,0.0,,-7.049383,52.02042
US_IN_18023,2020-11-03,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,20,0,1199,20,,,0,0,1,2,0,3,1,0,5,4,0,12,43,78,55,184,187,187,188,115,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,13,532,656,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,0,3,-19,5,3.66,4.05,7.52,14.27,,3.08,3.28,7.52,3.86,8.1,6.75,,4.43,4.63,,,4.82,15.62,3.86,3.86,3.08,,3.08,25.06,3.47,3.86,,3.08,,7.635802,-1.979167,18.746914,0.0,,-2.901235,47.510128
US_IN_18023,2020-11-04,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,54,0,1253,20,,,2,1,1,4,4,7,12,11,8,1,2,13,44,82,59,191,199,198,196,116,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,21,33,553,689,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-11,-4,-17,6,3.43,5.52,4.57,9.71,3.05,4.19,3.24,9.33,3.62,4.38,7.42,,3.62,,3.05,4.19,5.14,17.51,5.33,5.33,4.38,3.43,2.86,28.36,2.67,6.85,,2.67,,12.685185,3.765432,21.839506,0.0,,4.154321,56.260143
US_IN_18023,2020-11-05,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,42,1,1295,21,,,0,0,0,1,2,10,9,6,5,4,2,13,44,83,61,201,208,204,201,120,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,21,20,574,709,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-11,-1,-17,7,3.14,6.29,6.48,9.63,5.11,4.32,3.34,11.0,6.09,5.3,6.68,3.14,4.71,5.89,6.29,,4.91,18.66,5.7,6.09,4.71,,2.75,28.68,,,4.91,3.73,2.75,14.611111,8.598765,21.185185,0.0,,6.450617,58.189954
US_IN_18023,2020-11-06,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,33,0,1328,21,,,0,0,1,3,1,3,5,6,7,1,2,13,45,86,62,204,213,210,208,121,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,15,18,589,727,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-8,-11,-24,8,3.46,3.86,5.49,7.93,5.49,4.07,,6.91,4.27,3.86,7.11,4.27,,3.46,,4.67,3.66,17.07,4.67,4.27,5.69,4.27,,31.3,,6.1,4.27,5.89,4.88,12.802469,6.216049,21.5,0.0,,6.796296,67.055567
US_IN_18023,2020-11-07,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,15,0,1343,21,,,0,0,0,1,0,5,2,3,1,1,2,13,45,87,62,209,215,213,209,122,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,9,595,736,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-5,-2,-3,,4.62,5.6,6.82,4.62,6.09,4.14,4.14,9.49,4.62,4.14,5.6,,4.38,4.62,,4.14,5.36,17.28,,3.9,,3.65,3.9,34.08,,,5.36,,4.38,12.796296,4.154321,22.530864,0.0,,6.37037,65.073091
US_IN_18023,2020-11-08,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,13,0,1356,21,,,0,0,1,1,0,2,2,4,2,1,2,13,46,88,62,211,217,217,211,123,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,7,601,743,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-10,-1,-2,,4.48,4.01,8.73,10.62,4.01,5.19,,9.2,5.9,4.25,6.13,,4.48,3.77,,4.48,4.96,19.59,4.48,7.32,,,,38.23,,6.61,4.25,5.66,3.77,15.388889,5.901235,25.666667,0.0,,9.074074,66.176064
US_IN_18023,2020-11-09,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,66,0,1422,21,,,0,4,1,3,4,8,7,10,14,10,2,17,47,91,66,219,224,227,225,133,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,32,34,633,777,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-4,-5,-19,6,3.27,5.32,5.32,8.39,3.89,5.11,2.86,10.02,6.14,4.91,8.18,3.89,5.32,4.5,3.68,5.11,6.75,20.25,4.5,7.36,3.48,4.5,6.34,32.32,3.68,3.27,,,2.86,17.438272,9.481481,25.345679,0.0,,11.506173,68.300742
US_IN_18023,2020-11-10,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,42,1,1464,22,,,0,0,0,2,2,15,6,5,4,2,2,17,47,93,68,234,230,232,229,135,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,16,26,649,803,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-14,-6,-18,6,4.9,6.33,8.37,10.21,4.7,3.27,,7.76,4.7,4.49,5.92,3.06,3.88,5.11,4.29,,6.33,19.61,4.7,8.17,3.27,3.47,4.08,36.76,,5.92,5.72,,4.7,19.962963,12.907407,24.796296,0.0,,14.709877,71.948353
US_IN_18023,2020-11-11,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,16,0,1480,22,,,0,0,0,2,1,2,3,0,5,1,2,17,47,95,69,236,233,232,234,136,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,9,656,812,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-14,-12,-22,7,4.63,9.06,8.06,3.62,4.43,4.43,,8.26,4.43,6.24,6.04,4.43,5.64,3.42,,3.02,3.42,17.72,4.03,6.04,4.23,4.23,4.03,33.23,3.22,4.43,8.46,4.23,,9.17284,2.290123,22.95679,4.85775,,6.358025,82.705721
US_IN_18023,2020-11-12,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,50,0,1530,22,,,0,1,0,5,1,6,17,6,4,4,2,18,47,100,70,242,250,238,238,140,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,26,24,682,836,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-13,-10,-20,7,5.11,5.54,6.18,6.82,5.75,6.39,5.33,6.39,3.83,4.69,5.75,4.05,4.47,4.05,4.26,,7.67,18.53,6.6,5.11,3.83,,5.33,28.75,4.47,,5.33,5.54,4.47,2.469136,-2.753086,12.407407,0.084667,,-0.839506,79.104387
US_IN_18023,2020-11-13,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,49,0,1579,22,,,0,0,2,3,1,15,8,2,12,2,2,18,49,103,71,257,258,240,250,142,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,21,28,703,864,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-15,-13,-18,8,5.15,5.58,5.79,5.36,4.29,5.79,3.0,10.73,7.72,3.0,10.08,3.86,4.08,8.37,,,4.5,19.74,7.08,5.36,3.65,3.65,5.15,26.17,4.29,5.58,4.29,4.93,3.43,4.135802,-1.518519,9.549383,0.0,,0.111111,75.45059
US_IN_18023,2020-11-14,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,6,1,1585,23,,,0,0,0,1,0,1,2,2,0,0,2,18,49,104,71,258,260,242,250,142,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,3,706,867,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-14,-6,-6,,3.76,12.93,8.93,7.52,,4.23,3.76,10.57,3.52,3.29,6.11,4.93,,6.34,,4.0,7.75,13.16,,5.64,4.0,,,27.96,5.17,5.17,6.58,,3.29,0.641975,-4.993827,8.432099,0.127,,-1.623457,85.074621
US_IN_18023,2020-11-15,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,7,0,1592,23,,,0,0,0,0,1,0,1,1,0,0,2,18,49,104,72,258,261,243,250,142,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,3,710,870,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-16,-12,-5,,5.34,5.11,7.43,7.66,5.11,4.18,3.25,12.3,3.71,5.11,6.96,,3.95,,5.11,3.25,6.5,15.09,8.13,5.11,,5.57,3.71,32.04,,4.88,,,,9.160494,5.185185,13.901235,13.9065,,5.82716,79.938528
US_IN_18023,2020-11-16,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,51,0,1643,23,,,0,0,1,4,4,12,6,2,11,6,2,18,50,108,76,270,267,245,261,148,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,21,30,731,900,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-18,-10,-17,6,3.87,4.52,9.26,9.9,,5.81,4.95,9.26,8.18,4.95,4.95,4.52,4.3,5.6,,,9.9,16.36,5.17,3.66,3.01,,,34.01,,4.09,4.95,,,5.006173,0.148148,12.574074,0.790222,,-1.425926,63.702673
US_IN_18023,2020-11-17,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,56,0,1699,23,,,0,0,0,2,1,7,12,8,12,9,2,18,50,110,77,277,279,253,273,157,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,31,25,762,925,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-12,-8,-20,8,3.63,4.91,10.89,8.54,4.27,3.63,,8.54,4.06,7.05,7.47,4.7,5.77,3.2,2.99,4.27,6.83,22.64,3.63,4.27,5.13,,2.99,32.03,,4.91,7.05,4.27,5.13,4.166667,-0.253086,10.277778,0.0,,-2.62963,61.431431
US_IN_18023,2020-11-18,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,35,1,1734,24,,,0,1,0,3,0,5,3,9,3,4,2,19,50,113,77,282,282,262,276,161,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,22,13,784,938,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,-10,-9,-19,6,,6.24,7.54,7.97,3.44,4.31,,10.76,3.44,3.23,6.46,,4.31,7.32,,5.17,6.03,20.02,,5.17,,4.31,4.09,28.85,,4.74,4.52,3.01,3.66,2.820988,-1.820988,9.54321,0.0,,-3.864198,61.918015
