location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51830,2020-01-13,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,5.54,,5.22,8.48,10.43,5.54,4.89,,,10.76,,7.17,,6.2,7.83,4.57,,,4.57,,,6.85,10.43,19.89,8.15,,8.8,,,,6.2,30.98,4.57,4.57,4.89,,4.89,,14.038889,10.483333,18.438889,1.5494,,12.428571,88.367023
US_VA_51830,2020-01-14,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,4.8,8.32,6.72,12.47,10.88,6.72,5.76,,,13.75,,6.72,,8.0,11.83,,,5.12,5.44,,5.76,5.12,7.36,19.83,7.36,,5.76,5.44,4.8,,,40.62,,5.12,5.12,6.72,4.8,,11.527778,10.483333,14.533333,9.3218,,11.15873,95.046309
US_VA_51830,2020-01-15,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,,,6.36,7.62,9.21,5.08,5.4,4.77,,11.44,,7.62,,,6.67,5.72,,4.77,5.08,6.67,5.08,,8.58,23.83,5.08,,5.72,,,,6.36,35.9,,5.08,8.58,,,4.77,11.066667,8.344444,13.9,1.4732,,9.888889,89.381884
US_VA_51830,2020-01-16,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,4.14,6.89,,5.79,8.27,4.69,4.41,,,13.23,3.86,7.72,,4.69,8.55,,4.41,3.86,4.96,4.14,4.69,,5.24,16.27,6.62,4.41,,,3.86,5.24,,31.16,,,,,5.79,,13.227778,8.433333,16.394444,0.0,,6.611111,63.357884
US_VA_51830,2020-01-17,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,4.92,11.67,,8.6,9.52,5.84,7.37,,,7.99,,5.84,,,,,5.22,,,,,,,14.44,6.76,4.92,5.22,5.22,6.45,4.61,7.37,34.41,4.61,6.14,8.6,,,,3.888889,0.9,11.477778,0.0,,-8.007937,42.321532
US_VA_51830,2020-01-18,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,4.85,5.89,6.58,6.93,5.2,5.2,9.36,,,9.01,,6.24,,,6.93,,,,,5.2,4.85,,5.89,15.94,5.2,,,,,,4.85,35.34,,7.62,,,,,2.394444,-1.25,7.616667,0.0762,,-4.34127,62.96019
US_VA_51830,2020-01-19,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,,9.45,6.61,7.87,5.98,,7.87,,,6.93,5.04,5.67,5.35,4.41,6.61,,4.72,4.41,,7.24,,4.72,,18.58,,,7.87,,,,4.41,34.64,,5.35,,,,,9.038889,2.444444,12.4,1.2446,,3.793651,70.257805
US_VA_51830,2020-01-20,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,5.09,9.91,4.55,8.57,6.43,4.29,,,,12.06,5.89,4.29,,,7.77,4.55,,3.75,,5.36,,6.16,5.36,22.78,5.89,,4.82,,,9.11,,40.46,,5.36,4.02,,4.02,7.5,0.122222,-3.005556,3.511111,0.0254,,-9.952381,47.414124
US_VA_51830,2020-01-21,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,2.68,8.05,4.03,10.16,5.94,4.79,4.41,2.68,,13.61,,5.37,,5.75,6.33,4.03,3.83,,4.03,4.41,6.52,3.26,5.56,19.94,6.13,3.45,6.33,,3.83,4.03,7.29,32.2,3.45,4.98,5.94,,,3.64,-0.744444,-3.494444,2.838889,0.0,,-10.444444,49.107258
US_VA_51830,2020-01-22,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,2.81,8.59,3.16,8.42,10.87,5.09,6.49,3.33,,15.61,3.86,8.59,2.63,6.84,7.37,3.51,3.68,3.33,,3.33,4.91,,4.38,25.78,5.09,3.16,4.74,,4.74,5.44,5.61,33.32,4.38,5.96,5.26,3.68,4.91,4.91,0.522222,-2.922222,5.616667,0.0,,-6.952381,58.704064
US_VA_51830,2020-01-23,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,4.37,9.26,4.72,9.96,9.61,3.5,4.37,3.5,4.72,16.6,2.62,7.51,3.5,7.34,6.64,4.19,3.67,4.89,3.67,2.97,5.24,,4.02,31.28,6.29,2.8,6.64,3.15,5.07,3.85,4.37,35.65,,5.07,5.94,2.62,4.89,4.72,2.155556,-2.144444,7.522222,0.0,,-1.888889,78.128518
US_VA_51830,2020-01-24,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,4.29,5.59,8.02,10.07,11.38,4.85,5.22,2.98,,16.97,,8.58,,8.21,7.27,3.73,5.41,4.85,4.1,2.61,7.09,,3.17,27.41,5.04,3.92,6.71,,5.41,4.85,2.98,30.95,3.54,3.92,,4.47,5.04,3.73,6.772222,1.561111,13.261111,0.0254,,4.547619,85.114809
US_VA_51830,2020-01-25,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,5.47,10.5,8.96,9.4,11.59,4.16,3.06,3.28,,19.9,5.25,5.68,,5.47,5.9,7.0,5.9,4.16,,3.94,4.16,,3.94,31.93,4.59,3.06,5.25,3.72,,,7.22,31.49,4.59,3.5,5.03,,5.03,4.37,12.511111,8.3,16.1,8.0264,,9.68254,79.824328
US_VA_51830,2020-01-26,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,4.89,10.96,3.52,7.24,8.61,4.5,,,3.52,25.64,,7.24,3.72,6.85,7.63,,4.89,3.72,,6.26,4.11,,,39.92,5.67,5.28,3.91,,5.87,3.13,6.65,30.53,3.13,4.89,7.24,5.09,4.89,3.91,6.833333,2.472222,13.272222,0.7112,,1.603175,70.069563
US_VA_51830,2020-01-27,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,4.66,14.47,5.16,8.48,8.82,4.16,4.33,4.33,2.66,21.96,,6.66,3.49,4.99,6.16,2.66,6.66,4.33,3.49,3.33,2.5,,2.66,34.6,4.33,5.66,6.32,,2.66,3.66,5.49,29.45,3.16,4.66,4.83,,5.82,3.66,5.738889,-0.183333,12.3,0.0,,-0.47619,65.971341
US_VA_51830,2020-01-28,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,5.02,7.53,3.01,8.03,8.53,3.18,3.85,4.18,2.68,24.08,2.68,9.87,,5.35,7.53,5.52,7.53,4.18,3.68,4.85,3.35,,7.36,37.3,5.85,3.68,5.85,,3.85,3.18,7.36,39.97,,4.01,6.02,3.68,2.51,4.68,6.433333,2.066667,10.527778,0.0,,-0.960317,60.095695
US_VA_51830,2020-01-29,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,4.18,8.37,4.18,11.15,10.63,4.53,6.1,6.1,3.83,23.18,3.14,8.02,2.44,5.4,6.1,2.79,7.49,2.96,,2.79,3.14,,6.62,33.11,5.4,2.79,5.92,3.31,4.01,3.66,7.49,32.76,6.62,9.58,6.27,2.96,5.4,5.23,4.227778,0.072222,8.394444,0.0,,-2.055556,66.324565
US_VA_51830,2020-01-30,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,3.45,8.96,2.58,9.82,12.23,3.1,5.17,3.62,3.1,25.84,3.45,7.75,,6.89,7.41,3.45,6.72,3.79,2.76,5.0,5.86,,4.31,33.25,5.17,2.58,6.2,2.58,4.13,4.31,8.96,32.39,3.45,7.24,5.0,3.45,4.65,6.2,3.066667,-0.661111,8.238889,0.0,,-1.515873,75.047434
US_VA_51830,2020-01-31,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,4.19,6.56,5.28,8.02,8.2,,3.64,4.74,4.19,20.22,3.46,6.74,2.55,4.74,6.56,3.28,3.1,3.64,,5.28,3.28,,5.83,29.88,4.74,,6.74,,4.19,3.1,4.92,32.98,3.83,5.1,4.37,3.28,5.28,2.73,4.188889,-0.416667,9.633333,0.0,,0.301587,78.192059
US_VA_51830,2020-02-01,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,4.68,9.58,6.9,9.58,10.47,3.56,5.57,4.9,,18.71,3.12,8.02,,5.79,7.79,5.34,5.34,4.68,3.56,6.9,4.01,,4.23,25.16,5.57,3.56,4.01,3.56,5.34,3.12,3.34,37.19,3.79,4.68,4.23,,3.12,3.56,6.194444,2.85,9.761111,5.1562,,4.253968,87.702647
US_VA_51830,2020-02-02,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,3.33,4.99,8.31,8.52,9.97,4.99,4.16,3.95,2.91,14.55,3.53,8.11,,7.69,10.6,4.36,3.74,6.03,,4.57,5.61,,4.78,27.02,,,6.03,,3.74,2.91,6.03,33.04,4.36,5.4,6.86,3.74,4.57,3.74,7.666667,2.083333,13.483333,0.5588,,2.285714,68.920583
US_VA_51830,2020-02-03,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,5.19,8.33,4.4,12.42,8.8,2.67,4.09,3.14,3.77,16.19,2.99,8.33,,6.45,8.96,5.82,6.29,6.29,4.24,3.3,6.29,,4.72,29.71,7.39,3.46,5.5,2.36,2.67,5.82,6.92,38.04,4.24,6.29,4.72,5.19,3.77,4.4,13.677778,6.722222,21.294444,0.0,,2.396825,46.130311
US_VA_51830,2020-02-04,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,5.21,9.08,5.21,9.92,12.95,4.37,4.88,4.71,5.04,20.18,3.7,7.9,4.37,8.91,8.74,5.04,6.89,5.04,,5.55,4.71,2.35,5.55,26.57,7.4,3.87,6.89,3.03,7.74,4.04,10.93,40.02,4.54,4.88,10.26,4.88,3.53,4.88,15.805556,11.511111,20.077778,0.0,,6.690476,53.607789
US_VA_51830,2020-02-05,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,2.71,11.85,4.4,9.48,10.67,4.4,4.74,3.73,3.39,20.15,3.39,9.14,,7.11,8.63,6.09,6.43,7.11,3.39,5.42,7.28,4.23,6.6,29.12,8.29,3.22,6.09,,5.76,4.91,9.31,39.95,4.23,6.43,6.6,3.89,3.05,,13.772222,6.461111,17.927778,0.1778,,9.444444,73.640686
US_VA_51830,2020-02-06,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,3.27,9.81,3.96,9.64,13.43,4.82,5.68,,4.48,20.31,,8.09,3.44,7.23,7.92,4.3,4.99,4.82,3.96,6.03,5.16,3.27,5.68,29.78,5.16,3.1,6.2,2.75,6.37,3.96,7.57,36.15,3.27,6.03,6.2,3.62,,5.16,9.277778,6.216667,15.65,3.7592,,8.722222,96.515409
US_VA_51830,2020-02-07,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,,7.25,5.8,10.15,9.25,3.63,,4.53,3.63,17.95,,10.15,2.9,6.89,7.25,,3.08,,4.53,4.35,4.71,3.26,5.62,25.38,4.89,3.81,4.89,,5.44,4.17,3.63,34.63,5.8,4.17,3.08,3.81,3.81,4.17,13.644444,7.433333,16.855556,25.0444,,8.698413,71.238277
US_VA_51830,2020-02-08,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,4.23,8.68,8.02,9.13,9.35,4.23,6.23,4.45,3.56,17.14,3.34,8.24,,,5.57,3.12,4.67,7.12,6.9,5.12,,,3.56,24.94,6.23,,5.79,,6.01,,4.67,30.28,,6.46,6.01,3.56,3.79,4.23,4.372222,0.016667,7.872222,1.8796,,-5.769841,48.333425
US_VA_51830,2020-02-09,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,,,,,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,,,,,4.5,9.62,7.57,11.25,9.62,,4.5,4.91,5.73,15.96,4.91,6.75,,6.34,5.93,3.27,4.91,4.91,3.07,5.52,4.71,3.27,2.86,26.19,11.05,3.27,6.96,3.27,5.12,4.71,3.27,36.62,4.5,4.71,7.16,3.07,3.89,3.89,4.8,0.061111,9.588889,0.0,,-1.055556,66.692669
