location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13145,2020-01-11,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,8.9,14.73,4.3,10.74,9.82,4.3,7.37,7.06,15.34,7.67,,7.98,7.37,7.37,,5.22,4.3,5.52,25.16,5.52,6.75,,5.22,5.83,50.63,,8.9,4.91,4.91,5.22,19.364198,16.04321,22.401235,11.2395,16.864198,85.587854
US_GA_13145,2020-01-12,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,6.74,8.02,,12.19,9.63,6.42,8.34,5.46,13.16,7.38,4.81,7.06,,6.1,5.13,6.42,7.38,5.78,23.75,7.7,6.1,,7.7,10.27,47.49,,9.63,7.7,6.1,6.42,16.283951,9.67284,21.753086,20.447,13.598765,84.154892
US_GA_13145,2020-01-13,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,7.67,7.4,4.49,8.99,9.78,6.61,6.08,5.29,20.62,8.72,6.08,10.31,4.23,5.82,6.34,6.08,6.87,10.05,32.78,5.82,5.82,4.49,7.67,8.46,39.66,3.96,5.82,7.4,6.61,3.7,17.783951,15.771605,20.080247,28.067,16.876543,94.459693
US_GA_13145,2020-01-14,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,6.85,9.59,,11.78,10.96,7.12,7.39,4.66,16.43,9.31,5.2,8.77,7.94,6.3,4.11,6.03,5.75,11.23,26.02,6.85,5.2,5.48,6.57,4.93,37.52,5.75,6.85,4.38,6.03,4.11,17.82716,15.024691,20.537037,13.1445,16.981481,94.855425
US_GA_13145,2020-01-15,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,,12.33,,13.76,9.75,8.03,6.59,4.01,12.61,9.17,,8.6,6.59,6.88,5.16,5.73,7.45,8.31,30.1,5.73,6.59,4.3,6.31,5.73,33.26,,7.17,5.16,6.31,,16.771605,12.950617,21.555556,19.7104,15.62963,93.008184
US_GA_13145,2020-01-16,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,4.45,10.29,,10.01,10.29,5.0,6.12,,15.57,6.12,6.12,10.01,4.45,,5.0,,6.12,12.51,28.63,4.45,8.06,6.95,4.17,5.84,37.53,,8.06,8.62,4.73,3.89,18.154321,14.191358,21.419753,2.4384,13.574074,74.693739
US_GA_13145,2020-01-17,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,4.19,6.43,5.59,8.66,7.54,,5.03,5.31,13.13,6.43,4.19,12.29,,7.54,4.47,8.1,6.43,6.71,30.74,,6.71,4.47,3.91,7.54,35.21,5.59,8.38,3.91,6.43,4.75,12.382716,9.0,17.469136,0.282222,-1.87037,37.184275
US_GA_13145,2020-01-18,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,,13.77,,9.41,7.39,7.39,6.38,6.05,13.1,9.74,4.7,11.09,4.7,9.07,6.05,,6.72,6.72,22.17,9.41,7.39,6.05,,7.05,45.35,5.04,7.05,6.05,5.38,6.38,10.395062,7.320988,15.876543,0.0,2.339506,57.477673
US_GA_13145,2020-01-19,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,5.92,11.51,,14.8,10.2,7.89,,6.25,18.75,10.52,6.25,10.85,5.26,5.26,,7.24,6.91,6.91,23.68,5.59,6.91,4.6,4.93,9.87,44.4,,7.24,6.58,5.59,,11.654321,5.907407,16.067901,7.62,5.123457,64.320992
US_GA_13145,2020-01-20,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,5.19,13.96,,10.06,5.52,9.09,6.49,6.49,13.96,8.12,,8.77,,4.87,4.87,4.87,7.47,8.77,26.95,4.87,,,5.84,4.87,55.52,5.19,5.84,5.52,6.82,7.14,2.32716,-2.197531,6.722222,1.721556,-7.37037,48.855603
US_GA_13145,2020-01-21,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,4.18,7.8,8.08,8.08,9.2,5.3,5.58,,17.28,9.2,5.58,8.08,7.25,4.46,6.69,,6.97,9.48,21.46,5.3,5.58,,6.41,8.92,44.04,,8.64,5.3,4.46,3.9,0.296296,-4.111111,6.253086,0.0,-7.932099,54.093122
US_GA_13145,2020-01-22,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,4.47,7.16,6.86,12.23,11.33,7.75,5.96,,19.98,8.35,5.37,10.14,,4.18,,5.67,7.46,12.23,30.72,,7.46,4.18,6.56,5.96,46.53,6.26,5.67,5.96,7.75,7.16,2.123457,-4.222222,11.240741,0.0,-9.154321,43.178207
US_GA_13145,2020-01-23,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,5.42,10.56,7.13,10.27,11.13,5.14,4.0,4.57,15.41,8.28,,12.56,4.85,,6.28,5.99,6.56,7.99,30.82,4.85,4.85,5.42,5.99,6.85,40.81,4.28,4.85,5.42,4.85,9.7,6.358025,1.487654,10.549383,0.2032,-2.993827,51.287054
US_GA_13145,2020-01-24,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,,6.06,,10.19,5.51,,,,17.91,9.37,4.96,9.37,4.13,6.06,4.13,5.79,5.23,7.99,24.79,6.06,6.06,,3.86,5.51,36.37,5.23,6.61,8.27,4.41,5.79,10.734568,6.074074,16.271605,16.4592,8.432099,85.697019
US_GA_13145,2020-01-25,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,,9.23,7.18,5.81,8.55,,7.52,,24.27,13.33,,7.86,,,,5.13,6.84,10.26,29.4,4.79,8.89,8.55,7.18,6.15,43.07,6.15,7.86,5.13,4.79,6.15,6.734568,1.654321,13.049383,0.451556,1.574074,69.866018
US_GA_13145,2020-01-26,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,4.68,5.93,,12.79,10.61,9.67,7.49,,25.89,8.42,6.24,7.17,4.68,8.11,7.17,6.24,6.24,7.49,35.56,9.36,11.23,4.99,8.73,4.99,44.6,,8.11,7.17,7.17,,6.160494,0.450617,12.432099,0.0,1.0,69.680755
US_GA_13145,2020-01-27,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,6.0,7.72,,13.72,8.0,6.0,4.57,4.0,25.72,10.29,,10.86,5.72,4.57,8.86,4.86,6.29,9.72,35.72,10.29,4.29,,4.29,4.0,44.3,,6.86,4.29,6.0,4.57,9.469136,4.919753,13.271605,0.4064,6.32716,80.815538
US_GA_13145,2020-01-28,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,5.1,8.99,,8.99,7.2,5.1,,6.0,23.69,9.59,6.0,9.29,4.2,4.2,5.7,4.8,6.0,11.69,42.87,5.7,6.3,5.1,5.1,5.4,41.67,4.5,10.79,,10.49,,7.981481,1.234568,16.734568,0.028222,2.216049,67.031389
US_GA_13145,2020-01-29,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,5.09,7.49,8.99,8.09,11.09,10.49,11.69,5.39,30.56,14.38,9.59,12.29,5.09,6.59,5.69,4.2,8.09,10.49,44.05,8.39,8.69,7.19,4.2,5.69,44.05,5.09,10.49,4.49,5.69,8.69,7.5,2.611111,13.469136,0.145143,2.277778,69.779837
US_GA_13145,2020-01-30,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,,,7.38,8.51,,8.51,7.09,3.97,6.53,,37.17,9.08,10.21,11.35,,3.97,3.97,,5.11,11.06,35.75,4.26,5.96,7.38,,5.11,41.14,4.82,6.81,5.67,5.67,5.11,7.987654,1.845679,15.790123,0.41275,3.425926,72.992615
