location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45037,2020-02-07,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,8.6,8.19,20.88,7.78,6.14,31.52,7.37,42.99,9.01,10.777778,5.444444,19.105556,41.3385,4.984127,67.401118
US_SC_45037,2020-02-08,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,8.37,,18.72,,9.36,21.18,,36.95,,2.839506,-1.401235,8.771605,0.907143,-1.436508,76.203271
US_SC_45037,2020-02-09,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,8.7,11.11,8.7,28.98,,9.66,26.09,9.18,46.38,9.66,4.17284,-0.530864,11.790123,0.310444,1.730159,85.542127
US_SC_45037,2020-02-10,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,10.3,9.48,11.12,18.54,8.24,7.83,30.49,13.6,38.73,6.59,8.87037,1.518519,18.302469,0.0,5.31746,81.609287
US_SC_45037,2020-02-11,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,11.84,6.71,27.22,9.07,,30.77,9.86,32.35,7.1,17.907407,13.067901,24.074074,2.455333,15.396825,85.802505
US_SC_45037,2020-02-12,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,8.86,7.75,20.3,9.96,7.01,26.2,5.91,36.17,,18.246914,13.598765,23.333333,1.451429,16.087302,88.318178
US_SC_45037,2020-02-13,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,9.95,,23.72,5.36,7.65,23.34,6.89,26.78,5.36,18.290123,14.679012,22.604938,0.689429,16.68254,90.591204
US_SC_45037,2020-02-14,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,8.8,,20.54,12.22,,21.51,7.33,39.11,7.33,10.808642,5.141975,17.339506,7.394222,1.928571,55.267141
US_SC_45037,2020-02-15,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,-4,0,-3,,,13.02,,16.03,,,20.53,10.52,41.07,9.01,6.388889,1.067901,13.679012,0.0,-2.539683,53.630289
US_SC_45037,2020-02-16,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,-5,0,,8.97,8.97,7.55,19.36,,8.97,25.03,9.92,44.39,,5.617284,2.04321,10.160494,1.741714,3.007937,86.224456
US_SC_45037,2020-02-17,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,0,0,-18,,6.99,7.46,,15.38,8.86,8.39,27.97,10.72,45.68,9.79,9.148148,5.246914,15.475309,5.334,6.925926,86.946401
US_SC_45037,2020-02-18,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,4,1,-1,,,11.23,8.5,13.61,8.16,9.19,27.55,5.1,36.4,,12.759259,9.37037,15.820988,2.032,11.214286,90.786058
US_SC_45037,2020-02-19,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,-17,-2,-1,,,,7.29,11.46,8.33,10.41,30.55,,34.02,6.94,14.358025,10.104938,16.574074,31.387143,13.166667,92.346606
US_SC_45037,2020-02-20,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,-1,-2,0,,9.67,8.63,,12.78,7.6,,31.77,5.52,26.93,5.18,6.82716,3.716049,12.271605,3.338286,4.404762,84.961223
US_SC_45037,2020-02-21,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,5,2,-1,,,8.8,6.6,15.77,6.23,5.5,29.33,8.07,27.87,5.5,4.088889,0.888889,8.072222,16.1925,-1.420635,68.140038
US_SC_45037,2020-02-22,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,6,-1,-3,,11.75,9.3,,12.24,9.3,8.81,23.01,,40.63,10.77,3.244444,-3.816667,13.022222,0.0,-4.690476,57.40025
US_SC_45037,2020-02-23,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,8,-3,,,20.58,7.48,15.43,7.48,,22.45,8.42,42.09,,6.411111,-1.716667,16.605556,0.0,-1.65873,57.772967
US_SC_45037,2020-02-24,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,4,2,8,,,5.62,6.32,17.55,7.72,8.07,35.8,,34.05,7.72,9.983333,7.577778,12.905556,1.2065,4.761905,71.653009
US_SC_45037,2020-02-25,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,8,-2,3,,5.82,8.0,6.18,21.82,7.63,13.09,41.45,8.73,33.45,5.82,13.405556,8.711111,18.772222,15.20825,12.259259,94.181637
US_SC_45037,2020-02-26,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,22,7,3,,,8.4,7.3,22.64,10.96,8.03,37.98,,33.96,5.84,14.127778,10.472222,17.666667,3.5306,11.515873,85.712094
US_SC_45037,2020-02-27,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,23,3,4,,6.51,9.05,7.96,21.36,7.6,6.88,36.2,,31.49,6.51,7.316667,2.588889,13.95,0.0,-2.436508,51.040341
