location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47051,2020-01-11,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,4.1,10.25,4.78,10.02,10.7,7.97,7.97,4.33,5.69,12.07,5.92,9.11,,,10.02,3.64,5.92,3.87,4.78,4.55,5.69,3.19,8.2,21.86,5.69,3.42,7.97,4.1,4.1,7.06,5.01,46.92,4.33,8.43,5.24,5.01,4.78,5.47,18.311111,15.627778,21.638889,0.254,,15.340278,82.771748
US_TN_47051,2020-01-12,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,7.42,9.82,,10.3,3.59,6.71,5.51,,,17.73,,9.58,3.59,6.95,12.22,5.99,5.51,5.75,7.42,,5.27,,11.5,22.75,5.99,,13.41,,6.23,5.75,5.03,52.22,5.27,8.38,3.83,8.62,3.35,5.03,11.216667,6.716667,17.827778,13.824857,,8.076389,81.250718
US_TN_47051,2020-01-13,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,7.42,8.04,6.18,8.65,11.74,7.21,6.39,3.92,,18.96,4.53,9.07,,5.15,12.16,5.15,8.24,3.3,6.39,3.3,4.33,4.33,10.51,30.49,9.27,3.92,9.48,,2.88,5.36,7.62,50.48,5.15,9.07,5.97,7.21,6.8,2.88,9.35,5.133333,16.611111,0.0,,7.527778,89.154329
US_TN_47051,2020-01-14,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,7.29,10.0,5.42,13.13,9.79,7.29,7.5,4.58,5.0,14.38,5.0,10.42,4.17,5.63,10.84,4.17,6.25,3.75,7.29,,4.79,7.08,9.79,30.01,7.08,,10.21,4.79,4.38,5.42,7.29,51.89,5.21,13.96,7.92,5.21,4.58,5.63,16.027778,13.455556,17.616667,5.914571,,15.034722,93.41617
US_TN_47051,2020-01-15,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,5.12,8.19,7.17,9.42,8.4,10.24,6.76,6.35,3.28,18.23,,8.81,4.3,3.89,10.45,6.55,5.12,9.42,6.55,3.69,4.92,3.89,10.24,35.64,5.12,3.89,9.63,4.51,4.1,6.76,8.81,41.37,3.69,10.24,5.12,3.48,6.55,2.87,16.377778,14.122222,19.072222,8.309429,,15.698413,93.46317
US_TN_47051,2020-01-16,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,4.58,8.56,,8.56,10.36,5.38,7.17,4.78,4.78,15.73,3.19,9.76,,6.17,9.96,4.78,5.18,7.57,4.98,4.38,3.38,3.58,10.36,28.28,7.57,2.79,6.77,2.99,6.57,3.58,4.58,40.82,4.18,5.97,5.78,3.78,5.58,4.98,13.422222,9.083333,18.366667,5.950857,,9.076389,75.804313
US_TN_47051,2020-01-17,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,4.84,11.9,5.44,14.11,8.47,6.45,4.44,4.03,5.24,19.16,5.24,9.68,3.23,3.23,10.08,4.03,6.65,5.85,4.23,4.64,5.44,,7.86,31.66,6.25,2.82,7.46,,3.83,5.24,2.82,36.7,4.84,6.65,6.86,5.04,3.43,3.02,6.7,3.311111,12.455556,1.4732,,-3.513889,48.731589
US_TN_47051,2020-01-18,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,6.32,11.29,5.19,9.03,7.0,8.13,7.45,5.42,,16.94,3.39,10.39,3.84,7.23,9.71,4.29,3.39,4.97,5.87,6.1,5.42,4.07,11.97,27.32,5.65,3.16,7.9,4.29,,4.97,3.39,44.04,3.61,8.81,4.29,4.97,5.19,,9.216667,6.594444,12.238889,1.016,,1.409722,57.533767
US_TN_47051,2020-01-19,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,5.3,9.49,4.86,10.37,8.83,5.74,6.62,4.63,,19.64,4.19,8.83,,7.72,10.15,4.42,5.08,4.63,6.62,5.74,5.3,3.97,10.15,23.84,7.72,,8.39,5.52,3.53,5.08,5.96,43.7,4.86,4.63,7.5,,4.63,3.09,6.127778,0.911111,12.228395,2.991556,,-0.444444,63.625294
US_TN_47051,2020-01-20,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,5.92,9.1,7.62,15.23,7.41,9.73,7.41,4.66,,21.37,5.08,10.58,,5.92,11.85,7.19,4.44,6.77,4.66,4.66,4.87,,6.98,30.04,6.56,3.17,7.62,,5.5,9.31,4.66,50.78,4.44,8.46,7.19,5.5,5.71,4.44,-3.67284,-6.0,1.166667,0.0,,-9.579365,64.951887
US_TN_47051,2020-01-21,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,6.15,7.38,8.81,8.61,10.45,6.97,7.58,6.15,2.87,22.54,3.28,12.71,,7.99,10.04,4.92,6.35,7.38,4.1,,7.79,,13.32,36.27,5.53,4.3,9.84,3.07,7.17,7.38,4.1,42.62,6.15,7.17,3.89,4.71,4.1,3.28,-2.488889,-5.355556,2.322222,0.0,,-9.715278,57.247611
US_TN_47051,2020-01-22,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,4.48,10.45,6.4,12.16,11.3,5.54,7.25,4.69,,30.5,3.62,13.22,3.62,4.26,10.02,,7.89,10.02,3.41,3.2,8.96,4.05,8.53,36.68,6.82,4.48,10.45,2.99,6.18,10.45,6.61,47.98,8.32,9.81,6.4,5.54,6.61,4.69,-0.95,-7.144444,7.933333,0.0,,-9.166667,53.50678
US_TN_47051,2020-01-23,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,7.77,9.45,4.41,11.35,7.77,6.93,7.56,3.36,4.83,35.92,3.15,13.87,3.36,5.67,11.97,5.25,7.77,6.51,7.35,4.83,4.2,3.57,8.4,40.55,6.3,4.2,9.03,,6.09,5.04,6.72,46.85,6.72,9.24,7.98,6.51,4.83,,4.872222,2.011111,7.038889,1.451429,,-3.291667,56.409216
US_TN_47051,2020-01-24,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,5.25,8.75,5.25,10.5,5.47,7.0,4.59,,3.72,38.71,5.03,8.97,4.37,6.12,9.19,6.12,9.4,5.47,,6.34,7.44,3.94,10.72,42.21,4.81,3.28,7.0,3.72,7.22,7.22,8.31,47.24,,7.66,7.0,4.81,3.72,4.16,7.727778,5.461111,12.188889,11.357429,,5.791667,87.327571
US_TN_47051,2020-01-25,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,7.28,9.16,6.11,11.28,7.75,5.87,8.69,,,33.6,6.81,15.27,,6.34,10.81,5.4,7.52,4.7,3.76,5.64,7.05,3.52,10.57,35.48,5.4,,10.1,3.29,4.7,8.22,4.7,43.94,4.46,10.1,4.46,5.64,5.4,3.99,4.838889,3.088889,8.427778,1.959429,,0.347222,73.547829
US_TN_47051,2020-01-26,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,5.19,8.51,6.22,15.77,8.51,5.81,6.22,,4.77,37.76,5.19,10.37,3.53,6.43,7.47,6.02,3.73,7.05,5.6,6.02,7.68,6.02,5.39,40.04,6.43,,9.96,,6.22,5.19,6.85,42.53,4.56,7.88,3.53,5.19,4.77,3.53,2.1,-3.0,8.055556,0.0,,-0.263889,84.015419
US_TN_47051,2020-01-27,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,7.03,8.43,3.01,11.85,11.85,3.41,6.83,5.02,4.22,39.15,4.62,13.85,3.21,7.03,10.64,7.43,7.23,9.04,6.02,3.21,5.82,3.01,9.44,47.78,6.83,5.02,8.63,4.42,5.22,4.82,5.62,44.17,7.03,8.03,5.82,6.42,6.22,3.61,7.933333,5.372222,13.427778,0.435429,,5.152778,81.347948
US_TN_47051,2020-01-28,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,6.18,9.36,2.79,9.96,11.76,5.38,7.97,5.38,,33.67,4.98,12.35,,7.57,11.16,5.38,7.37,7.57,6.18,3.19,5.58,4.98,8.96,42.84,4.98,4.78,7.77,3.19,5.38,4.58,3.79,41.04,5.18,6.77,5.18,4.78,5.58,3.59,4.072222,-2.127778,12.75,0.9144,,0.951389,80.015217
US_TN_47051,2020-01-29,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,8.52,7.5,5.07,13.79,8.11,5.27,6.69,3.85,,33.05,3.45,14.8,3.24,5.47,11.56,,6.49,7.91,2.84,4.87,6.89,4.46,12.57,45.22,7.71,4.26,6.29,4.26,4.66,6.08,7.5,45.22,3.45,8.31,6.89,6.49,6.08,4.46,6.094444,2.35,11.027778,0.072571,,3.020833,80.107011
US_TN_47051,2020-01-30,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,4.2,13.66,3.36,13.87,10.72,5.67,4.41,5.04,3.15,42.25,3.57,15.55,3.15,7.78,12.19,4.41,5.67,9.46,5.46,3.15,5.67,4.41,13.45,40.57,5.46,3.57,7.99,3.78,6.73,6.52,6.1,41.2,7.15,9.46,5.04,6.52,4.83,5.25,7.344444,1.85,14.283333,0.0762,,4.326389,80.733399
US_TN_47051,2020-01-31,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,5.78,6.42,4.5,12.63,7.49,,7.06,5.14,3.42,35.31,6.63,13.27,4.92,5.99,9.2,5.57,8.35,8.56,7.06,3.64,5.57,5.14,9.2,38.74,7.92,3.42,7.28,4.07,3.85,3.21,5.14,51.58,4.71,8.56,5.99,6.63,4.5,3.0,8.005556,4.116667,11.4,0.0,,3.909722,74.316164
US_TN_47051,2020-02-01,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,4.96,8.34,4.06,9.69,10.59,4.96,6.99,5.18,4.51,32.9,5.41,13.07,4.28,9.02,7.66,6.54,9.92,7.21,4.96,4.51,5.41,4.73,6.31,37.86,4.51,6.31,4.73,,5.41,4.51,7.44,48.9,5.18,7.89,7.21,,4.73,,7.211111,5.133333,9.977778,0.217714,,4.340278,81.368461
US_TN_47051,2020-02-02,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,5.87,9.57,3.26,10.22,10.65,3.26,8.91,,4.57,30.44,5.65,17.18,,7.39,7.17,4.57,6.09,5.65,3.91,5.44,4.57,3.91,12.39,28.92,5.0,4.35,8.91,,4.57,,5.87,42.18,,8.48,5.22,3.91,6.09,3.91,7.427778,-0.416667,18.533333,0.1524,,1.125,63.080692
US_TN_47051,2020-02-03,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,6.65,10.07,5.24,12.29,11.48,8.66,7.45,4.83,4.63,34.64,4.43,16.11,4.43,6.65,10.68,5.24,6.24,9.06,6.04,3.42,6.45,4.83,12.49,34.44,5.04,2.82,6.85,2.82,4.43,7.05,6.85,46.93,3.42,6.04,5.64,6.45,5.24,,11.233333,3.377778,22.111111,0.0,,3.125,55.28824
US_TN_47051,2020-02-04,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,4.92,9.45,5.29,10.21,10.02,6.43,6.62,4.16,4.35,31.01,4.73,14.37,3.97,5.67,11.35,5.67,7.0,7.18,3.4,2.65,7.0,,10.97,38.2,6.62,3.78,8.13,3.59,5.29,6.24,4.73,43.49,5.11,7.37,5.67,3.78,4.92,5.11,15.822222,13.233333,18.983333,0.072571,,10.736111,70.871632
US_TN_47051,2020-02-05,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,5.86,9.08,4.54,10.78,6.81,4.73,6.81,3.4,,24.39,3.21,12.86,2.84,5.67,10.4,4.54,5.29,5.48,3.21,3.78,5.11,4.16,8.89,38.77,7.75,5.11,6.62,,5.29,6.62,6.43,45.95,3.78,6.43,4.92,3.59,5.67,3.78,16.85,14.9,19.383333,3.592286,,15.708333,93.231804
US_TN_47051,2020-02-06,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,6.87,8.74,6.24,10.4,11.86,8.74,9.36,4.16,6.66,18.93,3.54,8.74,3.33,7.49,8.74,3.54,6.45,4.99,5.83,3.12,4.16,4.37,8.95,30.59,7.08,,10.4,5.83,3.54,5.2,4.79,49.73,4.79,8.95,8.53,4.79,6.24,3.95,13.205556,6.672222,18.861111,36.793714,,12.048611,94.236957
US_TN_47051,2020-02-07,ChIJnz9aHfEmYYgRvXNLR288q1U,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2,,,,,,,41623,20302,21321,4288,5609,5590,4346,4932,5711,5599,3652,1896,1848175,35.15,-86.1,1491,75.25,,,,,4.96,8.4,5.82,12.5,8.4,5.82,4.09,3.88,3.02,20.69,3.66,9.48,4.53,5.6,13.58,5.39,6.68,4.09,3.23,,6.68,3.02,9.05,28.02,7.33,,5.6,3.88,4.31,4.31,4.96,49.35,5.17,7.11,5.82,4.74,4.31,3.45,2.611111,0.438889,7.572222,23.331714,,-0.194444,83.070108
