location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40021,2020-01-11,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,5.92,10.35,5.42,14.54,9.12,5.42,4.44,4.68,17.0,4.68,10.11,,5.67,9.12,5.67,6.16,5.67,6.16,4.19,3.94,5.18,7.15,21.93,8.63,,9.61,,4.93,8.13,41.16,5.92,10.6,5.92,,3.45,,1.2,-3.605556,12.116667,57.3532,,-0.04321,90.942641
US_OK_40021,2020-01-12,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,7.71,11.43,6.21,8.7,8.45,3.98,7.95,3.73,14.42,7.46,13.18,3.98,5.22,8.2,4.47,6.21,5.47,3.98,,6.46,,7.21,25.85,9.2,7.21,8.2,4.72,5.72,6.21,41.02,6.71,8.2,9.2,5.47,4.47,4.47,-0.244444,-3.694444,7.233333,1.721556,,-2.788889,83.181378
US_OK_40021,2020-01-13,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,3.64,9.65,4.37,9.65,9.65,3.64,6.55,3.82,15.11,4.37,8.01,,5.82,12.74,5.64,6.01,8.19,5.82,4.0,5.64,5.46,9.1,28.39,4.91,,6.55,7.28,6.37,6.37,43.13,4.19,8.92,6.19,5.64,6.19,3.46,3.666667,-1.133333,12.627778,0.0,,0.722222,81.335837
US_OK_40021,2020-01-14,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,3.83,5.84,4.2,9.85,9.48,5.66,5.66,4.01,15.87,4.38,9.48,,6.93,8.94,4.74,3.65,4.74,4.2,3.65,6.93,3.47,10.58,27.54,6.57,3.28,3.83,4.01,5.47,6.38,36.12,3.1,3.47,3.83,5.29,4.92,4.38,8.694444,4.677778,13.788889,0.0,,6.161111,84.442795
US_OK_40021,2020-01-15,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,6.28,7.36,3.59,9.69,10.41,6.1,5.38,4.84,15.43,3.59,8.61,,5.2,9.15,3.77,6.1,8.79,2.87,4.49,5.56,3.41,9.69,30.51,8.43,4.84,5.2,5.2,3.41,7.54,39.84,3.95,4.31,3.41,3.95,4.13,,13.294444,9.066667,19.738889,0.0,,10.622222,83.973126
US_OK_40021,2020-01-16,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,3.46,8.38,4.37,10.56,6.55,6.19,6.01,3.82,17.48,2.55,8.19,4.19,4.37,12.74,3.82,5.28,5.1,2.91,2.91,5.28,2.91,13.65,30.22,7.28,4.37,7.28,2.91,5.64,7.28,38.96,4.73,6.55,7.83,5.1,4.92,,5.716667,0.816667,12.877778,0.0,,0.372222,68.936153
US_OK_40021,2020-01-17,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,4.17,8.33,4.17,12.5,10.87,4.71,4.53,3.98,14.13,3.44,7.61,,4.71,9.6,3.44,2.54,4.71,4.89,2.54,5.07,4.35,10.14,28.8,5.62,3.08,6.52,6.16,4.53,4.71,36.23,4.53,8.33,5.8,6.16,5.25,,3.433333,1.194444,6.344444,4.318,,0.172222,79.440721
US_OK_40021,2020-01-18,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,,8.09,,12.65,8.09,5.82,6.58,3.54,15.43,,9.36,3.54,4.55,11.89,4.3,4.55,5.06,4.81,3.54,4.55,5.06,6.83,25.8,6.32,5.06,8.35,6.83,,5.56,39.2,4.05,9.36,4.81,4.3,6.07,4.05,7.755556,2.8,12.555556,22.7965,,3.661111,75.48228
US_OK_40021,2020-01-19,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,5.62,13.69,,9.05,10.03,5.13,6.85,3.91,15.89,4.16,8.07,,3.67,10.03,5.38,7.34,8.56,4.89,,4.65,4.16,9.78,26.17,4.4,4.65,8.31,3.91,4.4,6.6,43.53,5.38,7.58,6.36,,6.11,,0.338889,-4.65,5.972222,1.1684,,-6.816667,59.351563
US_OK_40021,2020-01-20,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,7.07,7.75,3.88,12.54,7.3,4.79,9.35,6.61,21.89,7.07,12.54,,5.47,12.32,5.7,5.7,7.98,5.25,3.19,4.79,,7.98,32.61,6.61,,11.86,6.61,5.47,5.7,37.63,7.3,7.3,5.47,9.12,,,-1.561111,-6.988889,5.544444,0.0,,-9.388889,55.647299
US_OK_40021,2020-01-21,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,4.38,6.21,3.47,13.52,8.77,4.38,6.03,4.75,22.29,3.65,10.42,2.56,4.75,13.34,6.21,7.31,6.03,6.4,,6.21,3.29,12.24,36.0,8.41,2.56,9.69,4.38,8.22,6.03,47.33,5.3,7.13,5.3,6.76,6.4,4.2,-1.016667,-6.227778,5.994444,0.0,,-6.8,65.142871
US_OK_40021,2020-01-22,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,3.78,9.16,4.38,13.73,9.75,3.98,5.37,6.17,23.49,3.38,9.75,3.98,5.97,14.73,2.79,4.58,4.38,4.38,4.18,8.56,3.58,8.96,35.43,9.55,3.58,9.75,3.38,9.16,8.16,41.4,,7.56,7.56,7.17,7.17,,0.855556,-0.383333,2.716667,0.9652,,-2.233333,79.998769
US_OK_40021,2020-01-23,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,2.95,8.86,,11.63,9.05,5.91,5.72,3.51,23.82,3.69,9.97,,5.72,9.79,7.02,6.09,5.72,6.28,,6.28,3.88,9.79,33.05,6.65,,7.02,4.99,5.36,6.28,37.11,6.28,8.12,6.83,4.8,5.54,,2.822222,1.383333,6.85,2.7432,,1.816667,93.21798
US_OK_40021,2020-01-24,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,4.13,7.54,3.59,12.75,8.26,4.13,3.59,4.13,25.15,4.13,9.88,5.03,5.57,7.36,5.21,8.44,5.75,4.49,3.23,,4.49,7.36,38.08,2.87,,7.18,,4.13,4.85,35.56,4.67,8.8,6.65,4.49,6.29,4.13,2.266667,0.511111,5.616667,1.27,,-0.022222,85.245599
US_OK_40021,2020-01-25,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,5.47,10.19,7.95,9.2,6.21,5.72,6.21,6.46,26.84,,10.44,4.22,,12.43,5.22,6.46,9.2,3.48,3.48,6.21,3.73,6.21,37.53,5.96,,8.95,4.47,5.72,3.98,46.23,,6.21,6.96,5.96,4.97,4.72,2.477778,-3.544444,12.555556,0.056444,,-1.666667,74.284612
US_OK_40021,2020-01-26,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,6.17,8.69,4.8,8.23,8.69,3.89,4.34,5.49,27.2,3.43,9.83,3.43,5.03,12.57,5.03,7.32,7.32,3.2,4.8,6.4,,8.46,36.8,7.32,,8.46,3.89,5.49,4.8,35.43,6.4,7.09,4.8,6.4,4.34,3.2,8.0,2.455556,14.127778,0.47625,,4.016667,76.075505
US_OK_40021,2020-01-27,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,6.15,8.32,4.88,10.31,9.23,5.25,5.79,5.97,38.72,3.8,10.86,4.16,4.16,12.85,4.52,5.61,6.69,5.97,2.9,5.61,2.53,10.13,50.66,7.6,4.16,5.43,5.79,6.88,5.25,38.72,3.08,5.97,5.79,8.87,3.98,3.8,6.183333,-1.15,16.377778,0.0,,2.138889,75.788663
US_OK_40021,2020-01-28,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,7.55,6.67,4.04,9.65,10.0,5.09,7.2,5.97,34.05,5.26,9.3,3.33,7.2,11.23,3.86,6.49,6.14,4.74,3.51,5.97,4.21,9.12,46.5,5.44,3.51,8.07,6.67,5.44,6.84,42.12,5.62,11.93,5.79,5.26,5.44,2.46,5.627778,2.466667,10.283333,0.0,,3.422222,85.84497
US_OK_40021,2020-01-29,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,4.26,7.98,6.38,9.93,9.76,3.73,7.45,6.56,30.51,2.66,13.13,3.02,6.03,9.76,4.79,4.79,6.56,3.37,3.19,3.19,3.73,8.34,57.29,7.63,,6.03,4.08,3.73,7.63,38.49,3.9,21.82,5.85,4.79,4.79,4.43,3.727778,2.155556,5.85,10.3632,,2.75,93.396427
US_OK_40021,2020-01-30,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,6.2,4.79,4.61,14.36,9.39,7.27,6.2,7.09,34.38,3.54,9.57,3.9,9.21,13.47,3.54,7.09,5.67,4.08,5.14,5.85,3.72,8.86,43.59,7.44,,6.38,9.39,5.32,8.33,45.72,3.72,9.92,6.73,6.56,3.37,3.37,2.8,1.216667,5.394444,0.79375,,1.211111,89.422504
US_OK_40021,2020-01-31,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,5.31,8.24,5.49,10.07,5.68,4.21,7.87,4.58,35.15,4.03,10.44,3.48,6.22,11.72,4.94,6.22,8.79,,2.75,5.68,,8.79,41.56,5.49,3.66,5.68,5.49,4.21,5.86,34.79,2.93,6.96,3.11,6.96,4.58,2.93,4.7,3.155556,8.211111,0.0,,1.961111,82.614074
US_OK_40021,2020-02-01,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,6.96,6.96,5.22,13.92,9.7,4.97,8.95,6.21,28.34,6.71,11.44,6.71,4.23,8.7,,7.71,10.69,4.72,5.72,,3.48,12.18,31.57,7.21,,8.2,5.22,5.47,5.97,41.27,6.71,9.2,5.72,6.46,3.98,,4.472222,-2.777778,13.894444,0.0,,-1.611111,65.072934
US_OK_40021,2020-02-02,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,5.38,9.83,5.38,12.88,8.66,7.72,3.51,3.51,27.16,,12.41,3.28,4.68,9.36,4.45,4.68,9.13,3.98,,4.45,5.62,7.02,32.3,7.96,3.28,9.83,3.75,3.75,4.92,42.84,3.51,10.07,7.26,4.92,5.38,,11.516667,3.388889,24.094444,0.0,,-1.705556,40.886333
US_OK_40021,2020-02-03,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,4.63,8.73,3.03,10.15,6.95,6.59,7.3,2.85,28.5,5.34,11.58,,5.52,10.51,3.92,4.1,8.9,4.27,3.92,4.81,,8.02,39.0,5.88,2.49,9.44,4.99,6.59,7.66,46.48,2.85,10.15,5.52,4.81,6.41,5.17,16.25,12.383333,20.361111,0.0,,2.561111,40.495279
US_OK_40021,2020-02-04,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,6.15,4.78,2.9,12.3,10.25,5.3,6.15,6.49,25.46,,16.06,2.39,6.83,10.42,5.47,5.12,6.66,2.73,4.78,6.49,,8.03,35.71,7.0,4.44,8.54,5.3,7.86,5.3,35.37,,8.03,2.39,3.59,5.3,,7.433333,2.35,17.672222,16.4084,,4.572222,82.357462
US_OK_40021,2020-02-05,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,4.97,6.16,3.97,10.13,12.12,4.57,4.17,4.17,25.23,3.18,11.92,2.78,7.35,10.33,4.77,5.56,7.75,2.98,2.98,8.54,2.98,10.13,36.75,7.15,4.17,8.14,6.16,6.36,8.54,38.74,4.77,8.54,3.38,5.56,5.36,,1.044444,-0.372222,2.283333,4.1148,,-0.211111,91.48063
US_OK_40021,2020-02-06,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,4.72,9.79,4.72,10.32,10.49,7.0,7.87,2.8,19.42,3.15,11.2,4.55,8.05,12.42,4.2,5.95,7.35,4.9,4.55,5.25,3.15,8.75,30.44,8.57,3.15,7.17,7.17,5.6,7.0,39.71,3.32,9.62,5.77,5.25,5.42,3.15,-1.283333,-2.655556,0.866667,6.9596,,-4.272222,80.456668
US_OK_40021,2020-02-07,ChIJDcj5xp_9yYcRwL7KFQv4F5c,Q491633,geoId/40021,US,United States of America,OK,Oklahoma,40021,Cherokee County,US,USA,2,,,,,,,48891,23997,24894,6041,6871,8493,5787,5134,5815,5452,3517,1781,1822197,35.91,-95.0,2011,74.766667,,,,,,4.87,8.12,2.71,9.38,10.1,5.23,5.59,6.67,25.61,3.25,11.54,,5.59,12.08,3.43,8.84,6.67,3.25,3.97,5.77,3.25,9.92,37.33,7.75,3.25,5.77,5.59,7.21,6.31,38.05,5.95,5.95,5.23,4.51,4.15,3.25,0.194444,-4.761111,8.966667,0.0,,-4.205556,72.593057
