location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51610,2021-04-27,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,4,0,423,8,6,455,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-18,,-55,,7.66,20.55,9.75,5.57,,,6.27,,10.1,,7.32,5.57,6.97,11.15,22.29,7.32,8.01,,8.36,33.09,5.92,5.22,5.92,,16.283333,5.677778,28.838889,0.0,,6.598765,53.227738
US_VA_51610,2021-04-28,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,1,423,9,16,471,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-21,,-61,,,16.47,13.48,5.62,,,,5.62,9.73,,8.24,7.86,5.99,6.36,21.71,7.86,,7.49,9.36,34.44,,,7.49,7.11,22.866667,14.644444,30.216667,0.0,,13.259259,54.49341
US_VA_51610,2021-04-29,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,423,9,14,485,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-29,,-58,,5.54,14.56,8.66,6.58,,6.58,,8.66,10.4,,5.89,5.2,,6.93,18.37,7.28,8.32,,6.24,36.74,,7.28,6.93,,23.227778,16.716667,29.672222,0.141111,,16.728395,67.04737
US_VA_51610,2021-04-30,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,-1,0,422,9,12,497,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-21,,-54,4.96,6.74,14.18,,,,4.96,,,7.09,,,,6.03,,17.02,7.09,10.99,8.86,8.86,33.33,,7.8,7.09,,18.777778,11.638889,26.844444,0.649111,,7.654321,49.106547
US_VA_51610,2021-05-01,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,423,9,8,505,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-27,,,,11.49,15.62,10.11,8.27,,8.27,,,7.81,7.35,11.49,,,,11.03,,9.19,,,40.43,,11.95,,,12.811111,7.477778,21.488889,0.127,,-3.858025,31.689136
US_VA_51610,2021-05-02,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,423,9,0,505,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-24,,,,,23.82,8.24,,,6.87,,,6.87,8.7,,,10.54,,21.99,,10.99,,7.33,36.19,,17.41,,,18.15,7.938889,28.844444,0.0,,5.351852,43.680414
US_VA_51610,2021-05-03,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,424,9,5,510,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-25,,-58,,8.6,17.52,10.91,5.29,6.28,6.61,,7.27,9.59,,8.27,4.96,9.26,5.62,18.52,4.96,4.96,,5.29,36.37,5.29,6.28,7.27,,20.461111,14.438889,25.822222,0.197556,,13.654321,65.487756
US_VA_51610,2021-05-04,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,424,9,17,527,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-23,,-55,,11.51,15.13,10.53,,5.92,,,7.24,5.59,,5.59,4.93,,,16.77,,11.18,5.26,5.92,32.89,4.93,8.22,4.61,,21.822222,16.672222,28.427778,0.874889,,17.765432,78.021083
US_VA_51610,2021-05-05,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,425,9,7,534,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-21,,-58,,10.93,18.21,10.2,8.01,6.92,6.92,,,9.11,,5.46,5.83,,10.2,22.59,6.19,9.11,5.46,5.83,42.62,,9.11,7.65,,18.994444,15.466667,27.238889,7.112,,15.814815,82.681579
US_VA_51610,2021-05-06,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,426,9,6,540,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-26,,-56,,9.05,16.72,9.05,5.92,,6.27,4.88,8.36,,4.88,,5.57,,10.8,20.9,6.62,6.62,6.62,5.22,35.87,,6.62,,,13.522222,7.761111,20.816667,2.2098,,2.975309,49.433235
US_VA_51610,2021-05-07,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,427,9,10,550,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-27,,-54,,8.84,17.67,8.84,,,8.13,,,9.9,,,,4.95,5.3,16.96,4.95,6.36,,6.36,34.28,5.66,8.48,6.36,,11.105556,5.572222,17.833333,0.0,,6.58642,75.757119
US_VA_51610,2021-05-08,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,-1,0,426,9,14,564,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-30,,,,8.62,14.06,10.43,,8.16,,,,,,,,,,19.95,,,,,33.56,,,,,9.566667,4.111111,16.105556,4.656667,,4.746914,73.423204
US_VA_51610,2021-05-09,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,3,0,429,9,4,568,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-22,,,,,14.03,9.05,,,6.79,,,,,,,,,18.11,,13.13,,,32.59,,9.05,10.41,,11.461111,4.694444,19.572222,0.0508,,4.450617,63.450999
US_VA_51610,2021-05-10,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,429,9,9,577,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-23,,-61,,,13.5,11.81,8.44,5.06,8.1,,,7.43,,7.09,4.73,,6.41,13.5,5.06,5.74,,6.41,37.47,,6.41,,6.08,15.605556,6.544444,20.177778,0.0,,7.697531,60.136272
US_VA_51610,2021-05-11,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,430,9,10,587,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-16,,-59,,7.2,16.81,7.89,5.49,,5.49,,6.86,11.66,,8.92,,,7.55,25.04,6.86,8.23,,8.58,29.84,,9.95,6.86,,13.816667,7.716667,20.194444,0.0,,3.864198,52.264887
US_VA_51610,2021-05-12,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,430,9,4,591,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-17,,-60,5.0,6.07,17.14,11.42,7.85,6.07,,,5.0,9.28,6.07,6.43,,,8.57,13.56,8.57,9.99,,,33.91,,10.71,5.36,,13.35,7.138889,19.666667,0.0,,0.5,42.12802
US_VA_51610,2021-05-13,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,430,9,8,599,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-23,,-56,,7.9,22.32,9.96,,7.55,6.18,,,9.61,4.81,4.81,,,8.93,21.97,,9.27,5.15,7.21,43.26,6.52,6.87,,,13.366667,5.927778,21.105556,0.0,,2.191358,48.265694
US_VA_51610,2021-05-14,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,431,9,9,608,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-22,,-56,,,17.81,6.06,4.99,,7.13,,9.98,4.99,,6.41,,4.99,6.06,23.52,7.84,8.2,,6.06,33.85,,5.7,7.13,,14.277778,6.127778,22.355556,0.0,,3.419753,49.279285
US_VA_51610,2021-05-15,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,431,9,13,621,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-32,,,,6.83,17.3,11.83,,,,,,,,,,,,12.74,,8.19,,8.65,35.05,,9.56,8.19,,16.027778,6.044444,24.888889,0.0,,3.91358,45.414265
US_VA_51610,2021-05-16,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,431,9,7,628,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-28,,,,6.93,15.6,6.93,,7.37,,,6.5,10.83,,,,8.23,,17.76,8.23,7.8,,8.66,31.19,,6.93,,7.37,14.7,6.566667,23.938889,0.0,,7.555556,63.732842
US_VA_51610,2021-05-17,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,432,9,0,628,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-17,,-61,4.98,10.28,18.58,15.92,,5.64,6.63,,7.3,7.96,,9.95,5.31,,7.63,16.59,7.3,7.3,7.63,,35.49,,5.64,11.61,,15.922222,7.888889,22.933333,0.0254,,9.308642,66.038444
US_VA_51610,2021-05-18,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,433,9,24,652,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-14,,-58,,6.68,20.37,11.69,5.34,7.68,7.01,,7.01,7.01,4.68,5.01,,,5.68,21.04,5.68,9.69,,9.02,36.07,5.34,8.02,6.01,,17.594444,8.538889,25.933333,0.0,,8.87037,57.379523
US_VA_51610,2021-05-19,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,434,9,13,665,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-16,,-58,,7.91,11.51,9.71,,5.04,5.75,,5.75,11.15,,,,,6.47,19.78,,8.27,,5.04,32.73,,10.07,6.83,,20.25,9.55,29.183333,0.0,,10.185185,53.226442
US_VA_51610,2021-05-20,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,434,9,14,679,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-20,,-59,,10.01,15.53,8.97,,,6.21,,8.28,10.01,,,,,5.52,20.02,4.83,,,8.28,33.13,,8.28,9.66,,22.033333,11.527778,31.394444,0.0,,12.04321,54.060702
US_VA_51610,2021-05-21,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,434,9,0,679,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-18,,-55,,5.73,13.98,,6.09,7.17,5.73,,6.45,8.96,6.81,,,,,15.41,6.45,5.73,,6.09,33.33,,7.53,5.38,,20.133333,10.833333,30.544444,0.0,,8.753086,48.641459
US_VA_51610,2021-05-22,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,434,9,20,699,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-26,,,,11.28,17.85,8.93,,15.97,,,,,,,,,7.05,15.51,7.99,,,,31.48,,7.52,8.46,,22.4,11.672222,31.238889,0.0,,12.703704,55.338081
US_VA_51610,2021-05-23,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,434,9,20,719,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-22,,,10.66,8.8,27.34,10.66,,,,,,7.88,,,6.95,,6.95,15.29,11.12,18.07,,,30.58,,10.66,8.34,,26.577778,15.477778,32.777778,0.0,,14.574074,48.454854
US_VA_51610,2021-05-24,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,-1,0,433,9,3,722,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-25,,-61,6.59,11.2,15.81,9.22,,6.26,8.89,,6.26,9.88,,,,6.26,5.6,23.72,,5.6,5.6,,37.22,,,7.58,,20.988889,14.644444,31.627778,1.890889,,15.296296,71.051231
US_VA_51610,2021-05-25,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,433,9,6,728,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-16,,-60,,9.73,13.43,8.73,7.05,9.06,7.72,,6.71,10.41,,7.05,,5.37,8.06,18.13,5.71,8.06,,5.04,35.92,,8.06,,,17.505556,13.127778,25.65,3.1496,,13.845679,78.633921
US_VA_51610,2021-05-26,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,433,9,4,732,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-18,,-60,,9.75,9.4,6.27,5.57,5.22,9.05,,,8.01,,,,5.92,9.05,19.5,4.87,9.05,7.31,8.36,34.82,,4.87,4.87,,23.916667,15.316667,32.822222,0.254,,18.895062,75.073928
US_VA_51610,2021-05-27,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,433,9,4,736,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-19,,-60,,10.72,11.73,7.71,5.36,4.69,6.03,4.69,5.7,7.04,,,,,11.39,16.75,6.37,5.7,,7.04,34.51,,5.03,4.69,,23.511111,17.838889,31.3,8.212667,,15.975309,63.370044
US_VA_51610,2021-05-28,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,433,9,9,745,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-18,,-62,,6.44,6.1,6.44,,,6.44,,7.12,4.75,,,,4.75,8.81,25.09,,8.14,4.75,,29.83,4.75,6.1,4.75,,20.861111,17.444444,26.894444,0.9525,,14.246914,66.986754
US_VA_51610,2021-05-29,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,433,9,8,753,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-34,,,,9.65,11.95,6.9,,,12.41,,,9.65,,,,,9.19,27.58,,,,,32.18,,,,,12.333333,10.061111,21.077778,16.5735,,11.018519,92.3916
US_VA_51610,2021-05-30,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,433,9,5,758,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-20,,,,11.79,16.51,14.15,7.08,,8.49,,,7.55,,,,,8.49,16.04,,8.02,,,24.53,,,,,10.572222,8.594444,13.85,4.1275,,7.858025,84.100585
US_VA_51610,2021-05-31,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,433,9,0,758,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,1,,-85,,9.53,14.29,8.23,,7.36,8.23,,,,,,,,,10.82,,,,,28.58,6.93,6.93,,,14.761111,7.894444,23.227778,0.5588,,8.049383,64.930695
US_VA_51610,2021-06-01,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,-2,-1,431,8,4,762,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-12,,-59,,7.04,13.41,7.04,5.03,7.04,8.04,5.36,,10.73,,7.04,,5.36,6.03,16.76,5.7,6.37,6.7,6.03,36.53,9.38,9.05,8.38,,17.688889,8.677778,25.527778,0.0,,11.895062,69.037592
US_VA_51610,2021-06-02,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,431,8,2,764,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-15,,-61,,7.94,15.15,12.62,6.13,5.05,5.77,,,11.54,,7.58,,5.05,6.49,23.09,10.1,7.94,,5.77,32.1,,8.3,5.77,,21.266667,12.338889,26.9,0.0,,14.697531,67.688506
US_VA_51610,2021-06-03,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,431,8,5,769,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-19,,-60,,7.01,11.36,12.36,,4.68,6.35,4.68,5.01,6.68,5.34,5.68,,,5.01,21.05,7.35,8.02,,7.01,31.74,,6.68,4.68,,22.155556,16.961111,28.116667,2.652889,,18.024691,77.714717
US_VA_51610,2021-06-04,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,431,8,4,773,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-17,,-54,,6.82,15.43,7.53,,7.17,9.33,,,6.1,,,6.82,,5.38,16.14,6.1,6.1,,5.38,35.88,,,,,22.827778,18.555556,29.027778,1.100667,,18.283951,76.11587
US_VA_51610,2021-06-05,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,431,8,0,773,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-26,,,,,10.06,,,,10.06,,,9.6,,,,,7.77,16.91,,7.31,,10.06,30.17,,,7.31,,25.294444,17.616667,32.805556,2.7178,,16.950617,60.611591
US_VA_51610,2021-06-06,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,431,8,4,777,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-20,,,,9.17,14.84,7.86,,7.42,14.84,,,6.55,,,,6.55,,18.77,,7.86,,8.29,32.73,,8.29,,,26.172222,17.477778,33.35,0.0,,18.246914,62.436842
US_VA_51610,2021-06-07,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,-1,0,430,8,3,780,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-15,,-65,,7.84,13.98,7.84,9.89,6.48,8.87,,,12.28,,6.82,,,5.8,20.12,,14.32,,,32.06,5.46,8.87,6.48,,27.55,20.161111,33.1,0.0,,21.012346,67.866386
US_VA_51610,2021-06-08,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,430,8,0,780,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-8,,-59,6.25,10.06,13.54,7.63,6.59,,8.33,,7.63,,4.86,,,,9.37,17.7,5.9,7.29,,6.25,32.62,5.21,9.37,9.02,,26.911111,21.944444,31.888889,0.112889,,21.487654,72.778335
US_VA_51610,2021-06-09,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,430,8,2,782,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-13,,-60,,6.95,12.43,8.04,,6.22,8.41,6.22,,6.95,6.95,7.68,,5.85,,21.21,5.12,7.68,,8.78,35.1,,5.12,,,26.027778,22.044444,31.288889,0.056444,,21.320988,76.090236
US_VA_51610,2021-06-10,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,430,8,8,790,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-21,,-61,,8.23,14.97,10.48,7.49,,5.99,,,5.99,7.49,7.11,,,6.36,23.96,8.61,8.61,,8.23,37.43,,9.36,5.62,,24.95,20.877778,31.15,3.753556,,20.703704,78.097623
US_VA_51610,2021-06-11,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,-1,0,429,8,4,794,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-21,,-61,,10.45,15.27,13.66,6.43,,8.84,,8.04,6.43,,,,,6.43,21.7,13.26,,,8.84,36.97,8.04,,,,19.705556,18.388889,25.522222,14.06525,,18.67284,94.713505
US_VA_51610,2021-06-12,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,429,8,0,794,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-27,,,,,12.32,,,8.53,9.95,,,9.01,,,,,,16.11,8.06,,,,37.92,,,,,19.577778,16.7,24.266667,11.4935,,16.055556,81.524824
US_VA_51610,2021-06-13,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,429,8,4,798,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-20,,,,9.46,16.56,8.04,,,17.51,,8.04,9.94,,,,,8.04,22.24,,9.94,,,37.85,,9.94,10.88,,21.638889,16.883333,26.494444,0.0,,17.469136,78.346149
US_VA_51610,2021-06-14,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,429,8,3,801,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-15,,-67,,7.67,14.95,10.91,5.66,,6.87,7.67,6.87,8.08,,8.48,,5.66,7.67,26.66,,9.69,,,33.93,,7.27,9.69,,23.866667,17.666667,30.583333,0.3556,,17.67284,68.960351
US_VA_51610,2021-06-15,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,429,8,2,803,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-7,,-64,,9.77,16.68,11.39,,6.51,14.65,8.54,,6.1,,,,,6.51,30.11,,15.05,,5.7,33.36,8.14,11.8,,,22.338889,17.272222,29.733333,14.57325,,15.574074,66.142453
US_VA_51610,2021-06-16,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,429,8,4,807,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-12,,-61,,10.41,13.33,10.41,6.25,8.33,8.75,6.66,6.25,12.49,,,,,,24.16,8.75,8.75,,8.75,43.31,,8.33,6.25,6.25,21.444444,16.511111,26.427778,0.0,,10.185185,49.468568
US_VA_51610,2021-06-17,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,430,8,1,808,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-11,,-65,8.71,14.11,12.03,6.22,6.22,,9.13,,,9.13,7.05,,5.81,,9.54,22.82,8.71,9.96,,,39.83,,7.47,5.81,,20.072222,12.655556,26.072222,0.0,,6.796296,43.054393
