location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OH_39161,2021-12-31,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,21,3,5098,112,0,11645,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-10,,-70,17,,5.57,8.64,6.69,3.9,3.9,,24.52,14.21,,5.29,,6.96,6.41,7.24,6.41,7.24,22.85,5.29,5.29,3.9,,,31.2,,6.13,6.13,,5.01,6.372222,1.455556,11.027778,0.084667,,5.144444,92.057704
US_OH_39161,2022-01-01,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,5098,112,0,11645,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-44,,-53,,6.37,8.59,13.85,5.54,,4.71,,25.48,12.74,3.88,5.26,,,7.2,,6.37,6.92,24.1,6.37,8.03,,7.75,5.26,36.56,6.37,4.16,6.09,,6.92,8.266667,2.705556,11.855556,1.995714,,7.25,93.499281
US_OH_39161,2022-01-02,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,12,0,5110,112,0,11645,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-18,,-24,,3.83,9.29,11.47,8.47,5.19,4.1,5.19,27.59,13.39,3.83,9.29,5.74,3.83,4.92,6.83,4.64,4.1,26.77,,4.1,,,6.83,40.71,,10.93,4.1,4.92,4.92,-1.75,-4.305556,3.85,3.084286,,-3.583333,87.538007
US_OH_39161,2022-01-03,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,17,0,5127,112,0,11645,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-1,,-23,8,4.0,,10.59,8.95,4.47,5.42,,24.48,12.71,5.18,4.94,4.24,5.18,6.12,3.77,5.18,7.3,26.6,3.3,5.65,8.24,,4.0,36.96,3.53,5.88,6.36,5.18,5.88,-5.038889,-8.438889,-0.622222,0.0762,,-9.194444,72.81648
US_OH_39161,2022-01-04,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,33,0,5160,112,48,11693,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-8,-17,-13,4,6.95,8.11,16.92,7.18,3.94,6.72,,25.73,13.68,5.79,8.58,5.79,6.03,7.65,,,8.81,27.58,5.56,8.34,,3.48,7.42,37.55,,8.81,5.79,8.11,3.25,-2.25,-6.988889,3.294444,0.0,,-5.938889,76.045676
US_OH_39161,2022-01-05,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,29,0,5189,112,13,11706,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-10,,-12,5,3.22,5.74,12.41,7.81,4.83,6.2,4.83,26.65,10.8,6.2,8.04,3.68,5.05,9.88,,6.2,9.65,29.87,6.89,4.83,5.74,7.12,6.2,37.91,,3.91,4.59,3.68,5.28,0.844444,-6.961111,3.644444,0.0,,-4.077778,69.804852
US_OH_39161,2022-01-06,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,20,0,5209,112,0,11706,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-9,,-13,5,5.11,6.03,15.08,9.75,5.11,,,22.04,10.67,3.48,8.59,3.48,7.19,6.5,6.5,4.41,4.41,31.33,9.28,9.05,4.64,4.18,5.11,32.95,5.11,4.41,8.12,3.25,3.48,-8.966667,-10.35,-6.766667,0.0,,-13.622222,69.151527
US_OH_39161,2022-01-07,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,43,3,5252,115,18,11724,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-14,-19,-13,6,,5.75,11.5,11.27,3.91,4.14,4.37,20.92,15.18,,8.74,3.22,5.98,4.6,6.44,,6.9,25.29,6.67,5.98,,,4.37,34.95,5.75,6.67,5.75,4.6,4.6,-10.105556,-13.427778,-6.155556,0.0,,-14.133333,72.469821
US_OH_39161,2022-01-08,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,10,0,5262,115,1,11725,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-9,,-15,,,5.91,8.44,6.47,4.22,8.16,4.22,22.5,12.66,,5.91,5.63,4.5,5.91,4.78,5.63,8.44,26.16,5.34,5.91,,6.19,5.34,34.32,,5.63,5.34,,,-5.955556,-11.994444,1.333333,0.0,,-11.905556,63.083144
US_OH_39161,2022-01-09,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,35,0,5297,115,23,11748,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-9,,-13,,7.27,7.27,9.42,8.35,5.12,7.81,,20.73,11.58,,7.27,5.65,4.31,9.42,4.04,5.12,4.31,24.23,4.85,12.12,,5.92,6.46,36.61,5.92,5.65,10.77,4.31,,2.044444,-6.511111,4.661111,3.374571,,-0.911111,80.96084
US_OH_39161,2022-01-10,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,34,0,5331,115,1,11749,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-6,,-15,5,5.16,6.73,14.81,10.32,7.41,5.83,3.37,20.87,8.53,3.59,8.53,4.49,4.26,7.63,,3.81,5.83,23.34,6.06,6.06,5.16,3.81,6.73,33.43,4.49,3.37,4.49,4.71,3.14,-6.666667,-9.466667,-3.855556,1.072444,,-12.144444,65.221078
US_OH_39161,2022-01-11,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,17,3,5348,118,5,11754,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-7,-15,-14,5,5.43,5.66,13.58,8.82,,6.56,5.21,21.95,14.48,6.79,8.15,4.98,5.43,5.66,6.79,4.75,7.92,31.91,7.69,9.96,6.34,4.75,9.5,39.37,4.3,10.63,4.3,5.88,4.98,-7.194444,-11.027778,-1.527778,0.03175,,-13.25,62.137319
US_OH_39161,2022-01-12,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,32,0,5380,118,10,11764,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-5,,-12,5,4.57,6.39,10.73,6.39,3.65,4.57,4.79,22.14,13.47,,6.16,4.34,3.65,9.59,4.79,5.25,10.27,27.85,10.27,7.3,4.11,7.76,5.02,39.03,,6.62,3.88,5.71,3.88,1.25,-3.105556,5.661111,0.0,,-5.511111,61.047063
US_OH_39161,2022-01-13,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,57,0,5437,118,3,11767,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-8,,-13,5,4.84,8.3,15.91,5.53,4.38,4.15,5.3,23.29,9.22,3.46,11.99,,6.92,8.3,4.84,5.99,8.53,34.12,7.61,7.15,,4.61,5.99,36.89,6.46,6.92,5.76,5.3,6.92,1.716667,-1.911111,5.761111,0.0,,-1.577778,78.910223
US_OH_39161,2022-01-14,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,108,2,5545,120,11,11778,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-11,-23,-15,6,3.4,,11.11,7.48,5.67,5.21,3.4,22.89,14.28,4.53,6.35,5.44,4.53,7.25,,3.85,6.8,26.74,4.99,4.53,4.53,,3.4,32.18,,4.99,4.31,3.85,4.99,0.2,-1.972222,3.433333,0.0,,-1.938889,85.775048
US_OH_39161,2022-01-15,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,155,0,5700,120,0,11778,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-11,,-1,,4.54,6.53,13.07,10.22,,5.11,3.98,24.14,12.5,5.11,8.24,,6.53,8.24,,5.68,6.53,27.55,3.98,7.67,4.26,,,36.07,7.38,8.24,7.95,5.96,4.54,-5.666667,-8.209877,0.179012,0.0,,-10.222222,70.389872
US_OH_39161,2022-01-16,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,23,0,5723,120,1,11779,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-12,,-21,,5.79,5.79,13.24,5.79,3.86,5.79,,27.86,13.52,5.52,9.66,4.41,,4.97,6.34,,6.62,27.59,9.1,8.0,,4.14,5.52,37.8,7.45,8.55,4.97,,4.14,-6.016667,-10.788889,1.416667,0.0,,-10.738889,69.422852
US_OH_39161,2022-01-17,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,56,0,5779,120,0,11779,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-20,,-31,11,4.67,6.74,12.18,6.22,4.15,9.07,6.22,20.21,9.59,3.89,8.55,7.0,5.18,11.92,6.74,,6.74,25.66,8.29,9.07,6.22,3.63,,43.54,5.18,6.22,4.67,7.52,,-3.083333,-8.205556,0.338889,0.0,,-6.411111,78.153494
US_OH_39161,2022-01-18,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,45,1,5824,121,23,11802,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-9,-11,-15,5,3.91,5.06,11.51,5.75,5.29,6.44,5.29,25.55,8.29,5.98,7.83,3.45,6.44,12.2,4.14,4.14,9.67,22.79,3.68,7.13,3.91,4.6,5.52,40.28,5.52,6.9,5.29,5.52,3.91,-1.594444,-4.55,2.522222,0.0254,,-5.877778,72.867226
US_OH_39161,2022-01-19,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,53,0,5877,121,17,11819,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-7,,-15,4,6.41,4.12,13.96,6.87,3.21,,,16.48,7.1,6.41,9.39,5.49,5.04,10.53,3.43,5.49,7.55,24.95,6.41,8.24,6.41,6.64,5.49,40.52,5.72,6.18,4.12,3.21,6.18,2.8,-3.366667,6.305556,0.0,,-2.138889,70.161755
US_OH_39161,2022-01-20,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,46,0,5923,121,10,11829,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-7,,-12,5,5.22,,9.31,7.95,4.09,3.41,4.54,17.03,11.81,4.09,9.54,6.58,6.58,7.49,3.86,5.0,6.36,24.52,,7.04,3.41,5.0,3.86,34.28,3.18,8.86,5.22,3.63,4.31,-6.316667,-9.605556,-3.416667,0.0,,-12.261111,62.977616
US_OH_39161,2022-01-21,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,53,0,5976,121,11,11840,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-11,-23,-12,5,4.55,7.06,11.84,6.6,3.64,4.33,,18.89,9.33,4.55,10.02,4.33,5.24,6.6,5.92,3.42,7.28,26.18,5.24,6.37,,3.87,3.42,33.01,,4.78,5.24,5.01,3.64,-7.911111,-11.772222,-4.183333,0.0,,-14.338889,60.045728
US_OH_39161,2022-01-22,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,49,0,6025,121,55,11895,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-10,,2,,,9.04,10.73,4.52,,7.34,,22.88,7.63,,14.97,,4.52,6.21,5.08,7.06,5.65,18.93,4.24,4.24,,4.24,5.37,36.72,,4.52,5.37,6.78,,-7.845679,-12.790123,-1.277778,0.0,,-13.364198,64.736634
US_OH_39161,2022-01-23,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,14,0,6039,121,11,11906,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-21,,-13,,5.76,5.21,10.14,6.3,,4.11,3.84,18.64,9.59,,10.69,6.03,5.21,5.21,,4.93,9.59,22.2,3.84,6.03,5.76,5.21,3.84,34.26,,8.22,,3.84,5.21,-3.738889,-10.122222,-1.105556,0.217714,78.74,-8.261111,71.012155
US_OH_39161,2022-01-24,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,26,0,6065,121,5,11911,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-14,,-13,5,4.19,7.06,13.45,7.5,5.96,8.16,,16.1,9.04,5.07,8.16,5.73,4.85,7.72,5.51,5.07,5.51,21.39,7.72,7.72,4.63,5.07,5.51,37.27,4.19,6.18,4.41,,3.75,-7.166667,-15.338889,-0.544444,1.233714,78.74,-9.977778,80.527208
US_OH_39161,2022-01-25,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,22,3,6087,124,7,11918,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-9,-17,-11,4,8.03,5.13,14.73,8.7,4.46,6.25,5.58,17.18,9.82,3.35,8.26,4.91,5.13,9.82,,3.79,7.37,27.67,4.91,4.91,5.36,4.69,,37.05,4.02,6.92,4.69,,4.24,-6.388889,-13.955556,-1.066667,0.653143,78.74,-9.711111,77.496421
US_OH_39161,2022-01-26,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,58,0,6145,124,7,11925,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-14,,-12,6,6.46,6.92,11.3,6.23,6.23,5.54,,14.54,10.38,,6.69,4.84,5.77,5.54,4.38,3.69,8.07,24.69,8.31,,,5.31,3.69,33.22,,6.23,3.69,,3.69,-14.744444,-20.133333,-6.733333,0.0,78.74,-19.088889,69.626371
US_OH_39161,2022-01-27,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,54,0,6199,124,4,11929,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-8,,-12,4,4.04,3.81,13.24,5.39,,6.51,,13.24,7.18,4.71,12.57,4.71,4.49,3.59,7.86,,5.83,24.24,5.39,4.26,6.73,,3.37,35.01,4.04,4.26,,6.28,3.81,-9.5,-19.17284,-1.111111,0.0,78.74,-13.962963,70.170827
US_OH_39161,2022-01-28,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,35,2,6234,126,3,11932,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-11,-23,-12,5,4.34,3.89,12.12,8.46,,3.43,6.4,15.55,9.83,,8.46,4.57,,4.57,6.17,3.66,6.86,20.8,6.63,6.17,,,3.43,34.52,,7.54,4.34,5.26,7.09,-5.188889,-12.083333,-1.266667,0.0,50.8,-8.944444,75.13478
US_OH_39161,2022-01-29,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,26,0,6260,126,27,11959,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-8,,-7,,4.2,4.48,7.56,5.04,,5.04,4.48,12.05,8.68,,9.24,,4.76,5.6,,3.92,5.04,22.69,5.88,8.4,,,5.88,31.94,,7.28,4.2,4.76,4.2,-13.361111,-20.672222,-4.944444,0.0,50.8,-17.277778,72.465941
US_OH_39161,2022-01-30,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,24,0,6284,126,9,11968,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,5,,-9,,4.28,6.42,8.3,8.03,3.75,4.82,,15.26,9.1,,5.62,,4.82,5.89,,5.35,7.23,23.83,4.55,5.09,,4.02,,32.66,3.75,11.24,6.69,,,-6.753086,-10.580247,-1.759259,0.0,30.48,-11.728395,67.823297
US_OH_39161,2022-01-31,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,12,0,6296,126,0,11968,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,6,,-18,4,5.19,6.67,10.13,8.4,5.19,4.45,3.96,12.85,6.92,7.17,4.2,3.96,3.71,5.44,,,8.16,21.5,4.94,6.18,5.44,3.46,4.94,33.62,5.19,12.85,5.44,4.94,5.19,-6.466667,-12.655556,0.033333,0.0,30.48,-10.827778,71.575972
US_OH_39161,2022-02-01,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,21,1,6317,127,10,11978,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,22,40,-9,0,5.92,6.17,6.17,10.11,,5.42,4.19,12.58,8.88,4.93,4.19,,4.68,6.66,4.93,,6.9,16.77,3.94,5.67,3.94,,,29.59,4.93,6.41,3.45,,4.68,1.616667,-5.3,10.538889,0.0,,-4.677778,63.209318
US_OH_39161,2022-02-02,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,35,0,6352,127,10,11988,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-17,,-26,11,5.43,4.25,8.97,6.38,3.31,5.9,4.96,7.79,5.2,,9.68,,3.78,,6.38,6.38,6.61,20.31,4.72,3.78,4.49,4.49,6.38,31.88,,5.67,3.54,6.14,,4.644444,-2.05,9.35,0.145143,78.74,1.327778,79.682389
US_OH_39161,2022-02-03,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,11,0,6363,127,0,11988,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-70,,-73,32,4.5,6.01,7.76,4.75,5.25,5.5,4.25,11.01,5.25,4.0,6.76,,,,,4.5,6.26,15.52,5.76,,4.5,6.51,,31.03,,,,4.25,3.5,-4.183333,-6.538889,0.355556,9.071429,231.14,-5.994444,87.395434
US_OH_39161,2022-02-04,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,22,1,6385,128,18,12006,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-32,-34,-47,22,6.7,9.53,7.47,11.33,4.38,6.18,5.67,12.1,6.7,,5.67,3.6,5.15,4.89,,,9.53,21.63,,6.95,,4.12,6.18,35.28,3.86,4.38,6.44,,4.12,-8.533333,-11.761111,-4.472222,1.04775,231.14,-11.877778,76.993335
US_OH_39161,2022-02-05,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,10,0,6395,128,1,12007,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-10,,13,,6.08,6.95,10.14,8.98,,4.63,5.79,11.58,6.66,8.11,9.85,,5.5,,5.21,5.21,7.24,25.2,6.37,5.79,,,5.21,37.36,4.63,5.79,4.92,,4.63,-9.872222,-13.538889,-6.488889,0.036286,200.66,-13.261111,76.373694
US_OH_39161,2022-02-06,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,5,0,6400,128,7,12014,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-5,,-6,,5.25,5.25,10.49,8.01,6.07,7.73,6.35,14.08,7.73,,9.39,5.52,5.52,,,4.97,5.25,17.39,4.97,8.28,4.42,,6.35,35.34,,9.94,7.45,,5.25,-6.066667,-11.633333,0.472222,0.0,149.86,-10.827778,69.33604
US_OH_39161,2022-02-07,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,14,0,6414,128,7,12021,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-1,,-10,2,4.22,5.1,8.65,8.88,3.55,4.0,5.77,8.43,,6.88,8.43,6.44,4.22,,3.77,,6.44,20.2,4.66,4.88,4.22,,,31.51,,4.44,5.77,9.54,3.33,-4.12963,-8.685185,-0.864198,0.0,129.54,-7.808642,75.700527
US_OH_39161,2022-02-08,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,8,2,6422,130,3,12024,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-3,-17,-8,1,4.8,6.85,7.31,10.73,5.25,4.57,4.8,12.79,6.85,5.25,10.73,7.31,6.85,3.88,3.43,3.2,6.17,22.61,8.22,9.36,5.25,4.34,7.99,40.43,7.31,8.68,6.39,5.48,5.25,-6.6,-12.477778,0.033333,0.0,129.54,-10.305556,75.17505
US_OH_39161,2022-02-09,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,19,0,6441,130,7,12031,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,2,,-10,2,4.02,4.96,9.21,10.16,6.14,5.2,8.27,11.34,4.25,7.09,8.03,5.67,6.14,3.78,5.2,4.25,7.8,16.54,6.62,5.91,7.32,5.91,5.2,37.09,,4.02,5.67,7.56,3.54,2.905556,-2.494444,5.605556,0.0,78.74,-2.211111,69.389208
US_OH_39161,2022-02-10,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,14,0,6455,130,4,12035,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,3,,-8,2,4.77,,10.45,14.09,,6.13,,10.45,5.0,8.41,8.18,4.54,4.54,3.86,,5.22,9.77,20.22,6.13,5.45,7.72,4.77,4.09,37.94,,4.77,6.36,5.22,4.09,1.154321,-0.87037,4.104938,0.0,50.8,-2.537037,76.638593
US_OH_39161,2022-02-11,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,4,0,6459,130,8,12043,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-4,,-7,2,3.74,4.68,11.0,8.19,5.85,4.91,,9.12,,4.21,8.89,4.45,4.91,,3.74,3.28,7.25,18.48,7.25,3.98,,3.51,4.45,29.01,,4.21,5.38,3.74,,1.444444,-2.477778,4.788889,0.0,30.48,-2.333333,76.285392
US_OH_39161,2022-02-12,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,7,0,6466,130,7,12050,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-1,,-2,,4.59,6.3,12.9,5.16,6.88,6.59,4.87,10.61,7.45,5.16,5.73,4.3,5.16,6.02,4.01,4.87,,21.21,,,5.45,4.87,4.3,39.84,4.87,4.3,8.03,,,-1.577778,-5.383333,3.672222,2.394857,30.48,-5.127778,76.935466
