location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19023,2020-01-11,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,11.22,12.72,23.94,32.16,-8.494444,-11.627778,-5.133333,0.145143,30.48,-12.338889,73.943853
US_IA_19023,2020-01-12,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,11.72,27.09,31.49,-8.183333,-12.883333,-3.016667,0.0,40.64,-10.861111,81.181907
US_IA_19023,2020-01-13,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,10.87,24.45,38.03,-3.222222,-5.005556,-1.433333,1.143,40.64,-4.483333,91.205566
US_IA_19023,2020-01-14,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,20.18,26.45,38.28,-1.305556,-7.333333,1.377778,0.762,99.06,-2.516667,91.593034
US_IA_19023,2020-01-15,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,15.58,22.35,38.6,-7.744444,-13.883333,-3.116667,0.0,114.3,-8.916667,91.437105
US_IA_19023,2020-01-16,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,10.99,15.11,28.16,32.97,-17.683333,-21.75,-10.716667,0.0254,114.3,-21.627778,71.46847
US_IA_19023,2020-01-17,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,,30.75,27.0,-11.983333,-18.116667,-4.527778,0.0,114.3,-14.894444,79.056267
US_IA_19023,2020-01-18,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,11.13,17.8,22.25,31.89,-6.261111,-17.438889,-0.944444,2.2352,114.3,-7.783333,89.075403
US_IA_19023,2020-01-19,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,15.45,21.34,36.05,-17.338889,-19.383333,-14.166667,0.2032,205.74,-20.577778,76.032822
US_IA_19023,2020-01-20,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,24.75,21.66,44.09,-13.944444,-15.827778,-10.422222,0.0508,190.5,-16.394444,81.903297
US_IA_19023,2020-01-21,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,23.02,25.18,49.65,-16.15,-21.966667,-8.766667,0.127,190.5,-18.246914,84.132486
US_IA_19023,2020-01-22,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,13.54,17.6,27.75,39.94,-3.266667,-9.172222,0.266667,0.042333,190.5,-4.872222,88.875399
US_IA_19023,2020-01-23,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,14.94,21.73,27.84,38.71,-0.55,-1.45679,0.487654,1.6764,190.5,-1.049383,95.829579
US_IA_19023,2020-01-24,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,17.09,43.09,37.14,-0.527778,-1.283333,0.216667,0.423333,215.9,-1.255556,94.981931
US_IA_19023,2020-01-25,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,21.46,20.6,45.49,-1.033333,-1.977778,0.216667,0.326571,215.9,-2.466667,90.183852
US_IA_19023,2020-01-26,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,25.41,34.85,39.94,-2.888889,-5.022222,-0.866667,0.0,240.03,-4.351852,89.613764
US_IA_19023,2020-01-27,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,23.46,51.47,46.17,-2.466667,-4.294444,-1.433333,0.056444,231.14,-3.144444,95.22644
US_IA_19023,2020-01-28,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,18.05,34.59,42.11,-6.461111,-8.116667,-3.8,0.0,215.9,-7.35,93.577709
US_IA_19023,2020-01-29,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,23.59,46.42,36.53,-7.0,-8.45,-4.35,0.0,200.66,-8.116667,91.926721
US_IA_19023,2020-01-30,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,15.28,26.91,53.83,42.19,-5.577778,-8.344444,-2.338889,0.1524,200.66,-7.011111,89.884448
US_IA_19023,2020-01-31,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,33.17,38.22,36.05,-2.266667,-4.561111,0.438889,0.0,200.66,-3.3,92.803485
US_IA_19023,2020-02-01,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,27.97,34.55,48.54,0.416667,-1.772222,2.138889,0.762,200.66,-0.766667,91.93701
US_IA_19023,2020-02-02,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,12.27,21.48,31.45,41.42,3.661111,0.977778,6.8,0.0,215.9,0.072222,77.762534
US_IA_19023,2020-02-03,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,24.51,34.6,52.63,-0.822222,-5.055556,3.188889,0.0,190.5,-2.577778,88.048947
US_IA_19023,2020-02-04,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,29.53,26.57,46.5,-3.955556,-7.205556,0.283333,0.0,139.7,-9.311111,66.584941
US_IA_19023,2020-02-05,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,11.1,28.85,34.03,42.17,-7.388889,-10.883333,-2.711111,0.0,139.7,-12.127778,69.11573
US_IA_19023,2020-02-06,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,17.65,23.02,39.9,-7.838889,-14.322222,-1.188889,0.0,139.7,-12.516667,69.404027
US_IA_19023,2020-02-07,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,26.4,34.7,47.53,-5.011111,-8.238889,-2.088889,0.0,139.7,-8.505556,76.721229
US_IA_19023,2020-02-08,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,,34.14,43.89,-10.561111,-18.161111,-4.366667,0.3048,139.7,-13.677778,78.078323
US_IA_19023,2020-02-09,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,18.76,26.7,24.54,-4.377778,-11.761111,0.716667,0.211667,149.86,-6.727778,83.876231
US_IA_19023,2020-02-10,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,12.84,26.4,32.82,45.66,-9.072222,-16.261111,-0.938889,0.15875,175.26,-10.95679,85.265338
US_IA_19023,2020-02-11,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,10.64,19.86,36.89,36.89,-5.683333,-11.05,-1.238889,0.0,154.94,-8.005556,83.971747
US_IA_19023,2020-02-12,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,11.98,26.08,44.41,34.54,-3.455556,-9.094444,1.605556,0.0,154.94,-6.566667,79.422957
US_IA_19023,2020-02-13,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,17.08,28.69,32.11,-17.061111,-22.3,-5.401235,0.6604,139.7,-20.7,73.467442
US_IA_19023,2020-02-14,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,17.45,26.97,33.32,-19.538889,-25.638889,-10.072222,0.0,165.1,-23.883333,68.567474
US_IA_19023,2020-02-15,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,11,,12.48,20.8,29.96,29.96,-5.088889,-11.655556,2.294444,0.0,165.1,-8.988889,74.312068
US_IA_19023,2020-02-16,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,0,,,19.24,30.01,35.39,-3.588889,-8.761111,1.744444,0.0,165.1,-5.122222,89.353094
US_IA_19023,2020-02-17,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,-10,-2,,22.12,26.81,34.18,-0.311111,-2.922222,1.416667,1.27,139.7,-1.622222,90.969615
US_IA_19023,2020-02-18,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,-4,0,10.39,22.87,31.18,36.03,-3.333333,-7.677778,0.933333,3.701143,139.7,-5.277778,86.621981
US_IA_19023,2020-02-19,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,-5,4,11.99,25.39,31.03,30.33,-10.977778,-13.655556,-5.472222,0.0,149.86,-15.216667,71.11654
US_IA_19023,2020-02-20,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,4,2,,13.44,35.37,33.25,-15.388889,-21.094444,-9.183333,0.0,149.86,-19.777778,69.422954
US_IA_19023,2020-02-21,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,-5,0,,22.78,36.31,36.31,-7.027778,-14.722222,3.361111,0.0,149.86,-11.438889,71.167046
US_IA_19023,2020-02-22,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,5,,,,22.64,36.98,0.316667,-4.244444,5.755556,0.0,149.86,-3.516667,76.105373
US_IA_19023,2020-02-23,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,11.34,14.36,27.96,27.96,2.611111,-3.305556,8.75,0.0,139.7,-0.805556,78.649047
US_IA_19023,2020-02-24,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,4,3,,28.0,33.75,53.14,-0.077778,-3.722222,4.027778,0.0,124.46,-2.338889,85.048167
US_IA_19023,2020-02-25,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,-10,5,,29.57,53.38,42.56,0.144444,-1.922222,1.827778,0.0,104.14,-3.722222,75.436478
US_IA_19023,2020-02-26,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,-2,2,13.98,34.58,47.08,33.1,-2.727778,-6.116667,0.338889,0.0,88.9,-6.377778,76.259898
US_IA_19023,2020-02-27,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,0,4,,30.41,38.58,36.35,-4.572222,-7.088889,-1.966667,0.0,88.9,-8.011111,77.347063
US_IA_19023,2020-02-28,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,8,5,,28.91,46.09,36.72,-4.516667,-6.183333,-2.422222,0.0,74.93,-7.372222,80.690613
US_IA_19023,2020-02-29,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,7,,,28.41,47.88,39.77,-4.694444,-11.272222,6.127778,0.0,74.93,-7.177778,83.186763
US_IA_19023,2020-03-01,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,13.74,12.93,42.04,50.93,4.411111,1.016667,9.755556,0.0,74.93,0.511111,76.307177
US_IA_19023,2020-03-02,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,-6,4,,14.91,44.73,44.02,0.716667,-0.894444,5.166667,0.0,64.77,-1.827778,83.375281
US_IA_19023,2020-03-03,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,0,1,11.94,27.39,39.33,37.22,2.411111,-1.1,8.144444,0.0,78.74,-1.0,78.568718
US_IA_19023,2020-03-04,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,-5,1,,25.09,38.72,39.43,2.944444,-1.85,8.861111,0.6985,78.74,-0.638889,77.534644
US_IA_19023,2020-03-05,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,6,0,15.1,21.58,54.66,36.68,4.044444,1.116667,7.055556,0.1905,50.8,-0.15,74.575689
US_IA_19023,2020-03-06,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,,,,,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,7,5,,13.35,55.41,37.39,0.944444,-3.283333,6.111111,0.0254,30.48,-4.361111,68.166291
