location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AK_02220,2021-05-20,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,349,0,4,4795,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,16.92,36.66,9.377778,5.488889,13.827778,0.0,,4.577778,72.694866
US_AK_02220,2021-05-21,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,2,0,351,0,0,4795,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,18.01,32.22,9.366667,6.661111,12.755556,0.5842,,5.633333,76.231467
US_AK_02220,2021-05-22,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,351,0,27,4822,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,,34.6,8.433333,7.383333,9.916667,3.048,,6.988889,90.276205
US_AK_02220,2021-05-23,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,351,0,15,4837,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,18.52,22.64,7.788889,6.188889,10.622222,4.4704,,5.811111,87.231937
US_AK_02220,2021-05-24,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,1,0,352,0,0,4837,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,,34.03,7.777778,4.25,11.65,0.8382,,4.6,82.345182
US_AK_02220,2021-05-25,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,352,0,0,4837,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,20.28,40.55,8.294444,5.305556,11.794444,1.4478,,5.477778,81.589505
US_AK_02220,2021-05-26,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,3,0,355,0,4,4841,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,25.35,36.08,8.394444,6.227778,11.711111,0.9652,,5.822222,83.714684
US_AK_02220,2021-05-27,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,2,0,357,0,1,4842,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,19.43,34.0,8.455556,5.066667,11.2,0.3556,,4.811111,78.090848
US_AK_02220,2021-05-28,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,357,0,16,4858,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,17.37,37.63,8.588889,5.95,10.933333,0.0,,5.344444,79.187173
US_AK_02220,2021-05-29,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,357,0,1,4859,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,27.04,29.3,8.977778,7.272222,12.427778,2.3876,,6.011111,81.193149
US_AK_02220,2021-05-30,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,357,0,6,4865,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,23.38,40.66,10.166667,8.038889,12.816667,0.9906,,7.0,80.078705
US_AK_02220,2021-05-31,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,357,0,0,4865,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,17.81,37.4,11.166667,9.427778,12.944444,3.6322,,9.733333,90.775927
US_AK_02220,2021-06-01,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,357,0,0,4865,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,18.99,33.46,11.061111,9.477778,13.238889,9.5758,,9.966667,91.761009
US_AK_02220,2021-06-02,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,1,0,358,0,0,4865,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,23.41,35.12,10.772222,9.4,12.727778,3.429,,9.844444,92.240308
US_AK_02220,2021-06-03,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,358,0,1,4866,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,26.94,35.63,9.355556,8.022222,11.588889,2.7178,,7.7,89.511945
US_AK_02220,2021-06-04,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,358,0,1,4867,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,19.61,35.66,9.127778,7.761111,11.344444,3.8862,,6.922222,85.376194
US_AK_02220,2021-06-05,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,358,0,1,4868,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,23.56,40.7,9.722222,7.966667,12.855556,1.1938,,8.033333,89.143234
US_AK_02220,2021-06-06,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,358,0,101,4969,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,,39.63,10.011111,7.866667,12.911111,0.9652,,7.788889,86.628291
US_AK_02220,2021-06-07,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,1,0,359,0,5,4974,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,17.4,34.8,10.911111,8.4,14.861111,0.3302,,7.755556,81.224596
US_AK_02220,2021-06-08,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,359,0,0,4974,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,23.57,22.59,11.666667,6.716667,16.677778,0.0,,7.055556,72.705538
US_AK_02220,2021-06-09,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,359,0,0,4974,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,23.11,30.22,12.138889,7.138889,17.938889,0.0,,7.566667,73.009679
US_AK_02220,2021-06-10,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,359,0,7,4981,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,14.32,28.65,11.3,8.388889,14.833333,0.5588,,8.455556,80.514317
US_AK_02220,2021-06-11,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,1,1,360,1,4,4985,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,20.93,34.59,11.527778,9.438889,14.888889,0.1016,,8.388889,80.619062
US_AK_02220,2021-06-12,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,360,1,47,5032,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,17.59,39.33,11.927778,7.972222,16.205556,0.254,,8.388889,77.886049
US_AK_02220,2021-06-13,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,360,1,5,5037,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,16.3,29.54,13.038889,8.216667,17.944444,0.0,,8.355556,73.388371
US_AK_02220,2021-06-14,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,1,0,361,1,24,5061,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,,33.47,14.361111,9.65,18.65,0.0508,,8.655556,68.042396
US_AK_02220,2021-06-15,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,361,1,1,5062,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,23.27,33.25,13.488889,10.911111,18.411111,0.5842,,10.333333,80.032182
US_AK_02220,2021-06-16,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,361,1,0,5062,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,19.24,42.85,12.25,10.116667,15.35,3.7084,,8.966667,79.753991
US_AK_02220,2021-06-17,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,361,1,0,5062,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,18.66,24.88,13.177778,9.816667,17.722222,0.0254,,8.422222,72.147111
US_AK_02220,2021-06-18,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,361,1,37,5099,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,30.33,34.79,12.888889,9.916667,16.977778,0.4826,,9.244444,76.444315
US_AK_02220,2021-06-19,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,361,1,13,5112,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,,37.89,12.983333,8.8,18.888889,0.4572,,8.733333,75.120567
US_AK_02220,2021-06-20,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,361,1,13,5125,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,21.78,34.09,15.044444,10.655556,20.011111,0.5588,,10.111111,72.425914
US_AK_02220,2021-06-21,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,2,0,363,1,0,5125,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,,34.15,12.216667,10.883333,14.038889,6.731,,10.855556,90.345117
US_AK_02220,2021-06-22,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,363,1,2,5127,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,24.78,44.6,11.333333,9.494444,13.927778,0.7366,,8.488889,81.721829
US_AK_02220,2021-06-23,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,363,1,1,5128,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,23.97,27.06,12.111111,10.094444,14.433333,0.2286,,9.144444,81.008362
US_AK_02220,2021-06-24,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,363,1,0,5128,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,18.12,34.73,13.311111,11.227778,15.022222,8.8138,,12.1,91.841042
US_AK_02220,2021-06-25,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,363,1,11,5139,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,19.04,28.55,12.8,11.822222,15.022222,10.5156,,12.111111,93.904068
US_AK_02220,2021-06-26,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,363,1,28,5167,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,19.23,33.87,13.377778,11.588889,17.483333,0.2286,,12.444444,92.095783
US_AK_02220,2021-06-27,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,363,1,12,5179,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,16.75,39.4,15.733333,11.461111,22.561111,0.0254,,12.933333,83.182118
US_AK_02220,2021-06-28,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,2,0,365,1,1,5180,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,21.93,43.85,17.577778,11.794444,23.561111,0.0,,12.755556,71.525076
US_AK_02220,2021-06-29,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,365,1,5,5185,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,18.94,41.17,16.688889,11.827778,23.327778,0.0,,11.633333,70.000405
US_AK_02220,2021-06-30,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,1,0,366,1,0,5185,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,25.3,30.84,13.533333,10.416667,18.438889,0.0,,9.311111,75.081894
US_AK_02220,2021-07-01,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,366,1,1,5186,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,22.3,33.04,13.1,10.766667,16.272222,0.762,,9.644444,78.418524
US_AK_02220,2021-07-02,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,6,0,372,1,31,5217,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,20.58,33.99,12.95,11.005556,16.088889,0.0,,9.588889,78.474543
US_AK_02220,2021-07-03,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,372,1,2,5219,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,14.11,32.92,13.411111,10.938889,17.438889,0.0,,9.1,74.955736
US_AK_02220,2021-07-04,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,372,1,13,5232,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,26.37,26.37,14.011111,11.438889,17.627778,0.0,,9.888889,74.559388
US_AK_02220,2021-07-05,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,372,1,0,5232,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,,27.22,13.771605,11.012346,17.91358,0.0,,9.680556,75.747159
US_AK_02220,2021-07-06,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,372,1,0,5232,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,14.81,38.19,13.771605,10.839506,18.364198,0.0,,9.777778,76.341241
US_AK_02220,2021-07-07,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,5,0,377,1,3,5235,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,22.01,29.35,13.5,10.883333,16.427778,0.0,,9.644444,75.484797
US_AK_02220,2021-07-08,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,377,1,1,5236,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,19.73,28.42,13.033333,11.105556,15.616667,0.0254,,9.777778,78.626683
US_AK_02220,2021-07-09,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,14,0,391,1,0,5236,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,20.62,35.47,13.138889,11.655556,15.716667,0.889,,10.977778,85.339959
US_AK_02220,2021-07-10,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,391,1,14,5250,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,23.3,35.78,12.811111,10.672222,15.572222,0.4572,,8.911111,74.983734
US_AK_02220,2021-07-11,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,391,1,18,5268,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,13.84,31.14,12.683333,9.838889,15.644444,0.0508,,9.188889,79.949365
US_AK_02220,2021-07-12,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,11,0,402,1,1,5269,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,21.14,25.51,13.255556,11.122222,15.516667,0.4318,,10.411111,81.766836
US_AK_02220,2021-07-13,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,402,1,0,5269,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,18.4,33.73,12.994444,11.616667,15.172222,1.8034,,11.688889,90.14473
US_AK_02220,2021-07-14,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,29,0,431,1,0,5269,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,27.8,44.78,12.322222,10.688889,15.155556,1.4478,,10.011111,85.146921
US_AK_02220,2021-07-15,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,431,1,6,5275,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,24.38,34.29,12.05,8.983333,15.211111,1.778,,9.555556,84.971928
US_AK_02220,2021-07-16,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,39,0,470,1,19,5294,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,20.23,40.47,13.272222,10.088889,16.105556,1.651,,11.3,86.86985
US_AK_02220,2021-07-17,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,470,1,1,5295,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,17.39,38.93,14.077778,11.444444,17.527778,0.508,,11.444444,84.048722
US_AK_02220,2021-07-18,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,470,1,12,5307,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,29.39,28.57,14.733333,12.177778,17.983333,1.3462,,12.122222,84.043982
US_AK_02220,2021-07-19,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,36,0,506,1,7,5314,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,14.07,38.07,14.611111,11.65,19.372222,0.4064,,12.122222,86.013151
US_AK_02220,2021-07-20,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,506,1,0,5314,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,25.91,29.15,15.283333,11.322222,20.5,0.0,,11.355556,76.605621
US_AK_02220,2021-07-21,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,69,0,575,1,0,5314,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,17.44,25.02,14.05,11.433333,19.555556,0.0,,10.677778,78.295347
US_AK_02220,2021-07-22,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,575,1,9,5323,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,35.97,21.43,13.627778,11.977778,15.377778,0.0254,,10.755556,81.739033
US_AK_02220,2021-07-23,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,65,0,640,1,17,5340,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,25.88,27.36,13.755556,12.194444,15.677778,0.4572,,10.677778,79.587506
US_AK_02220,2021-07-24,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,640,1,10,5350,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,23.84,28.77,13.022222,11.9,14.944444,2.2352,,11.811111,90.99028
US_AK_02220,2021-07-25,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,640,1,0,5350,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,31.56,39.87,12.527778,10.866667,15.177778,1.524,,10.866667,89.581863
US_AK_02220,2021-07-26,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,41,0,681,1,10,5360,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,27.84,22.93,12.605556,9.383333,16.922222,0.762,,10.2,85.542558
US_AK_02220,2021-07-27,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,0,0,681,1,0,5360,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,30.12,23.34,14.233333,10.716667,17.955556,0.1778,,10.988889,81.153473
US_AK_02220,2021-07-28,ChIJuWN1b4NmBFQRdBzIn0jaQSU,Q79804,geoId/02220,US,United States of America,AK,Alaska,02220,Sitka,US,USA,2,30,0,711,1,2,5362,8641,4405,4236,1003,1069,1111,1264,1104,1184,1099,527,280,2605309,57.053333,-135.334722,8,12461,79.0,26.42,34.97,14.338889,10.961111,18.811111,0.127,,11.388889,82.902876
