location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54079,2020-01-11,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,2.82,4.23,5.64,3.59,7.95,6.67,2.95,2.82,3.33,2.82,3.46,3.21,,2.18,13.47,2.82,7.82,1.79,4.62,1.79,7.57,3.08,,4.49,2.31,3.21,1.92,4.36,3.72,3.21,2.95,5.13,17.57,4.75,2.18,4.62,1.79,3.59,4.49,,4.36,24.75,1.92,3.46,7.31,,1.79,4.23,4.23,2.44,3.21,,3.21,,17.919753,10.981481,24.901235,1.989667,,10.154321,60.699359
US_WV_54079,2020-01-12,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,2.02,4.55,6.19,3.29,6.32,6.07,4.67,,2.53,5.18,4.17,2.65,,2.15,11.12,3.29,6.57,2.02,4.8,2.15,8.47,6.07,2.65,1.9,4.3,5.05,2.4,4.67,2.27,4.93,3.03,4.93,21.23,5.81,2.27,4.8,4.04,4.93,4.55,2.02,3.92,33.99,3.03,4.04,4.17,,,5.31,3.92,4.17,,4.17,2.78,,10.961111,6.255556,20.461111,10.922,,6.261111,72.947437
US_WV_54079,2020-01-13,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,2.97,4.28,7.73,2.26,9.52,8.92,4.52,1.78,2.85,5.35,3.57,4.64,,1.9,13.8,2.5,8.09,,3.09,2.5,8.68,4.16,2.02,1.78,5.59,4.76,,2.62,4.4,4.4,2.26,5.71,21.88,4.76,2.62,7.02,2.38,5.23,5.23,,4.64,35.44,2.26,4.16,9.16,1.9,,4.28,5.23,2.97,1.78,2.14,4.16,,5.432099,0.91358,14.666667,0.028222,,2.617284,83.030851
US_WV_54079,2020-01-14,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,2.31,3.4,7.77,4.01,9.11,7.77,4.37,1.82,4.37,5.22,3.04,4.13,,2.67,14.7,2.55,7.29,2.19,4.01,,8.99,4.86,2.19,2.43,4.5,4.5,2.67,2.43,4.62,4.86,1.94,8.26,22.96,5.95,4.74,6.8,3.16,5.59,4.98,3.28,3.89,34.74,,4.25,8.14,1.7,2.55,4.13,4.37,6.07,,2.79,3.64,1.94,8.574074,1.444444,14.049383,2.7432,,7.067901,90.341499
US_WV_54079,2020-01-15,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,2.2,3.66,6.96,2.44,7.45,8.05,4.88,2.56,2.2,3.91,4.64,2.81,,2.32,12.45,3.91,8.3,2.56,4.27,1.83,10.5,3.05,2.81,1.71,4.76,3.66,,3.29,2.2,5.0,3.05,7.93,23.19,5.86,3.05,6.1,2.69,4.03,5.86,3.54,5.37,30.76,2.81,4.39,5.98,,2.44,5.98,4.64,3.29,2.69,3.66,2.56,1.71,7.037037,2.351852,15.314815,0.889,,6.030864,93.484369
US_WV_54079,2020-01-16,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,2.13,3.63,7.39,3.0,9.89,6.38,6.76,2.88,3.5,4.38,4.13,3.63,,4.01,11.27,3.38,7.26,,3.76,1.75,10.52,3.13,2.75,2.5,5.51,3.76,,4.76,2.13,4.51,2.75,8.26,21.16,5.01,3.25,6.51,3.13,4.51,3.38,2.0,4.63,39.06,2.5,2.63,5.26,,1.75,4.26,5.76,3.38,3.25,2.25,3.76,2.38,8.833333,1.975309,15.345679,0.889,,2.808642,66.057907
US_WV_54079,2020-01-17,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,2.0,4.12,5.86,2.12,8.11,3.74,4.49,,3.37,3.62,2.25,2.12,,2.49,15.34,5.36,6.61,3.12,2.12,1.75,8.36,3.37,3.74,2.25,4.74,2.49,,3.99,3.62,3.49,1.87,7.23,22.32,5.36,2.37,5.61,2.12,4.49,3.74,2.12,4.49,30.68,1.75,3.87,5.86,2.0,3.62,3.99,5.11,4.86,2.12,2.87,2.49,1.75,-0.907407,-4.074074,2.234568,0.22225,,-8.290123,57.535099
US_WV_54079,2020-01-18,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,3.26,4.13,7.89,2.76,9.4,4.89,4.01,1.88,1.88,5.39,2.0,2.63,,2.26,12.53,4.13,6.77,2.38,3.38,3.26,8.02,2.51,2.51,,3.51,4.89,3.13,2.88,3.26,3.88,2.0,5.89,18.17,3.26,2.38,5.26,2.63,4.01,3.13,,4.39,32.46,1.88,2.38,6.14,2.38,,4.89,4.01,3.01,3.01,5.51,2.51,,4.17284,-2.58642,11.209877,1.481667,,-2.635802,62.365756
US_WV_54079,2020-01-19,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,3.38,4.13,7.01,3.63,9.14,7.26,5.39,,2.63,4.26,3.76,2.76,,2.38,11.02,5.13,5.39,2.63,4.88,2.25,8.02,3.76,1.88,2.13,5.01,4.38,,3.13,5.01,3.13,2.5,7.01,18.04,3.13,2.38,6.26,2.5,4.26,4.88,2.13,3.51,32.69,,3.88,5.64,2.0,2.63,5.39,4.38,3.26,,2.88,1.75,,1.32716,-5.388889,11.080247,7.366,,-3.561728,70.060322
US_WV_54079,2020-01-20,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,1.89,4.25,8.15,2.95,9.68,7.56,7.08,2.24,3.66,5.79,3.66,2.95,2.01,2.24,12.87,2.95,7.44,2.24,5.43,2.71,11.1,2.6,2.36,3.9,4.6,3.07,1.65,4.25,5.08,2.83,2.95,9.56,23.73,4.72,3.19,6.02,3.07,3.07,3.54,2.83,8.26,32.7,2.36,3.78,6.49,2.95,2.71,5.2,5.08,2.48,2.71,2.24,2.95,2.71,-6.425926,-8.271605,-2.617284,0.0508,,-10.728395,71.591243
US_WV_54079,2020-01-21,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,2.62,3.69,5.84,2.38,7.86,7.27,4.65,2.74,3.33,3.93,3.1,1.67,,2.5,15.96,3.45,7.03,2.38,5.84,,11.55,2.86,3.22,4.05,5.12,4.53,2.5,4.76,3.81,6.67,2.98,5.96,23.11,4.41,2.86,6.79,2.98,4.17,7.62,2.26,3.45,39.67,1.79,4.53,7.62,1.79,3.1,3.81,6.55,4.53,2.38,3.33,3.33,2.02,-4.975309,-8.246914,-0.759259,0.0,30.48,-9.487654,70.777367
US_WV_54079,2020-01-22,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,4.02,4.63,6.83,3.42,9.88,7.2,4.88,,4.88,5.49,3.9,2.44,,3.54,18.78,3.9,7.8,3.29,4.76,4.63,9.51,4.02,3.42,2.68,6.22,4.51,,3.66,3.9,7.93,2.93,6.71,28.78,5.61,4.27,8.41,2.93,2.68,8.66,2.56,5.49,38.17,2.81,5.73,7.2,2.68,2.44,5.12,5.61,4.63,3.05,,3.42,2.07,-4.425926,-11.018519,5.975309,0.0,30.48,-9.574074,67.549194
US_WV_54079,2020-01-23,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,,5.82,9.21,3.76,10.55,7.03,6.55,,3.64,5.09,3.76,2.42,,2.55,19.03,3.88,7.39,3.03,4.49,2.3,12.61,4.12,,3.15,5.33,5.09,2.18,4.49,5.58,4.97,3.27,8.85,26.67,6.42,3.52,6.18,2.55,5.7,4.73,3.39,5.21,34.43,,4.12,7.03,1.94,2.42,4.24,6.06,4.24,2.55,2.18,1.94,2.67,1.253086,-6.808642,8.888889,0.0,,-6.37037,58.691895
US_WV_54079,2020-01-24,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,,4.75,7.37,3.33,10.34,5.11,5.59,2.02,2.14,5.71,3.92,3.45,,2.26,20.57,3.45,6.89,2.62,4.4,2.97,9.27,3.09,,3.09,4.16,3.8,2.02,5.35,4.4,3.92,2.14,6.54,26.39,4.87,3.69,7.96,2.38,1.66,5.59,2.5,6.42,30.79,3.57,4.28,6.66,3.09,3.92,4.64,4.64,3.21,2.62,1.9,2.02,2.02,7.049383,-0.259259,11.117284,2.455333,,2.0,70.988967
US_WV_54079,2020-01-25,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,,2.41,7.86,3.93,9.38,4.82,5.45,,2.28,4.43,2.91,2.79,,3.8,17.1,3.17,5.83,2.66,3.17,1.77,7.73,3.67,2.28,2.53,3.55,4.43,,3.67,4.18,5.32,2.91,7.47,25.85,6.46,3.17,6.33,3.8,2.53,3.17,2.15,4.18,32.44,3.04,,4.43,2.03,1.9,4.31,3.67,3.04,2.28,,,,4.240741,2.376543,10.216049,12.869333,,2.475309,88.528564
US_WV_54079,2020-01-26,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,1.75,3.5,7.59,2.45,6.43,6.66,5.61,1.87,1.99,2.92,3.97,1.87,1.75,3.04,25.12,3.5,10.05,1.87,3.86,2.92,7.48,3.04,1.64,2.8,4.67,5.02,1.99,4.21,3.62,4.56,3.04,7.01,29.21,5.72,2.22,5.61,,3.39,4.67,1.64,4.91,32.72,,3.62,5.96,2.45,,6.78,3.62,3.5,2.8,3.74,2.69,,1.847222,0.326389,5.791667,0.8128,,-1.305556,80.032049
US_WV_54079,2020-01-27,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,2.21,3.37,5.35,2.79,9.19,9.3,6.51,2.21,3.49,4.77,4.42,4.07,,1.86,25.36,2.91,9.65,2.44,4.88,3.14,8.49,3.26,3.37,,5.47,6.28,3.02,4.19,3.72,2.44,3.37,7.79,33.38,7.79,2.33,6.4,2.44,4.3,2.44,3.49,6.75,36.29,1.75,3.95,5.0,2.09,2.79,3.84,6.05,4.77,1.98,3.49,2.67,,2.314815,-1.907407,5.654321,0.108857,,-0.351852,82.8846
US_WV_54079,2020-01-28,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,2.89,5.3,6.63,3.01,8.44,6.39,4.58,3.25,3.5,4.7,3.38,3.13,2.41,,27.73,3.86,9.76,1.93,5.54,2.17,10.97,4.46,2.17,2.77,4.7,5.06,,4.58,3.86,4.34,2.41,7.96,32.55,5.91,3.38,4.7,1.93,7.11,4.94,2.53,5.3,38.81,2.77,3.38,8.2,3.13,2.05,4.58,5.18,5.3,2.05,3.5,2.89,2.29,1.648148,-0.895062,5.209877,0.03175,,-1.395062,80.390137
US_WV_54079,2020-01-29,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,,4.22,6.03,1.81,9.05,6.52,5.91,3.26,2.78,5.43,4.34,3.02,,2.78,27.27,3.26,10.98,,3.74,,11.59,5.43,2.41,,4.46,7.72,3.14,3.38,2.65,4.34,1.93,9.17,35.84,6.03,4.71,4.95,1.93,3.98,3.5,1.69,4.95,35.48,2.05,3.98,9.17,3.26,2.9,5.07,5.07,4.1,,3.14,2.29,1.69,1.092593,0.141975,3.055556,0.03175,,-2.074074,79.652049
US_WV_54079,2020-01-30,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,,,,,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,,,,,,,4.55,8.13,3.59,9.09,8.97,5.62,2.39,4.07,3.95,3.23,3.11,2.15,4.07,31.94,1.68,11.6,2.75,5.26,1.68,9.33,2.99,1.91,,6.34,8.49,,3.35,1.79,4.43,2.87,7.66,31.94,4.91,3.23,6.22,2.63,5.98,5.38,2.15,5.38,33.98,2.75,5.38,6.46,,2.63,6.34,5.14,4.07,1.91,2.39,3.83,2.75,1.444444,-0.135802,4.358025,0.036286,,-2.537037,75.243071
