location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_LA_22099,2020-01-21,ChIJp_PFGWjzI4YRfmXetcGzu-Y,Q512868,geoId/22099,US,United States of America,LA,Louisiana,22099,St. Martin Parish,US,USA,2,,,,,,,54066,26589,27477,7425,7066,7272,6912,6423,7618,6223,3499,1628,1837807,30.13,-91.61,2115,75.463636,,,,,,,5.75,10.43,4.04,12.13,9.36,5.32,4.68,4.68,3.4,3.19,5.11,17.87,4.25,12.55,,3.83,9.36,2.98,3.19,5.53,6.81,4.89,4.68,5.32,3.83,7.66,29.57,6.17,4.47,7.66,,4.89,5.53,6.6,42.98,8.09,9.15,5.32,4.25,4.68,,,5.438889,0.611111,11.311111,0.0,-3.069444,54.533836
US_LA_22099,2020-01-22,ChIJp_PFGWjzI4YRfmXetcGzu-Y,Q512868,geoId/22099,US,United States of America,LA,Louisiana,22099,St. Martin Parish,US,USA,2,,,,,,,54066,26589,27477,7425,7066,7272,6912,6423,7618,6223,3499,1628,1837807,30.13,-91.61,2115,75.463636,,,,,,,3.67,6.56,3.47,14.09,8.11,4.44,4.82,2.9,4.44,,4.05,18.72,3.28,9.26,3.67,,11.96,4.05,3.86,4.25,6.37,3.09,5.02,6.37,,8.88,29.33,5.4,3.09,6.37,,4.82,6.95,3.47,37.63,4.63,7.91,7.33,5.6,3.28,,3.09,5.922222,1.916667,10.233333,0.127,-0.298611,64.947758
US_LA_22099,2020-01-23,ChIJp_PFGWjzI4YRfmXetcGzu-Y,Q512868,geoId/22099,US,United States of America,LA,Louisiana,22099,St. Martin Parish,US,USA,2,,,,,,,54066,26589,27477,7425,7066,7272,6912,6423,7618,6223,3499,1628,1837807,30.13,-91.61,2115,75.463636,,,,,,,6.66,8.51,4.63,7.4,8.51,3.7,4.63,4.81,2.96,3.33,4.26,22.58,3.33,10.92,,5.92,7.22,3.89,3.7,3.89,4.07,5.0,6.48,7.77,,9.07,30.91,5.0,3.89,7.22,,6.29,7.59,5.55,34.05,6.11,7.77,5.74,4.63,4.81,,3.7,12.283333,7.188889,19.483333,8.833556,10.5625,89.532335
US_LA_22099,2020-01-24,ChIJp_PFGWjzI4YRfmXetcGzu-Y,Q512868,geoId/22099,US,United States of America,LA,Louisiana,22099,St. Martin Parish,US,USA,2,,,,,,,54066,26589,27477,7425,7066,7272,6912,6423,7618,6223,3499,1628,1837807,30.13,-91.61,2115,75.463636,,,,,,,4.11,8.81,3.52,7.44,6.66,3.72,4.89,4.11,4.31,,4.7,21.73,4.31,9.79,,4.11,5.87,4.7,4.11,3.52,5.68,5.48,5.29,5.29,2.74,5.68,36.61,3.33,3.52,7.05,3.33,3.72,4.7,7.05,30.15,4.31,4.11,3.33,4.31,5.29,,3.33,12.761111,6.722222,17.994444,11.5824,8.118056,74.326206
US_LA_22099,2020-01-25,ChIJp_PFGWjzI4YRfmXetcGzu-Y,Q512868,geoId/22099,US,United States of America,LA,Louisiana,22099,St. Martin Parish,US,USA,2,,,,,,,54066,26589,27477,7425,7066,7272,6912,6423,7618,6223,3499,1628,1837807,30.13,-91.61,2115,75.463636,,,,,,,4.99,10.22,4.04,13.79,7.37,4.99,,4.99,6.66,3.57,4.04,26.86,7.37,10.7,4.75,,8.8,,,4.75,5.71,5.71,7.13,5.94,4.52,8.08,34.95,4.99,3.57,13.07,6.66,4.99,7.13,3.57,45.4,5.94,9.51,4.52,3.8,6.89,,,10.716667,3.805556,18.033333,0.0,3.569444,61.585153
US_LA_22099,2020-01-26,ChIJp_PFGWjzI4YRfmXetcGzu-Y,Q512868,geoId/22099,US,United States of America,LA,Louisiana,22099,St. Martin Parish,US,USA,2,,,,,,,54066,26589,27477,7425,7066,7272,6912,6423,7618,6223,3499,1628,1837807,30.13,-91.61,2115,75.463636,,,,,,,4.6,8.98,5.22,9.61,7.31,4.81,,,7.1,,4.18,17.76,5.01,6.89,4.18,3.76,6.27,3.55,,4.81,5.22,4.81,6.06,4.6,,8.78,31.13,5.01,3.76,9.82,,3.34,6.06,6.27,41.37,3.76,7.52,7.94,3.13,4.6,3.34,4.6,11.833333,8.916667,15.172222,1.919111,9.576389,86.161735
US_LA_22099,2020-01-27,ChIJp_PFGWjzI4YRfmXetcGzu-Y,Q512868,geoId/22099,US,United States of America,LA,Louisiana,22099,St. Martin Parish,US,USA,2,,,,,,,54066,26589,27477,7425,7066,7272,6912,6423,7618,6223,3499,1628,1837807,30.13,-91.61,2115,75.463636,,,,,,,5.1,9.15,3.69,9.5,6.51,6.69,2.82,5.28,3.52,3.17,3.87,19.0,3.87,8.8,2.64,3.17,8.62,2.64,2.46,5.1,5.1,3.52,3.87,3.52,3.34,8.27,27.45,5.81,4.05,5.98,3.34,3.69,2.82,6.16,36.43,4.22,4.93,4.58,4.22,3.69,2.46,3.87,12.444444,10.9,15.883333,17.5006,10.986111,90.776189
US_LA_22099,2020-01-28,ChIJp_PFGWjzI4YRfmXetcGzu-Y,Q512868,geoId/22099,US,United States of America,LA,Louisiana,22099,St. Martin Parish,US,USA,2,,,,,,,54066,26589,27477,7425,7066,7272,6912,6423,7618,6223,3499,1628,1837807,30.13,-91.61,2115,75.463636,,,,,,,5.28,9.24,5.09,9.81,4.72,6.42,4.91,6.6,5.09,3.21,3.58,22.07,2.83,7.36,3.4,4.53,10.19,4.34,4.72,2.83,5.85,3.77,3.77,5.28,3.21,7.17,36.6,6.6,3.58,7.92,,3.96,2.64,5.47,41.51,7.36,11.7,6.42,7.17,5.85,4.15,,11.3,6.305556,17.75,0.0,8.868056,85.295964
US_LA_22099,2020-01-29,ChIJp_PFGWjzI4YRfmXetcGzu-Y,Q512868,geoId/22099,US,United States of America,LA,Louisiana,22099,St. Martin Parish,US,USA,2,,,,,,,54066,26589,27477,7425,7066,7272,6912,6423,7618,6223,3499,1628,1837807,30.13,-91.61,2115,75.463636,,,,,,,3.86,6.43,,10.84,6.98,5.14,4.78,5.88,5.14,3.31,3.31,20.95,5.51,9.37,2.94,4.59,9.19,3.12,3.12,4.96,5.33,2.94,5.88,3.86,,9.92,34.36,6.98,,7.35,,3.31,3.31,6.98,37.12,3.12,14.15,5.7,6.06,4.23,4.41,4.23,12.933333,10.483333,16.083333,7.422444,11.006944,88.487352
US_LA_22099,2020-01-30,ChIJp_PFGWjzI4YRfmXetcGzu-Y,Q512868,geoId/22099,US,United States of America,LA,Louisiana,22099,St. Martin Parish,US,USA,2,,,,,,,54066,26589,27477,7425,7066,7272,6912,6423,7618,6223,3499,1628,1837807,30.13,-91.61,2115,75.463636,,,,,,,5.95,5.95,,10.04,6.88,5.76,5.76,4.09,2.6,3.35,3.72,27.15,3.72,9.67,3.72,2.98,12.65,3.91,5.76,3.53,5.76,4.09,5.58,5.02,,8.93,30.69,7.07,,7.62,2.79,3.16,5.39,7.44,39.61,3.35,7.07,4.46,4.28,6.7,3.72,,11.933333,10.455556,14.544444,2.1844,9.090278,82.366758
