location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_UT_49019,2020-02-10,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,9.53,,17.39,9.11,,28.57,,17.81,,-0.401235,-4.858025,5.604938,0.181429,,-4.555556,69.222464
US_UT_49019,2020-02-11,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,8.63,6.47,13.81,9.93,,35.39,,32.8,8.2,-2.055556,-8.024691,4.623457,0.0,,-11.284722,46.315728
US_UT_49019,2020-02-12,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,8.85,11.38,6.32,,24.87,,29.09,,-2.381944,-9.284722,5.166667,0.0,,-10.650794,50.631019
US_UT_49019,2020-02-13,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,8.41,,12.84,7.53,7.53,31.89,,21.26,,-0.576389,-7.680556,6.798611,0.0,,-8.412698,53.376558
US_UT_49019,2020-02-14,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,12.2,,,25.24,,23.14,,0.847222,-6.680556,10.576389,0.0,,-8.34127,49.356778
US_UT_49019,2020-02-15,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,102,117,,,,7.59,8.85,16.44,10.96,,15.17,,36.24,6.74,2.125,-4.826389,10.402778,0.0,,-7.02381,50.288409
US_UT_49019,2020-02-16,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,153,84,,,,8.3,6.33,14.63,,,24.9,,37.55,7.12,4.006944,-2.5625,10.902778,0.0,,-4.714286,51.780704
US_UT_49019,2020-02-17,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,74,87,,-21,10.02,8.28,6.54,11.76,6.54,,22.66,,33.99,,4.75,-0.284722,10.138889,0.0,,-4.253968,50.369625
US_UT_49019,2020-02-18,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,27,38,,9,,,6.55,10.65,6.14,,26.21,8.19,33.58,,-0.145833,-7.25,8.027778,0.0,,-10.698413,42.821942
US_UT_49019,2020-02-19,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,16,37,,6,8.36,14.22,,12.96,,,15.89,,28.44,,-0.17284,-7.12963,7.851852,0.0,,-11.263889,41.120267
US_UT_49019,2020-02-20,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,28,33,,9,,10.13,,8.44,,,14.77,9.28,27.43,6.33,-2.061728,-10.277778,7.012346,0.0,,-15.486111,32.580265
US_UT_49019,2020-02-21,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,37,44,,7,,8.3,,8.3,6.64,,17.43,,22.0,,-1.444444,-9.092593,9.358025,0.0,,-14.076389,35.75634
US_UT_49019,2020-02-22,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,38,41,,,8.58,7.15,,18.11,,,14.78,,29.55,,1.881944,-6.034722,9.416667,0.0,,-8.31746,45.10295
US_UT_49019,2020-02-23,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,49,43,,,7.32,,,16.59,,,26.84,,28.3,9.27,3.631944,-2.152778,9.027778,0.689429,,-0.47619,72.620393
US_UT_49019,2020-02-24,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,28,41,,12,7.86,,,12.0,7.45,,18.62,,22.76,7.45,1.895833,-3.895833,7.8125,0.435429,,-8.174603,48.20892
US_UT_49019,2020-02-25,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,32,44,,8,5.89,7.85,8.64,12.17,10.99,7.85,21.2,,29.05,,-1.736111,-7.097222,4.347222,0.0,,-13.626984,38.817537
US_UT_49019,2020-02-26,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,33,28,,3,,,7.06,22.36,,,28.24,,25.49,,-3.645833,-10.201389,5.006944,0.0,,-16.492063,35.2116
US_UT_49019,2020-02-27,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,46,53,,9,,10.89,8.88,22.19,12.51,,36.31,,24.21,,-0.263889,-8.340278,10.444444,0.0,,-12.404762,39.271324
US_UT_49019,2020-02-28,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,61,76,,2,,10.36,,19.37,,7.66,38.74,,29.73,,2.736111,-6.784722,12.3125,0.0,,-11.206349,34.706889
US_UT_49019,2020-02-29,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,95,98,,,6.51,10.41,,20.83,,6.51,39.92,7.81,27.77,,4.270833,-4.784722,13.3125,0.0,,-9.47619,36.437059
US_UT_49019,2020-03-01,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,102,78,,,,,,25.83,,,40.03,,24.54,6.46,6.520833,-1.208333,13.409722,0.0,,-7.404762,36.565938
US_UT_49019,2020-03-02,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,65,61,,15,,6.64,,33.21,8.21,5.86,37.9,,27.35,,3.826389,-1.069444,12.263889,0.689429,,-3.47619,55.923474
US_UT_49019,2020-03-03,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,47,48,,8,,7.32,,19.51,,7.32,26.42,,22.36,,2.715278,-4.451389,12.173611,0.0635,,-6.65873,49.022543
