location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VT_50019,2020-01-14,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,7.88,9.6,9.6,6.86,,17.14,16.11,,6.17,22.97,6.17,5.14,5.83,33.25,7.54,,-3.611111,-7.333333,-1.253086,0.423333,25.4,-5.117284,89.398027
US_VT_50019,2020-01-15,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,5.63,7.75,6.34,,5.63,13.38,8.1,5.99,8.8,31.68,6.34,7.39,5.63,26.05,7.75,,-0.67284,-4.067901,1.08642,1.439333,40.64,-2.08642,90.340987
US_VT_50019,2020-01-16,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,5.45,8.51,11.91,,5.1,11.57,9.19,8.17,8.51,22.8,,7.15,,34.37,,,-1.962963,-5.95679,0.530864,2.201333,66.04,-3.382716,90.083289
US_VT_50019,2020-01-17,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,4.97,6.74,6.74,5.68,,13.49,,,7.81,18.1,4.97,,6.03,35.14,,,-15.54321,-21.018519,-3.061728,1.814286,90.17,-19.975309,68.903801
US_VT_50019,2020-01-18,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,6.6,7.64,5.56,5.56,,17.71,,11.46,6.25,13.89,5.91,5.21,,36.47,6.25,,-19.135802,-24.240741,-11.858025,0.0,85.09,-22.333333,75.801833
US_VT_50019,2020-01-19,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,7.89,7.21,7.21,6.87,7.55,11.67,7.55,,5.15,23.0,6.87,6.18,5.83,39.13,5.15,6.52,-9.104938,-13.462963,-4.246914,6.900333,269.24,-11.228395,84.610256
US_VT_50019,2020-01-20,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,12.36,9.09,8.73,,6.91,15.63,11.27,5.82,8.36,20.73,7.63,6.54,5.82,49.81,6.18,9.45,-13.555556,-18.469136,-5.240741,1.058333,234.95,-17.783951,70.521818
US_VT_50019,2020-01-21,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,,7.98,12.69,9.43,6.16,13.78,7.25,6.89,6.89,18.85,,,,48.58,,,-16.222222,-22.981481,-9.407407,0.0,214.63,-19.814815,73.813733
US_VT_50019,2020-01-22,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,6.4,9.41,10.91,5.27,,16.93,,,8.65,27.47,,5.27,,39.14,,7.53,-6.37037,-11.820988,0.117284,0.0,200.66,-10.851852,70.592915
US_VT_50019,2020-01-23,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,7.71,8.81,8.81,8.81,6.61,14.69,8.81,5.14,,24.6,5.87,6.24,6.98,32.31,,7.71,-5.518519,-12.333333,1.37037,0.0,180.34,-10.148148,70.472461
US_VT_50019,2020-01-24,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,,8.59,10.3,,,19.92,8.93,,6.18,26.79,6.53,6.87,8.24,29.19,6.87,,-3.740741,-11.395062,3.54321,0.0,200.66,-7.709877,74.560736
US_VT_50019,2020-01-25,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,8.62,5.03,,,,25.49,5.75,7.18,10.77,23.7,5.75,6.46,,35.19,,7.54,-2.648148,-9.685185,3.882716,0.0,160.02,-5.679012,80.010615
US_VT_50019,2020-01-26,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,7.25,8.29,10.71,7.25,,25.21,,,,27.98,,,,30.74,5.18,5.18,1.41358,-0.567901,3.32716,4.275667,149.86,0.308642,92.409601
US_VT_50019,2020-01-27,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,,8.21,8.55,,5.13,26.35,9.24,,8.55,34.9,,,5.47,35.58,,6.5,0.716049,-0.024691,2.512346,3.598333,165.1,-0.32716,92.854165
US_VT_50019,2020-01-28,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,,9.95,9.58,,8.47,33.9,7.37,7.0,,44.21,6.26,,,36.48,6.26,,-1.666667,-3.518519,0.888889,0.719667,160.02,-3.617284,86.69704
US_VT_50019,2020-01-29,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,5.94,8.39,11.19,6.29,4.89,24.12,8.04,,5.59,39.51,6.99,8.04,,39.51,15.38,5.25,-7.950617,-12.938272,-2.222222,0.108857,200.66,-11.598765,75.336019
US_VT_50019,2020-01-30,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,5.74,7.09,7.76,4.72,4.72,23.29,7.42,4.72,,33.07,8.44,7.42,,36.11,8.44,4.72,-13.574074,-20.339506,-4.253086,0.056444,154.94,-17.746914,70.87197
US_VT_50019,2020-01-31,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,6.72,9.4,7.39,,,21.83,6.05,,,33.25,,6.38,5.37,31.24,7.05,,-9.012346,-19.37037,0.82716,0.0,160.02,-13.728395,68.74247
US_VT_50019,2020-02-01,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,7.48,10.85,5.61,,5.99,21.32,,5.24,,25.06,,,,42.64,,9.35,-3.41358,-5.95679,-0.950617,0.042333,160.02,-6.666667,78.528638
US_VT_50019,2020-02-02,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,,9.01,,9.77,6.01,11.27,6.38,,,24.79,5.26,5.63,,34.55,,,-3.87037,-6.32716,-0.604938,0.0,210.82,-6.611111,81.446822
US_VT_50019,2020-02-03,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,,6.69,7.02,5.68,6.35,15.71,10.37,10.37,10.37,24.07,5.68,4.68,,37.45,7.02,7.02,-1.728395,-6.246914,2.685185,0.042333,160.02,-4.37037,82.286729
US_VT_50019,2020-02-04,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,6.37,8.72,8.05,,5.7,19.12,8.38,5.37,9.73,23.48,,8.38,7.71,34.88,6.37,5.7,-1.814815,-6.333333,2.54321,0.036286,154.94,-4.962963,79.160208
US_VT_50019,2020-02-05,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,,9.9,6.15,5.46,,22.88,,5.12,4.78,27.66,4.78,6.83,,31.76,,,-4.148148,-10.512346,0.283951,0.084667,220.98,-9.148148,68.293286
US_VT_50019,2020-02-06,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,5.37,7.05,7.38,6.04,4.7,20.47,,,5.03,23.83,,8.39,,38.26,7.38,,-8.191358,-13.216049,-1.493827,2.667,189.23,-10.512346,83.429134
US_VT_50019,2020-02-07,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,4.87,5.91,5.21,5.21,5.91,21.2,7.99,,5.56,18.77,4.87,6.26,,34.06,,4.87,-2.759259,-10.580247,-0.617284,7.323667,209.55,-3.567901,94.26644
US_VT_50019,2020-02-08,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,7.42,5.3,,7.07,,16.61,,,,22.26,,8.83,,24.73,,,-12.67284,-18.320988,-5.759259,9.440333,480.06,-16.17284,75.207716
US_VT_50019,2020-02-09,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,7.26,5.08,10.89,7.62,,19.97,8.35,6.54,,26.14,7.26,7.62,,40.67,6.17,9.8,-18.388889,-27.574074,-5.493827,0.217714,415.29,-21.450617,76.87821
US_VT_50019,2020-02-10,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,,9.28,7.95,5.63,4.97,16.89,8.61,4.64,7.29,26.17,,7.29,,31.14,6.63,,-2.617284,-8.030864,1.635802,2.751667,459.74,-3.679012,92.440502
US_VT_50019,2020-02-11,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,7.43,9.46,10.48,,,18.59,8.45,,4.73,24.0,7.1,13.52,,38.19,7.1,,-2.117284,-6.944444,1.524691,0.66675,469.9,-3.006173,93.659724
US_VT_50019,2020-02-12,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,6.42,8.79,10.82,5.41,6.09,21.64,9.13,7.1,8.12,33.81,5.41,5.75,,35.84,8.12,4.73,-1.191358,-5.901235,1.04321,0.635,480.06,-5.5,72.711372
US_VT_50019,2020-02-13,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,5.27,7.58,8.89,6.59,7.58,18.11,4.61,,7.9,28.32,6.26,4.61,5.27,40.18,,,-1.876543,-6.333333,0.740741,0.677333,425.45,-4.382716,83.07867
US_VT_50019,2020-02-14,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,,,,,,6.84,13.37,8.8,,4.56,17.28,,,4.89,21.19,5.87,6.19,,25.75,,6.52,-16.104938,-22.037037,-6.679012,1.143,459.74,-21.351852,64.056857
US_VT_50019,2020-02-15,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,20,8,,3,,5.12,6.83,,4.78,,17.41,5.8,5.46,7.17,21.16,,6.49,5.8,30.38,,,-19.320988,-29.135802,-6.660494,0.0,459.74,-24.524691,63.617438
US_VT_50019,2020-02-16,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,26,29,,12,,8.43,7.14,6.16,4.54,4.87,13.3,6.81,5.84,6.16,22.38,5.84,7.14,,35.68,7.14,,-4.58642,-8.987654,0.716049,0.217714,424.18,-9.549383,68.799243
US_VT_50019,2020-02-17,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,24,16,,-6,,4.85,6.56,6.84,,5.99,16.82,3.99,7.7,4.56,28.8,7.98,5.7,3.99,29.94,9.98,,-4.604938,-11.12963,0.290123,0.145143,414.02,-10.302469,64.485121
US_VT_50019,2020-02-18,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,1,-9,,4,1,8.07,7.5,8.94,5.19,,15.29,8.65,,7.21,22.5,4.04,7.21,,33.17,5.19,4.04,-11.271605,-19.617284,0.481481,1.481667,,-14.734568,75.973232
US_VT_50019,2020-02-19,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,10,-8,,6,1,5.27,9.37,5.85,4.68,,16.98,7.32,5.27,6.44,24.3,,6.44,6.15,37.47,6.15,5.85,-1.691358,-9.055556,2.283951,0.889,400.05,-7.67284,64.071453
US_VT_50019,2020-02-20,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,22,3,,6,0,6.18,8.66,8.04,,5.88,14.54,8.04,,5.57,20.41,6.49,4.33,7.73,37.11,7.73,,-13.296296,-18.950617,-8.87037,0.0,381.0,-19.308642,60.691371
US_VT_50019,2020-02-21,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,4,-3,,4,,6.52,14.59,10.56,,5.59,15.52,7.45,5.59,7.45,25.77,6.52,5.9,,29.49,5.59,,-16.358025,-26.740741,-3.691358,0.0,381.0,-22.012346,61.782254
US_VT_50019,2020-02-22,ChIJ_SOWBDbatUwRdg-uc_y8mSY,Q513758,geoId/50019,US,United States of America,VT,Vermont,50019,Orleans County,US,USA,2,,,,,,,26811,13459,13352,2735,3032,2901,2952,3223,3902,4192,2584,1290,62019,44.844402,-72.218239,1868,80.42,12,11,,2,,7.58,12.05,7.92,,,14.81,7.58,5.51,6.2,32.71,,7.92,,33.4,5.51,7.92,-5.080247,-12.481481,2.734568,0.0,400.05,-12.061728,58.249716
