location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55091,2020-02-06,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,57.08,35.67,-8.765432,-15.234568,-1.388889,0.0,189.23,-14.858025,61.5708
US_WI_55091,2020-02-07,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,40.77,36.24,-5.814815,-10.518519,-1.54321,0.0,180.34,-10.648148,68.823675
US_WI_55091,2020-02-08,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,41.56,,-9.432099,-14.635802,-3.246914,0.0,180.34,-14.17284,68.511567
US_WI_55091,2020-02-09,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,35.33,42.06,-8.962963,-13.512346,-4.166667,2.54,180.34,-13.080247,72.166364
US_WI_55091,2020-02-10,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,37.79,32.19,-12.12963,-20.851852,-3.074074,4.7625,240.03,-14.438272,82.959412
US_WI_55091,2020-02-11,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,47.83,32.35,-5.845679,-10.555556,-2.716049,0.0508,345.44,-9.17284,77.426741
US_WI_55091,2020-02-12,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,30.1,35.57,-3.407407,-8.512346,0.765432,0.0,330.2,-7.419753,73.811119
US_WI_55091,2020-02-13,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,28.81,-17.783951,-23.537037,-5.975309,0.127,320.04,-24.345679,56.711199
US_WI_55091,2020-02-14,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,25.0,31.94,-21.234568,-28.277778,-11.654321,0.0,320.04,-26.376543,63.341138
US_WI_55091,2020-02-15,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,33.52,-6.574074,-13.216049,1.407407,0.0,289.56,-11.839506,66.354694
US_WI_55091,2020-02-16,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,34.66,33.01,-6.246914,-12.555556,-0.537037,0.0,289.56,-11.666667,65.756693
US_WI_55091,2020-02-17,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-2,42.63,,-2.194444,-5.077778,1.933333,0.0,265.43,-7.533333,67.195963
US_WI_55091,2020-02-18,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,9,,33.07,-4.655556,-9.572222,0.533333,3.4036,265.43,-8.061111,77.180028
US_WI_55091,2020-02-19,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,4,29.75,32.59,-14.294444,-19.338889,-9.622222,0.1016,314.96,-19.938889,62.491954
US_WI_55091,2020-02-20,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,7,32.05,27.87,-17.544444,-24.8,-10.516667,0.0,314.96,-22.994444,62.688338
US_WI_55091,2020-02-21,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,6,,26.89,-8.5,-17.244444,1.983333,0.0,314.96,-13.638889,66.531808
US_WI_55091,2020-02-22,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,41.64,-2.438889,-10.622222,4.766667,0.028222,304.8,-5.683333,78.549431
US_WI_55091,2020-02-23,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,35.65,35.65,0.888889,-5.805556,6.661111,0.0,280.67,-3.538889,72.392978
US_WI_55091,2020-02-24,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,4,29.24,45.33,-1.055556,-7.594444,4.588889,0.0,250.19,-5.138889,73.976383
US_WI_55091,2020-02-25,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,15,27.5,34.38,-0.65,-3.988889,2.488889,0.0,215.9,-6.838889,63.120704
US_WI_55091,2020-02-26,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,11,32.95,34.45,-3.016667,-6.322222,0.433333,0.0,190.5,-8.75,64.679463
US_WI_55091,2020-02-27,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,5,71.67,25.22,-6.583333,-10.211111,-3.505556,0.0,190.5,-12.127778,65.268497
US_WI_55091,2020-02-28,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,12,42.32,24.57,-7.483333,-11.427778,-4.166667,0.036286,180.34,-14.066667,59.563636
US_WI_55091,2020-02-29,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,43.02,,-7.477778,-14.866667,2.0,0.0,180.34,-11.411111,73.553894
US_WI_55091,2020-03-01,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,48.47,41.55,2.455556,-0.838889,7.155556,0.0,180.34,-2.061111,72.198039
US_WI_55091,2020-03-02,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,7,26.63,39.95,1.022222,-1.172222,3.988889,0.0,149.86,-3.816667,70.318819
US_WI_55091,2020-03-03,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,11,27.0,33.75,0.411111,-2.572222,4.588889,0.0,104.14,-3.211111,76.73601
US_WI_55091,2020-03-04,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,5,24.61,28.5,-0.094444,-4.733333,4.227778,0.0,104.14,-5.611111,66.492819
US_WI_55091,2020-03-05,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,9,40.84,39.52,2.627778,0.072222,5.461111,0.592667,88.9,-1.527778,74.112435
US_WI_55091,2020-03-06,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,2,46.08,44.69,-1.4,-6.172222,2.877778,0.169333,50.8,-7.738889,62.102418
US_WI_55091,2020-03-07,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,42.15,32.98,2.005556,-3.4,9.788889,0.0,50.8,-5.922222,55.90822
US_WI_55091,2020-03-08,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,40.54,32.09,8.611111,4.688889,14.305556,0.0,30.48,-0.4,53.378431
US_WI_55091,2020-03-09,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-2,61.9,30.95,4.5,0.45,11.733333,0.0,,0.705556,76.456503
US_WI_55091,2020-03-10,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,11,68.09,29.55,0.427778,-4.788889,6.011111,0.0,,-5.666667,63.782371
US_WI_55091,2020-03-11,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,,,,,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,0,77.25,34.76,1.877778,-0.466667,6.05,2.95275,,-0.338889,85.305617
