location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_FL_12049,2020-01-11,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,,,11.58,,15.63,13.32,9.27,31.85,,,54.43,,9.84,23.679012,19.648148,28.833333,0.0635,19.626984,77.71854
US_FL_12049,2020-01-12,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,,10.03,8.92,9.47,15.04,10.03,8.36,17.27,,,40.68,8.92,,23.037037,18.864198,28.95679,0.0,20.198413,83.318914
US_FL_12049,2020-01-13,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,9.32,10.94,8.51,7.29,16.2,12.15,12.96,20.66,6.48,8.91,33.22,6.89,6.08,23.018519,19.364198,28.555556,0.0635,19.404762,79.223932
US_FL_12049,2020-01-14,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,,14.8,,8.22,13.98,6.17,8.63,30.01,8.22,6.17,46.86,6.99,6.17,21.882716,17.382716,28.185185,0.028222,18.984127,83.633497
US_FL_12049,2020-01-15,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,5.74,10.66,11.07,,15.17,15.17,5.74,29.52,8.61,6.97,31.98,,5.74,22.179012,17.493827,27.753086,0.145143,19.230159,81.819236
US_FL_12049,2020-01-16,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,7.38,7.79,6.56,,13.13,13.95,9.44,22.15,5.74,,43.08,,,21.555556,15.895062,27.858025,0.592667,17.81746,78.18125
US_FL_12049,2020-01-17,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,8.52,6.89,8.52,,9.32,8.11,10.14,18.65,6.08,,32.84,,8.92,21.487654,17.277778,26.808642,0.028222,16.34127,72.260552
US_FL_12049,2020-01-18,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,,13.06,,,10.79,14.2,13.06,27.83,,11.36,49.98,,9.65,19.969136,15.160494,26.074074,0.028222,13.690476,66.126054
US_FL_12049,2020-01-19,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,11.57,12.1,9.47,8.42,11.57,,10.0,29.99,9.47,9.47,57.88,11.57,8.42,20.290123,14.660494,26.438272,0.0,16.230159,76.786382
US_FL_12049,2020-01-20,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,9.03,14.88,,9.56,14.34,14.34,13.28,31.88,13.28,10.09,46.22,10.62,10.62,16.259259,9.567901,23.462963,0.0,8.166667,58.877409
US_FL_12049,2020-01-21,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,6.54,9.41,9.82,,16.77,10.63,7.77,18.81,5.73,5.73,38.85,7.77,,9.660494,4.981481,15.765432,0.028222,2.039683,59.527287
US_FL_12049,2020-01-22,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,8.33,14.99,,6.25,19.57,9.58,10.41,34.98,9.16,6.25,34.15,,,7.08642,1.123457,15.160494,0.0,-1.269841,55.261813
US_FL_12049,2020-01-23,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,9.88,8.3,7.11,,21.73,13.43,,33.19,7.51,10.27,45.83,8.3,,14.524691,9.716049,22.925926,0.0,12.007937,84.153503
US_FL_12049,2020-01-24,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,6.67,12.94,8.63,,21.18,8.63,10.2,27.85,5.88,9.41,35.69,6.67,10.59,18.876543,13.839506,24.691358,0.0,16.166667,83.786635
US_FL_12049,2020-01-25,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,14.67,,,,22.01,,8.46,34.43,,11.29,37.25,,,18.117284,13.537037,22.759259,0.03175,11.190476,64.036037
US_FL_12049,2020-01-26,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,,7.87,,,28.87,7.87,8.92,46.71,9.97,12.6,54.58,14.17,7.87,12.740741,6.475309,20.851852,0.0,5.47619,61.090135
US_FL_12049,2020-01-27,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,10.51,12.46,5.45,8.18,23.36,10.12,6.62,41.27,7.79,9.73,37.38,8.96,7.4,15.58642,9.746914,21.58642,0.181429,8.880952,64.058843
US_FL_12049,2020-01-28,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,9.54,11.12,6.75,5.56,24.24,9.93,5.56,43.71,8.74,11.52,39.73,9.54,,16.87037,12.222222,21.407407,0.09525,10.912698,67.818124
US_FL_12049,2020-01-29,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,8.45,7.24,6.84,10.06,20.52,14.89,9.66,33.4,8.45,6.44,42.65,6.04,6.04,15.537037,9.253086,23.290123,0.0,9.753968,68.623988
US_FL_12049,2020-01-30,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,,7.12,,7.12,30.06,12.65,11.47,38.76,7.12,5.54,43.11,,,15.839506,11.574074,21.339506,8.019143,13.761905,87.584565
US_FL_12049,2020-01-31,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,7.92,7.54,5.66,,35.09,10.94,,36.59,,7.17,35.84,,,17.302469,13.253086,22.67284,0.0,14.674603,83.997371
US_FL_12049,2020-02-01,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,9.9,10.95,,,31.27,10.95,13.55,45.35,11.99,,44.3,13.03,,17.679012,14.864198,20.555556,4.390571,16.325397,91.573466
US_FL_12049,2020-02-02,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,8.17,9.26,,,21.78,14.15,8.17,35.93,9.26,8.17,51.72,,,13.154321,7.987654,18.203704,5.898444,7.904762,70.855877
US_FL_12049,2020-02-03,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,,11.19,,,17.99,8.39,7.2,27.98,,5.6,42.77,,,13.395062,6.049383,22.401235,0.03175,7.849206,69.329202
US_FL_12049,2020-02-04,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,8.2,15.57,13.11,,15.16,9.43,5.74,33.2,,10.24,31.56,11.06,,16.234568,7.506173,25.425926,0.0,11.388889,72.849815
US_FL_12049,2020-02-05,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,8.96,12.08,10.13,6.62,14.81,7.01,7.01,31.96,,8.18,38.58,8.57,10.91,19.882716,12.654321,26.858025,0.0,16.119048,79.293051
US_FL_12049,2020-02-06,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,7.11,9.35,8.6,5.24,18.32,8.97,7.85,29.92,,9.35,40.76,9.72,8.23,23.716049,18.074074,29.5,0.0,20.031746,79.910235
US_FL_12049,2020-02-07,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,9.67,5.41,,,16.24,12.38,9.28,29.0,6.57,10.83,32.87,6.96,6.19,18.95,13.622222,26.822222,14.82725,12.833333,67.93545
US_FL_12049,2020-02-08,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,8.66,12.13,9.24,,25.42,16.17,9.24,34.66,,11.55,39.86,10.97,,13.5,6.744444,22.616667,5.2578,6.506944,63.157454
US_FL_12049,2020-02-09,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,12.1,11.04,10.52,,28.93,12.1,11.57,31.56,,9.99,44.7,13.67,,17.877778,9.633333,25.666667,0.0508,11.791667,67.772911
US_FL_12049,2020-02-10,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,7.19,13.98,10.39,,25.57,9.99,7.59,43.54,8.39,10.39,35.95,8.39,,20.483333,13.461111,28.688889,0.028222,15.284722,71.86295
US_FL_12049,2020-02-11,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,9.09,17.38,,,17.78,8.69,,24.89,,10.27,36.34,8.69,,22.922222,16.483333,29.577778,0.0,19.354167,79.921233
US_FL_12049,2020-02-12,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,,9.07,9.07,6.7,20.11,11.44,13.01,29.97,8.28,5.92,41.8,5.92,9.46,23.561111,18.588889,29.7,0.072571,19.951389,79.889574
US_FL_12049,2020-02-13,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,8.29,8.68,6.31,5.92,14.21,8.68,8.68,26.05,5.53,7.89,41.44,5.92,5.92,24.111111,19.277778,29.933333,0.0254,20.708333,80.222672
US_FL_12049,2020-02-14,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,6.06,10.91,6.06,,13.33,12.52,11.71,20.2,6.46,,31.51,,,22.355556,19.633333,26.7,0.028222,20.701389,90.081892
US_FL_12049,2020-02-15,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,12,-18,41,-3,,12.89,13.48,,,13.48,12.31,,29.3,,,43.37,11.72,10.55,19.622222,14.233333,26.722222,2.57175,14.631944,72.845596
US_FL_12049,2020-02-16,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,14,-12,23,-5,,14.66,10.47,7.85,,14.13,11.52,8.9,30.88,,,43.97,,9.42,21.272222,15.388889,28.344444,0.127,17.666667,79.377137
US_FL_12049,2020-02-17,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,13,-21,13,-18,,7.75,16.02,13.43,,14.47,13.95,9.3,31.51,10.33,7.75,55.28,,7.23,22.305556,17.366667,27.95,0.931333,19.027778,80.844674
US_FL_12049,2020-02-18,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,12,-9,6,2,,9.56,,,5.58,12.35,8.37,8.37,32.67,6.38,8.77,30.68,10.36,5.58,23.660494,18.987654,29.537037,0.03175,19.309524,75.872079
US_FL_12049,2020-02-19,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,13,-11,1,3,,,14.95,8.26,9.44,15.74,11.41,7.08,31.09,9.84,11.41,44.47,8.66,6.69,24.185185,20.54321,29.012346,0.0,20.444444,78.619228
US_FL_12049,2020-02-20,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,14,-17,20,-3,,7.22,11.79,,7.22,12.93,9.51,6.84,25.47,,6.08,37.64,6.46,,23.888889,20.462963,28.790123,0.423333,20.579365,81.357281
US_FL_12049,2020-02-21,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,9,-13,46,-13,,10.06,13.58,7.04,,,8.04,11.56,29.67,,7.04,39.22,,,16.549383,10.493827,25.549383,0.290286,13.936508,85.586486
US_FL_12049,2020-02-22,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,13,-12,96,-4,,10.86,11.4,11.94,,14.66,9.77,8.14,22.26,,8.69,35.83,9.23,,12.716049,6.450617,22.54321,0.282222,6.325397,65.227944
US_FL_12049,2020-02-23,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,9,-10,64,6,,8.91,12.05,9.95,,10.48,8.38,,29.86,,9.43,33.01,9.43,8.38,16.67284,9.438272,24.623457,0.0,11.309524,70.465157
US_FL_12049,2020-02-24,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,5,-16,13,3,,8.96,14.41,9.35,5.84,11.68,10.52,,24.92,6.62,6.23,37.39,7.01,,19.438272,12.160494,26.160494,0.0,12.619048,64.272184
US_FL_12049,2020-02-25,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,6,-18,8,3,,10.5,11.67,6.22,5.83,16.73,9.73,8.17,29.18,7.78,7.39,37.35,8.95,,22.191358,15.771605,29.234568,0.0,16.928571,71.679762
US_FL_12049,2020-02-26,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,,,,,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,16,-14,1,2,,8.64,15.55,9.07,,27.21,11.66,12.96,51.39,6.91,9.5,37.14,8.21,6.48,21.709877,17.462963,28.209877,0.870857,18.563492,82.253586
