location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55099,2020-01-14,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,29.93,36.49,-3.35,-4.955556,-0.827778,0.798286,279.4,-4.466667,92.060214
US_WI_55099,2020-01-15,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,39.97,32.43,-5.722222,-8.055556,-3.427778,0.47625,279.4,-7.877778,84.819904
US_WI_55099,2020-01-16,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,26.29,25.55,-14.711111,-21.722222,-5.222222,1.016,299.72,-18.422222,73.432006
US_WI_55099,2020-01-17,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,23.06,22.32,-19.316667,-27.611111,-8.305556,0.0,279.4,-22.361111,76.92278
US_WI_55099,2020-01-18,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,21.22,45.34,-4.987654,-8.271605,-2.938272,1.451429,330.2,-6.802469,87.133191
US_WI_55099,2020-01-19,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,13.86,24.94,-10.033333,-13.466667,-6.072222,1.669143,408.94,-12.877778,79.720405
US_WI_55099,2020-01-20,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,30.43,45.22,-9.716667,-16.283333,-5.438889,0.0,408.94,-12.633333,79.306401
US_WI_55099,2020-01-21,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,23.56,34.2,-13.5,-20.366667,-5.705556,0.0,408.94,-16.422222,78.658753
US_WI_55099,2020-01-22,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,34.8,16.24,-5.311111,-9.1,-0.283333,0.254,381.0,-7.855556,82.335013
US_WI_55099,2020-01-23,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,30.22,23.68,-1.388889,-2.461111,-0.188889,1.27,429.26,-2.266667,93.83205
US_WI_55099,2020-01-24,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,37.5,25.78,-0.822222,-1.783333,0.705556,0.762,510.54,-1.611111,94.483915
US_WI_55099,2020-01-25,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,49.32,65.06,-0.122222,-0.872222,1.166667,0.73025,530.86,-0.916667,94.470755
US_WI_55099,2020-01-26,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,15.44,31.8,40.88,-1.694444,-2.861111,-0.355556,0.544286,530.86,-2.783333,92.366877
US_WI_55099,2020-01-27,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,38.69,45.39,-2.522222,-3.511111,-1.244444,0.0,510.54,-4.116667,88.870697
US_WI_55099,2020-01-28,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,55.48,48.64,-6.205556,-9.194444,-2.761111,0.0,510.54,-8.455556,84.200452
US_WI_55099,2020-01-29,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,42.02,36.01,-6.65,-7.983333,-4.7,0.169333,510.54,-9.283333,81.659013
US_WI_55099,2020-01-30,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,24.09,27.97,-6.411111,-7.5,-5.027778,0.0,480.06,-9.033333,81.70876
US_WI_55099,2020-01-31,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,31.96,38.68,-4.927778,-8.905556,-0.2,0.0,480.06,-6.555556,88.445349
US_WI_55099,2020-02-01,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,25.19,49.42,-0.766667,-2.044444,2.272222,0.0,459.74,-3.505556,81.79013
US_WI_55099,2020-02-02,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,37.91,45.31,0.961111,-3.405556,5.555556,0.0,459.74,-2.344444,78.643022
US_WI_55099,2020-02-03,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,11.46,40.49,30.56,-0.488889,-4.588889,2.533333,0.0,459.74,-5.738889,67.75113
US_WI_55099,2020-02-04,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,11.46,25.22,22.16,-8.733333,-15.0,-3.605556,0.0,429.26,-14.527778,63.118444
US_WI_55099,2020-02-05,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,12.22,39.72,26.74,-15.561111,-24.638889,-5.027778,0.0,429.26,-20.305556,67.152147
US_WI_55099,2020-02-06,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,41.69,37.83,-11.932099,-21.271605,-0.771605,0.0,408.94,-17.555556,63.087981
US_WI_55099,2020-02-07,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,41.43,26.09,-8.351852,-14.709877,-3.154321,0.0,408.94,-12.703704,70.906799
US_WI_55099,2020-02-08,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,33.32,23.52,-9.753086,-13.376543,-5.098765,0.0635,408.94,-13.666667,73.167325
US_WI_55099,2020-02-09,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,20.36,52.35,-11.314815,-17.617284,-5.62963,0.6985,408.94,-14.419753,78.562225
US_WI_55099,2020-02-10,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,24.31,32.67,-14.728395,-25.450617,-2.691358,0.73025,459.74,-17.740741,77.858777
US_WI_55099,2020-02-11,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,28.72,47.86,-5.444444,-7.660494,-3.697531,0.0,459.74,-9.388889,73.837888
US_WI_55099,2020-02-12,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,12.67,17.14,32.8,-5.530864,-10.123457,-0.617284,0.0,429.26,-8.895062,77.244691
US_WI_55099,2020-02-13,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,26.91,44.11,-16.432099,-22.12963,-8.617284,0.169333,429.26,-21.697531,63.840288
US_WI_55099,2020-02-14,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,28.43,35.91,-21.592593,-31.302469,-11.191358,0.0,429.26,-28.358025,54.4147
US_WI_55099,2020-02-15,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,-1,1,,14.43,15.39,38.49,-9.808642,-14.703704,-1.932099,0.0,429.26,-15.975309,60.812499
US_WI_55099,2020-02-16,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,2,5,,,35.05,43.13,-8.744444,-16.127778,-3.888889,0.0,429.26,-16.344444,54.419647
US_WI_55099,2020-02-17,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,0,0,2,,25.11,30.84,-7.888889,-15.855556,0.272222,0.0,429.26,-14.316667,60.097212
US_WI_55099,2020-02-18,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,15,3,5,,21.58,33.09,-5.072222,-10.655556,-0.644444,1.947333,429.26,-8.172222,78.904222
US_WI_55099,2020-02-19,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,2,1,0,,30.82,33.76,-16.022222,-23.372222,-10.638889,0.3556,429.26,-22.05,59.836833
US_WI_55099,2020-02-20,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,-15,0,2,,19.94,37.66,-19.838889,-29.938889,-9.966667,0.0508,429.26,-26.033333,58.003455
US_WI_55099,2020-02-21,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,26,2,3,15.14,28.01,30.28,-9.888889,-17.37037,2.802469,0.0,429.26,-16.623457,57.971997
US_WI_55099,2020-02-22,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,16,-1,,,19.92,19.92,-3.012346,-12.524691,6.462963,0.0,429.26,-7.092593,73.574826
US_WI_55099,2020-02-23,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,17,,,38.35,36.53,1.425926,-3.876543,8.290123,0.0,429.26,-3.820988,68.231269
US_WI_55099,2020-02-24,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,6,5,5,11.67,45.21,40.83,-0.506173,-9.753086,5.240741,0.0,381.0,-6.438272,64.284185
US_WI_55099,2020-02-25,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,20,6,2,,41.81,27.39,-2.574074,-7.067901,2.018519,0.0,360.68,-7.432099,69.32635
US_WI_55099,2020-02-26,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,8,1,-3,,46.09,35.76,-5.703704,-7.845679,-2.5,0.0,360.68,-10.654321,68.139881
US_WI_55099,2020-02-27,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,6,-2,-3,,24.4,37.87,-9.644444,-11.572222,-7.011111,0.0,360.68,-14.866667,65.985015
US_WI_55099,2020-02-28,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,12,3,-11,,42.29,25.71,-13.0,-20.805556,-5.355556,0.0,360.68,-19.083333,60.404348
US_WI_55099,2020-02-29,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,12,-7,,14.5,32.86,29.0,-11.027778,-21.616667,1.033333,0.0,360.68,-18.105556,56.221055
US_WI_55099,2020-03-01,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,1,,,42.4,39.57,-0.144444,-3.894444,7.455556,0.0,360.68,-5.805556,65.70245
US_WI_55099,2020-03-02,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,13,4,5,,30.55,34.92,1.061111,-2.038889,5.05,0.0,360.68,-5.377778,62.256508
US_WI_55099,2020-03-03,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,23,5,-1,,47.93,39.56,-1.727778,-5.3,3.45,0.0,330.2,-5.866667,73.439206
US_WI_55099,2020-03-04,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,16,-1,6,,40.65,31.38,-1.672222,-7.177778,2.344444,0.127,330.2,-8.222222,61.006857
US_WI_55099,2020-03-05,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,-12,1,6,,30.86,38.76,0.288889,-3.066667,2.422222,0.762,330.2,-4.0,72.971436
US_WI_55099,2020-03-06,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,4,4,5,12.35,26.16,33.42,-3.75,-8.8,2.15,2.6035,381.0,-9.227778,65.864777
US_WI_55099,2020-03-07,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,23,-3,,19.8,34.2,31.5,-1.061111,-8.155556,7.977778,0.0,381.0,-9.194444,54.215277
US_WI_55099,2020-03-08,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,8,,,37.21,39.08,5.838889,1.705556,11.138889,0.0,360.68,-2.594444,54.832266
US_WI_55099,2020-03-09,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,,,,,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,0,3,6,,42.82,31.62,3.144444,-2.288889,9.094444,0.0,248.92,-0.6,76.672759
