location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48321,2020-01-11,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,4.39,8.2,4.39,10.83,6.73,4.98,7.61,5.85,12.88,8.78,,11.41,4.98,,4.68,,,,14.05,26.34,6.44,8.49,,4.98,,39.22,4.39,7.61,7.03,8.78,4.98,16.838889,12.227778,22.811111,5.3086,11.912698,73.602652
US_TX_48321,2020-01-12,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,4.06,9.58,,12.77,7.26,,5.22,6.39,13.06,5.8,,6.97,5.22,,,,8.13,5.22,9.0,20.03,5.22,8.71,,5.22,,38.02,5.22,6.68,6.68,4.35,6.68,10.838889,5.727778,18.333333,2.0574,6.626984,78.792555
US_TX_48321,2020-01-13,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,3.39,8.37,,11.31,5.43,5.66,5.88,4.3,17.42,8.14,,10.18,3.39,3.39,5.43,4.52,3.62,4.3,10.63,24.66,6.11,8.6,3.39,4.3,5.66,34.38,4.52,7.24,6.79,8.37,5.88,15.894444,13.85,19.5,0.1524,14.634921,91.169365
US_TX_48321,2020-01-14,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,3.32,3.32,,10.4,6.86,5.53,5.53,3.98,11.95,9.07,5.09,10.84,3.76,3.98,,4.2,3.98,4.42,11.29,24.34,3.98,5.53,5.31,3.32,7.97,38.5,3.76,6.86,5.31,5.97,5.31,20.961111,17.85,23.577778,0.889,20.769841,95.305022
US_TX_48321,2020-01-15,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,3.33,8.43,3.99,10.87,5.54,5.77,4.21,,11.09,8.65,3.99,10.42,3.77,,6.65,3.1,5.32,4.66,8.43,24.18,3.77,8.43,4.66,,15.08,34.16,3.33,7.1,5.54,5.99,5.77,21.922222,20.622222,24.838889,0.3048,21.02381,91.360252
US_TX_48321,2020-01-16,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,3.34,4.01,,10.91,6.23,7.12,6.68,4.01,11.35,8.9,4.23,10.68,4.45,3.34,4.67,5.34,3.78,4.9,8.46,22.26,7.12,6.23,,4.9,6.23,36.5,4.01,7.12,7.34,6.23,4.23,21.305556,20.166667,23.927778,0.0254,20.634921,92.978934
US_TX_48321,2020-01-17,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,4.42,7.69,,7.45,6.75,5.59,6.06,5.59,11.88,7.45,,10.48,3.96,6.29,4.89,,5.12,6.99,8.85,20.26,5.59,6.06,6.06,6.52,7.92,35.87,5.36,5.36,5.82,4.66,,20.8,19.183333,23.916667,0.2286,19.150794,88.213676
US_TX_48321,2020-01-18,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,6.13,7.24,8.64,9.75,4.46,5.57,6.69,5.57,15.32,9.19,5.85,11.98,4.46,4.18,5.29,4.18,4.74,4.74,4.74,19.78,6.96,9.75,,3.9,4.18,35.1,5.01,7.52,5.57,5.01,5.29,20.844444,18.877778,23.138889,2.4638,20.02381,93.123166
US_TX_48321,2020-01-19,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,6.34,7.21,,9.22,,6.05,,4.61,11.53,6.05,5.19,11.82,4.32,5.19,6.63,4.9,7.78,,6.63,21.33,8.94,6.63,4.04,5.48,4.04,37.48,4.61,5.48,8.65,4.04,5.76,13.383333,8.244444,19.627778,16.1798,5.642857,59.716126
US_TX_48321,2020-01-20,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,6.04,9.2,4.21,13.4,7.62,4.21,8.41,4.47,19.71,10.51,5.26,8.41,,4.99,3.94,4.21,4.99,4.99,8.15,22.61,5.78,7.62,7.36,3.94,6.04,44.68,3.68,6.04,8.15,6.83,8.15,10.746914,6.493827,15.765432,0.0,0.564815,51.491179
US_TX_48321,2020-01-21,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,4.36,5.73,5.04,10.78,6.42,5.27,4.82,,19.26,8.48,7.11,7.34,5.5,9.4,6.65,3.9,3.9,5.73,10.32,30.73,7.57,8.94,3.67,4.36,4.59,39.44,4.59,7.34,4.36,5.5,4.59,12.216049,8.518519,16.209877,0.0,3.305556,56.023815
US_TX_48321,2020-01-22,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,5.07,5.73,,9.26,6.39,5.07,6.83,7.05,21.82,10.14,7.71,10.14,,5.29,4.41,,,8.6,9.7,26.23,5.51,8.6,3.09,8.82,5.95,37.91,5.95,6.83,4.41,6.61,5.51,14.296296,11.104938,16.833333,0.141111,9.62963,75.98722
US_TX_48321,2020-01-23,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,4.6,10.73,3.28,7.66,10.29,6.57,5.91,3.28,21.68,11.6,5.04,10.73,5.04,5.91,5.91,4.38,4.82,3.28,9.63,31.97,3.72,7.66,3.5,4.82,5.25,32.4,3.5,5.69,8.54,4.6,5.25,16.851852,13.808642,19.345679,10.668,14.648148,85.703584
US_TX_48321,2020-01-24,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,4.0,8.23,4.45,7.56,6.89,4.45,6.89,5.11,23.57,7.78,3.56,10.45,,5.56,4.67,3.56,5.56,,5.56,29.79,6.45,7.12,,,5.56,37.13,3.56,6.0,,4.67,5.11,12.833333,7.753086,19.32716,0.733778,6.833333,67.934445
US_TX_48321,2020-01-25,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,4.12,5.59,4.42,11.19,5.3,4.42,9.13,,27.38,10.31,,6.77,4.71,4.12,6.77,,7.95,,10.01,37.1,5.89,10.01,,,5.01,39.16,5.59,5.59,7.95,,6.48,14.623457,10.487654,19.228395,0.0,9.018519,72.656636
US_TX_48321,2020-01-26,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,,9.59,3.73,10.12,7.46,4.79,5.86,6.39,27.43,8.26,4.0,8.26,,3.73,,,4.26,5.59,6.92,31.43,5.86,9.85,,4.0,6.13,38.62,,7.46,4.53,4.53,,19.111111,17.160494,23.759259,8.664222,16.398148,82.542092
US_TX_48321,2020-01-27,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,5.05,5.49,,10.31,,5.27,4.61,3.07,22.82,8.78,,5.92,4.61,4.39,,3.51,4.39,3.51,8.12,27.43,7.24,5.49,,,6.36,37.74,,3.29,6.14,,5.05,15.901235,12.191358,21.166667,2.003778,12.759259,83.137132
US_TX_48321,2020-01-28,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,6.85,5.52,3.53,9.5,7.73,5.08,5.08,4.2,23.19,9.72,4.64,11.71,3.53,4.2,8.62,3.53,4.42,6.85,10.38,29.38,6.63,6.41,,5.96,5.08,39.76,6.63,8.62,5.08,4.86,5.52,16.882716,13.524691,21.746914,0.0,14.074074,84.512953
US_TX_48321,2020-01-29,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,3.42,6.84,4.1,8.21,6.15,5.7,5.24,3.88,23.25,9.12,,9.57,,5.47,6.61,,5.24,5.7,9.12,27.58,5.7,7.52,3.65,7.07,4.56,31.0,4.56,9.8,5.93,3.65,5.01,13.394444,9.338889,20.122222,4.1656,6.801587,65.020768
US_TX_48321,2020-01-30,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,4.83,8.34,,7.69,5.71,5.71,6.15,3.95,27.01,10.32,3.51,6.81,,3.29,7.03,5.05,4.17,3.51,9.66,34.7,6.81,7.69,5.49,4.39,7.91,34.48,4.83,4.83,5.93,,6.15,11.172222,9.194444,14.327778,0.0,7.904762,79.97375
US_TX_48321,2020-01-31,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,7.28,5.92,,7.51,7.28,5.23,5.0,,31.62,9.78,,8.64,,4.09,5.23,4.55,3.64,4.78,10.01,32.3,6.14,8.42,,3.87,5.23,34.12,4.32,4.78,6.6,3.87,4.09,12.302469,10.024691,15.864198,0.028222,8.907407,78.937591
US_TX_48321,2020-02-01,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,6.33,7.48,,9.21,4.61,8.06,4.32,4.89,18.42,10.65,6.33,9.5,4.03,4.32,4.03,4.61,7.48,,8.35,27.34,5.47,8.92,,,,36.84,,8.35,,,4.32,11.950617,6.246914,19.716049,0.0,4.703704,62.082344
US_TX_48321,2020-02-02,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,3.9,8.92,5.01,10.03,6.13,5.57,5.01,5.85,22.57,10.59,,7.24,,,4.18,,5.85,7.8,6.69,34.83,7.24,8.92,,,,40.68,3.9,5.29,5.01,5.29,5.57,14.993827,10.080247,21.623457,0.0,7.398148,61.164362
US_TX_48321,2020-02-03,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,5.12,5.56,3.56,9.12,4.89,5.78,4.89,,17.12,8.23,7.12,8.45,4.45,3.78,6.0,3.11,3.34,3.56,8.23,26.24,5.78,7.78,,4.23,6.45,44.7,,6.0,9.56,7.12,3.11,18.160494,13.777778,22.506173,0.0,14.481481,78.450476
US_TX_48321,2020-02-04,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,5.22,8.17,4.09,8.86,4.77,4.77,5.0,5.22,17.94,11.35,4.54,8.86,4.54,5.9,6.36,4.77,7.04,4.09,8.63,28.15,4.77,7.72,4.09,4.31,6.13,33.15,3.18,7.95,5.45,5.22,4.54,20.716049,18.765432,22.987654,0.0,18.481481,83.892033
US_TX_48321,2020-02-05,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,4.65,5.09,,8.42,6.64,7.53,4.21,4.43,20.16,9.08,,8.42,3.1,3.32,6.42,3.77,3.1,4.43,8.2,27.02,7.09,7.31,3.1,3.32,,37.66,4.65,4.21,4.21,6.2,3.32,12.416667,7.155556,19.455556,0.0,10.706349,87.403272
US_TX_48321,2020-02-06,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,4.59,7.12,4.83,11.26,9.42,4.59,6.2,4.59,21.37,15.39,6.2,9.88,5.29,3.22,6.89,3.45,4.83,5.51,10.8,28.03,7.81,5.97,,6.2,3.45,37.68,4.37,5.97,6.43,5.05,4.83,6.755556,2.505556,13.75,0.2032,0.428571,63.587817
US_TX_48321,2020-02-07,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,,5.91,4.09,15.69,3.87,4.32,3.18,,21.83,10.91,4.55,7.96,6.14,4.55,4.32,4.55,4.32,,7.05,31.38,7.28,7.28,,8.19,5.23,30.25,4.09,5.46,3.87,5.46,,11.711111,4.65,20.861111,0.0254,3.222222,58.513284
US_TX_48321,2020-02-08,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,,5.22,4.64,13.63,5.8,5.22,4.06,5.22,21.18,10.15,4.35,8.7,9.28,4.06,9.86,4.06,6.96,4.35,6.67,35.39,5.8,,4.35,,,38.29,5.22,,5.8,6.09,,16.355556,11.566667,22.411111,0.0,13.349206,81.777317
US_TX_48321,2020-02-09,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,5.24,9.38,,9.38,10.75,4.96,6.07,4.96,17.65,8.55,4.14,8.0,8.0,,6.07,3.86,,5.24,5.51,25.64,6.62,7.72,,3.86,6.07,38.33,4.69,8.55,5.24,4.41,5.24,19.438889,16.05,22.683333,0.0,17.555556,86.36589
US_TX_48321,2020-02-10,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,6.22,6.22,,9.78,6.89,7.34,7.78,4.22,18.23,6.22,4.0,9.12,5.34,3.56,5.11,,5.11,5.11,8.0,30.23,8.23,7.11,4.22,7.34,4.45,38.68,,5.34,6.45,5.11,4.45,21.711111,20.066667,24.2,0.0,20.65873,89.518556
US_TX_48321,2020-02-11,ChIJ0V1_xx_FQYYRxIETqQAVJ_Q,Q485910,geoId/48321,US,United States of America,TX,Texas,48321,Matagorda County,US,USA,2,,,,,,,36805,18511,18294,5367,4995,4663,4406,3851,5000,4505,2570,1448,1837779,28.78,-96.0,4174,76.36,,,,,,,10.29,3.29,10.29,6.57,8.1,6.35,5.04,15.33,7.67,3.29,11.61,,5.48,4.38,3.07,4.6,3.07,8.76,26.07,6.35,6.79,4.16,7.45,4.6,38.11,4.38,6.57,6.13,8.98,4.16,14.155556,10.877778,22.094444,0.197556,13.642857,94.842322
