location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_FL_12093,2020-01-11,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,5.17,10.35,5.17,6.9,7.47,6.9,4.31,4.6,13.22,5.75,9.2,,8.62,,5.75,4.02,4.02,4.31,4.02,7.18,22.7,6.04,10.92,,,5.46,34.77,4.6,7.76,5.17,4.6,,24.080247,21.895062,27.45679,0.072571,20.603175,79.947077
US_FL_12093,2020-01-12,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,4.47,9.77,3.91,13.68,4.75,5.86,4.75,,16.47,,5.3,4.19,12.28,4.47,,6.14,4.75,,7.26,6.98,24.01,8.1,7.54,,4.75,6.42,43.27,5.3,10.05,4.75,6.7,6.14,23.487654,20.067901,27.339506,0.03175,21.269841,86.293552
US_FL_12093,2020-01-13,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,3.87,9.33,,10.47,3.64,5.23,7.74,4.32,10.01,,9.33,4.55,9.1,4.78,4.32,4.78,5.92,,5.69,10.69,23.89,5.01,6.6,6.83,3.41,5.01,36.63,,6.6,7.05,3.87,5.23,23.351852,20.135802,27.333333,0.451556,19.325397,77.491439
US_FL_12093,2020-01-14,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,5.43,8.51,,11.34,12.76,6.14,7.09,5.2,10.87,,6.85,3.54,9.69,4.02,5.43,4.25,4.49,3.54,4.25,9.69,22.45,5.2,8.51,3.78,,6.62,41.11,4.96,5.43,6.62,3.54,4.25,22.555556,18.907407,27.191358,0.03175,19.952381,84.953751
US_FL_12093,2020-01-15,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,4.68,7.03,4.68,12.18,9.6,8.9,7.96,,12.64,3.51,7.03,3.28,11.47,,3.28,4.45,6.32,,4.68,8.9,23.18,6.09,7.96,,6.09,5.15,45.9,3.98,6.56,5.85,4.92,5.85,22.376543,17.462963,27.234568,0.705556,18.190476,76.0918
US_FL_12093,2020-01-16,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,5.38,7.02,5.15,9.83,7.49,6.79,9.83,,11.0,6.79,5.38,5.15,8.43,,4.45,4.45,,3.28,3.98,11.94,17.79,6.55,7.72,4.45,6.32,4.21,44.94,3.98,5.38,5.15,3.75,5.38,21.148148,15.91358,27.54321,0.028222,17.277778,78.80028
US_FL_12093,2020-01-17,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,3.28,4.92,8.9,11.24,7.03,5.39,4.92,3.98,9.84,3.98,7.96,3.75,8.2,6.09,4.22,3.75,4.22,3.98,4.68,8.43,21.31,3.75,4.45,3.51,3.28,4.22,37.71,6.79,5.15,6.56,3.75,5.62,21.759259,17.58642,26.37037,0.084667,16.714286,72.92123
US_FL_12093,2020-01-18,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,4.26,4.26,5.11,9.38,5.97,4.83,4.83,4.26,12.79,,7.1,,8.24,6.82,,3.98,,4.55,6.53,,19.6,7.39,5.11,,5.97,5.68,39.21,4.55,6.82,5.11,,4.26,21.111111,17.462963,24.833333,0.028222,13.563492,61.459055
US_FL_12093,2020-01-19,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,3.86,10.47,,11.57,3.86,7.44,4.68,4.68,12.67,,10.74,,11.02,,3.86,,4.13,,,7.44,24.25,8.54,8.54,,,5.24,34.71,5.51,8.27,4.68,,8.82,21.006173,15.246914,27.537037,0.0,15.690476,71.478204
US_FL_12093,2020-01-20,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,5.42,4.88,3.79,9.48,9.21,8.4,4.61,,13.28,,10.57,5.15,7.86,5.96,7.05,4.34,3.79,7.05,,11.11,31.17,6.23,7.86,4.88,3.79,7.32,40.92,,6.5,7.86,4.07,7.86,17.783951,12.074074,24.648148,0.112889,11.103175,64.847703
US_FL_12093,2020-01-21,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,4.26,9.47,,13.49,6.63,7.58,4.97,3.55,15.15,,8.29,5.45,9.47,,3.31,4.5,4.74,,7.58,7.58,25.33,5.92,8.05,4.5,8.05,4.5,43.09,,6.39,6.16,5.92,5.68,11.351852,7.419753,17.660494,0.028222,5.52381,67.107333
US_FL_12093,2020-01-22,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,4.64,5.57,4.64,11.14,7.2,6.5,7.66,6.73,15.55,3.71,8.36,4.18,9.29,,3.48,3.25,3.48,4.64,5.8,7.89,21.82,5.34,6.04,3.95,5.57,5.11,36.91,,5.11,6.04,,6.96,7.882716,2.32716,16.796296,0.804333,2.579365,69.232201
US_FL_12093,2020-01-23,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,4.17,9.28,3.25,12.29,9.28,6.03,3.94,,13.92,,9.74,5.1,12.53,,4.87,,3.48,4.41,4.17,9.74,21.8,4.41,7.89,4.41,4.17,4.87,40.82,3.48,5.33,3.25,4.64,6.73,15.253086,9.666667,22.58642,4.106333,13.619048,90.22003
US_FL_12093,2020-01-24,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,5.29,8.18,,10.83,7.7,8.18,5.29,4.57,19.5,5.29,7.46,,13.24,3.37,5.78,4.57,5.54,3.37,4.81,10.11,32.01,8.43,7.46,3.85,4.81,,37.07,,4.57,6.5,6.5,5.29,18.907407,14.395062,23.567901,10.117667,16.952381,88.585978
US_FL_12093,2020-01-25,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,7.21,6.92,,10.39,7.5,6.06,9.23,,15.29,,8.37,5.48,7.21,,5.19,,4.33,4.04,,9.52,28.85,6.35,,5.77,5.48,,38.38,4.91,8.37,5.19,,6.64,18.12963,14.45679,22.888889,0.423333,13.063492,72.526786
US_FL_12093,2020-01-26,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,7.2,8.27,,7.47,5.6,5.87,,4.27,26.13,4.0,9.6,4.27,5.87,4.0,5.33,,,,,6.4,32.53,7.47,5.6,,3.73,3.73,37.06,5.07,6.67,6.93,,6.13,12.87037,6.777778,20.95679,0.0,6.801587,66.427182
US_FL_12093,2020-01-27,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,3.44,7.58,3.21,11.25,10.1,5.05,5.97,3.44,28.7,,10.79,3.9,9.41,3.44,3.67,5.74,6.2,3.44,5.74,11.94,39.95,6.2,9.64,5.51,,4.59,36.5,4.36,6.2,7.58,5.28,4.82,15.765432,9.277778,22.450617,0.217714,9.642857,67.28244
US_FL_12093,2020-01-28,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,5.12,6.29,,11.18,7.22,6.75,3.26,3.73,30.74,4.66,8.62,4.19,10.48,3.49,3.49,7.22,3.49,,,10.48,38.2,7.22,6.52,4.19,3.73,3.96,38.2,4.42,6.29,5.82,7.45,5.82,16.802469,12.345679,21.944444,0.056444,11.809524,73.076768
US_FL_12093,2020-01-29,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,3.22,5.06,3.45,11.04,7.36,4.83,5.06,4.14,25.3,3.68,8.97,3.68,11.27,3.91,8.05,5.29,6.44,3.68,3.91,9.89,39.56,4.83,7.13,4.14,4.83,5.29,36.8,4.14,10.35,4.37,6.21,5.06,17.450617,12.160494,24.555556,0.0,12.880952,74.753091
US_FL_12093,2020-01-30,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,,9.58,3.19,8.21,6.39,4.79,4.56,5.7,33.3,3.65,10.26,6.61,11.18,4.56,6.84,4.79,6.16,,3.42,9.12,45.39,8.44,7.07,5.25,5.25,3.65,39.46,,5.02,5.25,5.47,7.98,17.635802,13.444444,22.734568,4.862286,14.920635,83.325292
US_FL_12093,2020-01-31,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,4.17,7.42,,9.97,7.65,6.49,4.64,3.71,34.55,4.41,11.13,3.48,9.28,5.33,3.48,,3.94,,4.41,9.28,36.87,6.03,5.57,3.94,3.48,5.33,34.55,3.48,7.88,5.1,3.71,4.87,19.345679,14.580247,25.074074,0.47625,15.5,77.924739
US_FL_12093,2020-02-01,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,8.14,11.04,6.31,8.93,5.25,5.25,7.62,4.99,30.48,6.04,11.04,4.73,6.83,4.99,4.47,,4.73,5.25,3.68,7.88,35.47,6.83,4.99,3.68,,4.99,40.46,7.09,5.25,4.73,4.73,4.73,18.666667,16.074074,23.067901,3.302,16.888889,89.129101
US_FL_12093,2020-02-02,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,7.07,8.42,4.35,8.15,4.08,6.52,4.89,4.08,23.64,4.35,11.96,,5.43,3.8,,4.35,5.16,5.71,5.71,10.32,29.34,6.79,7.34,,3.8,7.07,39.67,,4.62,3.8,3.8,7.34,13.580247,8.320988,19.308642,4.967111,7.714286,67.297896
US_FL_12093,2020-02-03,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,7.99,7.31,3.2,10.73,3.65,8.22,4.11,4.8,19.64,3.65,13.93,,10.05,3.65,3.65,,7.76,4.11,4.34,9.82,29.23,5.25,3.2,,4.11,5.71,33.12,3.88,6.85,5.48,5.94,4.34,12.876543,5.765432,21.104938,0.028222,6.912698,66.82679
US_FL_12093,2020-02-04,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,7.14,8.06,5.3,12.44,5.76,4.84,3.92,5.76,22.58,3.92,10.83,7.6,8.53,3.46,7.14,5.53,4.38,3.46,4.84,8.29,31.8,8.99,5.53,3.69,4.38,5.99,41.7,,5.53,3.92,3.46,4.15,16.098765,7.796296,25.234568,0.0,11.293651,73.757616
US_FL_12093,2020-02-05,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,3.24,9.04,3.48,12.97,6.72,4.4,4.87,3.94,17.38,,8.8,,7.18,4.4,,5.79,5.33,4.87,4.87,7.88,32.2,6.49,5.1,4.17,5.33,5.79,38.92,3.71,5.79,7.41,4.17,4.87,20.080247,11.833333,26.049383,0.0,16.007937,76.94291
US_FL_12093,2020-02-06,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,,7.07,,8.9,7.76,5.02,7.76,4.33,19.84,,8.67,3.65,9.58,3.19,6.62,7.3,3.42,5.02,4.33,10.72,26.92,6.39,9.12,,4.56,5.02,31.02,4.11,7.53,6.39,3.65,5.93,24.080247,19.098765,30.179012,0.0,19.52381,75.21495
US_FL_12093,2020-02-07,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,3.85,4.53,4.07,9.05,8.6,6.34,5.66,3.17,16.3,,8.37,5.43,7.24,4.98,6.11,4.98,4.3,3.62,3.4,8.6,28.52,7.02,5.66,,,,38.47,3.85,3.4,5.43,4.07,7.47,19.927778,14.083333,27.833333,16.637,13.944444,68.360595
US_FL_12093,2020-02-08,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,4.21,8.71,,9.83,8.71,5.62,8.15,,14.89,,10.39,5.9,9.27,,6.18,,4.21,5.62,,7.3,25.0,13.2,9.83,5.34,,4.21,38.2,7.3,6.74,,5.9,4.49,14.377778,7.516667,23.65,3.0226,8.215278,66.815857
US_FL_12093,2020-02-09,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,4.66,9.31,4.66,11.23,7.94,6.3,4.66,3.83,24.38,5.48,9.31,5.48,6.85,4.93,4.66,5.75,,5.48,4.66,7.67,32.05,7.94,4.38,,6.3,5.75,44.1,6.03,6.57,5.21,4.11,8.22,18.827778,10.833333,24.794444,0.0254,12.666667,68.157198
US_FL_12093,2020-02-10,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,3.56,5.11,3.56,11.11,6.0,5.55,7.33,4.67,14.44,,7.78,6.89,7.78,3.11,4.67,4.22,4.22,4.0,4.0,9.55,25.11,5.33,6.67,,4.67,3.11,35.55,6.44,8.0,6.22,,4.44,21.288889,16.355556,26.655556,0.0254,16.131944,72.141748
US_FL_12093,2020-02-11,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,,,,,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,,,,,,,3.84,5.88,,8.59,6.78,6.11,4.97,4.07,16.05,,7.01,5.65,10.4,3.84,5.65,5.65,4.75,5.88,5.43,9.5,30.98,7.01,7.24,6.11,8.37,6.33,41.83,4.52,7.24,7.01,4.75,5.65,22.938889,17.777778,28.016667,0.0,19.951389,82.773633
