location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_NC_37141,2020-01-11,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,,4.04,7.78,4.36,9.33,2.18,7.46,5.75,2.18,4.98,6.07,4.2,,4.04,2.8,2.96,14.31,5.44,6.38,3.27,,5.13,3.27,7.93,4.98,2.96,,,6.22,5.75,2.64,3.58,4.67,,3.27,,3.58,7.62,2.18,23.48,5.29,3.58,7.78,2.18,4.51,5.13,,,4.82,39.97,,2.8,3.42,2.33,3.42,7.93,,2.96,,2.64,5.44,4.2,4.04,,3.58,3.89,4.2,18.722222,15.679012,22.493827,0.0635,15.291667,79.258043
US_NC_37141,2020-01-12,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,3.53,5.15,8.83,5.88,8.24,,7.06,6.03,,3.68,6.03,3.83,3.68,3.38,2.65,3.97,12.65,4.27,8.68,,2.35,4.27,,7.5,5.88,2.65,4.41,2.65,5.59,6.47,2.35,3.83,3.97,,6.47,,3.09,7.8,4.27,23.39,7.5,,7.21,3.09,4.27,6.62,2.65,,5.15,45.91,,2.65,3.09,,4.41,6.62,,2.65,2.94,3.53,7.95,2.94,3.97,3.97,4.86,4.71,,20.876543,17.623457,22.777778,2.50825,19.284722,89.221754
US_NC_37141,2020-01-13,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,,2.88,7.58,4.7,9.41,4.18,7.32,5.88,2.35,4.57,7.06,5.49,4.05,2.74,,4.44,13.72,3.92,5.62,3.14,4.31,6.53,4.18,10.85,4.7,2.35,2.09,3.79,6.14,5.1,2.22,5.23,4.18,,5.1,2.61,2.74,10.98,1.83,29.4,6.4,4.31,8.1,1.96,5.49,4.57,2.74,2.88,7.19,41.03,2.48,,2.22,1.96,6.01,6.66,2.35,3.0,2.35,,6.27,4.96,4.44,3.27,3.14,3.53,,19.296296,17.191358,22.882716,1.2065,18.9375,96.135542
US_NC_37141,2020-01-14,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,2.27,3.61,9.62,2.67,10.95,2.4,10.68,6.41,2.54,4.01,6.01,5.08,2.27,3.87,,2.4,18.7,4.27,10.15,3.74,2.67,4.27,3.74,10.82,2.94,,3.61,2.54,6.14,6.41,3.61,4.27,4.94,,4.81,2.94,2.8,9.62,3.87,26.44,7.75,4.81,7.34,5.61,6.14,4.41,1.87,,5.88,41.93,2.67,2.4,2.27,2.54,5.74,6.28,,2.54,2.94,2.54,5.74,5.61,5.74,,4.54,3.34,2.4,19.660494,16.709877,24.018519,9.228667,18.229167,90.412144
US_NC_37141,2020-01-15,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,2.92,2.5,7.93,5.57,10.3,2.64,8.91,5.84,2.37,5.15,6.54,5.29,2.64,3.06,,3.06,13.91,4.87,7.24,2.92,5.43,6.12,3.06,11.13,4.45,,4.17,4.04,4.45,4.59,2.78,5.01,4.45,,4.73,2.92,3.62,7.93,,27.41,6.12,3.9,9.18,5.01,3.34,5.57,1.95,3.34,6.68,43.42,,,2.09,,4.17,8.91,,2.23,,3.48,5.29,6.54,6.12,,3.62,3.9,,17.716049,15.493827,22.32716,0.072571,16.131944,89.744505
US_NC_37141,2020-01-16,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,,4.0,8.15,5.11,9.8,3.73,8.42,5.66,2.49,6.77,7.73,1.93,2.9,3.87,,3.18,13.26,3.04,7.87,3.31,2.62,5.25,2.21,10.22,6.21,2.76,3.04,2.76,5.66,6.49,2.9,5.25,4.0,,4.56,1.93,3.04,10.77,2.49,27.34,6.77,5.94,6.35,4.42,4.7,5.66,1.93,2.9,7.59,43.08,3.45,2.49,3.18,,4.7,8.7,2.07,3.31,3.73,2.35,6.35,5.11,6.63,4.42,2.49,4.56,,17.290123,13.641975,22.296296,0.03175,12.625,74.04308
US_NC_37141,2020-01-17,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,,3.83,8.64,4.25,7.51,2.98,8.78,6.37,2.27,5.67,5.53,3.83,,5.1,,4.39,14.73,3.68,8.07,2.12,2.69,4.25,2.69,9.77,4.82,3.4,,3.12,6.66,4.67,2.55,5.38,4.82,,4.67,2.12,5.24,7.37,1.98,27.2,7.08,3.97,5.67,3.12,4.39,5.38,,,5.24,35.27,,,2.98,2.12,2.55,7.37,1.98,,1.98,3.12,6.09,6.8,6.37,2.98,2.41,2.27,,7.876543,2.975309,15.104938,0.197556,-6.055556,37.10468
US_NC_37141,2020-01-18,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,2.37,4.74,9.48,4.43,11.06,,7.9,4.43,,2.37,6.01,5.06,2.37,4.27,2.53,3.79,14.86,3.32,8.22,3.0,2.85,4.27,3.48,8.22,4.58,,2.21,2.69,6.16,4.9,,4.43,5.69,,5.85,,4.27,8.22,,27.03,6.95,4.11,7.75,3.0,3.32,7.59,,3.63,6.01,42.36,,,2.53,,2.37,7.27,,3.32,2.53,2.69,6.95,3.48,5.69,3.0,3.95,2.85,,5.876543,0.938272,14.092593,0.0,-1.298611,60.84389
US_NC_37141,2020-01-19,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,3.01,4.67,9.19,2.26,11.45,,7.08,6.18,,3.17,8.59,4.97,5.58,3.77,,3.01,14.17,2.86,7.99,4.07,,6.48,3.31,8.89,4.52,,2.41,2.56,7.23,5.12,,2.86,4.82,,5.88,2.41,4.52,6.63,,25.32,5.88,2.71,6.78,4.22,4.37,4.52,3.01,3.17,6.18,44.16,3.31,,4.07,,2.26,6.78,,,2.56,2.71,7.23,5.88,4.22,3.92,4.52,5.73,3.47,15.993827,11.104938,18.0,0.719667,11.631944,76.084742
US_NC_37141,2020-01-20,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,3.21,3.82,9.17,,10.54,2.9,9.47,8.56,,5.35,6.27,4.28,,2.44,,3.06,18.03,4.43,7.49,4.74,4.13,3.82,3.97,11.46,4.58,2.9,,3.97,4.74,3.97,,4.74,4.58,,3.52,,4.74,5.5,3.06,26.44,7.03,2.6,8.56,4.43,4.13,3.67,3.67,,6.11,42.95,2.6,,3.06,2.29,4.13,7.64,3.06,2.6,2.6,2.75,7.49,6.11,5.04,,2.6,2.6,3.52,3.345679,-1.141975,11.512346,0.056444,-7.097222,46.79893
US_NC_37141,2020-01-21,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,2.29,5.19,9.46,3.51,10.07,3.97,9.3,6.86,4.58,4.73,6.86,5.34,,3.81,2.13,4.88,19.37,2.9,9.46,3.97,3.66,6.25,3.36,9.3,4.27,,2.9,3.51,7.02,4.73,3.2,5.64,5.64,2.29,8.08,,5.34,7.32,2.75,29.59,9.0,3.51,9.15,4.88,5.03,7.63,3.36,2.59,7.17,49.27,,3.05,,,5.95,8.85,,,3.05,4.27,6.1,4.27,5.95,3.81,,3.05,3.51,-0.067901,-3.358025,4.469136,0.0,-9.319444,50.244908
US_NC_37141,2020-01-22,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,2.08,5.84,8.48,5.84,11.68,3.06,8.9,4.45,2.5,6.39,8.9,3.06,,2.78,2.08,2.78,18.35,4.31,6.81,3.2,2.78,4.87,3.61,10.15,5.14,,2.36,2.22,3.34,5.42,2.92,4.03,4.87,,11.54,2.78,3.34,5.7,,29.89,7.09,3.48,10.01,3.48,3.75,8.48,3.48,2.36,6.12,37.53,3.75,,3.89,3.06,6.39,8.9,,,2.36,2.78,4.45,5.0,4.03,3.06,4.31,4.73,2.78,2.518519,-2.117284,10.37037,0.0,-6.159722,53.335713
US_NC_37141,2020-01-23,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,1.88,4.84,8.34,3.9,9.96,,9.15,4.31,3.23,4.17,6.46,2.83,2.02,5.25,,2.02,18.3,4.31,9.02,2.83,2.02,5.79,3.37,9.42,4.71,,3.37,3.77,3.77,6.59,,4.04,5.25,2.15,6.59,2.69,3.23,8.07,3.9,32.03,7.27,2.69,7.81,3.9,5.25,5.52,3.5,,8.61,40.65,1.88,,2.29,2.02,3.9,8.07,,2.15,3.37,3.77,7.4,4.98,4.71,2.96,3.37,2.96,4.17,5.561728,-0.203704,13.240741,0.0,0.9375,72.874423
US_NC_37141,2020-01-24,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,3.12,5.84,8.97,4.08,10.19,2.04,7.2,4.21,,4.08,7.2,4.62,,3.81,,3.4,25.68,2.45,10.33,3.53,3.4,4.76,2.72,9.38,5.84,,3.4,,2.99,8.83,2.45,3.4,5.98,,4.08,,3.26,8.02,2.04,41.31,6.11,2.99,5.98,2.58,3.94,3.4,2.31,,4.89,37.23,2.04,,2.85,,5.3,7.75,2.45,2.31,2.45,3.81,4.35,4.21,3.94,,4.76,4.35,3.12,11.438272,5.0,19.265432,0.290286,8.416667,81.962843
US_NC_37141,2020-01-25,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,,6.59,10.77,5.3,11.57,,9.0,4.98,,2.57,7.07,4.18,,3.21,,3.38,26.36,5.14,10.77,3.7,,5.14,3.38,8.84,5.3,,2.89,5.14,4.66,4.5,3.7,4.18,4.02,,5.47,2.73,4.02,7.23,,31.35,6.27,3.54,6.91,3.21,3.21,5.14,2.25,2.25,4.5,46.78,3.7,2.89,5.3,2.41,6.11,10.29,,4.5,2.89,4.66,6.91,4.5,5.14,2.57,2.73,4.66,,14.561728,9.080247,17.574074,10.2235,10.541667,76.97656
US_NC_37141,2020-01-26,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,2.81,6.66,8.58,5.18,9.18,2.66,7.1,7.25,2.52,3.85,6.81,3.85,2.52,4.88,2.07,2.81,30.04,3.7,10.06,2.52,3.11,5.18,3.55,6.51,3.55,3.26,2.66,4.14,5.48,4.44,2.37,3.4,3.4,,5.18,2.22,2.52,6.96,2.22,30.93,6.22,,10.65,2.22,2.66,5.62,2.37,2.37,6.51,47.21,2.52,,4.44,,5.92,6.96,2.52,,2.52,2.52,6.51,4.88,4.59,,3.26,4.29,2.96,7.783951,2.648148,14.154321,1.467556,2.131944,68.380079
US_NC_37141,2020-01-27,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,,,,,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,,,,,,2.87,5.09,6.92,4.18,11.62,2.61,9.92,6.66,,4.31,5.88,4.05,1.83,2.35,2.22,,26.9,2.87,9.92,2.48,,5.09,2.48,9.92,6.14,,2.48,3.66,4.44,8.23,2.87,3.79,2.09,,4.96,2.09,2.87,8.1,2.09,47.79,6.14,3.53,7.83,5.09,4.18,5.22,,,6.53,40.74,3.0,,2.74,3.26,2.09,8.62,,,3.0,3.13,6.27,6.01,5.35,2.48,3.53,3.4,,8.697531,3.919753,15.253086,0.036286,3.388889,70.60979
