location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55103,2020-01-11,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,14.06,20.46,31.97,9.59,35.8,-4.883333,-7.05,-1.955556,1.072444,,-9.160494,71.7521
US_WI_55103,2020-01-12,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,15.44,24.93,9.5,34.43,-7.966667,-12.722222,-3.755556,0.0,,-11.87037,72.570293
US_WI_55103,2020-01-13,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,13.87,25.07,10.67,30.94,-3.672222,-5.794444,-1.661111,1.213556,30.48,-5.104938,88.905225
US_WI_55103,2020-01-14,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,16.39,30.66,,35.42,-0.455556,-2.966667,1.477778,0.959556,50.8,-1.734568,90.605675
US_WI_55103,2020-01-15,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,8.41,13.67,33.64,,34.17,-5.272222,-10.6,-1.066667,0.381,50.8,-6.580247,90.332155
US_WI_55103,2020-01-16,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,14.64,27.04,,32.11,-12.266667,-18.672222,-3.055556,0.0,50.8,-16.691358,69.810645
US_WI_55103,2020-01-17,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,9.09,23.62,16.96,,33.32,-12.705556,-18.533333,-4.216667,0.580571,50.8,-15.5,77.790111
US_WI_55103,2020-01-18,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,10.04,13.8,,30.11,-4.077778,-13.572222,-1.022222,2.286,129.54,-5.283951,91.49883
US_WI_55103,2020-01-19,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,10.86,20.51,,44.63,-14.411111,-17.961111,-8.905556,0.834571,129.54,-18.104938,74.495966
US_WI_55103,2020-01-20,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,13.13,20.78,8.75,30.08,-9.383333,-13.066667,-4.611111,0.15875,,-12.154321,80.702017
US_WI_55103,2020-01-21,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,8.56,25.68,28.36,,45.48,-12.422222,-18.744444,-5.116667,0.0,129.54,-14.777778,82.242696
US_WI_55103,2020-01-22,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,11.29,15.24,23.14,,33.87,-3.783333,-7.638889,0.277778,0.0,129.54,-6.716049,80.299503
US_WI_55103,2020-01-23,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,22.02,28.22,,34.43,-1.222222,-2.122222,0.105556,1.636889,149.86,-2.111111,93.567703
US_WI_55103,2020-01-24,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,27.72,34.65,,36.54,-0.0,-0.916667,1.455556,1.749778,180.34,-0.67284,95.181063
US_WI_55103,2020-01-25,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,18.64,18.64,28.68,,36.57,0.661111,0.135802,1.333333,1.890889,149.86,-0.271605,93.747501
US_WI_55103,2020-01-26,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,9.86,32.85,30.88,,40.73,-1.25,-3.016667,0.716667,0.3175,149.86,-2.555556,91.206367
US_WI_55103,2020-01-27,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,10.64,28.19,40.95,,34.04,-2.294444,-3.616667,-0.155556,0.0,149.86,-3.691358,90.192316
US_WI_55103,2020-01-28,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,23.21,34.55,,29.15,-3.222222,-5.05,-0.8,0.0,149.86,-5.166667,86.339621
US_WI_55103,2020-01-29,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,11.03,30.88,45.77,13.23,36.39,-5.15,-6.266667,-3.361111,0.0,149.86,-7.17284,85.052407
US_WI_55103,2020-01-30,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,24.32,43.1,,32.6,-3.566667,-4.438889,-1.444444,0.0,149.86,-5.876543,83.474723
US_WI_55103,2020-01-31,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,11.85,28.43,42.06,,27.84,-1.7,-2.966667,0.483333,0.0,149.86,-3.018519,90.384348
US_WI_55103,2020-02-01,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,10.41,20.82,36.08,,37.47,0.588889,-0.9,3.027778,0.326571,149.86,-1.111111,88.344552
US_WI_55103,2020-02-02,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,22.37,31.18,,32.53,4.433333,0.85,8.944444,0.0,129.54,-0.481481,70.77046
US_WI_55103,2020-02-03,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,16.83,29.18,,40.96,0.377778,-5.133333,4.95,0.0,78.74,-2.506173,81.489915
US_WI_55103,2020-02-04,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,11.22,23.57,40.4,10.1,37.59,-2.005556,-5.15,2.261111,0.0,78.74,-10.037037,54.101236
US_WI_55103,2020-02-05,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,8.85,25.45,37.61,,35.95,-7.055556,-11.238889,-2.6,0.0,78.74,-13.654321,58.595634
US_WI_55103,2020-02-06,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,9.16,23.49,33.22,,32.08,-5.683333,-11.355556,0.433333,0.0,78.74,-11.91358,60.737633
US_WI_55103,2020-02-07,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,24.89,30.23,,31.41,-5.327778,-10.144444,0.172222,0.0,50.8,-10.320988,67.40839
US_WI_55103,2020-02-08,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,19.47,28.51,,30.6,-4.283333,-7.833333,-1.555556,0.03175,50.8,-8.111111,74.554564
US_WI_55103,2020-02-09,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,15.05,18.48,24.63,,23.95,-6.038889,-10.888889,-1.716667,2.249714,231.14,-8.469136,81.797258
US_WI_55103,2020-02-10,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,11.47,22.37,27.53,,29.25,-8.922222,-19.094444,-1.572222,5.446889,231.14,-10.845679,84.314871
US_WI_55103,2020-02-11,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,,18.88,20.59,,29.74,-6.666667,-11.922222,-2.133333,0.0,231.14,-9.41358,81.445098
US_WI_55103,2020-02-12,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,12.47,28.51,31.48,,37.41,-4.327778,-11.183333,2.466667,0.0,200.66,-8.419753,73.454045
US_WI_55103,2020-02-13,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,9.5,22.92,26.83,,28.51,-10.116667,-17.3,-0.333333,1.016,231.14,-14.12963,71.54536
US_WI_55103,2020-02-14,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,,,,8.8,19.36,22.3,,32.27,-20.388889,-28.477778,-11.083333,0.0508,231.14,-26.425926,58.469684
US_WI_55103,2020-02-15,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,18,3,,13.94,21.61,42.51,,34.85,-6.844444,-14.5,1.311111,0.0,200.66,-12.049383,65.784502
US_WI_55103,2020-02-16,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,6,-4,,,18.28,31.14,,44.0,-4.216667,-11.472222,-0.188889,0.0,200.66,-7.58642,77.294483
US_WI_55103,2020-02-17,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,-27,1,,,29.86,27.09,,30.96,-1.716667,-4.705556,1.233333,0.508,,-5.098765,77.216249
US_WI_55103,2020-02-18,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,4,1,,,11.83,30.99,,34.37,-1.711111,-5.394444,0.477778,4.543778,299.72,-4.117284,83.321059
US_WI_55103,2020-02-19,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,7,0,,9.58,29.86,32.12,9.58,38.31,-11.666667,-18.738889,-5.077778,0.2032,279.4,-16.864198,65.036571
US_WI_55103,2020-02-20,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,5,4,,9.5,20.05,29.02,,26.39,-16.216667,-24.561111,-8.788889,0.0254,279.4,-21.888889,60.99913
US_WI_55103,2020-02-21,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,2,-1,,,22.82,29.49,,34.5,-9.794444,-18.472222,2.0,0.0,231.14,-16.148148,59.652411
US_WI_55103,2020-02-22,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,16,-2,,,23.74,30.93,12.95,38.85,-0.65,-6.911111,6.016667,0.0508,200.66,-6.32716,66.265537
US_WI_55103,2020-02-23,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,24,-4,,,23.91,29.89,,36.53,2.655556,-3.755556,9.322222,0.1524,149.86,-2.320988,69.872362
US_WI_55103,2020-02-24,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,-2,4,,9.13,34.23,38.79,,41.07,0.077778,-6.155556,5.827778,0.0,99.06,-3.925926,74.701413
US_WI_55103,2020-02-25,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,5,1,,,25.4,43.4,,32.81,0.105556,-2.105556,2.55,0.0,99.06,-4.765432,69.624077
US_WI_55103,2020-02-26,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,6,1,,,41.11,50.82,,39.97,-2.311111,-5.283333,0.672222,0.0,99.06,-8.203704,63.828504
US_WI_55103,2020-02-27,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,8,-4,,9.62,46.39,41.3,,36.21,-4.788889,-7.622222,-2.466667,0.0,99.06,-10.790123,62.715268
US_WI_55103,2020-02-28,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,4,-7,,,34.49,44.59,,26.16,-7.466667,-11.305556,-3.1,0.0,99.06,-13.537037,60.751075
US_WI_55103,2020-02-29,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,15,-5,,,41.02,45.98,,31.12,-7.527778,-14.788889,2.094444,0.0,78.74,-13.975309,60.048698
US_WI_55103,2020-03-01,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,33,4,,12.8,35.03,32.34,,40.43,3.033333,-1.816667,10.261111,0.0,78.74,-2.62963,65.910508
US_WI_55103,2020-03-02,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,3,-1,,,37.53,45.16,,38.12,2.055556,-0.872222,6.433333,0.0,50.8,-2.216049,74.00054
US_WI_55103,2020-03-03,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,5,3,,10.06,25.72,43.61,,32.99,0.611111,-3.505556,5.716667,0.0,50.8,-2.512346,79.421275
US_WI_55103,2020-03-04,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,6,2,,9.57,36.14,37.74,,29.76,1.761111,-2.372222,5.777778,0.34925,50.8,-3.796296,66.583847
US_WI_55103,2020-03-05,ChIJSzwzcQC6_YcRRrlzIXMdtuk,Q501596,geoId/55103,US,United States of America,WI,Wisconsin,55103,Richland County,US,USA,2,,,,,,,17517,8801,8716,1957,2294,1702,1769,1943,2526,2695,1584,1047,1799454,43.38,-90.43,1526,3,4,,9.24,28.76,39.03,,32.87,3.361111,-0.25,6.266667,0.0635,30.48,-1.709877,69.563635
