location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55075,2020-01-11,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,4.01,6.59,4.59,8.88,6.59,4.01,4.59,,14.04,,8.31,4.87,5.45,4.59,4.87,,4.87,,,6.3,20.06,4.3,7.17,4.3,,,35.25,,6.59,6.02,,,-5.240741,-8.191358,0.203704,0.0,,-9.458333,73.805823
US_WI_55075,2020-01-12,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,7.05,11.0,,9.88,8.46,4.8,5.36,5.08,15.52,,10.16,5.36,6.77,4.51,3.95,5.08,,4.51,5.92,7.05,20.32,6.77,8.46,5.64,,,42.61,,8.18,3.95,5.64,4.51,-8.820988,-13.302469,-4.802469,0.0,,-13.090278,72.652561
US_WI_55075,2020-01-13,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,3.72,5.82,,7.21,7.45,4.65,7.21,,17.92,,9.07,6.28,7.21,5.58,5.58,4.89,,4.42,4.19,6.51,26.29,7.21,6.28,3.72,5.58,5.58,40.95,3.49,7.68,6.51,,5.35,-4.783951,-8.450617,-1.740741,0.254,,-6.798611,86.393207
US_WI_55075,2020-01-14,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,,5.93,8.44,12.09,5.93,5.02,5.02,,17.33,,8.21,5.7,9.81,3.42,6.39,5.02,4.56,,4.79,8.21,28.05,5.93,7.75,5.25,,6.61,44.24,4.11,5.47,6.84,5.47,4.33,-1.253086,-4.135802,1.04321,0.395111,,-2.604167,90.152022
US_WI_55075,2020-01-15,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,4.98,4.53,4.53,9.28,7.7,7.02,6.79,4.98,11.77,3.85,8.6,7.47,6.34,6.34,4.75,6.11,3.4,,5.21,8.6,23.77,6.79,4.75,5.43,4.08,3.85,40.3,,3.62,4.08,,3.17,-1.986111,-4.666667,0.6875,0.0,,-5.166667,78.938557
US_WI_55075,2020-01-16,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,4.59,6.65,4.36,9.87,6.88,4.36,3.67,3.21,14.91,3.21,9.18,6.42,5.28,5.74,6.65,5.28,4.59,5.28,5.05,7.57,23.17,8.49,3.67,,6.19,5.05,35.33,3.67,5.96,4.59,3.44,,-8.041667,-13.930556,-1.763889,0.0,,-12.618056,69.723335
US_WI_55075,2020-01-17,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,4.68,6.09,3.28,11.94,7.49,6.32,5.86,4.21,12.41,,5.86,5.62,7.03,3.98,4.45,,,5.62,8.2,5.39,25.06,4.68,3.28,4.68,6.56,4.45,30.91,,3.28,3.28,,3.51,-13.472222,-20.833333,-4.0,0.0,,-16.583333,77.433551
US_WI_55075,2020-01-18,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,6.59,5.39,,7.19,6.89,4.49,5.09,,11.38,4.79,8.39,4.49,9.58,,5.69,6.29,,,4.19,8.98,23.36,,,6.59,,,33.25,,6.89,7.49,5.09,,-2.729167,-4.715278,-0.291667,0.4445,,-4.347222,88.646697
US_WI_55075,2020-01-19,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,4.77,8.13,,8.41,6.73,7.85,6.17,5.33,15.43,5.61,10.66,6.73,10.38,5.05,6.73,,,4.21,5.61,,25.8,3.93,,,8.7,5.89,49.65,3.93,5.61,5.61,3.93,4.77,-5.923611,-9.173611,-1.694444,1.9685,,-9.631944,75.151139
US_WI_55075,2020-01-20,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,6.23,5.75,,11.74,8.62,5.75,7.19,3.35,20.6,,12.7,3.83,6.95,7.43,6.71,3.83,4.31,4.55,7.91,3.59,28.27,7.67,9.82,4.79,3.59,3.59,43.12,4.07,7.43,6.95,4.07,4.31,-7.25,-12.986111,-2.951389,0.0,,-11.763889,70.297416
US_WI_55075,2020-01-21,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,4.93,5.4,4.93,8.68,9.86,4.93,8.68,3.99,18.78,,9.15,4.69,5.63,3.29,6.1,4.69,5.63,3.52,6.57,8.45,24.17,7.51,6.57,7.51,6.81,5.16,39.9,6.34,7.75,6.1,4.46,3.29,-9.932099,-15.271605,-3.87037,0.028222,,-13.777778,76.28538
US_WI_55075,2020-01-22,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,6.67,7.15,5.0,8.82,8.1,6.91,7.87,4.77,21.45,,10.25,6.2,8.1,6.67,6.43,5.96,4.53,,7.87,4.77,28.6,9.3,8.82,4.77,6.2,3.58,45.29,5.0,7.39,6.91,5.96,5.72,-4.576389,-8.993056,-0.1875,1.052286,,-7.75,78.581728
US_WI_55075,2020-01-23,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,6.61,11.26,,9.3,6.61,3.92,6.12,,18.84,,10.28,4.16,9.05,4.89,4.65,,,3.43,9.05,5.87,23.49,4.4,8.07,4.65,4.89,5.38,40.62,4.4,5.38,6.12,6.12,3.67,-0.771605,-3.209877,0.438272,4.289778,,-2.361111,89.762934
US_WI_55075,2020-01-24,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,4.36,6.41,4.11,7.44,7.44,5.39,6.16,,29.25,,9.75,,8.21,6.16,5.13,,,,4.88,5.39,35.66,4.62,8.72,5.39,,6.67,36.94,6.41,7.18,6.41,4.88,6.16,0.395062,-0.728395,1.135802,0.874889,,-0.298611,95.593482
US_WI_55075,2020-01-25,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,7.51,5.32,5.0,10.64,9.07,7.82,,,27.84,,10.01,6.88,,7.2,4.38,6.26,,6.88,,,35.66,7.51,5.32,,,,49.43,,7.82,5.63,5.0,5.32,0.376543,-0.432099,1.716049,1.975556,,-0.298611,95.346069
US_WI_55075,2020-01-26,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,,7.11,4.26,8.81,8.53,7.96,7.11,,25.58,,5.97,6.54,8.81,7.11,,5.12,,4.83,7.39,6.54,36.38,6.25,6.25,4.83,6.54,4.55,46.04,,,7.11,5.12,4.26,0.481481,-0.555556,1.925926,1.975556,,-1.381944,87.277918
US_WI_55075,2020-01-27,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,5.43,4.02,,12.29,6.62,3.31,4.96,4.02,34.97,4.25,11.58,,7.56,6.62,6.85,,,,3.31,7.32,41.58,5.91,6.38,4.72,4.96,4.96,34.26,4.72,6.62,5.91,4.49,4.49,-0.45679,-2.006173,0.95679,1.382889,,-3.111111,82.317234
US_WI_55075,2020-01-28,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,,7.58,,8.76,8.76,5.92,7.82,3.31,26.52,,10.89,10.66,8.05,5.21,6.16,6.87,4.26,4.5,4.74,6.16,38.37,5.45,,8.05,3.79,7.82,43.1,4.5,5.68,4.74,4.5,5.45,-2.722222,-5.154321,-0.117284,0.0,,-6.569444,75.23148
US_WI_55075,2020-01-29,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,3.72,4.19,,10.0,7.21,5.35,7.91,,26.51,,10.46,,8.37,5.81,3.95,6.05,4.19,5.35,6.05,6.28,38.84,10.0,5.81,4.42,3.26,4.65,36.05,,9.54,,3.26,3.49,-4.32716,-5.95679,-2.506173,0.0,,-7.222222,80.623372
US_WI_55075,2020-01-30,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,5.83,7.05,3.4,6.8,7.53,7.29,5.59,,34.99,5.1,8.51,6.32,9.48,4.37,4.13,7.29,,,4.37,8.26,33.05,4.37,3.4,3.4,4.86,4.86,40.58,4.37,4.37,7.53,7.05,,-4.0,-5.222222,-2.703704,0.03175,,-6.520833,83.617952
US_WI_55075,2020-01-31,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,5.76,4.8,3.6,6.0,8.16,7.2,4.8,3.36,26.42,3.6,7.2,5.52,6.72,4.56,5.04,4.56,,5.04,3.36,6.72,34.82,6.72,5.04,3.6,,5.28,32.18,,5.28,6.48,,,-3.524691,-6.438272,0.333333,0.0,,-6.402778,80.782288
US_WI_55075,2020-02-01,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,10.24,,,9.0,5.89,,5.58,,31.95,,12.1,,9.62,4.34,,5.89,,4.34,,9.0,30.09,4.65,8.38,4.34,,4.34,44.67,,9.62,4.96,7.45,,0.37037,-2.851852,2.962963,2.06375,,-2.527778,81.129327
US_WI_55075,2020-02-02,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,4.39,9.38,,8.5,8.5,5.86,5.86,,18.46,,8.5,4.1,10.55,5.57,5.57,7.03,,4.1,5.86,5.57,30.47,4.98,7.33,,,4.69,40.43,,,5.27,,,2.216049,-0.925926,6.5,2.314222,,-1.833333,74.790644
US_WI_55075,2020-02-03,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,6.22,9.57,4.31,11.73,9.34,4.55,4.79,,19.63,4.07,8.14,,11.97,5.03,5.27,6.22,4.07,6.22,3.83,8.14,30.16,,5.51,5.03,3.59,7.18,41.41,5.27,5.98,5.51,5.03,5.03,1.111111,-2.814815,5.37037,0.028222,,-3.6875,70.834507
US_WI_55075,2020-02-04,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,4.95,8.25,4.48,8.96,9.66,,10.13,,18.39,3.3,8.72,5.66,8.48,5.42,7.31,4.95,,5.89,,4.48,26.4,5.19,6.6,6.6,4.71,6.84,36.53,4.48,5.19,7.31,5.42,,-3.951389,-7.138889,1.805556,0.0,,-10.31746,62.07228
US_WI_55075,2020-02-05,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,4.4,5.62,3.42,9.78,6.36,7.58,5.38,6.11,25.92,,10.27,5.13,6.85,6.85,5.62,8.07,4.65,6.6,3.42,5.87,37.17,6.36,6.85,5.38,4.89,5.87,38.64,3.91,6.36,4.89,,5.13,-10.604167,-16.659722,-4.055556,0.0,,-16.174603,66.278539
US_WI_55075,2020-02-06,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,5.18,6.12,,10.35,5.18,5.65,6.59,3.77,24.71,,9.65,6.82,6.82,4.47,6.59,6.59,3.53,,4.47,4.24,39.53,5.88,3.77,5.41,4.24,6.59,41.65,4.47,7.29,5.88,4.24,5.18,-7.203704,-13.354167,-0.358025,0.0,,-12.895833,62.991891
US_WI_55075,2020-02-07,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,4.41,6.86,3.92,8.57,4.9,5.39,7.1,3.92,21.05,,8.08,4.9,11.02,,5.14,4.16,4.16,3.43,,9.06,33.79,7.1,6.86,,4.9,4.16,38.93,5.39,6.61,5.14,6.37,5.14,-5.814815,-10.728395,-1.969136,0.0,,-9.138889,78.358206
US_WI_55075,2020-02-08,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,,5.71,5.41,7.21,9.31,6.91,9.61,,21.03,,8.11,4.51,8.11,5.41,,10.21,,,8.11,5.11,28.54,6.31,6.91,,7.51,,41.75,5.41,8.41,5.11,5.11,4.51,-9.537037,-15.41358,-3.685185,0.0635,,-13.791667,72.490374
US_WI_55075,2020-02-09,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,11.35,8.73,4.37,8.15,6.11,5.53,7.28,,25.61,,11.93,6.4,6.4,,,6.11,,,4.07,6.4,25.61,7.28,8.44,4.37,,4.07,40.45,,5.53,6.4,,6.4,-9.703704,-14.740741,-5.820988,0.649111,,-11.875,86.483408
US_WI_55075,2020-02-10,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,6.49,7.65,3.71,6.95,3.94,8.35,5.56,,18.31,,9.74,3.71,7.65,4.4,4.87,3.94,4.17,4.4,4.64,8.81,31.29,8.81,5.56,5.56,4.64,4.87,33.15,,4.64,7.19,,4.87,-8.635802,-16.919753,-2.716049,1.0795,,-11.618056,81.337659
US_WI_55075,2020-02-11,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,,,,,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,6.49,4.17,5.57,9.97,6.96,7.65,4.64,3.71,17.86,,10.2,4.17,8.81,5.8,7.65,7.42,3.71,3.48,3.94,7.65,28.29,6.03,3.94,,4.87,6.03,38.96,,6.96,4.64,6.73,5.33,-5.240741,-10.722222,-1.290123,0.03175,,-9.131944,74.859479
