location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19123,2021-04-02,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2201,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-35,0,,11.31,6.79,,5.28,8.29,,18.85,,,38.46,8.29,,5.172222,-1.933333,15.938889,0.0,-7.753086,38.880696
US_IA_19123,2021-04-03,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2202,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,14,-7,,,9.56,,,,7.29,6.83,13.66,,7.29,26.41,,12.3,13.461111,7.338889,22.822222,0.0,-0.018519,39.792067
US_IA_19123,2021-04-04,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,2204,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-19,,9.01,13.96,9.91,,,8.11,,16.21,,,37.37,11.26,,16.533333,7.194444,27.105556,0.0,5.722222,49.077186
US_IA_19123,2021-04-05,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,6,0,2210,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,14,-25,3,4.93,9.87,9.16,5.29,5.99,8.46,8.46,19.03,5.29,9.16,41.93,8.81,5.99,20.344444,15.516667,26.7,0.0,11.246914,56.270779
US_IA_19123,2021-04-06,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,3,0,2213,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,6,-19,2,10.86,10.18,13.58,,,8.49,9.16,19.69,9.16,5.09,40.39,6.45,,20.716667,15.75,26.372222,0.0,12.166667,58.048949
US_IA_19123,2021-04-07,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,2215,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-21,2,,8.81,12.21,6.78,12.54,10.17,7.46,21.7,,8.14,39.67,,10.85,19.45,14.833333,24.088889,0.254,12.351852,63.829623
US_IA_19123,2021-04-08,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,3,0,2218,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,3,-23,5,5.47,12.64,10.94,5.81,8.88,10.94,5.47,22.21,7.86,,45.11,7.86,5.47,11.377778,8.472222,15.272222,8.273143,10.259259,92.819574
US_IA_19123,2021-04-09,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,6,0,2224,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,19,-13,-2,8.17,11.92,8.17,,4.77,10.89,,18.39,,4.77,36.09,5.45,5.11,10.477778,8.355556,15.055556,0.870857,9.08642,90.823044
US_IA_19123,2021-04-10,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,4,0,2228,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,3,-1,,,10.93,7.99,,,7.57,6.73,21.86,,8.83,31.53,,6.31,9.088889,7.066667,13.138889,0.653143,7.419753,89.306443
US_IA_19123,2021-04-11,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,5,0,2233,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-11,,8.57,9.39,6.53,,,8.98,5.71,20.81,10.2,7.35,35.5,5.71,7.35,9.094444,6.194444,16.633333,5.334,5.765432,79.888261
US_IA_19123,2021-04-12,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2234,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,6,-15,4,5.91,11.81,9.73,7.99,12.16,13.2,6.6,17.02,11.12,,44.12,,6.25,9.888889,5.261111,15.772222,0.0,2.697531,60.942704
US_IA_19123,2021-04-13,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,3,0,2237,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,8,-17,3,11.12,13.14,9.77,8.09,9.43,9.77,9.77,20.21,7.75,7.07,37.73,6.06,6.06,8.083333,1.594444,13.85,0.0,-1.339506,51.404617
US_IA_19123,2021-04-14,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2238,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-18,1,9.01,13.16,6.23,5.2,8.31,15.59,6.58,17.32,5.54,5.2,38.79,7.97,5.54,5.05,-0.205556,11.288889,0.0,-2.611111,57.519623
US_IA_19123,2021-04-15,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,2240,49,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,0,-18,3,7.97,10.39,10.05,,7.97,14.55,8.31,18.36,10.05,6.24,40.19,5.54,4.85,5.338889,0.411111,11.205556,0.0,0.783951,72.474461
US_IA_19123,2021-04-16,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,4,1,2244,50,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,23,-20,-4,,12.16,6.84,5.32,9.12,11.02,7.22,25.46,,5.32,34.2,7.6,,7.994444,2.233333,12.811111,0.0,2.104938,66.401289
US_IA_19123,2021-04-17,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,4,0,2248,50,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,10,-8,,8.35,11.43,,,10.55,9.23,10.11,14.5,,7.03,44.82,7.91,7.91,10.827778,6.094444,17.788889,0.435429,2.993827,58.931431
US_IA_19123,2021-04-18,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,2248,50,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-19,,7.36,13.5,8.59,6.54,,13.09,6.54,21.27,,11.86,42.13,11.04,5.73,11.272222,6.455556,16.9,0.0,0.660494,48.284605
US_IA_19123,2021-04-19,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,4,0,2252,50,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-2,-16,5,7.12,13.21,5.76,5.42,5.42,10.5,5.76,19.99,,,34.22,,,6.183333,0.494444,15.361111,0.0508,0.055556,64.606196
US_IA_19123,2021-04-20,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2253,50,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-1,-15,5,6.59,8.67,8.33,6.94,10.41,12.49,8.67,24.98,6.25,5.55,39.2,9.37,6.25,3.161111,0.722222,7.211111,0.254,-4.604938,57.099926
US_IA_19123,2021-04-21,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,5,0,2258,50,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-20,2,,11.86,11.51,8.02,8.72,6.28,9.07,21.98,4.88,5.93,36.63,5.93,,2.572222,-3.433333,8.672222,0.0,-7.777778,46.437157
US_IA_19123,2021-04-22,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,2260,50,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,0,-19,2,8.49,8.49,4.95,5.3,8.84,11.67,4.95,21.57,8.49,6.72,37.13,6.01,,5.672222,-2.227778,15.161111,0.0,-6.530864,41.062518
US_IA_19123,2021-04-23,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2261,50,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,20,-12,-4,10.23,15.53,7.06,,9.53,12.35,6.35,19.06,5.29,7.06,36.0,8.47,5.65,9.938889,6.75,13.922222,0.0,1.432099,55.471381
US_IA_19123,2021-04-24,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,2263,50,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,22,-1,,,12.22,7.86,,9.6,6.98,,17.89,,,39.71,7.86,6.98,9.872222,4.155556,16.383333,0.0,5.691358,74.732092
US_IA_19123,2021-04-25,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,2263,50,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-9,,9.61,11.28,,8.36,7.52,9.61,,16.71,,11.28,30.5,6.68,,8.522222,0.872222,17.122222,0.0,-0.104938,54.269542
US_IA_19123,2021-04-26,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2264,50,,5122,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,22,-17,1,6.99,12.59,8.39,,5.59,9.44,9.44,25.52,,6.64,36.01,11.19,,17.388889,10.138889,29.677778,0.0,8.283951,55.150573
US_IA_19123,2021-04-27,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2265,50,14,5136,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,7,-16,2,6.71,10.25,6.36,9.54,8.13,15.55,6.71,19.08,,7.07,32.16,7.77,7.07,23.022222,15.833333,29.433333,0.0,12.777778,52.451093
US_IA_19123,2021-04-28,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2266,50,86,5222,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-16,0,6.87,10.65,7.22,5.5,7.56,7.22,10.65,24.74,,,33.68,5.5,,16.938889,10.783333,25.333333,0.0508,12.246914,73.817635
US_IA_19123,2021-04-29,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,3,0,2269,50,26,5248,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,9,-21,4,,9.05,8.36,5.57,9.75,7.66,10.45,20.2,5.22,6.96,33.43,4.88,8.71,16.322222,9.577778,24.466667,0.465667,9.0,62.432677
US_IA_19123,2021-04-30,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,8,0,2277,50,113,5361,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,31,-16,-5,,15.84,8.47,,10.69,8.11,8.11,18.05,,6.26,30.58,7.74,5.16,15.177778,7.244444,23.511111,0.0,-0.154321,35.282713
US_IA_19123,2021-05-01,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,3,0,2280,50,77,5438,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,27,0,,,23.47,,,,,,15.35,7.67,9.93,32.95,9.93,,20.933333,12.916667,30.022222,0.0,5.716049,37.262941
US_IA_19123,2021-05-02,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,2282,50,0,5438,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-12,,8.69,18.69,7.82,,10.43,,,21.29,,7.82,39.98,11.73,,22.1,15.316667,28.727778,0.0,12.074074,53.048899
US_IA_19123,2021-05-03,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,2284,50,98,5536,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,19,-18,2,5.67,15.33,10.33,5.0,7.67,8.66,7.33,23.33,6.0,9.0,33.33,10.33,9.66,18.911111,16.061111,26.033333,2.503714,16.148148,84.081197
US_IA_19123,2021-05-04,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,3,0,2287,50,15,5551,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-16,1,,11.78,,,9.7,12.47,9.36,21.48,9.7,9.36,35.0,11.09,,13.216667,7.766667,19.65,2.3368,6.37037,63.441143
US_IA_19123,2021-05-05,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,4,0,2291,50,24,5575,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-16,-1,,14.6,7.12,6.05,13.88,10.68,,18.87,6.05,6.05,42.72,8.19,5.7,11.522222,3.155556,19.538889,0.0,0.253086,46.087416
US_IA_19123,2021-05-06,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,1,2292,51,30,5605,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,8,-19,2,8.22,8.93,8.58,,11.08,7.15,,18.94,5.36,5.72,32.52,7.15,,13.344444,7.344444,18.3,0.108857,2.907407,49.392848
US_IA_19123,2021-05-07,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2293,51,97,5702,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,31,-16,-8,6.15,11.91,8.84,,8.84,6.53,,24.21,,6.92,29.59,8.84,6.53,13.177778,6.477778,19.588889,0.0,-1.222222,37.506368
US_IA_19123,2021-05-08,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,2293,51,235,5937,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,19,0,,7.23,11.29,9.04,,9.49,8.13,,21.68,8.13,,39.3,,10.39,9.705556,4.927778,17.705556,0.362857,-0.62963,48.326203
US_IA_19123,2021-05-09,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,3,0,2296,51,74,6011,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-16,,,7.08,,,8.41,7.96,,17.7,,,40.26,,,8.477778,4.5,15.45,17.090571,4.932099,78.464407
US_IA_19123,2021-05-10,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,-1,0,2295,51,28,6039,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,7,-19,2,7.29,12.03,7.29,,8.39,8.02,,26.98,,6.93,44.12,6.2,,11.077778,4.95,17.483333,3.7846,4.481481,63.6733
US_IA_19123,2021-05-11,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,3,0,2298,51,12,6051,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,6,-17,2,7.42,14.46,8.9,6.68,8.53,9.64,,27.45,,5.56,44.51,10.01,,11.083333,5.011111,15.972222,0.0,3.074074,57.779344
US_IA_19123,2021-05-12,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,2298,51,73,6124,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-19,0,7.82,6.33,7.82,5.96,9.31,5.21,6.33,21.97,,10.05,40.96,9.68,,10.922222,3.35,17.138889,0.0,-0.234568,46.202241
US_IA_19123,2021-05-13,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,4,0,2302,51,116,6240,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,7,-20,3,6.07,12.91,6.83,,7.59,9.87,7.59,16.7,5.69,6.83,36.82,9.49,10.63,12.672222,4.55,19.394444,0.0,0.419753,43.233981
US_IA_19123,2021-05-14,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2303,51,91,6331,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-15,-4,7.16,12.06,8.67,9.04,9.04,11.3,8.29,22.23,,9.04,30.14,6.78,5.28,13.677778,7.133333,20.144444,0.042333,2.08642,45.388256
US_IA_19123,2021-05-15,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2304,51,18,6349,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,24,-6,,8.68,15.98,7.3,,,8.68,,21.92,,6.85,36.53,9.13,,14.627778,11.511111,18.622222,5.261429,12.098765,85.385012
US_IA_19123,2021-05-16,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,2304,51,80,6429,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-12,,,11.11,10.22,14.66,7.11,7.11,6.67,21.77,,6.67,35.55,7.55,8.0,13.905556,9.827778,17.988889,0.544286,12.833333,93.089929
US_IA_19123,2021-05-17,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,2306,51,0,6429,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,9,-21,4,5.94,11.18,10.13,5.59,9.09,10.13,5.94,16.77,,6.29,35.99,4.89,5.94,15.511111,13.65,18.6,6.894286,14.938272,96.064852
US_IA_19123,2021-05-18,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2307,51,20,6449,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,4,-18,4,7.63,8.33,6.59,6.59,5.55,4.86,5.55,21.51,,9.72,39.21,5.21,6.59,17.027778,15.672222,19.561111,1.923143,16.419753,96.023104
US_IA_19123,2021-05-19,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,2307,51,17,6466,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-18,0,7.47,12.7,5.23,8.97,8.22,7.47,,26.9,,8.22,41.1,8.97,,20.244444,18.088889,25.094444,3.33375,18.580247,90.127842
US_IA_19123,2021-05-20,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2308,51,10,6476,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,6,-20,4,5.66,8.3,6.04,,6.79,11.32,6.79,26.43,,10.95,38.51,8.68,,20.527778,18.55,24.261111,1.560286,18.888889,90.13209
US_IA_19123,2021-05-21,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,2308,51,0,6476,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,24,-15,-5,,15.26,7.63,7.25,6.87,9.54,7.25,22.89,,7.63,36.24,11.45,5.72,21.683333,19.627778,24.8,1.415143,19.635802,88.188931
US_IA_19123,2021-05-22,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,2310,51,140,6616,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,8,-2,,6.81,14.52,9.53,,9.07,7.26,,18.6,,9.53,31.76,,,20.544444,17.833333,24.644444,1.233714,19.240741,92.556057
US_IA_19123,2021-05-23,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,2312,51,21,6637,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-15,,9.45,9.92,8.03,8.03,11.34,8.03,,21.73,,12.76,35.43,13.23,,21.694444,17.744444,27.838889,1.072444,19.259259,86.209584
US_IA_19123,2021-05-24,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2313,51,33,6670,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,13,-20,2,8.34,17.07,6.45,,8.34,7.58,5.31,18.58,6.83,11.38,36.79,10.24,7.21,22.794444,19.444444,27.216667,0.366889,19.314815,80.982782
US_IA_19123,2021-05-25,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,2315,51,6,6676,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,10,-16,2,5.51,12.12,6.25,8.08,7.71,5.14,5.14,17.27,6.98,8.08,44.45,7.71,,22.527778,19.777778,26.033333,0.141111,19.635802,83.865305
US_IA_19123,2021-05-26,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,2316,51,45,6721,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-18,0,5.78,15.04,10.41,6.17,9.64,5.78,8.1,20.82,5.78,7.33,35.86,12.34,9.64,21.472222,14.711111,27.538889,1.42875,15.32716,67.951248
US_IA_19123,2021-05-27,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,-1,0,2315,51,18,6739,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,1,-23,5,6.01,9.77,5.26,6.39,5.63,10.14,9.02,21.41,5.63,8.64,41.7,7.51,,19.75,15.022222,26.133333,0.181429,14.975309,73.914559
