location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_CA_06009,2020-01-11,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,4.51,6.18,6.18,11.64,8.08,6.42,,8.79,4.04,4.99,13.54,4.75,9.51,4.75,3.56,5.94,5.46,,4.51,4.51,5.23,5.46,3.8,7.13,28.28,8.55,,10.93,3.33,4.28,3.33,5.94,40.87,3.56,7.37,4.75,4.04,,3.33,3.8,7.450617,2.635802,12.141975,0.0,5.263889,81.904486
US_CA_06009,2020-01-12,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,4.52,9.28,5.0,6.9,7.38,6.19,,5.71,4.76,4.52,16.9,5.95,11.42,,5.95,9.28,4.52,3.81,,5.47,6.43,,,6.66,25.47,7.14,4.76,7.62,3.57,,3.57,3.81,40.7,4.76,10.47,6.43,3.57,5.0,3.57,3.81,5.0,0.32716,10.790123,0.056444,2.722222,80.703357
US_CA_06009,2020-01-13,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,4.57,7.69,8.9,12.74,9.14,6.73,,9.38,3.37,,17.31,4.33,7.69,4.81,6.49,12.02,5.29,4.09,6.01,4.33,,5.77,3.85,4.09,28.85,6.49,,7.21,4.81,,3.37,6.01,41.35,5.53,10.1,6.25,7.21,3.61,5.05,4.33,6.314815,1.17284,11.450617,0.0,3.881944,79.286077
US_CA_06009,2020-01-14,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,4.13,5.58,6.31,9.95,9.71,6.55,3.88,8.98,3.64,,14.32,5.34,8.01,4.13,5.1,7.28,4.37,3.88,7.52,3.64,,5.83,,7.77,26.45,5.58,3.88,8.98,,6.55,5.58,6.07,41.5,5.34,7.77,4.37,4.13,3.64,4.37,3.64,7.438272,3.388889,11.030864,0.290286,4.875,78.384881
US_CA_06009,2020-01-15,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,6.99,5.99,6.49,9.99,9.74,7.49,,8.24,5.99,,15.73,4.24,9.99,,3.99,10.24,4.24,6.24,7.24,3.99,,3.5,3.5,6.24,20.47,6.24,,5.74,4.74,4.49,,5.74,45.69,,7.74,5.49,4.99,4.99,,,4.506173,-0.104938,10.962963,0.395111,1.361111,77.247681
US_CA_06009,2020-01-16,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,3.63,7.25,6.04,11.36,9.67,6.29,,5.8,4.35,3.38,12.81,3.38,5.56,3.38,4.11,8.22,7.25,5.32,6.04,4.11,8.46,7.01,4.84,8.7,23.69,7.5,,9.91,,,7.74,6.04,34.09,3.63,8.95,5.32,5.08,4.35,3.87,4.59,6.197531,1.191358,9.783951,0.0,3.479167,79.535072
US_CA_06009,2020-01-17,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,8.03,7.79,,11.93,6.33,6.33,3.9,7.79,5.36,,14.85,5.36,8.76,3.41,5.84,7.06,9.01,3.9,5.36,4.38,6.33,5.6,,9.01,29.7,8.03,4.62,7.55,4.14,4.14,4.38,3.65,34.08,5.6,8.28,4.62,3.65,,8.52,3.9,4.203704,1.259259,8.907407,5.55625,3.701389,89.481048
US_CA_06009,2020-01-18,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,4.3,8.84,3.4,6.57,6.8,7.25,,5.89,3.17,3.62,14.5,4.3,9.97,3.17,4.53,8.38,4.3,,6.12,6.34,3.62,3.17,,6.57,25.38,8.61,3.85,7.48,4.99,3.17,,4.99,38.07,3.17,8.84,4.99,4.3,7.48,,,5.851852,2.296296,11.444444,0.0635,3.291667,82.866451
US_CA_06009,2020-01-19,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,3.37,6.96,5.48,12.65,7.17,5.69,,6.11,5.48,,16.02,4.0,9.06,3.37,,7.17,4.22,,5.48,,6.75,,3.58,5.9,21.71,7.17,3.79,6.11,3.58,,3.58,5.27,39.42,4.64,8.85,6.96,3.37,3.79,4.43,,6.987654,4.407407,11.845679,0.0,3.875,83.012972
US_CA_06009,2020-01-20,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,5.83,8.3,4.49,12.34,10.77,9.65,,7.86,6.06,4.26,15.71,4.26,9.65,,4.94,7.63,6.51,3.81,6.73,5.83,3.81,,,,28.05,8.98,3.14,8.3,3.14,4.94,3.59,3.37,50.05,4.04,9.65,7.18,6.96,5.16,4.49,4.26,8.098765,5.067901,12.209877,0.0,3.840278,77.037046
US_CA_06009,2020-01-21,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,4.77,7.63,4.29,11.44,7.63,6.91,,7.15,6.44,,22.89,3.81,10.97,3.81,5.96,12.16,5.25,,6.44,5.96,6.91,10.01,,11.44,31.95,7.63,5.25,8.11,,3.34,8.34,5.48,45.3,3.34,8.58,6.44,5.72,,5.01,,8.388889,4.895062,13.376543,0.03175,5.388889,77.167389
US_CA_06009,2020-01-22,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,7.35,7.84,6.86,8.08,7.59,6.37,4.65,9.06,5.63,6.12,17.64,3.92,11.51,4.16,4.41,9.31,6.12,3.67,8.57,4.41,7.35,11.51,3.92,11.27,31.6,4.16,4.41,7.1,3.92,3.43,9.31,3.43,51.93,4.65,6.37,5.63,5.14,7.84,4.41,,10.54321,6.376543,14.283951,0.34925,9.270833,85.788314
US_CA_06009,2020-01-23,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,4.88,9.27,6.58,11.46,10.24,8.54,,8.05,4.63,3.66,21.21,6.1,9.75,,7.8,9.51,5.37,5.12,6.1,4.39,4.39,6.1,4.63,8.78,32.19,8.78,4.39,6.58,,,8.78,3.66,43.16,9.27,7.56,6.1,,4.88,,,9.32716,5.111111,14.438272,0.15875,7.604167,86.876077
US_CA_06009,2020-01-24,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,4.95,6.93,6.19,10.9,8.17,5.94,,6.44,8.17,,25.26,,8.17,,4.21,11.39,3.71,4.46,4.21,3.96,6.19,6.19,,6.93,30.22,4.46,,9.91,,4.21,,5.45,39.63,5.94,8.17,5.94,7.68,5.7,,,10.765432,6.049383,16.851852,0.0,8.8125,84.821099
US_CA_06009,2020-01-25,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,7.58,5.38,7.34,10.52,5.63,6.61,,5.14,,,27.89,,8.56,5.63,,9.54,3.91,5.14,8.07,6.12,,5.63,8.07,9.3,40.85,6.12,,9.05,4.4,3.91,4.89,,42.81,4.65,9.79,5.63,4.89,5.63,3.67,,10.623457,6.438272,16.271605,0.0,8.222222,82.542322
US_CA_06009,2020-01-26,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,3.84,8.76,5.13,8.12,9.82,8.33,,6.83,3.42,,33.75,4.49,8.97,,4.7,10.04,,4.06,8.12,5.77,3.42,5.77,3.42,5.55,41.65,7.26,,8.12,3.84,4.7,,5.13,41.86,4.49,8.97,8.12,4.06,4.06,4.06,,11.765432,8.203704,15.919753,0.508,10.75,88.124625
US_CA_06009,2020-01-27,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,5.83,5.13,6.3,9.8,9.33,6.3,3.5,8.17,5.37,3.97,24.03,5.83,7.0,,6.53,10.03,,4.9,5.13,6.3,,,,7.47,39.66,5.6,4.67,9.33,3.97,,3.27,6.77,41.3,3.5,6.53,5.13,4.67,3.73,,3.73,9.716049,4.524691,15.808642,2.229556,7.048611,78.676965
US_CA_06009,2020-01-28,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,6.33,6.58,5.6,9.5,8.53,5.6,,4.63,4.38,5.12,26.55,,9.01,3.41,4.63,9.01,5.6,3.65,4.87,4.87,4.14,5.85,,10.96,36.78,6.33,6.09,7.55,,4.63,5.36,5.12,44.34,5.36,12.67,6.82,3.65,4.87,,4.87,9.32716,4.617284,15.006173,0.0,7.333333,83.105901
US_CA_06009,2020-01-29,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,5.33,6.86,4.32,12.7,7.87,6.35,4.57,6.6,4.06,,26.16,,10.41,,4.57,11.68,4.83,5.84,3.81,5.08,9.4,3.81,,8.13,39.62,7.11,6.6,8.13,4.32,4.32,3.81,3.81,45.97,5.08,13.97,5.84,6.35,5.08,,4.32,9.203704,3.901235,15.87037,0.0,5.916667,76.209745
US_CA_06009,2020-01-30,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,7.54,6.53,4.52,13.81,11.55,8.04,5.27,8.54,5.27,4.52,38.93,,8.79,,3.77,10.05,4.77,4.52,5.78,,6.53,,3.77,9.04,38.43,9.04,3.77,11.55,3.77,,,5.02,44.46,7.28,7.79,7.79,7.28,4.52,,,9.697531,4.932099,15.888889,0.0,5.9375,75.347223
US_CA_06009,2020-01-31,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,6.75,9.5,7.0,10.0,8.25,4.5,,4.0,,,36.77,4.25,8.5,,8.25,7.75,3.5,6.0,5.0,5.5,6.5,3.75,5.5,7.5,40.02,6.5,,7.5,3.75,5.5,4.0,6.0,36.27,5.75,10.0,5.25,,5.75,,3.75,10.858025,5.814815,18.061728,0.0,7.395833,78.796168
US_CA_06009,2020-02-01,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,4.39,6.58,7.07,11.46,5.61,4.63,,8.05,,5.12,25.84,4.14,9.51,4.39,5.36,4.88,,,5.36,,,7.56,,6.09,35.35,5.12,4.39,5.61,4.88,,4.63,4.88,41.94,,6.58,8.53,4.39,3.41,4.14,,11.283951,5.611111,19.697531,0.0,6.763889,76.312283
US_CA_06009,2020-02-02,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,4.96,4.72,,9.91,6.84,4.01,4.96,6.14,4.96,5.19,22.66,3.54,8.73,,4.96,12.27,4.25,3.54,4.25,,4.49,4.96,,8.5,30.68,5.67,3.54,5.9,,3.3,4.49,3.78,37.77,,5.67,7.08,4.01,,,,10.111111,4.018519,18.765432,0.0,5.138889,70.195504
US_CA_06009,2020-02-03,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,4.55,6.46,6.46,12.92,7.89,5.98,5.5,5.5,5.02,3.83,16.75,4.07,5.74,,3.59,7.42,5.74,,5.98,5.02,5.02,6.46,3.35,7.42,33.26,8.61,,7.42,,3.83,4.55,5.5,44.02,5.02,9.33,7.42,4.31,6.22,5.02,,4.37037,-0.814815,11.382716,0.028222,-5.597222,44.662018
US_CA_06009,2020-02-04,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,3.79,8.6,,7.84,8.85,4.55,5.31,,,,20.73,,8.09,4.05,4.8,10.12,4.55,7.33,3.79,,3.54,4.8,3.54,7.84,28.83,4.05,,8.85,4.3,4.3,4.05,5.31,34.9,4.55,8.09,,3.79,4.05,,5.56,4.197531,-1.635802,10.549383,0.0,-9.673611,34.59882
US_CA_06009,2020-02-05,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,3.8,6.59,4.56,13.17,10.39,7.35,3.55,4.05,4.81,3.55,21.03,3.55,10.13,,4.05,9.63,3.55,3.55,6.08,5.32,5.32,,3.55,12.16,34.71,7.85,6.08,8.11,,,,5.07,32.94,5.57,8.87,8.36,6.33,4.81,,,5.259259,-0.67284,14.17284,0.0,-3.326389,53.126769
US_CA_06009,2020-02-06,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,5.35,6.88,5.61,10.71,7.39,4.33,,4.33,,,23.71,4.59,11.98,3.82,4.59,10.96,,4.84,5.35,5.61,5.61,6.12,5.35,9.94,32.12,6.88,4.84,8.67,,,5.35,6.63,39.01,5.61,7.65,10.2,4.08,4.84,,,7.981481,1.277778,15.67284,0.0,0.0625,57.275767
US_CA_06009,2020-02-07,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,3.51,7.52,9.03,9.53,6.02,,5.01,5.77,5.51,,20.06,3.76,6.02,,3.76,10.03,6.52,6.27,7.02,5.26,7.27,4.01,4.26,9.28,35.85,6.02,3.51,8.27,,4.26,3.76,5.01,40.11,4.76,10.78,5.77,3.76,4.51,,,9.166667,2.660494,17.506173,0.0,1.993056,61.010615
US_CA_06009,2020-02-08,ChIJgQMawEWokIARUF3VYX30ANw,Q271613,geoId/06009,US,United States of America,CA,California,06009,Calaveras County,US,USA,2,,,,,,,45681,22762,22919,3970,4608,4179,4448,4534,7174,8625,5637,2506,396470,38.21,-120.55,2685,80.833333,,,,,,4.82,6.51,5.78,6.99,7.23,6.51,,5.78,,,18.08,4.82,6.75,,5.78,6.99,4.1,5.3,5.78,,5.3,5.3,,6.27,26.99,5.06,4.82,6.51,,,6.51,4.1,36.15,5.78,6.99,6.99,3.86,,,4.58,9.814815,3.333333,17.12963,0.0,3.118056,63.300716
