location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MN_27061,2020-01-11,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,,9.06,4.39,11.26,9.34,4.95,3.85,3.85,14.29,,9.89,,3.85,6.59,,,4.95,4.12,3.85,6.87,7.14,28.02,7.97,4.95,6.04,6.59,,43.95,4.12,9.06,5.49,,5.22,-23.933333,-32.261111,-14.105556,0.0,-28.172222,68.057259
US_MN_27061,2020-01-12,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,,8.34,,10.49,6.46,7.0,8.07,6.73,18.03,4.57,4.3,,6.19,7.0,,5.11,5.11,,3.77,5.38,7.53,27.71,5.65,7.26,,6.46,3.77,41.71,6.19,5.92,4.3,4.84,7.0,-14.794444,-20.0,-8.511111,0.0,-18.094444,75.986192
US_MN_27061,2020-01-13,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,6.22,6.0,6.0,12.01,10.08,5.79,6.65,6.86,14.15,4.5,8.15,,6.0,12.22,4.5,3.65,3.22,,3.0,4.93,6.0,30.45,8.58,4.93,6.22,4.29,4.93,38.81,5.58,7.93,3.86,5.36,4.72,-9.0,-14.327778,-5.044444,0.0,-11.755556,80.435093
US_MN_27061,2020-01-14,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,5.03,8.09,5.68,10.93,10.93,4.81,7.87,,13.99,5.25,7.21,4.59,6.12,8.09,5.03,,5.25,5.46,,5.9,8.09,35.2,7.43,3.5,8.09,3.72,6.34,36.73,4.15,7.87,5.68,4.15,5.46,-5.9,-11.322222,-4.388889,1.100667,-7.505556,88.429876
US_MN_27061,2020-01-15,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,3.76,3.98,6.42,9.73,8.63,5.31,5.75,,14.6,4.42,7.74,3.76,5.53,9.95,4.2,6.42,5.09,5.53,,3.54,9.07,31.63,8.4,6.64,5.97,3.76,6.86,34.06,5.31,7.3,5.09,4.87,4.42,-16.277778,-19.827778,-11.372222,0.0,-18.55,82.600722
US_MN_27061,2020-01-16,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,,5.87,4.57,11.3,9.78,6.3,6.52,3.26,13.04,,8.48,,8.04,9.56,,3.48,5.0,6.3,3.26,3.26,8.69,33.47,4.78,8.48,3.04,3.48,4.78,39.12,3.69,5.0,4.78,,,-23.788889,-28.955556,-17.783333,0.254,-27.327778,72.620239
US_MN_27061,2020-01-17,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,5.04,5.48,5.92,8.55,9.2,5.04,5.26,3.07,15.78,3.94,8.11,,10.08,8.98,3.29,3.73,7.01,3.73,3.94,3.94,7.67,33.97,10.08,8.11,7.89,4.16,7.01,31.56,6.36,9.42,5.26,4.38,3.51,-18.994444,-28.844444,-8.355556,0.0,-22.988889,70.703838
US_MN_27061,2020-01-18,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,,5.59,5.03,9.79,7.27,5.31,5.03,,14.26,3.92,5.59,,6.43,8.11,6.99,5.87,5.31,,5.03,7.55,7.55,31.6,6.15,7.27,5.87,,6.15,34.96,,8.11,6.15,,4.47,-8.461111,-14.155556,-6.488889,3.302,-10.3,86.576587
US_MN_27061,2020-01-19,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,5.25,9.4,,11.33,9.4,,8.02,5.25,18.52,,10.78,,8.02,9.4,,,6.36,,,5.8,4.42,23.77,5.25,7.46,5.53,4.15,,37.87,,10.23,3.87,,3.87,-13.911111,-15.422222,-10.827778,0.804333,-16.527778,80.599075
US_MN_27061,2020-01-20,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,6.84,6.34,5.58,7.35,7.1,5.07,7.61,3.8,17.75,4.82,9.89,,6.59,10.39,5.58,3.55,6.84,6.59,4.56,,7.86,30.93,8.11,6.34,5.83,4.06,7.61,42.59,4.56,8.37,6.34,4.56,,-16.488889,-25.233333,-8.505556,0.0,-19.155556,79.898309
US_MN_27061,2020-01-21,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,6.29,5.43,5.86,9.55,13.02,4.56,6.95,3.91,22.14,,9.98,,6.51,11.29,8.46,3.91,,5.21,,9.55,8.68,28.87,6.08,6.08,6.08,8.9,6.51,42.54,3.47,8.46,,6.51,4.78,-13.177778,-18.027778,-5.322222,0.0,-16.316667,77.293215
US_MN_27061,2020-01-22,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,4.76,8.01,4.54,11.68,7.36,3.03,9.3,5.19,24.66,3.46,10.17,3.03,3.68,11.68,3.89,4.98,4.11,3.89,,6.49,6.49,27.48,7.57,5.62,6.49,5.41,3.89,37.0,5.41,6.49,6.49,3.89,4.98,-6.333333,-9.822222,-1.577778,0.0,-9.255556,79.792834
US_MN_27061,2020-01-23,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,3.06,7.0,7.0,12.47,8.97,3.28,7.66,4.16,14.44,3.94,9.19,,6.78,8.09,3.72,4.81,5.25,3.06,3.28,4.59,7.44,26.9,6.78,5.69,3.5,5.91,6.12,37.18,3.72,5.25,6.56,,3.94,-4.133333,-6.55,-2.4,0.084667,-5.683333,88.985043
US_MN_27061,2020-01-24,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,4.28,4.95,4.73,8.33,7.88,4.95,6.3,3.83,27.91,,10.35,4.28,,7.88,6.3,5.63,5.63,4.05,,4.73,8.55,35.56,5.4,5.85,3.83,3.38,5.4,33.08,4.28,7.2,6.08,4.05,4.95,-4.988889,-6.805556,-2.9,0.0,-6.988889,85.873784
US_MN_27061,2020-01-25,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,,4.07,7.57,12.51,6.69,8.44,4.07,,28.52,4.66,13.39,4.66,6.69,7.86,4.07,,5.24,6.4,,,8.15,33.76,4.37,8.15,7.28,4.37,,39.58,5.24,9.6,8.73,,4.37,-4.383333,-5.777778,-2.4,0.0,-6.305556,86.469819
US_MN_27061,2020-01-26,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,5.86,6.66,4.8,9.59,9.33,,5.6,,20.25,5.06,9.86,,,9.86,6.93,5.06,4.0,4.0,6.66,4.26,7.99,36.77,5.86,6.66,4.26,,5.06,40.51,4.0,7.99,7.73,5.06,,-4.711111,-5.894444,-3.155556,0.0,-6.1,90.008914
US_MN_27061,2020-01-27,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,6.49,5.53,4.57,12.98,5.05,4.57,6.01,7.21,27.88,5.05,9.61,,5.53,10.09,7.21,,5.53,3.6,4.08,5.05,7.93,38.93,4.33,6.01,5.29,4.81,4.08,39.17,4.33,7.21,6.97,4.81,3.6,-7.716667,-9.738889,-5.511111,0.0,-8.872222,91.426299
US_MN_27061,2020-01-28,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,5.83,6.73,4.94,13.01,8.3,5.61,3.81,3.59,26.7,,10.32,,7.63,10.99,8.75,5.38,5.38,4.26,4.94,6.96,7.85,32.08,10.1,5.16,5.83,8.53,6.28,35.22,4.94,7.63,6.28,7.18,3.37,-10.333333,-11.727778,-8.116667,0.0,-12.438889,84.576912
US_MN_27061,2020-01-29,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,6.51,8.3,5.16,6.73,9.88,4.71,4.49,5.39,22.67,3.82,8.53,4.49,6.51,8.53,4.94,8.08,7.63,5.84,4.49,,7.41,39.06,7.18,8.98,4.04,3.59,8.08,32.77,3.14,9.65,4.26,5.61,4.26,-8.972222,-12.2,-5.211111,0.0,-11.416667,82.474353
US_MN_27061,2020-01-30,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,6.66,7.99,6.21,7.99,10.21,5.77,4.44,,28.18,4.88,7.32,,6.88,13.32,7.55,4.88,5.33,5.1,4.88,4.0,9.99,37.06,3.55,4.88,4.22,3.33,7.77,33.51,5.33,8.65,6.44,6.66,4.22,-7.355556,-9.166667,-5.033333,0.0,-9.977778,81.619587
US_MN_27061,2020-01-31,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,6.28,5.38,4.71,8.74,8.29,6.72,3.36,4.93,29.81,4.48,7.17,,7.17,8.29,7.62,3.36,3.59,5.16,4.26,4.26,7.17,27.79,5.83,6.28,4.93,,4.26,33.62,5.38,3.59,4.93,5.83,,-6.088889,-8.016667,-2.077778,0.0,-7.772222,87.932499
US_MN_27061,2020-02-01,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,,12.63,7.17,9.18,8.61,,4.88,,22.1,5.74,7.46,4.88,4.59,5.17,4.88,,5.17,6.89,6.89,,4.02,32.14,6.03,8.61,4.02,,,38.17,,5.74,7.17,,,-2.777778,-7.427778,1.005556,0.0,-5.838889,79.540037
US_MN_27061,2020-02-02,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,6.28,7.65,7.65,13.93,10.65,7.37,9.28,,22.66,4.37,8.46,4.64,7.65,6.01,6.55,5.73,5.73,5.19,,6.28,7.92,31.4,4.92,8.74,5.46,6.28,4.92,42.6,,7.37,6.83,,,-0.838889,-5.044444,2.1,0.0,-3.688889,81.167322
US_MN_27061,2020-02-03,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,5.5,7.03,4.62,8.79,7.03,7.03,6.16,3.52,22.2,3.74,13.63,4.18,6.38,10.99,4.84,4.84,4.18,3.74,3.08,5.06,7.91,34.29,7.25,4.62,7.47,3.08,5.93,36.93,7.25,7.03,3.96,3.96,4.18,-5.716667,-11.961111,-0.705556,0.0,-10.661111,68.158623
US_MN_27061,2020-02-04,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,3.06,6.34,3.72,8.53,8.53,5.03,7.22,,20.99,3.28,11.15,,4.59,8.31,5.47,5.47,3.06,4.37,3.5,3.5,6.78,36.3,6.56,5.47,5.47,3.28,6.56,37.18,4.37,6.34,6.12,3.94,,-16.75,-24.194444,-10.172222,0.0,-20.277778,74.163661
US_MN_27061,2020-02-05,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,7.11,5.33,6.0,9.33,8.66,3.78,4.67,6.0,25.33,3.56,10.66,3.11,5.78,10.44,8.44,4.44,5.11,4.22,,6.67,8.66,38.44,5.11,7.11,5.55,5.33,4.44,34.44,4.89,8.22,6.89,,,-13.055556,-22.544444,-0.763889,0.0,-17.688889,68.220971
US_MN_27061,2020-02-06,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,5.44,,4.57,13.28,9.8,5.01,5.44,6.1,20.46,3.92,9.58,,6.31,10.23,4.79,4.14,4.79,3.7,3.92,4.57,7.62,30.04,6.31,6.75,3.27,6.1,5.88,36.79,6.75,5.88,3.92,5.88,,-8.944444,-16.588889,-2.405556,0.0,-12.855556,73.381981
US_MN_27061,2020-02-07,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,4.8,7.08,4.8,8.91,10.05,5.25,3.88,4.11,21.25,4.8,8.0,,6.62,10.05,3.88,5.71,3.88,4.57,,4.34,7.31,29.93,6.62,4.57,7.77,4.34,4.57,34.49,3.65,7.08,7.54,6.17,3.43,-12.255556,-17.711111,-5.972222,0.0,-16.038889,73.473139
US_MN_27061,2020-02-08,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,6.17,8.98,4.49,10.38,5.05,7.02,6.74,,23.57,5.61,13.19,4.77,3.93,14.87,6.74,7.02,5.05,,,6.45,5.33,28.62,5.61,5.05,4.49,,,41.81,5.33,7.02,7.58,3.93,5.05,-19.383333,-29.411111,-8.166667,0.0,-23.733333,68.454413
US_MN_27061,2020-02-09,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,7.95,10.22,6.53,8.52,9.65,5.96,7.1,,26.96,,10.79,,6.53,9.37,5.96,9.65,5.96,6.81,,6.53,7.38,35.48,7.95,5.96,4.26,,,42.01,5.96,5.96,5.68,5.39,,-10.022222,-12.805556,-7.722222,0.0,-13.833333,73.7646
US_MN_27061,2020-02-10,ChIJfQYRjml4ulIRU-9TvbZsloU,Q486238,geoId/27061,US,United States of America,MN,Minnesota,27061,Itasca County,US,USA,2,,,,,,,45088,22776,22312,4909,5498,4241,4882,4935,6505,7383,4227,2508,1796049,47.51,-93.63,7583,79.890909,,,,,,4.07,5.56,3.64,5.35,8.77,6.42,7.06,6.42,14.34,3.21,11.12,3.0,4.49,11.55,4.92,3.85,6.21,,3.64,4.07,7.49,31.24,7.06,6.42,5.13,5.35,3.21,36.37,,6.42,4.92,7.49,4.28,-10.627778,-20.116667,-2.65,0.0,-13.116667,81.9036
