location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18173,2020-01-11,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,,,,,2.75,5.37,9.79,4.78,10.62,1.67,8.12,4.78,,3.7,6.69,5.01,2.15,2.39,,,16.0,5.01,9.55,3.94,2.87,3.82,2.39,8.84,6.09,2.27,2.98,4.54,3.94,2.51,5.37,5.49,,5.01,1.79,4.54,7.28,1.67,22.68,4.89,,6.57,5.61,3.82,5.49,,2.51,6.57,35.46,1.67,,2.51,3.94,6.8,,2.75,3.82,2.15,6.21,4.3,7.04,3.1,2.51,3.7,,13.314815,5.203704,17.938272,23.476857,,11.895062,91.233781
US_IN_18173,2020-01-12,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,,,,,2.39,5.27,6.82,4.55,9.57,,8.38,3.71,,3.59,5.75,3.71,2.99,2.87,1.79,2.75,15.56,5.62,7.78,3.23,2.15,5.15,3.35,8.38,5.62,3.71,4.79,4.43,4.07,3.71,4.67,4.43,2.87,4.91,3.11,3.71,7.54,2.27,23.58,7.06,2.99,7.3,2.51,5.15,5.03,2.87,4.19,5.86,38.54,2.04,2.87,2.75,3.47,8.26,,2.39,,2.27,6.7,3.35,4.19,3.59,4.43,3.35,2.99,2.746914,0.82716,5.135802,35.632571,,0.864198,87.547692
US_IN_18173,2020-01-13,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,,,,,2.86,5.73,8.35,3.7,12.17,2.51,8.71,5.37,2.51,5.49,6.08,5.25,2.15,3.1,,2.74,16.58,3.1,10.26,2.86,3.7,5.13,2.74,10.62,4.06,2.86,2.74,6.08,6.68,2.86,4.18,4.89,1.79,5.85,3.94,6.2,10.62,2.98,28.4,8.11,2.74,5.61,2.74,4.89,6.2,3.46,3.58,7.28,42.83,,2.39,3.1,2.98,7.4,,2.03,2.03,3.82,5.49,5.01,4.29,2.39,4.53,6.32,2.15,4.598765,1.851852,7.679012,0.056444,,1.808642,82.212822
US_IN_18173,2020-01-14,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,,,,,2.79,5.34,7.65,2.19,11.29,3.4,10.44,5.46,3.28,5.1,6.19,5.95,,4.98,2.19,3.28,19.3,4.13,9.95,2.79,3.16,5.83,1.94,8.86,3.16,2.79,4.01,6.31,6.8,2.06,3.28,4.98,2.06,4.49,3.04,3.88,9.95,3.04,27.68,6.31,3.04,7.28,4.37,6.07,5.83,3.04,2.91,7.41,47.22,2.55,1.82,,4.98,8.74,1.82,2.43,2.79,3.28,5.71,4.98,4.61,2.06,3.64,4.61,1.82,6.333333,1.759259,12.919753,0.03175,,4.283951,86.845331
US_IN_18173,2020-01-15,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,,,,,2.68,5.96,8.03,4.26,12.29,2.55,8.76,7.54,1.7,8.88,7.18,4.01,2.07,2.92,,2.68,17.03,4.38,8.88,4.26,3.16,7.42,2.68,12.77,3.28,3.89,3.28,5.84,4.62,,4.62,6.45,2.19,5.96,4.14,3.16,10.7,2.19,30.41,8.88,3.77,7.18,3.65,5.47,4.62,1.95,,6.57,45.37,2.92,,3.65,2.8,7.79,1.82,3.28,3.04,2.19,6.45,5.72,4.62,4.01,4.01,3.65,,8.345679,2.888889,14.320988,0.145143,,7.364198,93.640813
US_IN_18173,2020-01-16,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,,,,,2.51,3.95,7.18,5.15,9.94,4.79,7.54,8.5,2.87,5.03,4.67,4.19,3.71,5.03,,2.87,18.2,4.07,10.3,2.87,2.99,5.63,2.39,9.94,3.83,3.11,3.23,5.99,4.79,2.63,4.55,3.95,,5.15,2.51,3.71,12.09,2.99,27.54,7.78,3.47,4.91,1.68,5.15,4.43,2.87,2.51,7.3,40.83,1.92,1.8,2.27,3.83,6.34,,2.63,3.59,3.95,6.46,5.27,4.31,3.71,4.31,3.47,2.27,3.944444,-0.882716,11.611111,0.056444,,0.123457,76.264758
US_IN_18173,2020-01-17,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,,,,,,4.43,8.14,3.71,10.9,2.87,8.5,3.95,3.59,7.42,5.99,4.91,2.99,5.27,1.8,2.75,14.01,4.19,8.5,3.35,2.15,2.4,2.4,8.38,5.51,3.23,2.87,6.71,6.58,2.51,3.11,4.55,,4.19,2.99,2.27,5.99,3.11,28.5,6.71,3.47,10.06,3.59,4.55,5.03,2.63,2.51,7.18,37.6,3.11,1.92,2.75,4.55,7.3,,,2.15,3.59,6.58,4.55,5.75,2.63,2.63,3.47,,-1.111111,-3.092593,4.395062,0.0,,-6.030864,69.39413
US_IN_18173,2020-01-18,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,,,,,,4.82,8.02,4.07,9.63,1.85,8.39,4.44,1.85,3.58,4.57,3.58,2.1,3.46,,2.96,16.42,4.32,8.15,1.85,2.35,5.55,2.59,8.27,4.57,2.59,2.59,4.94,7.65,2.47,2.84,5.68,,4.32,2.96,2.96,7.16,2.72,21.23,6.17,2.84,7.04,2.59,4.69,4.94,2.59,1.85,4.44,40.24,,,2.59,3.46,6.3,2.47,2.35,2.35,,5.06,3.46,5.55,2.47,2.22,2.22,1.98,6.858025,0.012346,13.216049,7.789333,,2.197531,72.994261
US_IN_18173,2020-01-19,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,,,,,1.65,4.37,7.91,4.96,9.92,1.89,7.2,4.49,,3.54,4.61,2.72,2.48,3.07,,2.24,15.94,3.66,10.63,1.65,3.31,6.14,2.83,9.33,3.54,2.48,3.42,4.72,4.72,2.12,4.61,4.84,1.89,5.2,3.19,3.31,8.27,1.77,24.21,6.61,3.42,6.14,2.95,4.13,5.55,2.12,,5.31,36.84,2.72,,2.36,5.55,5.67,2.24,2.12,2.01,3.54,6.38,4.13,5.31,1.77,2.83,3.19,1.65,-4.197531,-7.882716,3.580247,4.79425,,-10.012346,64.292251
US_IN_18173,2020-01-20,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,,,,,2.16,4.32,6.36,3.18,13.74,2.5,9.2,8.06,3.41,5.0,6.59,4.54,,5.11,,2.38,17.03,4.32,7.95,3.29,3.29,6.13,3.86,8.18,4.77,2.61,3.41,5.0,6.02,2.73,5.34,5.45,,4.32,2.95,3.75,8.74,2.5,33.84,5.91,2.95,7.04,3.75,6.47,4.43,2.95,3.18,5.68,43.04,2.95,,2.95,3.86,8.18,,4.09,3.18,3.07,5.34,5.0,5.68,2.04,3.86,2.04,2.04,-7.333333,-8.746914,-3.604938,0.0,,-11.012346,75.075029
US_IN_18173,2020-01-21,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,,,,,2.1,4.77,7.92,4.42,13.39,3.14,8.15,5.01,3.26,5.94,7.1,5.7,2.33,3.49,,2.68,20.02,3.96,6.29,3.84,2.44,5.24,3.49,10.01,2.79,4.42,1.98,7.92,6.52,2.68,4.07,4.42,3.03,10.13,2.33,2.79,10.01,2.21,28.05,6.87,3.03,7.68,3.61,5.12,8.15,3.26,2.21,6.99,44.94,2.56,1.63,1.63,6.05,6.99,1.75,2.56,3.49,5.12,5.36,5.47,4.66,3.38,4.42,4.19,2.79,-3.728395,-7.611111,0.54321,0.0,,-7.524691,75.039833
US_IN_18173,2020-01-22,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,,,,,,5.65,6.68,4.38,13.95,3.11,8.3,5.3,2.88,6.11,5.42,4.38,3.23,4.38,,3.11,17.17,4.73,8.64,1.96,3.57,5.3,3.8,10.14,3.0,2.31,3.8,6.22,5.53,2.54,5.19,3.8,,10.26,1.84,3.0,8.3,1.84,30.08,6.92,4.96,7.03,2.42,6.22,9.8,,2.19,7.49,39.88,2.54,,,5.53,7.49,,4.15,3.11,2.88,4.96,5.99,4.5,1.96,2.77,3.46,4.26,-3.308642,-7.654321,2.623457,0.0,,-7.277778,74.136987
US_IN_18173,2020-01-23,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,,,,,3.15,4.9,8.87,5.37,11.9,3.97,10.85,7.58,3.15,7.12,7.58,5.83,2.22,4.79,,3.62,21.59,5.49,9.8,3.15,,6.3,2.8,10.5,6.77,2.68,1.98,4.9,7.12,2.45,5.37,3.73,1.63,4.55,,3.62,8.17,2.92,29.88,9.1,3.03,5.95,4.67,5.72,4.55,3.15,2.92,7.0,42.48,2.8,,1.87,5.37,7.47,1.98,2.33,1.63,3.27,4.43,3.73,5.02,3.03,4.67,3.5,3.97,2.62963,-1.067901,6.611111,0.6096,,-3.765432,63.30368
