location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MI_26105,2020-09-14,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,3,0,133,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,23,20,-11,0,3.93,3.71,10.05,5.03,5.68,4.81,6.12,,,9.18,3.71,4.15,3.28,3.93,5.68,7.65,24.26,6.34,7.43,3.28,6.56,3.71,33.87,6.12,5.9,4.81,6.99,,14.694444,9.994444,18.488889,0.0,10.215278,75.876219
US_MI_26105,2020-09-15,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,133,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,24,,-14,1,,6.21,9.31,8.2,3.55,5.76,3.99,4.88,5.32,4.43,,6.21,,,3.55,5.1,18.17,3.77,4.43,4.65,4.65,,35.68,,5.1,3.99,3.32,5.76,14.833333,9.361111,21.366667,0.0,10.930556,78.889667
US_MI_26105,2020-09-16,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,133,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,22,14,-12,1,4.46,6.47,9.37,8.7,,6.24,5.58,4.24,7.58,4.91,6.02,5.35,5.13,,3.57,6.69,28.1,6.24,6.02,4.46,,6.24,35.23,,6.91,3.35,,,19.088889,16.794444,21.916667,0.0,15.284722,78.72347
US_MI_26105,2020-09-17,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,134,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,30,30,-17,2,3.37,4.04,8.99,6.51,5.84,4.27,8.99,,,6.51,3.15,6.07,,,5.17,3.6,22.92,4.94,6.29,4.27,,4.04,33.48,3.15,6.51,5.39,4.49,3.6,13.283333,7.361111,18.361111,0.0,7.458333,68.49991
US_MI_26105,2020-09-18,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,134,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,21,,-14,2,,5.49,11.2,6.59,3.29,3.29,5.71,,4.17,5.27,4.61,,3.73,3.73,5.05,5.71,17.79,5.49,5.93,,3.29,3.95,29.87,,5.05,5.71,,4.83,9.138889,2.705556,14.566667,0.0,1.736111,61.290665
US_MI_26105,2020-09-19,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,134,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,47,,9,,3.88,7.04,8.49,4.61,4.85,5.58,5.82,,,5.1,4.37,,3.4,,5.82,4.37,16.02,5.1,7.04,,,4.37,31.06,,4.12,4.61,,,8.338889,1.077778,16.144444,0.0,2.076389,66.620713
US_MI_26105,2020-09-20,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,134,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,50,,12,,6.15,7.87,13.28,8.12,3.93,4.43,9.59,4.43,6.15,8.36,3.93,,,3.93,,4.43,16.48,7.13,4.18,,3.69,4.92,34.67,4.67,5.66,7.62,4.18,5.9,11.094444,3.605556,19.444444,0.0,5.236111,68.960591
US_MI_26105,2020-09-21,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,134,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,20,20,-13,2,,5.04,10.74,7.23,6.36,5.48,6.14,,4.16,8.33,3.73,6.36,4.38,4.16,,7.67,19.07,6.36,5.92,,,4.82,37.04,5.7,5.26,4.6,,4.16,14.355556,8.166667,20.45,0.0,6.618056,60.676999
US_MI_26105,2020-09-22,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,134,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,16,,-13,2,4.52,6.55,10.62,7.01,6.1,7.46,7.68,,3.39,9.04,6.1,5.2,,3.62,3.39,6.1,30.29,6.1,7.01,5.2,3.39,,34.35,4.75,4.97,5.65,5.88,5.42,16.733333,11.594444,21.688889,0.0,10.798611,68.993585
US_MI_26105,2020-09-23,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,2,0,136,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,18,27,-12,2,6.1,5.42,10.39,5.2,3.39,4.07,9.26,4.29,4.52,5.87,9.49,4.74,,,4.07,5.42,28.69,3.16,7.0,4.74,3.84,5.65,37.05,3.16,7.91,4.07,,3.84,17.261111,12.183333,22.877778,0.0,13.708333,80.481723
US_MI_26105,2020-09-24,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,-1,0,135,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,20,25,-17,3,4.35,5.95,7.78,6.41,,4.58,8.7,5.49,4.12,10.76,8.47,4.58,7.33,,5.26,9.16,35.94,,6.41,4.12,3.43,6.18,32.28,5.95,4.81,7.1,6.87,6.18,17.866667,13.055556,22.55,0.0,14.506944,81.516022
US_MI_26105,2020-09-25,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,135,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,23,,-13,3,,5.34,10.46,9.12,4.0,,8.23,,3.56,8.45,,4.67,6.9,,,7.12,18.24,3.12,6.45,,,4.67,34.04,,6.01,4.45,4.23,4.45,18.494444,13.494444,23.861111,0.0,13.520833,73.817448
US_MI_26105,2020-09-26,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,135,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,45,,4,,4.13,7.54,9.48,5.83,5.1,8.02,6.08,,5.59,10.94,3.4,4.38,3.4,4.86,4.38,7.05,15.56,4.38,6.08,,3.89,,32.81,3.4,10.21,5.35,4.62,,19.677778,16.683333,22.911111,0.0,14.916667,74.785131
US_MI_26105,2020-09-27,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,135,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,45,,17,,3.58,6.21,12.89,5.01,6.45,5.01,10.03,,5.49,7.64,3.58,4.78,3.58,3.58,,5.49,16.71,5.49,8.59,4.3,,,32.71,3.34,9.55,6.92,3.82,,19.755556,15.733333,22.455556,0.169333,15.604167,76.636963
US_MI_26105,2020-09-28,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,135,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,14,22,-12,3,,5.36,9.87,7.51,4.29,4.72,10.72,4.93,4.5,7.94,,4.72,3.0,,4.29,6.65,15.45,4.08,7.72,3.65,,5.15,37.33,4.08,5.36,4.93,,,14.238889,12.327778,17.094444,2.358571,11.944444,87.26919
US_MI_26105,2020-09-29,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,135,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,9,,-12,3,3.89,,8.23,6.63,5.26,5.26,4.34,3.43,3.2,10.06,,3.66,,,3.66,6.63,18.29,4.8,5.49,4.34,,3.89,31.31,,6.17,5.94,3.66,4.8,12.655556,10.744444,15.183333,1.052286,8.958333,79.033373
US_MI_26105,2020-09-30,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,2,0,137,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,5,18,-12,5,3.62,,9.74,8.38,4.53,5.21,4.98,3.4,4.08,7.25,4.08,5.89,3.17,3.85,3.62,5.44,19.25,4.08,8.61,,3.4,4.08,31.93,3.85,8.61,5.89,5.21,,13.038889,10.772222,16.288889,1.197429,9.173611,78.71335
US_MI_26105,2020-10-01,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,137,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,15,31,-14,2,4.3,3.85,9.51,6.79,5.21,5.44,6.57,4.3,3.85,10.42,4.08,,,3.62,3.62,5.21,19.03,,7.02,,3.62,5.44,31.94,,6.34,5.89,3.62,,10.983333,7.988889,13.872222,0.108857,6.909722,78.297576
US_MI_26105,2020-10-02,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,138,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,16,,-13,3,3.56,7.13,13.59,5.57,6.68,,6.01,6.24,4.45,8.69,,3.79,,4.23,,7.79,27.61,4.68,7.57,,4.45,7.35,28.28,,5.12,5.34,,5.34,6.477778,2.627778,10.411111,1.596571,2.583333,78.971271
US_MI_26105,2020-10-03,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,138,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,39,,5,,4.86,5.34,10.2,5.1,7.53,3.89,9.47,,,7.29,,5.83,,7.53,5.83,4.62,17.49,7.53,6.8,4.62,,5.1,32.55,4.86,5.1,5.1,3.4,,5.905556,3.066667,8.861111,1.161143,3.194444,84.189975
US_MI_26105,2020-10-04,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,138,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,37,,7,,4.87,7.79,7.79,7.3,,,5.11,4.63,,6.82,5.84,4.14,3.9,4.63,3.65,5.11,20.45,,8.04,,4.63,3.9,31.65,4.87,7.55,4.38,,,7.694444,5.25,10.877778,2.213429,5.583333,87.254927
US_MI_26105,2020-10-05,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,3,0,141,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,15,16,-11,1,3.57,5.36,11.6,5.58,6.02,,8.48,6.47,,4.24,4.46,4.02,4.24,4.91,3.79,5.36,22.31,3.79,6.02,3.35,4.02,5.58,30.12,3.12,4.91,6.25,,3.79,7.616667,2.094444,14.438889,0.028222,2.993056,74.599679
US_MI_26105,2020-10-06,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,2,0,143,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,9,,-13,2,,6.0,7.15,6.23,6.92,3.46,8.54,3.69,3.23,9.23,,4.38,3.69,3.23,,3.69,20.99,3.92,6.0,4.84,,3.69,33.68,5.54,6.0,5.08,,3.23,14.05,10.933333,17.627778,0.0,7.666667,65.863976
US_MI_26105,2020-10-07,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,2,0,145,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,14,18,-10,3,3.84,4.29,9.49,6.33,4.29,4.75,6.78,,4.52,4.52,,3.39,4.75,5.2,3.62,8.36,18.08,6.55,6.1,4.97,4.29,3.39,32.54,3.84,5.2,,,3.39,14.972222,11.594444,17.561111,0.471714,9.569444,70.447676
US_MI_26105,2020-10-08,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,145,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,16,34,-12,2,3.28,,9.37,7.96,4.45,3.51,8.43,5.85,3.98,5.85,3.98,,3.98,,4.21,4.92,19.2,7.02,4.45,,6.79,3.51,33.48,3.75,,5.38,3.98,4.92,9.894444,4.35,15.166667,0.03175,5.673611,77.083753
US_MI_26105,2020-10-09,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,4,0,149,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,20,,-15,3,5.64,6.13,10.31,9.57,3.93,4.17,8.34,6.13,,6.87,,5.64,,4.66,,7.85,19.63,6.63,5.4,4.17,3.44,5.15,31.41,3.68,7.36,4.42,4.66,4.91,11.566667,4.183333,22.35,0.0,6.263889,71.108887
US_MI_26105,2020-10-10,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,1,149,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,52,,8,,3.68,4.17,11.79,,4.17,,9.09,,,12.28,4.67,3.93,,,4.91,4.67,14.49,7.37,6.14,3.68,4.67,4.42,34.88,3.93,7.12,5.16,6.88,,17.277778,10.855556,21.033333,0.0,11.194444,66.413103
US_MI_26105,2020-10-11,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,149,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,52,,8,,,6.25,7.21,5.29,,5.77,4.81,3.85,,6.49,3.85,3.61,3.37,,3.85,4.33,12.02,4.33,,3.37,5.05,3.85,31.02,4.81,6.01,5.05,3.85,,10.211111,4.122222,18.655556,0.0,5.604167,73.901019
US_MI_26105,2020-10-12,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,5,0,154,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,8,15,-14,4,,5.46,9.38,7.86,4.8,3.93,6.55,3.06,3.71,7.64,4.58,5.67,3.71,,3.71,7.2,16.59,7.2,5.24,5.24,3.93,4.37,30.12,5.02,6.98,3.49,3.49,,12.861111,9.238889,18.388889,4.535714,10.076389,84.250507
US_MI_26105,2020-10-13,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,3,0,157,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,10,,-13,3,,7.07,5.89,6.83,5.18,4.24,8.01,4.48,4.48,12.02,6.13,4.95,3.3,4.95,,8.72,16.73,4.48,8.72,4.01,,7.07,27.58,5.42,,4.48,6.13,4.71,12.361111,7.388889,17.266667,0.072571,6.451389,69.328593
US_MI_26105,2020-10-14,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,3,0,160,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,13,17,-9,4,,7.91,8.14,7.91,5.35,4.89,7.91,4.42,4.89,9.77,4.65,3.96,5.12,,3.26,4.42,18.85,6.28,4.65,5.12,3.26,6.05,34.2,,6.05,3.26,5.12,,11.383333,6.35,16.061111,0.0,4.763889,66.688934
US_MI_26105,2020-10-15,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,4,0,164,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,8,24,-15,4,3.27,4.43,8.4,5.37,7.7,6.07,3.73,,3.97,10.26,,5.83,3.97,,3.5,,16.8,5.83,6.76,,3.5,5.83,34.06,4.43,5.6,5.83,4.9,,10.716667,5.733333,15.616667,0.508,5.263889,69.757119
US_MI_26105,2020-10-16,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,5,0,169,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,10,19,-13,4,3.76,,8.46,7.05,5.64,,7.05,4.47,6.11,6.82,4.47,4.47,3.29,3.53,6.58,5.17,24.93,5.41,7.05,4.23,5.88,3.76,28.92,4.47,7.29,5.64,3.29,,6.35,2.044444,10.555556,0.0,-1.638889,59.163588
US_MI_26105,2020-10-17,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,169,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,28,,12,,3.93,8.35,12.76,4.66,4.66,,7.61,3.93,5.89,6.87,5.16,,3.93,3.44,,,15.96,5.16,6.38,3.93,,4.66,30.44,,7.86,5.89,4.17,,6.294444,1.872222,11.45,0.616857,-0.069444,66.148072
US_MI_26105,2020-10-18,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,169,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,19,,9,,4.46,3.96,9.91,7.93,4.21,5.7,9.42,5.45,4.46,7.68,3.47,3.47,,,3.72,4.71,13.13,8.18,4.46,3.47,3.47,4.46,36.92,,4.46,,3.96,4.46,9.461111,2.8,14.072222,0.181429,3.305556,65.897013
US_MI_26105,2020-10-19,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,19,0,188,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,1,6,-10,3,,4.59,6.89,14.0,6.89,3.67,6.89,8.72,3.67,9.64,5.28,,4.36,,3.9,5.28,21.12,5.28,5.28,,4.13,4.36,33.97,,5.51,,,4.13,3.255556,-1.188889,8.611111,1.3335,-0.694444,77.863259
US_MI_26105,2020-10-20,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,3,0,191,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-3,,-12,4,4.05,8.34,9.53,7.86,5.96,4.53,10.25,4.29,5.48,6.2,3.57,4.53,5.0,3.81,,7.86,23.11,3.81,5.48,6.2,5.96,5.48,30.03,4.29,5.48,6.2,,,4.377778,1.166667,8.466667,0.0,0.881944,78.618101
US_MI_26105,2020-10-21,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,5,0,196,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,6,10,-10,5,,4.68,9.37,7.26,3.28,4.21,6.09,3.51,5.15,10.3,4.21,5.15,,3.75,5.85,5.15,22.25,,4.45,5.62,4.45,3.98,33.25,,,4.21,5.85,,7.594444,5.088889,10.272222,1.378857,4.729167,81.866505
US_MI_26105,2020-10-22,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,4,0,200,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,1,9,-14,5,,5.4,8.55,9.68,4.05,3.15,6.53,,4.28,8.78,4.28,,,,4.5,5.85,14.63,3.6,4.73,,7.21,,32.65,4.05,4.95,5.85,3.6,5.18,7.033333,5.472222,9.0,0.217714,5.298611,89.850931
US_MI_26105,2020-10-23,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,11,0,211,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,1,14,-13,6,5.01,5.01,6.15,6.61,,4.1,3.19,3.19,,9.8,6.38,,,,,6.15,17.77,3.87,5.92,6.15,,4.56,30.99,,6.15,4.1,4.33,4.33,9.833333,5.294444,13.561111,7.474857,9.173611,94.612617
US_MI_26105,2020-10-24,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,8,0,219,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,8,,18,,,4.17,3.91,8.35,,8.61,5.48,,7.83,7.83,,4.17,,5.74,,6.0,17.22,,5.22,,,,32.61,,6.0,,3.91,,3.938889,2.044444,6.538889,2.068286,-0.048611,77.038441
US_MI_26105,2020-10-25,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,219,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,13,,6,,5.01,6.6,7.39,7.13,,5.28,5.81,,5.54,9.24,,4.49,4.75,5.54,,4.49,23.76,5.01,4.75,,,6.07,40.39,,5.81,3.96,5.01,,3.488889,1.483333,6.633333,0.0,-0.631944,75.395896
US_MI_26105,2020-10-26,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,24,0,243,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-8,8,-12,3,5.04,6.18,6.64,8.01,5.04,5.95,9.15,6.41,4.12,7.55,3.2,3.66,4.81,5.49,3.43,8.7,21.97,4.12,4.35,3.2,,5.49,33.64,3.43,5.04,5.49,,,3.066667,1.777778,5.072222,0.592667,0.819444,86.246124
US_MI_26105,2020-10-27,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,3,0,246,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-3,,-13,4,,5.23,8.79,8.08,4.28,4.04,8.55,4.04,6.65,8.55,3.56,6.89,3.8,,3.8,7.13,19.01,4.04,7.13,,4.28,4.04,34.69,,3.8,3.33,4.28,4.28,2.683333,0.938889,4.872222,0.362857,-0.951389,78.266539
US_MI_26105,2020-10-28,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,5,0,251,1,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,6,7,-10,4,,4.98,8.06,8.3,,4.51,4.98,,3.79,8.3,4.03,5.46,,4.03,,7.35,31.55,5.69,10.44,,5.46,4.74,31.31,4.51,7.35,6.17,,3.56,4.6,1.205556,9.1,0.0,-1.118056,67.888443
US_MI_26105,2020-10-29,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,8,1,259,2,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,5,11,-14,5,3.33,5.0,10.01,6.19,4.76,5.48,8.58,4.29,3.57,10.48,,3.81,,8.34,3.57,5.48,18.58,5.0,4.05,,,5.48,35.26,4.05,7.86,5.48,5.96,,5.716667,2.633333,8.733333,0.0,0.791667,72.055265
