location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18079,2020-01-14,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,4.83,6.11,11.58,,12.54,9.65,7.08,27.02,6.75,5.15,37.31,9.65,,5.661111,1.377778,10.411111,0.0,,3.148148,83.620407
US_IN_18079,2020-01-15,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,,9.29,10.84,5.89,14.87,8.68,4.65,22.62,5.27,5.58,37.8,5.27,5.58,5.65,-0.022222,13.388889,0.0,,4.283951,90.90284
US_IN_18079,2020-01-16,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,5.74,7.33,10.52,6.69,13.07,12.75,7.33,26.77,6.37,7.97,41.11,12.11,6.69,4.072222,-0.972222,13.2,0.0762,,-1.425926,67.235642
US_IN_18079,2020-01-17,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,6.76,6.44,6.76,,11.27,7.73,7.73,18.36,5.47,6.12,31.89,5.8,,-2.205556,-4.877778,5.85,0.0,,-8.358025,62.475466
US_IN_18079,2020-01-18,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,9.33,8.97,6.46,6.82,9.69,8.25,6.82,21.53,5.74,,39.11,5.74,,4.255556,-3.377778,10.827778,7.958667,,0.055556,74.168646
US_IN_18079,2020-01-19,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,7.15,,6.08,5.36,11.08,11.08,,18.59,,8.94,34.31,,7.51,-5.783333,-9.877778,6.622222,12.2428,,-10.987654,66.460383
US_IN_18079,2020-01-20,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,5.26,7.36,8.77,5.96,14.02,5.61,9.47,21.39,5.96,6.31,38.92,5.96,,-7.216667,-10.044444,-1.844444,0.0,,-11.734568,69.428875
US_IN_18079,2020-01-21,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,5.03,6.91,13.51,6.6,8.17,7.23,8.17,26.39,,4.4,38.33,7.23,4.71,-3.338889,-8.472222,-0.15,0.028222,,-9.283951,63.633284
US_IN_18079,2020-01-22,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,,9.16,11.38,5.37,19.59,10.43,11.06,31.28,,7.27,38.87,6.0,6.95,-3.427778,-8.416667,3.805556,0.0254,,-9.203704,64.335148
US_IN_18079,2020-01-23,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,5.85,8.12,10.07,,14.29,13.97,6.5,28.91,6.5,10.72,32.49,10.72,5.85,2.905556,-4.177778,8.5,0.0,,-6.074074,51.807438
US_IN_18079,2020-01-24,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,7.83,11.9,6.26,7.51,18.16,12.52,6.26,31.62,5.32,10.33,34.13,8.14,6.26,5.4,0.027778,8.583333,5.954889,,3.808642,89.01234
US_IN_18079,2020-01-25,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,7.6,9.05,6.51,6.15,24.25,8.69,8.69,31.85,,6.51,39.81,9.77,6.51,2.422222,0.894444,6.333333,4.882444,,0.685185,87.693318
US_IN_18079,2020-01-26,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,5.8,9.55,5.12,5.8,18.42,9.55,5.12,29.0,5.46,5.46,35.82,5.46,7.85,1.65,-0.722222,6.322222,0.5334,,-1.771605,77.81126
US_IN_18079,2020-01-27,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,6.12,10.1,7.34,6.73,24.17,9.18,7.34,37.63,4.89,6.12,37.63,6.73,7.65,0.822222,-2.644444,5.65,0.0254,,-2.018519,81.266021
US_IN_18079,2020-01-28,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,5.01,7.51,6.57,,30.97,7.2,11.58,35.98,7.2,8.45,39.73,13.45,5.01,0.866667,-2.072222,3.161111,0.0,,-2.32716,78.644873
US_IN_18079,2020-01-29,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,6.18,7.73,7.42,5.87,26.89,11.44,13.6,33.69,,4.64,35.86,10.2,5.87,1.261111,0.0,2.622222,0.0,,-2.475309,75.810984
US_IN_18079,2020-01-30,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,8.16,8.16,8.47,7.53,31.05,6.59,5.96,34.19,5.65,5.02,32.94,4.71,4.71,1.638889,-0.127778,4.388889,0.0254,,-3.166667,70.360277
US_IN_18079,2020-01-31,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,5.78,7.3,5.47,,32.23,8.82,6.99,32.54,7.3,7.3,33.15,4.26,4.26,2.15,-0.183333,4.566667,0.056444,,-1.179012,78.468198
US_IN_18079,2020-02-01,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,5.45,9.81,5.45,,18.16,7.99,7.26,30.51,7.26,7.63,34.51,,,3.638889,0.977778,6.322222,2.032,,1.302469,84.445204
US_IN_18079,2020-02-02,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,5.75,13.3,7.91,,20.14,8.27,8.27,26.61,6.11,7.19,40.63,7.91,6.11,7.427778,0.627778,17.844444,0.0254,,-0.308642,57.682239
US_IN_18079,2020-02-03,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,5.56,6.49,6.8,,26.89,7.42,4.64,33.69,6.18,9.27,31.53,8.96,,11.155556,0.955556,20.205556,0.0,,2.302469,55.30797
US_IN_18079,2020-02-04,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,4.5,7.2,6.9,,17.39,7.8,6.0,23.99,5.4,6.0,35.68,5.1,6.0,13.4,2.894444,19.805556,0.310444,,7.734568,68.85604
US_IN_18079,2020-02-05,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,5.34,8.8,5.66,,19.79,6.28,7.23,23.88,,7.23,32.04,6.91,4.4,2.122222,0.666667,5.672222,9.059333,,-1.037037,79.284847
US_IN_18079,2020-02-06,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,8.85,8.54,13.12,,21.66,9.76,5.8,26.54,,4.88,34.78,7.93,4.58,0.422222,-0.855556,2.366667,5.954889,,-1.037037,89.497095
US_IN_18079,2020-02-07,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,7.95,8.27,7.31,,17.17,6.68,6.36,26.39,4.77,,32.75,6.36,5.41,-1.111111,-2.911111,1.916667,1.27,30.48,-4.530864,77.321008
US_IN_18079,2020-02-08,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,6.31,5.96,,5.26,20.33,5.61,5.96,28.75,,10.52,33.31,6.66,,-0.188889,-2.738889,2.533333,0.479778,30.48,-2.993827,81.247085
US_IN_18079,2020-02-09,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,5.54,10.05,5.2,5.54,20.79,6.93,7.28,18.71,5.89,6.93,37.76,6.93,,-0.227778,-4.688889,5.461111,1.693333,,-3.04321,80.89995
US_IN_18079,2020-02-10,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,7.67,8.9,7.98,,19.63,8.59,6.44,26.08,4.29,6.44,33.44,6.75,5.21,6.083333,1.088889,9.794444,14.844889,,3.87037,85.558056
US_IN_18079,2020-02-11,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,6.44,10.12,7.97,5.52,23.62,8.59,7.97,29.14,5.83,7.67,33.43,8.59,,2.683333,0.911111,8.761111,5.334,,-0.623457,78.535708
US_IN_18079,2020-02-12,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,8.15,8.45,6.34,6.64,22.64,11.47,5.13,31.09,4.53,4.83,32.6,9.05,8.75,1.338889,-1.438889,5.166667,0.197556,,-1.82716,79.226529
US_IN_18079,2020-02-13,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,4.89,12.22,7.95,,16.81,12.84,8.25,25.67,4.58,9.47,36.37,5.81,5.2,0.966667,-4.277778,3.261111,20.489333,30.48,-0.91358,86.717981
US_IN_18079,2020-02-14,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,,10.6,8.68,,14.14,11.25,,17.67,6.43,,34.38,6.43,,-8.322222,-12.372222,1.561111,1.2446,30.48,-14.135802,62.36204
US_IN_18079,2020-02-15,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,6,2,2,,,7.17,6.09,,21.5,11.11,5.73,22.58,,5.38,36.2,6.81,,-3.3,-11.772222,7.922222,0.0254,30.48,-10.975309,55.202754
