location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01113,2020-01-11,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,2.52,4.73,7.56,4.25,9.14,5.83,5.51,,,4.57,4.41,,2.36,4.41,15.6,3.46,5.67,2.99,3.46,,6.77,4.57,3.78,4.1,5.83,3.94,2.99,5.2,9.77,4.57,2.52,8.35,24.73,5.04,,8.98,4.57,2.52,3.78,3.31,5.2,42.06,3.94,4.41,9.61,,,6.3,3.31,5.04,5.99,2.68,3.62,2.52,19.833333,16.901235,22.845679,11.514667,16.923611,83.718144
US_AL_01113,2020-01-12,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,2.92,4.7,6.81,3.73,10.87,6.65,5.68,,,7.14,5.51,,,6.16,16.22,2.92,9.57,4.05,3.57,3.89,9.25,4.05,2.76,4.87,5.84,3.73,2.6,3.73,5.84,5.19,3.73,6.97,24.17,6.16,3.57,7.3,2.43,3.73,4.38,,4.7,38.44,2.92,5.51,9.57,3.89,,5.19,5.84,6.0,3.41,2.6,3.24,,15.969136,10.41358,20.876543,30.014333,13.881944,87.123195
US_AL_01113,2020-01-13,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,4.37,7.41,8.2,2.65,7.81,6.88,4.63,,2.51,5.95,4.63,3.71,2.38,3.57,13.89,3.18,7.81,4.37,4.37,,9.13,3.18,3.04,2.51,4.63,5.16,2.25,4.1,2.91,6.09,2.78,8.07,24.08,5.29,1.85,6.88,3.57,4.76,4.63,3.04,5.03,35.99,3.71,3.44,5.29,,,6.22,4.5,4.5,2.78,2.38,4.1,2.25,17.919753,14.703704,20.567901,15.282333,17.0625,95.109722
US_AL_01113,2020-01-14,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,2.77,3.95,6.19,2.63,6.45,9.61,4.61,,3.82,6.72,3.03,2.9,,4.74,12.25,3.16,6.98,3.03,4.87,2.9,9.88,3.56,2.9,1.84,4.61,4.21,2.77,5.4,5.14,4.74,2.5,9.09,25.02,5.0,2.11,6.06,4.74,4.61,3.56,,6.98,38.06,,4.61,4.08,,1.98,5.93,5.14,4.61,3.29,2.9,4.08,2.24,18.067901,14.864198,21.469136,21.717,17.034722,94.65568
US_AL_01113,2020-01-15,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,2.18,3.54,7.91,3.68,9.0,11.31,2.86,2.04,4.22,5.72,4.77,2.59,,3.82,10.22,3.0,5.86,3.54,4.36,2.59,14.72,3.68,2.45,3.27,4.22,3.54,2.45,3.68,4.36,4.5,3.27,7.63,21.13,5.72,3.27,9.4,2.73,3.68,5.72,2.18,2.86,34.48,2.86,3.41,3.54,2.32,2.45,5.45,6.68,4.09,5.45,,3.95,,16.512346,13.191358,21.135802,22.013333,15.465278,94.124286
US_AL_01113,2020-01-16,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,2.71,4.07,8.67,3.79,7.59,9.08,3.79,2.17,2.44,5.42,3.39,2.71,2.03,3.52,9.62,5.15,6.5,4.34,3.93,2.3,8.94,3.52,3.25,2.03,4.34,6.1,,3.66,3.79,5.42,4.61,9.62,22.77,6.78,4.2,8.94,2.71,3.25,6.23,,5.01,39.98,4.47,3.39,6.1,2.85,,6.1,4.88,5.15,3.93,,1.9,,18.253086,14.574074,21.808642,0.338667,14.354167,78.80557
US_AL_01113,2020-01-17,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,2.5,4.57,7.9,,8.59,7.76,5.27,,2.91,4.57,3.74,2.91,2.63,4.16,12.34,3.46,6.24,4.02,5.54,1.94,7.62,4.3,2.08,3.33,3.74,5.54,2.08,5.13,6.24,4.85,3.88,5.27,21.9,5.27,2.91,7.76,3.05,4.02,4.16,2.91,5.41,31.32,,3.74,5.41,,,4.02,4.16,5.82,2.91,3.6,4.02,2.36,13.493827,9.765432,19.006173,0.366889,-1.5625,35.732841
US_AL_01113,2020-01-18,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,,6.12,9.27,3.48,9.76,7.12,6.12,,2.48,5.29,4.47,2.81,2.81,5.13,13.73,3.64,8.27,3.31,5.62,2.98,8.77,5.96,,4.3,4.47,4.3,3.14,3.31,5.96,3.31,3.81,8.27,24.32,6.78,4.47,8.77,3.64,3.14,5.46,2.65,4.96,40.87,2.65,3.64,6.12,,,4.47,5.62,5.46,5.13,2.81,2.98,,11.654321,8.283951,17.5,0.0,4.006944,60.153204
US_AL_01113,2020-01-19,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,4.15,2.99,9.29,4.15,10.12,5.97,3.32,,2.32,3.98,3.48,3.82,,5.64,15.1,3.82,6.8,2.65,2.32,,10.12,4.98,,4.15,4.48,4.15,2.49,3.82,6.64,5.48,4.65,6.14,24.39,3.48,,7.47,2.82,2.82,4.32,,3.82,36.34,3.65,4.32,8.63,2.99,2.99,5.48,4.81,4.81,4.48,,4.98,,12.191358,6.364198,16.790123,8.255,5.722222,64.925084
US_AL_01113,2020-01-20,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,,6.34,8.46,3.42,10.24,7.48,5.69,2.28,3.25,5.2,5.04,3.58,,5.53,14.31,6.5,6.99,6.18,4.88,2.93,9.11,3.42,3.42,3.58,6.34,5.04,2.77,4.72,5.2,5.37,2.6,9.92,28.46,5.85,5.53,7.48,3.9,4.07,4.23,2.77,5.53,42.77,2.6,,8.29,2.93,2.6,4.72,4.88,7.16,5.53,4.07,4.07,2.6,2.938272,-1.666667,7.351852,4.656667,-6.902778,48.567232
US_AL_01113,2020-01-21,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,3.25,3.66,6.64,3.12,8.95,5.83,2.98,,5.02,7.18,3.93,8.0,,3.52,16.4,4.34,8.81,3.52,4.88,2.44,9.62,3.25,,2.71,3.8,3.25,2.44,,8.13,9.35,2.71,7.73,28.47,4.61,3.39,7.86,3.25,3.93,7.46,3.39,4.75,38.91,,3.8,7.32,2.44,3.12,6.1,5.02,5.69,3.12,1.9,2.31,3.12,0.450617,-3.962963,6.666667,0.0,-7.534722,54.964705
US_AL_01113,2020-01-22,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,2.05,6.0,5.73,2.46,9.41,9.28,6.28,1.91,5.05,5.73,4.37,5.32,2.87,3.55,15.28,2.73,8.73,2.87,5.59,2.32,9.28,5.59,3.14,4.23,4.5,5.73,,3.68,3.96,7.09,3.68,6.68,29.46,6.82,4.37,7.23,2.73,4.09,7.37,,6.0,39.42,,4.64,6.41,1.91,1.91,4.91,4.37,4.37,7.23,2.73,3.68,3.27,2.320988,-4.376543,11.82716,0.0,-8.180556,45.867497
US_AL_01113,2020-01-23,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,1.86,5.32,9.31,2.26,11.17,7.05,5.98,1.86,3.33,4.92,5.45,2.79,,3.33,16.89,3.72,8.91,2.79,2.53,3.72,9.44,4.39,2.13,2.79,4.79,4.12,2.0,3.59,5.19,5.58,2.53,6.92,29.26,4.65,3.19,8.11,3.72,3.46,4.79,1.86,3.46,36.84,3.06,4.52,8.51,2.13,2.39,6.52,5.72,5.05,3.72,2.93,3.06,2.53,6.765432,1.888889,10.358025,0.423333,-1.493056,55.97494
US_AL_01113,2020-01-24,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,2.03,4.35,10.29,,10.29,5.79,3.91,,3.62,4.35,5.5,2.75,2.61,3.91,19.7,2.46,7.97,3.04,4.49,3.48,8.55,2.61,2.61,2.61,4.49,5.07,,4.49,5.07,5.07,2.03,7.1,27.23,6.95,4.78,8.98,2.32,2.75,4.78,3.91,5.65,34.62,2.46,5.21,7.53,3.77,2.75,4.06,4.35,5.07,3.62,3.04,4.49,2.46,11.858025,6.864198,16.37037,17.399,9.256944,84.45276
US_AL_01113,2020-01-25,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,2.85,5.53,12.9,3.69,8.04,7.54,3.35,,,7.04,5.7,,,3.85,18.43,2.68,11.73,2.68,4.69,5.03,8.88,3.02,2.35,3.85,6.37,3.69,2.35,3.85,6.54,5.36,3.18,6.54,30.5,5.2,3.18,8.71,2.85,,4.69,2.51,4.02,38.88,4.19,5.7,6.03,2.85,,4.19,4.19,4.86,3.02,4.53,4.19,2.51,7.037037,0.67284,13.858025,0.931333,1.465278,67.752102
US_AL_01113,2020-01-26,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,4.13,2.75,9.64,,9.49,8.26,5.51,,,7.34,4.13,2.45,2.14,3.83,20.96,3.83,5.51,3.21,3.98,4.44,7.5,4.59,2.75,3.06,3.98,4.28,2.75,3.67,4.59,5.05,2.75,7.5,29.99,6.88,3.37,11.17,3.21,3.06,3.52,2.6,5.66,40.7,2.14,4.59,8.72,,2.6,4.28,5.2,3.52,4.59,3.83,3.52,3.52,6.432099,0.283951,12.654321,0.0,1.6875,71.852597
US_AL_01113,2020-01-27,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,1.85,2.78,5.7,2.38,12.19,5.56,4.64,2.65,3.97,6.22,6.49,2.78,,2.65,20.13,3.97,9.8,4.5,4.9,,9.93,2.91,,,4.9,5.3,2.12,4.64,4.24,4.9,3.71,8.34,34.17,4.11,5.43,5.96,3.58,5.3,3.44,2.52,6.36,36.95,2.65,4.37,6.36,3.31,2.38,6.36,6.09,6.22,4.9,3.71,2.65,,9.444444,4.907407,13.197531,0.592667,6.944444,84.257381
US_AL_01113,2020-01-28,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,2.26,5.51,6.21,2.97,8.76,9.18,7.06,,3.39,4.66,5.22,2.26,1.98,2.68,22.03,3.39,8.33,2.97,4.8,2.68,9.46,3.67,,2.54,6.36,4.66,3.11,4.94,6.21,4.66,3.67,8.47,49.43,8.62,3.81,7.91,,5.22,3.95,4.38,5.93,39.26,2.54,5.93,17.51,3.95,3.67,5.51,4.24,5.79,4.1,3.39,3.95,,7.58642,0.253086,17.302469,0.225778,2.1875,68.617353
US_AL_01113,2020-01-29,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,2.84,5.13,7.03,2.97,10.54,7.3,6.49,1.89,4.32,5.95,6.35,2.43,2.43,2.57,23.64,3.65,8.65,2.84,4.59,2.97,10.13,2.7,2.57,3.24,5.0,4.19,2.16,3.92,4.05,6.08,5.13,7.3,40.4,7.57,3.51,8.38,3.11,3.78,8.38,,5.13,35.67,2.84,4.59,14.05,1.89,2.7,4.59,4.32,5.13,3.38,3.38,2.43,2.3,7.148148,2.012346,13.777778,0.145143,3.076389,75.503051
US_AL_01113,2020-01-30,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,2.47,4.25,7.41,2.74,10.43,6.86,4.8,1.92,2.88,4.66,5.21,3.7,1.92,3.02,29.22,4.12,10.29,3.57,4.53,,8.64,5.9,,2.19,4.53,3.15,2.88,3.98,4.66,4.8,3.98,7.68,36.22,6.31,6.04,8.64,,5.49,4.53,3.57,7.27,37.45,2.88,5.49,6.58,2.47,4.53,3.57,5.62,3.7,5.21,3.7,2.19,2.19,8.006173,1.419753,16.154321,4.100286,3.944444,75.465453
US_AL_01113,2020-01-31,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,,,,,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,,5.16,7.74,3.4,8.01,8.83,4.75,,3.4,4.21,3.8,,,4.35,28.38,3.12,8.28,,5.16,,7.88,5.03,3.67,2.17,5.57,4.48,2.72,4.62,3.8,4.35,2.99,8.56,35.17,4.89,2.31,5.57,,5.7,3.26,2.44,6.66,35.17,3.53,1.9,4.48,1.9,2.31,3.94,5.03,6.11,3.26,3.12,3.26,,8.259259,5.055556,12.845679,0.127,5.520833,83.925958
