location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01111,2020-01-11,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,,11.89,19.02,,52.9,19.288889,16.077778,22.483333,8.345714,16.314815,83.424411
US_AL_01111,2020-01-12,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,12.21,12.21,31.19,,47.46,14.272222,7.016667,20.472222,13.099143,11.506173,82.879139
US_AL_01111,2020-01-13,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,,12.71,23.9,,32.54,15.805556,12.683333,18.855556,11.067143,14.722222,92.747861
US_AL_01111,2020-01-14,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,,17.98,34.9,,35.96,17.133333,15.422222,18.738889,32.766,16.660494,97.126399
US_AL_01111,2020-01-15,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,10.79,11.87,28.05,,43.69,16.094444,12.166667,20.666667,28.992286,15.216049,94.277046
US_AL_01111,2020-01-16,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,8.43,,29.23,,42.16,17.111111,13.405556,19.688889,7.511143,12.91358,76.227745
US_AL_01111,2020-01-17,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,8.3,16.61,26.57,,46.5,11.55,7.933333,17.305556,4.064,-2.469136,37.424452
US_AL_01111,2020-01-18,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,,15.54,16.83,,50.49,10.405556,8.188889,14.261111,1.487714,2.246914,57.363616
US_AL_01111,2020-01-19,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,11.38,12.64,25.92,12.64,43.62,9.583333,3.922222,14.35,7.874,2.734568,61.907843
US_AL_01111,2020-01-20,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,13.02,13.67,16.92,13.02,41.65,0.794444,-3.338889,5.611111,0.6604,-7.839506,52.270787
US_AL_01111,2020-01-21,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,12.06,22.48,37.28,15.9,47.15,-1.155556,-5.266667,5.05,0.0,-8.493827,57.159059
US_AL_01111,2020-01-22,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,9.84,16.06,24.87,8.29,38.34,1.061111,-5.444444,10.75,0.0,-9.067901,46.539392
US_AL_01111,2020-01-23,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,9.4,20.38,28.74,10.45,40.23,5.711111,0.95,8.822222,1.306286,-2.790123,54.545901
US_AL_01111,2020-01-24,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,,16.81,23.64,12.09,50.97,9.844444,6.233333,14.744444,22.678571,7.425926,84.741507
US_AL_01111,2020-01-25,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,11.22,23.77,30.37,16.51,49.52,5.655556,0.35,11.25,0.4826,1.216049,73.142175
US_AL_01111,2020-01-26,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,,24.24,18.33,,38.44,4.55,-0.994444,11.327778,0.0,0.839506,76.388089
US_AL_01111,2020-01-27,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,,23.19,29.24,8.07,44.37,8.961111,5.516667,13.005556,0.181429,6.216049,82.88819
US_AL_01111,2020-01-28,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,10.36,29.54,40.94,12.96,38.86,6.594444,-0.383333,16.316667,0.0254,1.537037,69.700928
US_AL_01111,2020-01-29,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,10.35,31.06,44.14,12.53,40.87,7.811111,3.194444,13.077778,0.056444,2.351852,68.706764
US_AL_01111,2020-01-30,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,10.4,43.34,41.03,,34.67,7.166667,0.355556,16.05,0.2286,2.506173,72.145168
US_AL_01111,2020-01-31,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,10.23,39.21,39.21,,40.35,7.255556,3.805556,11.922222,0.108857,4.407407,82.492246
US_AL_01111,2020-02-01,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,,32.6,26.96,10.03,33.23,7.272222,5.427778,10.977778,0.127,4.944444,85.722678
US_AL_01111,2020-02-02,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,9.36,25.57,31.81,9.36,46.15,7.772222,-0.716667,18.577778,0.0254,1.216049,63.087718
US_AL_01111,2020-02-03,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,16.56,29.26,37.54,,44.16,11.177778,1.761111,23.861111,0.0,3.006173,57.018657
US_AL_01111,2020-02-04,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,12.43,24.34,29.01,9.84,33.15,16.466667,12.661111,21.888889,0.0508,10.709877,69.284331
US_AL_01111,2020-02-05,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,8.86,21.65,36.91,,43.8,18.116667,15.816667,20.7,1.923143,16.37037,90.141605
US_AL_01111,2020-02-06,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,14.54,26.76,37.23,,39.56,17.366667,11.95,22.033333,40.023143,16.487654,93.939804
US_AL_01111,2020-02-07,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,11.71,18.84,24.44,9.67,39.71,6.038889,2.683333,12.677778,32.221714,1.82716,74.211783
US_AL_01111,2020-02-08,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,13.14,22.52,21.9,,35.04,3.916667,-0.683333,11.833333,0.399143,0.981481,81.703256
US_AL_01111,2020-02-09,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,12.06,22.85,26.66,,52.05,6.488889,0.055556,16.288889,1.185333,2.117284,73.360066
US_AL_01111,2020-02-10,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,8.13,21.35,25.41,8.64,48.79,11.133333,7.027778,15.066667,0.0,6.753086,75.227136
US_AL_01111,2020-02-11,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,11.46,16.44,30.89,,36.86,17.205556,12.75,22.077778,49.675143,16.228395,93.661204
US_AL_01111,2020-02-12,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,9.44,18.88,27.27,,45.1,15.872222,11.966667,24.138889,11.792857,14.308642,89.402246
US_AL_01111,2020-02-13,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,11.85,12.38,23.69,8.62,41.46,17.027778,8.711111,22.511111,18.687143,14.506173,84.606457
US_AL_01111,2020-02-14,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,,,,,14.0,25.09,22.17,,28.0,6.311111,1.138889,11.566667,8.0518,-1.481481,57.058605
US_AL_01111,2020-02-15,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,-4,4,2,,12.73,26.74,23.56,,36.93,5.261111,-2.033333,14.883333,0.0,-4.283951,49.799099
US_AL_01111,2020-02-16,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,-9,-13,-12,,18.64,19.88,28.58,,44.11,7.966667,3.327778,12.127778,0.254,4.395062,78.479087
US_AL_01111,2020-02-17,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,-14,-11,-17,,15.88,15.88,28.24,,43.53,9.511111,5.494444,13.922222,1.919111,8.518519,93.028467
US_AL_01111,2020-02-18,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,-10,-11,-8,,13.77,16.06,25.24,,48.19,13.944444,11.216667,18.083333,15.348857,13.358025,96.441749
US_AL_01111,2020-02-19,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,2,-2,0,,8.01,16.53,27.04,,33.05,13.622222,10.55,17.561111,42.853429,12.240741,90.611446
US_AL_01111,2020-02-20,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,-3,-5,-2,,7.21,19.22,24.99,7.69,35.56,8.433333,4.5,12.294444,5.878286,7.080247,91.240049
US_AL_01111,2020-02-21,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,-2,-6,6,,9.83,13.96,28.44,8.28,35.17,4.166667,0.433333,9.188889,16.28775,-0.709877,70.353711
US_AL_01111,2020-02-22,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,-4,9,-3,,13.17,22.75,37.11,,46.69,3.827778,-3.205556,13.522222,0.0,-3.253086,59.590181
US_AL_01111,2020-02-23,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,-1,-1,0,,9.88,27.31,29.64,8.72,42.42,5.738889,-0.677778,13.211111,0.0,-0.938272,62.376899
US_AL_01111,2020-02-24,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,-14,-13,-1,,12.04,27.93,31.3,,39.49,9.011111,7.1,11.616667,1.306286,6.061728,81.831678
US_AL_01111,2020-02-25,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,3,0,3,,8.06,30.75,42.34,7.56,43.34,14.505556,10.188889,18.072222,18.687143,11.962963,84.341685
US_AL_01111,2020-02-26,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,18,6,4,,15.76,26.95,37.62,,38.64,9.35,5.133333,15.488889,0.254,7.092593,85.136624
US_AL_01111,2020-02-27,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,15,7,0,,10.61,27.8,47.01,,31.34,4.9,1.294444,10.061111,0.3556,-3.814815,53.201085
US_AL_01111,2020-02-28,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,6,-3,5,,12.06,27.13,39.69,,36.67,4.333333,-2.577778,13.644444,0.0,-2.91358,59.298912
US_AL_01111,2020-02-29,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,15,11,-5,,10.78,25.99,43.74,13.31,41.2,7.15,-0.505556,15.0,0.0,-1.91358,52.309502
US_AL_01111,2020-03-01,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,17,4,-7,,23.5,19.79,34.01,,41.43,7.694444,-0.516667,18.866667,0.0,-0.771605,54.970078
US_AL_01111,2020-03-02,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,-4,-14,-1,,10.04,30.61,53.56,10.04,27.26,11.8,6.8,16.177778,10.051143,6.716049,71.607726
US_AL_01111,2020-03-03,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,22,20,2,,,25.74,45.39,,33.69,16.95,12.516667,20.622222,25.980571,15.820988,93.374661
US_AL_01111,2020-03-04,ChIJpR9fanFxi4gRXTBYhiqTREM,Q502743,geoId/01111,US,United States of America,AL,Alabama,01111,Randolph County,US,USA,2,,,,,,,22687,11046,11641,2609,2915,2645,2312,2719,3276,3087,2054,1070,1850808,33.289167,-85.460278,283,1513,74.45,6,-8,2,,8.11,21.95,34.83,9.54,34.83,14.577778,12.344444,18.744444,19.013714,13.753086,94.703052
