location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01063,2020-01-14,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,47.39,18.024691,15.555556,19.864198,17.68475,17.233333,95.481609
US_AL_01063,2020-01-15,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,17.598765,14.080247,22.04321,29.845,16.9,91.979432
US_AL_01063,2020-01-16,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,47.36,17.54321,14.018519,20.246914,0.79375,14.0,80.169527
US_AL_01063,2020-01-17,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,47.76,13.444444,8.802469,20.277778,0.197556,1.433333,44.084491
US_AL_01063,2020-01-18,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,14.950617,11.660494,18.228395,0.0,7.522222,59.161515
US_AL_01063,2020-01-19,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,9.67284,3.41358,16.691358,6.57225,0.144444,51.525644
US_AL_01063,2020-01-20,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,100.0,1.938272,-2.549383,7.950617,0.028222,-7.466667,49.936062
US_AL_01063,2020-01-21,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,-0.228395,-3.635802,5.481481,0.056444,-7.411111,57.756667
US_AL_01063,2020-01-22,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,75.24,0.697531,-4.709877,8.851852,0.0,-6.611111,56.68491
US_AL_01063,2020-01-23,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,5.969136,2.796296,8.981481,0.0,0.6,66.918398
US_AL_01063,2020-01-24,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,10.104938,6.17284,15.080247,5.49275,6.3,77.956828
US_AL_01063,2020-01-25,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,6.08642,0.345679,12.611111,0.112889,1.022222,69.617246
US_AL_01063,2020-01-26,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,6.62963,1.098765,12.962963,0.0,3.7,79.002613
US_AL_01063,2020-01-27,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,42.77,10.462963,7.790123,15.234568,0.6985,7.988889,83.219926
US_AL_01063,2020-01-28,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,53.46,8.024691,0.67284,17.851852,0.15875,3.666667,71.359723
US_AL_01063,2020-01-29,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,52.02,9.944444,6.882716,14.82716,0.254,5.644444,73.024792
US_AL_01063,2020-01-30,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,66.45,7.487654,0.703704,16.567901,2.921,4.466667,78.69049
US_AL_01063,2020-01-31,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,9.493827,5.475309,14.604938,0.0,6.555556,81.819968
US_AL_01063,2020-02-01,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,9.95679,7.796296,12.376543,0.03175,6.211111,77.242853
US_AL_01063,2020-02-02,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,82.55,8.574074,0.216049,21.67284,0.282222,1.944444,60.433864
US_AL_01063,2020-02-03,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,13.475309,4.864198,23.450617,0.0,6.588889,60.57885
US_AL_01063,2020-02-04,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,54.74,17.401235,14.333333,21.753086,0.03175,13.3,76.29848
US_AL_01063,2020-02-05,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,47.19,19.549383,17.790123,21.709877,1.36525,18.388889,91.881972
US_AL_01063,2020-02-06,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,48.1,13.679012,6.759259,21.12963,65.205429,11.711111,90.922784
US_AL_01063,2020-02-07,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,5.259259,1.061728,10.820988,34.507714,0.611111,72.100692
US_AL_01063,2020-02-08,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,8.45679,3.37037,15.709877,0.8255,1.788889,60.472846
US_AL_01063,2020-02-09,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,65.58,9.530864,2.524691,19.808642,0.225778,4.611111,69.03096
US_AL_01063,2020-02-10,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,53.88,15.753086,12.635802,19.351852,0.47625,11.688889,73.527902
US_AL_01063,2020-02-11,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,47.16,16.777778,11.611111,20.648148,74.83475,15.677778,92.575877
US_AL_01063,2020-02-12,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,13.881944,10.041667,24.402778,20.7645,11.652778,89.469019
US_AL_01063,2020-02-13,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,14.326389,7.8125,22.958333,4.572,10.541667,82.451108
US_AL_01063,2020-02-14,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,51.09,5.451389,0.1875,10.805556,4.1275,-2.125,59.085838
US_AL_01063,2020-02-15,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,15,2,-3,,,5.590278,-2.194444,16.298611,2.12725,-3.361111,52.044561
US_AL_01063,2020-02-16,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,-7,13,,,10.611111,7.402778,14.708333,0.8255,4.902778,66.189693
US_AL_01063,2020-02-17,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,-15,14,-23,,12.277778,7.854167,18.715278,1.30175,10.027778,84.562048
US_AL_01063,2020-02-18,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,-7,8,-2,46.71,17.131944,13.1875,22.041667,5.3975,16.208333,91.045523
US_AL_01063,2020-02-19,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,9,10,0,42.8,12.253086,9.290123,19.469136,18.288,10.055556,90.806305
US_AL_01063,2020-02-20,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,-16,-4,12,0,45.45,8.722222,5.574074,10.851852,12.5095,7.044444,91.408377
US_AL_01063,2020-02-21,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,-17,2,9,0,50.25,4.17284,-0.419753,9.049383,25.273,-1.811111,65.292626
US_AL_01063,2020-02-22,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,2,3,18,,,3.932099,-2.981481,13.641975,0.0,-2.555556,61.824084
US_AL_01063,2020-02-23,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,-2,20,,50.69,8.135802,2.419753,14.006173,0.0,2.611111,66.789911
US_AL_01063,2020-02-24,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,-11,3,-5,45.2,11.574074,8.04321,15.839506,0.508,8.211111,78.565893
US_AL_01063,2020-02-25,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,-2,0,-2,89.88,14.703704,9.148148,17.234568,9.017,11.522222,81.425237
US_AL_01063,2020-02-26,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,7,15,0,53.64,9.623457,6.530864,14.561728,0.0,6.022222,77.693525
US_AL_01063,2020-02-27,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,9,-1,2,,5.62963,0.617284,10.697531,0.818444,-3.366667,52.198747
US_AL_01063,2020-02-28,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,24,2,-2,,5.746914,-1.703704,16.518519,0.0,-1.644444,57.679366
US_AL_01063,2020-02-29,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,38,6,5,,,9.283951,0.580247,19.117284,0.0,-0.444444,49.560461
US_AL_01063,2020-03-01,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,24,25,,77.7,10.691358,3.290123,20.851852,0.0,3.211111,57.820347
US_AL_01063,2020-03-02,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,11,8,,62.23,16.222222,12.617284,21.777778,1.3335,11.777778,73.334258
US_AL_01063,2020-03-03,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,18,10,-2,42.93,19.592593,16.969136,22.901235,9.017,17.311111,85.064225
US_AL_01063,2020-03-04,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,7,1,-4,,15.061728,12.030864,20.407407,39.732857,13.911111,93.024735
US_AL_01063,2020-03-05,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,11,1,4,41.95,12.339506,11.148148,16.12963,58.565143,10.666667,87.95335
US_AL_01063,2020-03-06,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,2,-5,2,38.41,10.944444,5.45679,17.055556,15.352889,2.477778,54.981001
US_AL_01063,2020-03-07,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,25,12,11,,,8.808642,1.358025,16.691358,0.0,-1.766667,47.031274
US_AL_01063,2020-03-08,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,7,20,,,10.54321,3.006173,20.820988,0.0,1.6,53.028937
US_AL_01063,2020-03-09,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,16,10,,57.14,14.506173,6.907407,22.598765,0.0,7.8,63.785898
US_AL_01063,2020-03-10,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,5,5,-2,,18.197531,14.04321,23.024691,0.979714,14.5,76.868223
US_AL_01063,2020-03-11,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,7,-3,9,47.69,18.469136,14.907407,23.475309,5.987143,16.222222,83.05217
US_AL_01063,2020-03-12,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,18,1,,41.72,19.944444,15.049383,27.271605,3.048,15.711111,74.574107
US_AL_01063,2020-03-13,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,,,,,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,6,17,7,2,47.45,20.703704,17.37037,24.981481,0.0,16.6,77.335675
