location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_OK_40089,2020-01-11,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,4.95,5.88,8.67,6.5,4.95,5.26,13.0,8.05,10.52,,,8.98,32.19,6.5,7.12,,27.86,5.88,5.26,7.339506,0.018519,19.58642,60.052857,5.820988,90.130086
US_OK_40089,2020-01-12,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,5.59,4.6,5.92,7.23,8.22,13.81,13.48,8.55,8.55,4.93,,7.23,30.57,6.25,9.86,7.89,43.07,8.55,4.6,1.524691,-1.08642,7.808642,2.568222,-0.864198,84.208535
US_OK_40089,2020-01-13,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,8.21,,6.57,6.57,7.39,7.66,14.78,8.21,6.84,4.93,,4.65,31.47,5.47,6.02,5.75,33.66,5.75,,4.839506,0.080247,14.537037,0.0,2.320988,83.873874
US_OK_40089,2020-01-14,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,6.8,5.44,10.61,5.71,5.98,6.25,12.78,7.89,9.52,4.89,4.35,8.97,23.66,5.44,8.43,4.08,41.34,8.43,,11.537037,9.419753,14.203704,0.028222,9.524691,87.529009
US_OK_40089,2020-01-15,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,6.53,8.44,10.07,10.88,6.26,,16.05,6.26,9.25,6.26,6.26,10.88,27.21,4.35,4.63,,37.82,6.53,,16.197531,12.0,22.537037,0.084667,14.820988,91.654166
US_OK_40089,2020-01-16,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,,7.18,12.71,5.52,8.56,,13.53,5.8,9.94,,,7.46,20.99,4.14,7.18,,35.63,7.73,7.73,13.506173,7.345679,19.265432,1.42875,9.604938,77.589977
US_OK_40089,2020-01-17,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,,5.51,8.27,6.61,,4.96,11.85,8.27,7.71,5.51,,8.54,23.42,5.51,6.61,,28.11,3.86,3.86,6.82716,5.111111,8.722222,2.9845,2.962963,76.833287
US_OK_40089,2020-01-18,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,,9.56,14.05,5.38,,,15.54,10.16,6.28,,5.38,8.37,23.02,5.68,7.17,4.18,37.66,5.38,8.37,12.882716,8.0,16.987654,5.334,8.95679,77.104414
US_OK_40089,2020-01-19,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,,7.0,7.88,5.83,9.33,5.83,11.67,5.83,6.71,,7.29,4.08,21.29,4.67,9.92,4.96,33.25,6.71,5.54,4.246914,-1.907407,11.345679,1.354667,-5.308642,50.524136
US_OK_40089,2020-01-20,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,6.68,7.9,10.94,5.77,,,12.45,7.9,9.11,7.29,,8.81,22.48,,7.29,4.56,39.79,9.72,,3.265432,-3.0,10.506173,0.0,-5.358025,53.629117
US_OK_40089,2020-01-21,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,,5.61,8.27,8.27,5.87,4.27,15.48,7.47,8.27,5.07,5.07,8.81,25.62,6.41,7.21,,36.57,6.14,6.41,1.481481,-3.283951,7.660494,0.0,-4.191358,66.105181
US_OK_40089,2020-01-22,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,4.89,7.07,8.43,5.98,4.08,4.08,16.32,7.89,7.62,5.17,,,25.84,5.98,4.35,8.43,35.63,9.25,,1.771605,0.166667,4.179012,1.27,-1.407407,79.490978
US_OK_40089,2020-01-23,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,4.65,7.38,8.75,4.92,3.83,6.56,16.4,9.84,9.84,,4.65,9.3,28.43,5.2,7.38,4.65,33.35,4.37,6.29,4.320988,2.148148,9.611111,10.31875,2.962963,90.966033
US_OK_40089,2020-01-24,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,4.27,7.69,8.83,5.98,,4.56,21.66,10.54,11.4,,5.7,7.12,26.5,3.99,8.83,4.84,27.36,5.7,4.56,5.123457,1.709877,9.228395,2.63525,1.074074,75.26079
US_OK_40089,2020-01-25,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,5.37,8.21,7.26,4.42,,,24.0,8.21,7.89,7.26,6.32,5.37,34.11,,9.47,5.37,35.37,6.63,,4.296296,-2.345679,15.148148,0.0,-0.345679,71.902437
US_OK_40089,2020-01-26,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,4.44,6.22,13.03,7.99,4.14,,24.28,7.99,10.36,4.44,8.29,6.22,28.72,,8.88,5.62,33.16,4.74,4.14,10.135802,7.62963,13.018519,0.22225,6.438272,78.064926
US_OK_40089,2020-01-27,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,6.5,,7.02,7.8,4.42,4.42,35.61,12.48,10.14,3.9,5.46,7.8,35.87,4.68,5.72,4.42,37.17,7.02,5.46,9.12963,4.839506,15.567901,0.225778,6.969136,86.553004
US_OK_40089,2020-01-28,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,5.68,3.87,10.59,7.49,5.42,4.91,31.25,10.85,10.59,5.68,6.46,9.55,41.58,5.94,5.94,4.13,36.15,11.1,4.13,8.006173,4.487654,11.697531,0.8255,6.814815,92.249825
US_OK_40089,2020-01-29,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,3.78,5.67,11.07,9.45,5.4,,25.64,7.83,11.07,5.4,4.05,11.88,25.91,4.59,4.05,,37.79,11.34,3.78,7.728395,5.932099,9.95679,10.50925,6.253086,90.457482
US_OK_40089,2020-01-30,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,5.94,6.48,7.55,8.1,4.86,5.94,36.16,10.25,9.98,4.05,4.59,11.06,37.24,5.13,5.4,,33.73,9.44,4.86,5.709877,4.734568,7.734568,0.141111,3.654321,86.700152
US_OK_40089,2020-01-31,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,,8.27,7.7,7.42,,,28.81,7.99,8.56,,4.85,8.27,36.79,5.13,6.84,,29.66,5.13,5.7,6.808642,5.444444,10.049383,0.127,4.061728,82.734207
US_OK_40089,2020-02-01,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,4.85,5.5,10.34,7.11,5.17,6.46,23.92,6.46,8.08,6.14,,9.37,29.09,,4.53,,34.26,7.76,5.5,6.654321,-0.537037,16.382716,0.0,0.314815,64.047913
US_OK_40089,2020-02-02,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,6.71,,8.94,6.71,8.94,4.47,15.64,8.62,6.71,4.47,,5.43,30.33,,,5.11,34.8,6.39,7.02,11.746914,2.981481,25.743056,0.0,0.055556,45.014576
US_OK_40089,2020-02-03,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,4.98,6.03,4.71,6.29,4.45,,22.53,8.64,11.0,4.19,6.29,8.91,29.34,8.12,3.93,,31.96,7.33,5.5,15.814815,9.993827,21.450617,0.0,5.91358,52.759062
US_OK_40089,2020-02-04,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,6.16,,5.08,8.03,5.08,4.01,20.34,10.17,9.1,8.3,6.16,9.1,28.63,4.01,6.69,,37.47,6.16,6.69,14.654321,7.358025,19.450617,3.3655,12.82716,88.820772
US_OK_40089,2020-02-05,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,,8.83,10.13,7.01,4.16,5.46,16.37,9.35,10.13,4.68,5.46,8.31,22.86,4.68,4.42,,32.22,,4.42,4.950617,3.253086,7.333333,6.00075,3.314815,89.213616
US_OK_40089,2020-02-06,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,,4.24,9.01,7.42,6.62,3.71,16.69,10.07,11.66,,3.97,5.56,25.43,4.5,4.77,,30.2,4.77,,1.141975,-0.469136,4.111111,3.471333,-1.839506,80.630928
US_OK_40089,2020-02-07,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,,6.32,12.06,8.33,,10.05,25.85,12.35,6.32,,4.59,7.47,36.48,5.17,9.48,,29.58,6.32,,1.512346,-4.160494,11.648148,0.310444,-3.197531,71.098343
US_OK_40089,2020-02-08,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,,4.47,7.34,,,,14.69,9.9,11.81,5.43,6.07,20.75,22.35,5.75,11.81,7.98,36.08,6.38,6.07,6.253086,-0.54321,16.222222,0.0,-0.450617,62.359016
US_OK_40089,2020-02-09,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,6.12,7.09,5.48,5.16,9.99,,19.34,13.22,6.77,6.45,8.06,8.38,25.14,8.06,5.48,,36.1,7.09,6.12,13.759259,9.858025,19.17284,0.0,5.987654,59.495016
US_OK_40089,2020-02-10,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,7.84,4.87,8.65,7.57,4.33,4.6,17.31,10.82,11.36,4.6,3.79,8.38,28.66,6.22,5.14,,36.78,7.57,4.06,12.530864,8.246914,17.691358,11.90625,10.802469,89.206501
US_OK_40089,2020-02-11,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,6.87,4.12,6.59,5.77,5.49,,17.58,14.83,8.79,6.87,5.22,10.44,24.44,6.59,5.49,,33.78,7.69,4.39,6.882716,5.598765,9.154321,11.3665,4.925926,87.497552
US_OK_40089,2020-02-12,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,6.03,5.48,12.06,5.75,5.48,3.84,15.62,5.48,8.22,,5.21,9.32,27.95,6.85,4.11,5.75,37.0,6.3,6.58,5.32716,3.561728,8.469136,11.46175,4.061728,91.630248
US_OK_40089,2020-02-13,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,,,7.78,,,6.95,16.12,9.17,12.78,,,10.0,25.01,,6.95,3.89,36.12,8.06,,4.938272,2.419753,7.987654,17.907,1.135802,76.546487
US_OK_40089,2020-02-14,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,,,7.4,4.83,5.79,4.5,16.09,9.97,7.4,,,10.3,21.23,6.11,8.04,4.5,30.89,6.43,,1.302469,-4.055556,9.339506,1.27,-5.58642,60.253895
US_OK_40089,2020-02-15,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,8,9,35,,16,,6.12,5.24,10.78,6.7,,4.95,16.02,7.87,10.49,,5.83,5.54,27.67,5.24,8.45,4.66,31.46,9.32,7.87,4.981481,-1.358025,14.197531,0.874889,-1.796296,61.737402
US_OK_40089,2020-02-16,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,10,4,,,3,,5.28,4.98,6.74,4.1,4.4,,15.83,7.33,7.62,,7.33,8.79,21.39,5.86,4.98,,31.07,6.45,5.28,12.092593,7.753086,18.666667,0.649111,7.771605,74.896866
US_OK_40089,2020-02-17,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,-2,-2,,,-20,4,5.0,4.41,12.06,8.24,7.06,7.06,17.06,6.76,10.0,6.18,5.0,9.12,28.53,6.18,7.06,5.59,39.12,12.94,6.76,15.530864,13.061728,20.493827,0.310444,12.62963,83.187778
US_OK_40089,2020-02-18,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,,,,,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,-1,1,,,0,1,7.89,4.74,10.52,,,3.68,21.31,11.57,6.84,4.21,5.0,8.42,30.25,6.31,6.31,6.05,39.72,3.95,7.37,14.222222,7.635802,19.098765,3.07975,12.104938,87.534795
