location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NM_35029,2020-01-11,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,7.38,9.35,7.87,15.74,8.86,24.6,,36.41,,2.432099,-6.320988,11.339506,0.112889,,-10.131944,38.239145
US_NM_35029,2020-01-12,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,,8.12,8.6,9.56,11.95,17.68,,39.18,,5.62963,-4.901235,15.012346,0.0,,-9.666667,32.016691
US_NM_35029,2020-01-13,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,8.98,8.17,,14.29,8.17,20.41,,44.1,,7.487654,-1.759259,18.944444,0.0,,-9.284722,29.233225
US_NM_35029,2020-01-14,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,7.27,6.87,8.48,13.33,12.12,20.6,6.06,35.55,,8.654321,-1.580247,19.796296,0.0,,-10.083333,25.479038
US_NM_35029,2020-01-15,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,12.79,9.9,8.25,14.44,13.2,27.22,,42.07,6.19,10.777778,1.481481,18.969136,0.0,,-8.6875,24.584293
US_NM_35029,2020-01-16,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,8.57,7.4,8.18,10.9,13.63,25.7,5.84,38.55,7.01,10.197531,5.253086,17.055556,0.108857,,-2.076389,41.748573
US_NM_35029,2020-01-17,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,7.24,10.06,12.88,15.29,,28.97,,29.37,8.45,8.197531,2.395062,17.388889,1.61925,,3.180556,69.96648
US_NM_35029,2020-01-18,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,,12.29,10.81,16.22,12.29,24.57,,36.86,,8.308642,-0.197531,16.944444,0.056444,,-3.979167,40.90309
US_NM_35029,2020-01-19,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,,10.93,,13.3,9.98,20.9,,41.81,,7.598765,-1.253086,17.271605,0.0,,-5.138889,39.316336
US_NM_35029,2020-01-20,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,11.53,6.59,7.0,16.88,12.35,30.88,7.0,38.3,,7.796296,1.209877,15.635802,0.0,,-4.458333,41.19811
US_NM_35029,2020-01-21,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,,5.75,7.66,19.15,8.04,32.94,6.51,40.99,,7.771605,3.993827,12.611111,0.290286,,0.298611,59.415771
US_NM_35029,2020-01-22,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,8.21,9.0,9.0,21.12,10.95,33.25,,34.03,6.65,8.839506,4.462963,15.259259,0.903111,,4.173611,71.789524
US_NM_35029,2020-01-23,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,6.94,9.8,7.35,21.23,13.06,34.3,8.17,25.72,6.53,7.932099,-0.54321,15.481481,0.028222,,-1.006944,52.437476
US_NM_35029,2020-01-24,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,6.33,9.88,5.93,22.54,10.28,30.44,,35.58,6.72,7.333333,-1.290123,16.401235,0.0,,-2.680556,48.185057
US_NM_35029,2020-01-25,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,7.32,8.78,,30.25,8.78,36.6,,42.45,,9.358025,-0.401235,18.265432,0.0,,-2.4375,42.631266
US_NM_35029,2020-01-26,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,12.01,12.45,7.56,33.36,7.56,29.8,,34.25,,9.574074,0.123457,18.425926,0.0,,-3.125,39.751272
US_NM_35029,2020-01-27,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,,9.85,11.04,25.62,8.28,35.08,,36.66,,10.506173,1.876543,17.969136,0.112889,,-1.430556,42.760052
US_NM_35029,2020-01-28,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,,14.03,11.23,22.45,10.82,34.88,,33.28,,8.098765,0.524691,15.08642,0.0,,-6.715278,33.899541
US_NM_35029,2020-01-29,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,7.26,15.74,,29.06,10.9,41.97,,36.73,10.49,5.839506,-3.123457,15.45679,0.0,,-10.027778,30.504715
US_NM_35029,2020-01-30,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,10.03,9.26,7.72,30.86,7.33,44.75,,30.48,7.33,8.376543,-0.796296,15.265432,0.0,,-5.354167,37.428837
US_NM_35029,2020-01-31,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,6.73,7.92,7.13,30.9,8.71,35.25,,31.69,,7.709877,0.888889,14.12963,0.0,,-6.847222,34.587826
US_NM_35029,2020-02-01,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,,7.84,9.8,21.08,,29.9,,30.88,,6.598765,-2.987654,16.981481,0.0,,-9.256944,30.426246
US_NM_35029,2020-02-02,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,7.9,,6.97,21.39,,31.15,,29.76,,7.691358,-1.716049,18.277778,0.0,,-9.493056,28.16377
US_NM_35029,2020-02-03,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,13.77,10.21,8.44,19.54,,30.2,15.1,36.86,,11.62963,2.796296,19.58642,0.0,,-5.597222,29.703092
US_NM_35029,2020-02-04,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,12.31,8.08,10.39,26.93,12.31,39.24,8.85,43.09,10.39,9.611111,4.246914,18.006173,0.108857,,-0.263889,50.21222
US_NM_35029,2020-02-05,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,5.86,11.32,8.2,26.55,11.32,32.01,7.03,38.26,6.25,0.524691,-4.950617,9.611111,2.975429,30.48,-6.222222,61.711
US_NM_35029,2020-02-06,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,8.59,8.98,7.03,23.43,5.86,34.36,,33.19,6.25,2.302469,-5.919753,12.111111,0.225778,50.8,-10.902778,36.426984
US_NM_35029,2020-02-07,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,8.32,10.3,,14.65,6.73,24.95,7.92,29.7,7.13,9.185185,-0.561728,18.055556,0.0,,-5.486111,34.336895
US_NM_35029,2020-02-08,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,9.41,10.9,,15.36,12.88,27.25,14.86,38.15,,10.388889,0.845679,20.709877,0.0,,-3.993056,35.633241
US_NM_35029,2020-02-09,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,9.23,,12.01,17.08,6.93,22.16,7.39,37.86,,12.851852,4.209877,20.561728,0.0,,-4.611111,29.535508
US_NM_35029,2020-02-10,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,,6.62,7.4,18.31,11.69,19.87,,35.45,,12.561728,6.148148,18.95679,3.556,,3.284722,53.126819
US_NM_35029,2020-02-11,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,8.46,6.53,6.92,14.61,9.61,21.14,,29.21,,6.95679,0.388889,14.598765,7.366,,4.055556,82.024119
US_NM_35029,2020-02-12,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,,10.55,,15.23,7.81,19.14,,33.2,,1.740741,-1.345679,9.419753,7.801429,,-0.423611,84.641803
US_NM_35029,2020-02-13,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,,5.97,9.15,22.27,11.53,28.64,6.76,33.41,,5.080247,-1.592593,12.932099,0.141111,,-0.263889,67.691099
US_NM_35029,2020-02-14,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,,9.47,6.59,13.58,,23.87,,31.28,,7.277778,-0.407407,16.981481,0.0,,0.159722,60.002554
US_NM_35029,2020-02-15,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,2,9,-4,8,-2,,,11.17,,13.6,10.2,22.82,,32.05,,10.308642,1.41358,18.62963,0.0,,-0.5,46.488458
US_NM_35029,2020-02-16,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,8,6,,9,3,,14.96,10.76,7.95,13.09,11.69,19.17,,32.27,,11.395062,2.41358,20.487654,0.0,,-4.5,32.133539
US_NM_35029,2020-02-17,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,6,1,,6,-24,,11.26,10.36,,19.37,13.07,24.78,,35.14,7.21,13.691358,4.462963,21.191358,0.0,,-4.256944,28.601552
US_NM_35029,2020-02-18,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,5,5,,-1,1,,8.44,12.86,,15.67,7.63,27.32,,37.77,8.04,13.049383,3.864198,20.944444,0.0,,-1.090278,37.431739
US_NM_35029,2020-02-19,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,10,1,,7,4,,9.82,12.17,9.43,14.14,12.57,16.1,,34.56,6.68,10.0,4.037037,18.703704,0.0,,0.659722,51.830089
US_NM_35029,2020-02-20,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,4,8,,6,2,,6.17,9.26,10.42,13.89,12.74,26.63,,33.97,8.49,9.345679,2.339506,16.098765,0.0,,1.340278,57.042034
US_NM_35029,2020-02-21,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-4,3,,2,-3,,7.17,11.56,7.17,12.36,8.77,16.74,5.98,36.67,5.98,5.148148,1.679012,12.740741,0.0,,-1.618056,61.919616
US_NM_35029,2020-02-22,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,0,3,-10,3,-9,,,13.87,,11.95,,25.34,,34.9,7.17,8.771605,3.0,16.098765,0.0,,2.006944,62.736929
US_NM_35029,2020-02-23,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,3,-9,,16,-8,,8.95,,8.5,12.98,9.4,17.01,6.71,35.35,7.16,12.574074,7.246914,15.882716,0.435429,,2.9375,52.893336
US_NM_35029,2020-02-24,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,9,5,,2,10,,9.63,14.64,,12.33,6.55,34.69,,36.23,9.63,9.820988,2.382716,18.802469,0.028222,,-1.576389,45.298185
US_NM_35029,2020-02-25,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,6,0,,10,2,,7.41,,,19.89,12.48,39.01,,33.16,,9.012346,1.746914,18.401235,0.0,,-9.569444,26.103535
US_NM_35029,2020-02-26,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,12,-1,,12,1,,8.27,12.6,,22.05,11.42,43.71,8.27,30.71,,2.055556,-5.098765,10.277778,0.0,,-14.631944,27.85867
US_NM_35029,2020-02-27,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,8,7,,5,5,,10.02,8.82,8.82,22.04,12.02,38.07,,34.46,,4.45679,-5.58642,16.561728,0.0,,-13.041667,26.812322
US_NM_35029,2020-02-28,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,15,7,,12,4,,8.81,10.42,,23.24,10.02,36.46,7.21,30.05,,8.938272,-3.228395,17.987654,0.0,,-10.173611,24.654391
US_NM_35029,2020-02-29,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,,,,,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,12,15,-2,14,3,,12.4,11.45,,25.76,8.11,38.64,8.11,32.44,,11.58642,1.697531,22.203704,0.0,,-9.201389,22.351326
