location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55085,2020-01-11,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,,8.97,4.61,10.25,6.92,4.87,4.61,,,17.68,,7.69,,5.13,12.56,5.89,5.13,4.87,4.87,,4.36,,4.87,22.3,8.46,3.85,9.48,,,,5.64,43.83,3.59,7.69,8.2,7.69,4.36,5.13,3.85,-9.777778,-13.094444,-4.905556,0.0,240.03,-14.305556,69.687107
US_WI_55085,2020-01-12,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,6.76,11.96,,12.74,8.58,5.46,6.76,4.42,,16.64,4.68,8.84,,5.46,8.84,4.68,5.72,3.64,5.2,6.24,,,6.5,25.48,8.06,,6.76,3.9,4.16,4.68,3.64,40.56,4.68,5.72,6.24,5.2,,3.9,,-12.994444,-21.494444,-7.344444,0.0,240.03,-16.161111,77.132428
US_WI_55085,2020-01-13,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,6.12,7.94,7.03,9.75,9.53,4.54,6.12,4.76,,14.51,6.35,9.3,3.17,7.26,9.53,5.44,6.35,8.16,5.22,4.08,3.17,5.44,8.16,30.61,7.03,,6.58,3.85,6.58,3.85,5.9,40.37,3.4,8.16,4.99,4.76,,,,-7.433333,-10.15,-3.738889,0.804333,264.16,-9.55,84.830182
US_WI_55085,2020-01-14,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,3.6,7.65,6.08,9.68,6.98,5.63,5.18,4.73,3.6,18.01,3.6,10.36,3.38,5.85,8.78,6.3,5.63,8.33,3.83,4.05,3.6,4.05,10.36,30.17,5.63,4.28,4.73,3.83,5.4,4.73,6.53,43.9,4.73,6.3,6.98,5.85,4.73,3.15,4.05,-3.338889,-5.233333,-0.761111,0.719667,264.16,-4.338889,92.830538
US_WI_55085,2020-01-15,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,5.39,6.74,4.04,8.08,11.23,6.74,8.53,3.59,4.49,20.21,5.17,8.08,3.82,6.74,9.21,5.39,4.94,3.59,6.29,5.84,4.94,,9.66,24.48,7.86,3.14,6.29,6.06,4.27,4.72,8.31,41.09,5.17,4.49,4.94,5.61,6.06,4.94,3.82,-5.205556,-7.794444,-2.877778,0.931333,264.16,-7.505556,83.935946
US_WI_55085,2020-01-16,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,7.45,5.64,4.29,8.58,7.0,10.16,6.32,3.16,3.39,16.93,4.06,6.32,,5.64,9.26,4.51,4.06,5.87,3.16,3.39,6.77,,7.45,32.06,5.64,5.64,4.51,7.0,5.19,6.32,6.32,44.7,4.74,4.97,5.19,6.55,3.16,3.84,,-13.705556,-20.672222,-4.6,0.1905,274.32,-17.261111,74.615605
US_WI_55085,2020-01-17,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,3.39,7.23,7.46,7.23,9.72,5.2,5.2,3.84,4.97,14.24,,6.78,,5.2,12.43,5.42,,6.33,3.62,5.2,4.29,4.52,9.04,25.77,4.07,3.17,4.75,,3.39,3.62,6.33,31.87,3.17,5.88,4.29,5.42,,,4.29,-19.416667,-27.5,-8.111111,0.0,264.16,-22.205556,78.52996
US_WI_55085,2020-01-18,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,8.0,6.71,5.67,7.22,8.51,6.19,5.93,4.13,,18.31,4.64,6.71,,,6.71,5.16,,4.64,,5.42,4.9,,8.51,20.63,,,4.9,4.13,,,6.96,38.94,4.64,6.96,6.45,,,4.38,,-4.962963,-7.574074,-2.722222,1.100667,314.96,-6.759259,87.234948
US_WI_55085,2020-01-19,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,6.59,7.61,4.82,10.4,9.89,5.58,6.09,5.33,,15.22,4.57,10.65,4.31,6.34,10.91,5.83,4.57,4.82,5.33,4.31,7.86,,6.85,23.84,4.82,,5.83,3.8,,6.34,6.09,40.58,3.8,5.33,7.36,4.31,5.58,,5.33,-9.15,-12.677778,-4.805556,2.648857,394.97,-11.933333,80.252106
US_WI_55085,2020-01-20,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,4.0,5.18,6.36,9.89,8.48,7.3,8.24,3.53,6.12,20.72,3.77,10.6,,5.18,11.3,5.18,5.42,7.77,4.24,,6.36,,9.42,30.38,8.24,4.71,7.77,,3.77,5.18,7.54,43.09,5.65,8.48,7.54,4.95,4.0,3.3,,-9.305556,-15.977778,-5.388889,0.0,394.97,-12.194444,79.536862
US_WI_55085,2020-01-21,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,4.88,5.8,6.73,9.52,9.52,5.11,5.11,4.18,,22.06,4.41,8.13,,6.27,8.82,5.11,4.41,6.04,4.88,3.71,9.06,3.71,9.06,27.17,5.57,6.27,8.59,,,9.29,3.25,41.33,3.95,7.66,7.66,4.64,5.8,4.41,,-13.416667,-20.944444,-4.927778,0.084667,394.97,-16.338889,78.645424
US_WI_55085,2020-01-22,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,5.72,6.64,7.09,9.84,9.38,3.89,3.2,4.8,,20.14,,11.44,3.89,6.18,6.87,5.26,4.12,7.78,5.26,4.12,10.53,,9.38,32.72,6.41,,4.58,,5.95,10.07,5.49,36.84,6.41,6.41,8.7,3.2,5.03,4.12,3.2,-5.505556,-9.988889,-0.483333,2.0955,381.0,-7.994444,82.64242
US_WI_55085,2020-01-23,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,3.71,10.42,9.03,8.8,7.87,6.72,7.18,,3.24,22.46,3.24,7.41,,5.09,7.41,6.72,,8.34,3.24,,5.33,,9.73,31.96,6.02,3.71,5.79,,4.63,6.48,,38.9,4.63,6.95,7.41,5.79,3.47,,3.47,-1.583333,-3.094444,-0.4,5.81025,444.5,-2.35,94.559729
US_WI_55085,2020-01-24,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,4.27,6.64,5.22,7.59,10.68,4.27,4.51,4.03,4.51,28.24,4.51,9.49,3.8,7.12,7.36,4.27,4.98,4.03,4.51,,5.7,3.56,5.93,36.78,8.07,3.8,5.93,,7.36,6.17,3.32,35.6,5.93,6.64,4.75,3.32,4.27,5.46,,-0.805556,-1.872222,0.605556,1.306286,495.3,-1.477778,95.254047
US_WI_55085,2020-01-25,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,4.47,7.54,7.54,10.34,9.5,6.7,8.38,,,26.26,5.31,8.38,,5.31,8.66,,6.98,7.26,5.03,,,4.19,9.22,35.76,4.47,,8.1,,6.42,,4.47,32.12,5.59,6.7,8.66,6.98,,,,-0.172222,-1.05,1.083333,1.80975,505.46,-0.866667,95.123036
US_WI_55085,2020-01-26,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,5.25,9.44,,12.59,8.13,5.77,5.25,,4.98,30.95,3.94,8.66,3.67,4.72,7.34,5.25,4.72,6.56,4.72,,4.46,,7.87,36.99,6.82,,4.98,,4.72,3.94,,43.81,4.72,4.46,7.34,4.46,,3.67,,-1.338889,-2.294444,-0.155556,1.820333,505.46,-2.433333,92.323603
US_WI_55085,2020-01-27,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,3.88,6.62,4.8,9.37,10.28,5.71,5.94,,,29.01,3.88,7.77,5.03,8.45,8.22,4.57,6.85,7.54,7.08,,5.71,5.71,8.91,39.06,4.8,5.48,6.17,3.88,5.48,4.11,6.85,41.12,4.8,5.94,5.94,4.34,4.11,,,-2.344444,-3.633333,-1.083333,2.074333,495.3,-3.955556,88.78464
US_WI_55085,2020-01-28,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,7.01,6.33,7.01,6.33,10.18,9.27,7.01,5.2,4.97,25.78,4.3,10.63,,6.78,10.4,5.65,5.65,3.84,3.62,5.2,4.75,3.39,11.76,41.38,6.56,5.2,4.75,3.62,4.75,,4.07,49.07,,10.85,6.56,4.97,,6.33,3.17,-5.711111,-8.794444,-2.416667,0.0,495.3,-8.027778,83.861151
US_WI_55085,2020-01-29,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,5.17,5.85,6.3,8.77,10.35,7.2,,,5.62,26.32,3.82,9.9,,5.17,8.77,6.75,5.4,7.87,3.15,,4.5,,7.65,36.44,6.52,,6.52,,5.4,,6.3,40.49,,8.55,7.2,5.62,5.4,,6.07,-6.733333,-8.683333,-4.733333,0.169333,495.3,-9.194444,82.710324
US_WI_55085,2020-01-30,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,4.54,4.54,4.54,9.3,10.21,6.81,6.36,3.63,4.77,34.95,3.18,10.67,,4.08,7.94,7.26,6.36,4.99,5.45,3.86,5.45,4.54,9.53,43.12,5.45,3.4,6.36,,6.36,3.86,7.26,34.5,3.4,9.99,,3.86,4.54,,,-6.366667,-7.45,-5.05,0.0,480.06,-8.794444,82.926677
US_WI_55085,2020-01-31,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,3.88,4.34,5.25,10.28,8.45,8.45,7.31,,,36.09,4.34,6.85,,,11.19,5.94,6.17,6.62,5.25,3.2,3.88,,7.08,36.55,7.31,4.34,4.11,4.8,6.17,4.57,6.17,36.78,3.88,7.54,6.4,5.25,6.17,,4.11,-5.066667,-8.727778,-0.294444,0.0,480.06,-6.677778,88.508202
US_WI_55085,2020-02-01,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,4.64,,,11.47,8.47,6.56,7.92,,,23.49,6.01,6.83,,,10.11,4.37,6.01,,4.1,5.19,4.1,4.1,6.56,28.41,4.92,3.82,8.2,5.19,,6.56,4.92,39.88,,4.37,,8.74,5.74,3.82,,-0.916667,-2.855556,2.188889,2.794,469.9,-3.438889,83.048175
US_WI_55085,2020-02-02,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,7.44,7.97,6.91,8.77,7.7,6.11,7.44,,,25.23,4.52,7.44,,3.98,7.7,7.17,7.44,5.05,4.78,,5.58,,3.98,28.95,9.03,,4.78,4.52,5.31,6.64,7.17,41.44,,6.38,8.77,3.72,,,3.72,0.916667,-2.588889,5.077778,3.664857,444.5,-2.205556,79.679384
US_WI_55085,2020-02-03,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,5.21,7.92,8.83,9.51,11.09,4.75,6.11,5.43,4.3,21.05,5.21,9.28,,,9.96,4.53,4.08,4.3,3.62,,4.08,3.85,7.02,41.43,8.83,4.75,9.73,3.17,4.08,7.02,,42.34,5.66,10.64,6.11,5.43,3.17,3.85,5.43,-0.516667,-4.866667,2.561111,0.0,434.34,-5.505556,69.042186
US_WI_55085,2020-02-04,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,3.88,6.84,3.42,10.49,10.27,5.7,5.02,3.65,3.42,20.07,6.84,9.35,,5.25,11.18,5.02,6.16,5.25,6.16,3.19,,,7.76,30.11,7.99,3.42,5.93,3.19,3.65,3.65,6.62,44.94,5.02,7.3,7.76,5.7,4.79,,5.7,-8.144444,-13.688889,-2.961111,0.0,419.1,-13.661111,64.783042
US_WI_55085,2020-02-05,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,,7.4,7.17,7.17,10.63,5.55,9.71,4.39,,26.13,3.24,10.87,,4.16,9.02,5.55,5.09,5.78,3.93,4.39,5.09,,8.79,31.91,4.86,4.16,4.86,3.7,6.47,5.55,3.24,34.22,6.47,8.79,3.93,3.93,,5.78,4.62,-15.833333,-25.016667,-4.8,0.0,419.1,-20.6,66.985233
US_WI_55085,2020-02-06,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,3.48,7.88,6.49,10.43,7.65,6.49,5.33,4.17,,23.17,3.71,8.34,,4.63,9.27,4.4,4.87,3.48,5.33,,3.71,,7.88,29.89,6.72,3.71,5.1,,5.33,6.03,7.18,43.1,3.71,5.1,4.17,3.94,,5.1,5.1,-11.895062,-21.567901,-0.648148,0.0,408.94,-17.345679,63.958206
US_WI_55085,2020-02-07,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,,,,,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,,,,,,3.91,5.05,,10.8,7.58,7.58,5.05,3.68,4.59,23.2,4.37,10.11,3.91,4.59,9.42,4.83,,4.59,5.28,,4.59,3.22,5.74,32.62,4.83,3.68,5.51,3.22,,4.13,5.51,37.68,,5.05,7.12,5.05,3.91,4.59,,-7.882716,-14.04321,-3.0,0.0,408.94,-12.351852,70.426956
